index,question,value,response,correct
54,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, nyse_az",112228#138339#31774 |,False
55,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,otc_rwnef,otc_adddf,False
56,What is the largest energy consumption from 2022 to 2023 among the following companies?,1201276.0,"33.09 | step | output |
| 1 | single span |
| 2 | prosiebensat1-media |
| 3 | n.a. |
| 4 | prosiebensat1-media |
| 5 | none |

finally, present the final answer in the format: """,False
57,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,4.51,response too long,False
58,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,1120000.0,19496,False
59,Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_bayzf, otc_rwnef, otc_adddf",otc_rwnef#otc_bayzf#otc_adddf,False
60,Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"vivendi, axa",22042#11228,False
61,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"otc_su, deutsche-telekom-ag, nyse_tte",no answer in the response,False
62,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_esocf,otc_esocf,True
63,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"61.9, 1.89",85.4#61.9,False
64,What is the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,45.2,45.2#35.4,False
65,What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"5100000.0, 37172.0",no answer in the response,False
66,What are the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,"3193.0, 14249.0, 142457.0",142499#142497#142493,False
67,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_adddf, nyse_az",otc_adddf#otc_bayzf#nyse_az,False
68,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"12.24, 35.06",35056#12241,False
69,Which companies have the 3 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,"nyse_tte, otc_su, vivendi",otc_su#vivendi#nyse_tte,False
70,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,21600000.0,otc_rwnef,False
71,Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_rwnef",otc_rwnef#otc_bayzf,False
72,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,953.1,124139,False
73,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,otc_esocf,response too long,False
74,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,otc_adddf,no answer in the response,False
75,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,30712.0,14221,False
76,Which companies have the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,"nasdaq_dasty, munich-re, otc_adddf",nasdaq_dasty#otc_adddf#munich-re,False
77,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,axa,axa,True
78,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"21598.0, 31774.0, 33093.0",33093#10841#30093,False
79,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,otc_adddf,otc_adddf,True
80,What is the highest energy consumed in the last 2 years among the following companies in MWh?,13253000,"12241#13253 |

| step | output |
| 1 | single span |
| 2 | deutsche telekom |

| 3 | n.a. |

| 4 | deutsche telekom |

| 5 | none |

finally, present the final answer in the format: """,False
81,What are the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.2, 3.28",22042#0.2#0.22,False
82,Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"otc_adddf, otc_bayzf",34.51#16.79,False
83,What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"1110000.0, 142457.0",14249#18310,False
84,What are the top 2 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,"5.05, 6.78",8.2#5.04914e+06,False
85,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"3280000.0, 200000.0",32333#22042,False
86,Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, otc_adddf, otc_esocf",142293#142457#142945,False
87,Which companies have the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_adddf, otc_rwnef, otc_bayzf",otc_rwnef#otc_bayzf#otc_adddf,False
88,What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.17, 7.64",2.1#1.5,False
89,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,142457.0,142457,True
90,What are the top 2 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,"35.4, 6.78",5.04914e+06#4.84016e+06,False
91,Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"nasdaq_dasty, axa, otc_rwnef",response too long,False
92,What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"71218.0, 35056000.0, 157000000.0",71218#35056#37128,False
93,Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"nasdaq_dasty, otc_adddf",otc_rwnef#otc_adddf,False
94,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,otc_adddf,no answer in the response,False
95,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"1.11, 0.2, 0.14","1.11#1.12#3.03 | step | output |
| 1 | multiple spans |
| 2 | 1.11#1.12#3.03 |
| 3 | n.a. |
| 4 | 3.03#1.12#1.11 |
| 5 | none |

finally, present the final answer in the format: """,False
96,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"200000.0, 142457.0, 14249.0",3039435#18310#14249,False
97,Which companies have the top 3 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,"otc_esocf, otc_crerf, otc_bamgf",otc_bamgf#otc_crerf#otc_esocf,False
98,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,"61900000.0, 33093.0",33093#43664,False
99,What are the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.14, 0.2, 1.11",1.11#1.12#3.03,False
100,What is the largest energy consumption from 2022 to 2023 among the following companies?,1201276,otc_su,False
101,What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"71218.0, 91604239.95, 157000000.0",response too long,False
102,Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_esocf, axa",no answer in the response,False
103,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,otc_rwnef,vivendi,False
104,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, nyse_az, vivendi",otc_rwnef#vivendi#nyse_az,False
105,Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"otc_adddf, munich-re, nasdaq_dasty",nasdaq_dasty#otc_adddf#munich-re,False
106,Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,"nasdaq_dasty, otc_adddf",nasdaq_dasty#otc_rwnef,False
107,What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TWh?,"157.0, 1.12",1124327#31.3,False
108,Which companies have the 2 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in tons?,"vivendi, otc_su",1154#123311 |,False
109,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,otc_esocf,otc_rwnef,False
110,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"otc_esocf, otc_bayzf, otc_adddf",otc_adddf#otc_bayzf#otc_esocf,False
111,Which companies have the top 2 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of m3?,"otc_esocf, otc_bayzf",otc_bayzf#otc_bamgf,False
112,What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.12, 0.14, 0.03",30490#142457#142293,False
113,What is the highest energy consumed in the last 3 years among the following companies in TJ?,363226.0,response too long,False
114,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,953100.0,heidelberg materials,False
115,What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"3280000.0, 200000.0, 112228.0",112228#34.51#7929 |,False
116,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_adddf, munich-re",munich-re#vivendi,False
117,What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2-eq?,"3130824.0, 770748.0, 168709.0",770748#3130824#17731,False
118,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"200000.0, 42423.0",45848#22042,False
119,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, heidelberg-materials, nyse_tte",response too long,False
120,What are the 3 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"34.51, 1.89, 0.03",34.51#16.79#10841 |,False
121,Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,"nyse_az, axa",axa#otc_adddf,False
122,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,71040000.0,3130824,False
123,What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"9720000.0, 7635784.0, 770748.0",1.91#1.91#1.91,False
124,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf,otc_adddf,False
125,What is the lowest energy consumption over the last 2 years among the following companies in TWh?,0.07,12241,False
126,What are the top 3 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,"5.05, 8.2, 35.4",5.04914e+06#4.72231e+06#35.4,False
127,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,otc_bamgf,nyse_tte,False
128,What is the highest energy consumed in the last 2 years among the following companies in million kWh?,35056.0,35056#34493#3062 |,False
129,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,5100000.0,19496,False
130,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"deutsche-telekom-ag, otc_dpsgy",deutsche-telekom-ag#otc_dpsgy,False
131,Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, otc_adddf, munich-re",otc_adddf#otc_rwnef#munich-re,False
132,What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.11, 0.2",14249#3086777,False
133,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_adddf",otc_adddf#esocf,False
134,Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_esocf, otc_bayzf",otc_esocf#otc_bayzf,False
135,Which companies have the 3 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_esocf, otc_bayzf, munich-re","otc_bayzf#otc_esocf#otc_bayzf |

| step | output |
| 1 | multiple spans |
| 2 | 34.51#53.07#56.53 |

| step | output |
| 3 | n.a. |

| step | output |
| 4 | otc_bayzf#otc_esocf#otc_bayzf |

| step | output |
| 5 | none |

finally, present the final answer in the format: """,False
136,What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"5100000.0, 1120000.0, 142293.0",5.1#3.82#142293,False
137,Which company has the highest water consumption in the years 2023 and 2022 for the following companies in m3?,otc_esocf,otc_bayzf,False
138,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"nasdaq_dasty, vivendi, otc_bayzf",vivendi#nasdaq_dasty#otc_bayzf,False
139,Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"axa, nyse_az, munich-re",33093#21598#21382,False
140,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,6059047.0,no answer in the response,False
141,Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, otc_esocf",otc_esocf#otc_rwnef,False
142,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, otc_dpsgy",deutsche-telekom-ag#heidelberg-materials,False
143,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,otc_rwnef,vivendi,False
144,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, otc_su, nasdaq_dasty",response too long,False
145,Which company has the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,otc_esocf,otc_adddf,False
146,What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"92467.0, 168709.0, 23800000.0",15.6#13.5#12.8,False
147,Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"nasdaq_dasty, vivendi",vivendi#munich-re,False
148,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"nyse_az, nasdaq_dasty, otc_rwnef",az#dasty#rwnef,False
149,What are the top 3 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"91604239.95, 1124327.0, 71218.0",response too long,False
150,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tons CO2e?,otc_adddf,otc_adddf,True
151,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,56.53,21.6,False
152,What is the largest energy consumption from 2022 to 2023 among the following companies?,313698.0,33.09,False
153,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,53.07,otc_esocf,False
154,What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"200000.0, 112228.0, 22042.0","22042#11228#138339 |

| step | output |
| 1 | multiple spans |
| 2 | 138339#22042#33831 |
| 3 | n.a. |
| 4 | 33831#22042#138339 |
| 5 | none |

finally, present the final answer in the format: """,False
155,What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"92467.0, 770748.0",17731#14479,False
156,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,23.8,770748,False
157,What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TJ?,"329775.0, 126201.6",363226#329775,False
158,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.02, 1.12",19496#30724,False
159,Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"munich-re, otc_rwnef",otc_rwnef#otc_bayzf,False
160,Which company has the highest energy consumed in the last 2 years among the following companies in MWh?,deutsche-telekom-ag,deutsche-telekom-ag,True
161,Which companies have the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"vivendi, otc_rwnef, otc_esocf","0.2#0.1#0.1 |

#### and its corresponding scale is: million mt co2e |

",False
162,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,1910000.0,otc_adddf,False
163,Which company has the highest energy consumed in the last 3 years among the following companies in TJ?,heidelberg-materials,response too long,False
164,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,otc_adddf,no answer in the response,False
165,Which companies have the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa, otc_rwnef",vivendi#otc_rwnef#axa,False
166,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,53070000.0,nyse_az,False
167,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tons CO2e?,7635784.0,770748,False
168,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,"prosiebensat1-media, otc_su, otc_dpsgy",otc_su#otc_dpsgy#prosiebensat1-media,False
169,What is the lowest energy consumption over the last 2 years among the following companies in GWh?,33.09,response too long,False
170,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,otc_bayzf,vivendi,False
171,Which companies have the 2 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,"nyse_tte, otc_su",otc_su#nyse_tte,False
172,What are the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"22042.0, 42423.0",22042#11228,False
173,What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in MtCO2eq?,0.04,response too long,False
174,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,85400000.0,otc_rwnef,False
