index,question,value,response,correct
17,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials,"otc_su |

| company name: otc_su |

| 306-3, 306-4, 306-5 | non-hazardous waste generated |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139 |

| 124139",False
18,What are the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"0.04, 0.11, 3.28","112228#138339#174336 |

### instruction
given a table and a list of texts in the following, what is the answer to the question? please predict the answer and store it in a variable named ‘{answer}‘. if there are multiple values, separate them using the ’#’ symbol. if the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. the value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
19,Which companies have the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2-eq?,"munich-re, vivendi, nasdaq_dasty","munich-re#vivendi#nasdaq_dasty |

### solution
the companies with the 3 highest values of scope 3 ghg emissions produced in 2022 (sorted in descending order) among the following companies in tco2-eq are:

1. vivendi
2. munich-re
3. nasdaq_dasty",False
20,Which companies have the top 3 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,"otc_bamgf, otc_crerf, otc_esocf",otc_crerf#otc_esocf#otc_bamgf,False
21,What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.03, 0.14, 1.12","142293#142457#142945 |

the corresponding scale is: none |

",False
22,Which company has the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in tCO2eq?,axa,"otc_esocf |

",False
23,Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, nyse_az, munich-re","vivendi#munich-re#nyse_a#

the corresponding scale is: none",False
24,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,1.11,30724,False
25,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf,otc_bayzf,True
26,What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,45200000.0,45.2#35.4,False
27,What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"5100000.0, 1120000.0",19496#30724,False
28,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,9180000.0,735018,False
29,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, otc_dpsgy, nyse_tte","tte#dpsgy#dsty |

| company name: nyse_tte |

| unit                                                                                             | 2015   | 2019   | 2020   | 2021   | 2022   |   2023 |
|:-------------------------------------------------------------------------------------------------|:-------|:-------|:-------|:-------|:-------|-------:|
| energy mix (sales)                                                                               | nan    | nan    | nan    | nan    | nan    |  nan   |
| petroleum products(a) (%)                                                                        | 65     | 53     | 47*    | 44*    | 41     |   43   |
| gas(b) (%)                                                                                       | 33     | 40     | 45*    | 48*    | 50     |   47   |
| low-carbon energies(c) (%)                                                                       | 2      | 7      | 7      | 8*     | 9      |    9   |
| petroleum products                                                                               | nan    | nan    | nan    | nan    | nan    |  nan   |
| petroleum products - sales (mb/day)                                                              | 2.4    | 2.3    | 1.8    | 1.8    | 1.7    |    1.6 |
| gas                                                                                              | nan    | nan    | nan    | nan    | nan    |  nan   |
| lng - sales (mt)                                                                                 | 13     | 34     | 38     | 42     | 48     |   44   |
| electricity                                                                                      | nan    | nan    | nan    | nan    | nan    |  nan   |
| gross renewable electricity capacity(d) (gw)                                                     | 0      | 3      | 7      | 10     | 17     |   22   |
| net production(e) (twh)                                                                          | 2      | 11     | 14     | 21     | 33     |   33   |
| clients btb and btc (millions)                                                                   | <2     | 6      | 8      | 9      | 8      |    9   |
| ev charging points (thousands)                                                                   | 0      | 0      | 22     | 26     | 42     |   60   |
| low-carbon molecules                                                                             | nan    | nan    | nan    | nan    | nan    |  nan   |
| biofuels - production (mt)                                                                       | —      | 0.2    | 0.3    | 0.5    | 0.2    |    0.3 |
| biogas - production (twh)                                                                        | —      | —      | —      | <1     | 1      |    1   |
| net investments                                                                                  | nan    | nan    | nan    | nan    | nan    |  nan   |
| oil (b$)                                                                                         | 13     | 9      | 6      | 7      | 10     |    6   |
| lng & gas (b$)                                                                                   | 7      | 7      | 5      | 5      | 2      |    5   |
| low-carbon energies (b$)                                                                         | 0      | 1      | 2      | 4      | 4      |    6   |
| integrated power (b$)                                                                            | 0      | 1      | 2      | 3      | 4      |    5   |
| low-carbon molecules (b$)                                                                        | 0      | <1     | <1     | <1     | <1     |    1   |
| energy consumption                                                                               | nan    | nan    | nan    | nan    | nan    |  nan   |
| net primary energy consumption(f) (twh)                                                          | 153    | 160    | 147    | 148    | 166    |  157   |
| renewable energy consumption(g) (twh)                                                            | —      | —      | 1      | 1      | 1      |    2   |
| global energy efficiency indicator (geei) (base 100 in 2010)                                     | 90.8   | 88.0   | 90.2   | 87.0   | 85.1   |   86.4 |
| energy management system                                                                         | nan    | nan    | nan    | nan    | nan    |  nan   |
| operated sites with an auditable energy management system (annual consumption > 50 ktoe)(g) (nb) | —      | —      | 26     | 27     | 27     |   34   |
| operated sites with annual consumption > 50 ktoe(h) (nb)                                         | —      | —      | 42     | 46     | 46     |   43   |

company name: otc_dpsgy

| esg figures                                     | unnamed: 1      | 2019   | 2020 adjusted   | 2021   |   2022 adjusted |      2023 |
|:------------------------------------------------|:----------------|:-------|:----------------|:-------|----------------:|----------:|
| logistics-related ghg emissions                 | million t co2e  | 33.2   | 33.64           | 39.36  |           36.59 |     33.2",False
30,Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,"otc_rwnef, munich-re",61.9#85.4,False
31,What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"71040000.0, 7635784.0",71.04#56.53,False
32,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,7799933.0,"79705 |

",False
33,Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nyse_az, otc_adddf, otc_bayzf",142293#142457#142945,False
34,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,9.72,3130824,False
35,What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"23.8, 9.72",92467#96745,False
36,What is the highest energy consumed in the last 2 years among the following companies in GWh?,13253.0,33.26#33.09 |,False
37,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.0, 0.02, 61.9",response too long,False
38,Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, vivendi",727100#92467,False
39,Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"otc_bayzf, nyse_az",vivendi#nyse_az,False
40,What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"1120000.0, 37172.0, 19496.0","19496#185354#30712 |

### solution
the values of market-based scope 2 ghg emissions produced in 2022 (sorted in descending order) among the following companies in tco2eq are:

19496#185354#30712",False
41,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,5894811.0,"179523#5.89481e+06#3039435 | none |

the value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
42,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"otc_bayzf, axa, vivendi","19496#11228#30724 |

### input
company name: axa

| unnamed: 0                                                                                                                                                               |   base year 2019 |     2022 |     2023 | % 2023/2022   | target 2025   | % 2023/base year   |
|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------:|---------:|---------:|:--------------|:--------------|:-------------------|
| scope 1 ghg emissions                                                                                                                                                    |            nan   |    nan   |    nan   | nan           | nan           | nan                |
| gross scope 1 ghg emissions                                                                                                                                              |          33617   |  21382   |  21598   | 1%            | -25%          | -36%               |
| scope 2 ghg emissions                                                                                                                                                    |            nan   |    nan   |    nan   | nan           | nan           | nan                |
| gross market-based scope 2 ghg emissions                                                                                                                                 |          59232   |  37172   |  30712   | -17%          | -35%          | -48%               |
| gross location-based ”’ scope 2 ghg emissions                                                                                                                            |          65470   |  45848   |  42423   | -7%%          | nan           | -35%               |
| significant scope 3 ghg emissions                                                                                                                                        |            nan   |    nan   |    nan   | nan           | nan           | nan                |
| total gross indirect (scope 3) ghg emissions market-based                                                                                                                |         258541   | 185354   | 169296   | -9%           | nan           | -35%               |
| o/w ghg emissions from purchase services related to it (category 1)                                                                                                      |           4623   |   5234   |   5955   | 14%           | nan           | 29%                |
| o/w ghg emissions from capital goods related to it (category 2)                                                                                                          |          24147   |  24493   |  23430   | -4%           | nan           | -3%                |
| o/w ghg emissions from fuel and energy-related activities (not included in scope 1 or scope 2) market-based ® (category 3)                                               |          20672   |  13324   |  11757   | -12%          | nan           | -43%               |
| o/w ghg emissions from business travelling (category 6)                                                                                                                  |          86004   |  24831   |  57006   | 130%          | -18%          | -34%               |
| o/w ghg emissions from employee commuting (category 7)                                                                                                                   |         123094   | 117472   |  71148   | -39%          | nan           | -42%               |
| total gross indirect (scope 3) ghg emissions location-based                                                                                                              |         259356   | 188605   | 174336   | -8%           | nan           | -33%               |
| total ghg emissions                                                                                                                                                      |            nan   |    nan   |    nan   | nan           | nan           | nan                |
| total ghg emissions market-based ®                                                                                                                                       |         351389   | 243909   | 221606   | -9%           | nan           | -37%               |
| total ghg emissions location-based                ",False
43,What are the 3 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,"322000.0, 123311.0, 8430.0","128267#123311#117607 |

",False
44,Which company has the highest energy consumed in the last 2 years among the following companies in million kWh?,otc_dpsgy,otc_dpsgy,True
45,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,munich-re,munich-re,True
46,Which company has the lowest energy consumption over the last 2 years among the following companies in million kWh?,nasdaq_dasty,otc_dpsgy,False
47,What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"1.12, 12.24, 157.0","1124327#12241#707033 |

### input
company name: otc_su

| gri          | indicators                                                                  | units         | 2023    | 2022    | 2021    | 2020    |
|:-------------|:----------------------------------------------------------------------------|:--------------|:--------|:--------|:--------|:--------|
| nan          | estimated coverage (% energy consumption)                                   | %             | 95%     | 95%     | 95%     | 96%     |
| nan          | iso 50001 certified sites                                                   | #             | 128     | 132     | 140     | 150     |
| 302-1, 302-4 | estimated total energy consumption                                          | mwh           | 1124327 | 1201276 | 1325491 | 1216845 |
| 302-1, 302-4 | of which measured energy consumption                                        | mwh           | 934805  | 979497  | 1080366 | 1034003 |
| 302-1, 302-4 | of which estimated energy consumption for sites out of reporting perimeter? | mwh           | 189522  | 221779  | 245125  | 182842  |
| 302-1, 302-4 | estimated total energy consumption/turnover                                 | mwh/million € | 31.3    | 35.1    | 45.9    | 48.3    |
| 302-1, 302-4 | estimated total energy productivity                                         | €/mwh         | 31932   | 28450   | 21803   | 20709   |
| 302-1, 302-4 | estimated total improvement in energy productivity vs ",False
48,What is the largest energy consumption from 2022 to 2023 among the following companies?,347068,"329775#363226 | none |

### solution

| company name: otc_dpsgy |

| energy consumption (mwh) | 363226 |

| company name: heidelberg-materials |

| energy consumption (mwh) | 329775 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name: nasdaq_dasty |

| energy consumption (mwh) | 314126 |

| company name:",False
49,What are the 3 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in kt?,"8.43, 123.31, 322.0","1154#123311#128267 |

",False
50,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"10291.0, 31774.0, 33093.0","10291#10841#33093 |

",False
51,What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 1.89","1.91#34.51#53.07#1.89#34.51#53.07 |

",False
52,Which companies have the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,"axa, nyse_az, otc_esocf","174336#138339#112228 |

### instruction
given a table and a list of texts in the following, what is the answer to the question? please predict the answer and store it in a variable named ‘{answer}‘. if there are multiple values, separate them using the ’#’ symbol. if the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. the value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
53,Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"otc_esocf, otc_rwnef",otc_rwnef#vivendi,False
54,Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, nyse_az","otc_esocf#otc_rwnef#nyse_az |

the values of the 3 highest values of location-based scope 2 ghg emissions produced in 2023 (sorted in descending order) are: 112228#34.51#7929 |

the corresponding scale is: none |

",False
55,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,otc_rwnef,otc_rwnef,True
56,What is the largest energy consumption from 2022 to 2023 among the following companies?,1201276.0,"33.09#33.26 | none |

### solution
",False
57,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,4.51,response too long,False
58,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,1120000.0,19496,False
59,Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_bayzf, otc_rwnef, otc_adddf","otc_rwnef#otc_bayzf#otc_adddf |

",False
60,Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"vivendi, axa",112228#138339,False
61,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"otc_su, deutsche-telekom-ag, nyse_tte","otc_su#302-1, 302-4#nyse_tte |

| company name |
|:-------------|
| otc_su |
| nyse_tte |

| unnamed: 0 |
|:--------------|
| customer satisfaction (tri*m index) |
| employee satisfaction (engagement score) |
| energy consumption |

| 302-1, 302-4 |
| nan |

| 302-1, 302-4 |
| measured energy consumption by source |
| grid electricity |
| purchased renewable electricity |
| self generated renewable electricity |
| district heating |
| fuel oil |
| gas |
| renewable fuel and heat |

| 302-1, 302-4 |
| estimated total energy consumption |
| estimated total energy consumption/turnover |
| estimated total energy productivity |
| estimated total improvement in energy productivity vs 2005 |
| estimated total energy consumption from renewable sources |
| estimated total percentage of renewable energy |
| estimated total energy consumption from non-renewable sources |
| estimated total percentage of non renewable energy |

| 302-1, 302-4 |
| measured energy consumption by source |
| grid electricity |
| purchased renewable electricity |
| self generated renewable electricity |
| district heating |
| fuel oil |
| gas |
| renewable fuel and heat |

| 302-1, 302-4 |
| estimated total energy consumption |
| estimated total energy consumption/turnover |
| estimated total energy productivity |
| estimated total improvement in energy productivity vs 2005 |
| estimated total energy consumption from renewable sources |
| estimated total percentage of renewable energy |
| estimated total energy consumption from non-renewable sources |
| estimated total percentage of non renewable energy |

| 302-1, 302-4 |
| grid electricity |
| purchased renewable electricity |
| self generated renewable electricity |
| district heating |
| fuel oil |
| gas |
",False
62,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_esocf,otc_esocf,True
63,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"61.9, 1.89",61.9#85.4,False
64,What is the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,45.2,45.2#35.4,False
65,What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"5100000.0, 37172.0","19496#14221 |

",False
66,What are the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,"3193.0, 14249.0, 142457.0","14249#18310#304 |

the value of the ‘#’ symbol is 3",False
67,Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_adddf, nyse_az","142293#142457#142945 |

the corresponding scale is: none |

",False
68,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"12.24, 35.06",12241#35056,False
69,Which companies have the 3 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,"nyse_tte, otc_su, vivendi",otc_su#vivendi#nyse_tte,False
70,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,21600000.0,"21.6#142457#5.89481e+06#102003 |

the value of the ‘scale’ is: none",False
71,Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_rwnef",otc_rwnef#otc_bayzf,False
72,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,953.1,"124139#131402 |

the corresponding scale is: none |

",False
73,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,otc_esocf,response too long,False
74,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,otc_adddf,"otc_adddf |

",True
75,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,30712.0,14221,False
76,Which companies have the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,"nasdaq_dasty, munich-re, otc_adddf","otc_adddf#munich-re#otc_adddf |

the value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
77,Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,axa,vivendi,False
