pdf name,gri,page nbr,table nbr,question,question_type,question_type_ext,value,row indices,col indices,row/column spanning,firstk,fn_details
OTC_SU_2023.pdf,303,310,0,What is the increase in total water withdrawals (other than for cooling) from the year 2020 to 2022?,QuantitativeResponseGenerator,increase_difference,-39706.0,"[3, 3]","[4, 6]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,What is the sum of the total water withdrawals (other than for cooling) for the years 2021 and 2020?,QuantitativeResponseGenerator,sum,2953997.0,"[4, 4]","[5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,What is the reduction percentage calculated from the total water withdrawals in 2020 compared to the total water withdrawals in 2020?,QuantitativeResponseGenerator,reduction_percentage,-8183.55,"[2, 4]","[6, 6]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,What is the raw in total water withdrawals (other than for cooling) between the years 2023 and 2022?,QuantitativeResponseGenerator,reduction_difference,1881491.0,"[1, 2]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,What is the percentage increase in total water withdrawals from 2022 to 2023?,QuantitativeResponseGenerator,increase_percentage,-98.28,"[9, 2]","[4, 4]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,"What is the increase in total water withdrawals from 2021 to 2022 for the row labeled ""303-3""?",QuantitativeResponseGenerator,increase_difference,51001.0,"[6, 9]","[5, 5]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,303,310,0,"What is the percentage reduction in total water withdrawals from the year 2020 to the year 2020 for the indicator ""Total water withdrawals (other than for cooling)""?",QuantitativeResponseGenerator,reduction_percentage,100.0,"[1, 7]","[6, 6]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage reduction in estimated total Scopes 1 and 2 GHG emissions from 2023 compared to the direct (Scope 1) GHG emissions in the same year?,QuantitativeResponseGenerator,reduction_percentage,44.23,"[1, 4]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the reduction raw between the estimated total Scopes 1 and 2 GHG emissions in 2022 and the direct (Scope 1) GHG emissions in 2022?,QuantitativeResponseGenerator,reduction_difference,229177.0,"[1, 7]","[4, 4]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the average of the Total Scopes 1 and 2 per euro turnover and the Direct (Scope 1) GHG emissions for the year 2023?,QuantitativeResponseGenerator,average,2029.8,"[3, 9]","[3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the increase between the Direct (Scope 1) GHG emissions in 2023 and 2022?,QuantitativeResponseGenerator,increase_difference,-109676.0,"[4, 5]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,"What is the total of the estimated total Scopes 1 and 2 GHG emissions, direct GHG emissions, energy indirect GHG emissions, and other relevant indirect GHG emissions for the year 2022?",QuantitativeResponseGenerator,sum,61471671.7,"[1, 3, 4, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage reduction in Direct (Scope 1) GHG emissions from 2021 to 2022?,QuantitativeResponseGenerator,reduction_percentage,16.74,"[6, 6]","[5, 4]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the reduction in Direct (Scope 1) GHG emissions from the year 2020 to the year 2022?,QuantitativeResponseGenerator,reduction_difference,0.0,"[7, 7]","[6, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage increase in Direct (Scope 1) GHG emissions from the year 2020 to 2023?,QuantitativeResponseGenerator,increase_percentage,19.09,"[8, 8]","[3, 6]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the average of the direct (Scope 1) GHG emissions for the years 2022 and 2020?,QuantitativeResponseGenerator,average,5946.5,"[9, 9]","[4, 6]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage reduction in Direct (Scope 1) GHG emissions from 2020 to 2021?,QuantitativeResponseGenerator,reduction_percentage,51.87,"[12, 12]","[5, 6]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the reduction in Energy indirect (Scope 2) GHG emissions from 2022 to 2023?,QuantitativeResponseGenerator,reduction_difference,-20290.0,"[13, 13]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage increase in Energy indirect (Scope 2) GHG emissions from 2022 to 2023?,QuantitativeResponseGenerator,increase_percentage,-20.53,"[14, 14]","[4, 3]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the average of the GHG emissions from renewable electricity (market-based) for the years 2021 and 2022?,QuantitativeResponseGenerator,average,702.0,"[15, 15]","[5, 4]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the increase in energy indirect (Scope 2) GHG emissions measured in TCO2e from the year 2020 to 2023?,QuantitativeResponseGenerator,increase_difference,-6697.0,"[16, 16]","[6, 3]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the sum of the Energy indirect (Scope 2) GHG emissions for the years 2023 and 2022?,QuantitativeResponseGenerator,sum,93956.0,"[17, 17]","[3, 4]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,305,311,1,What is the percentage reduction in GHG emissions when comparing the Other relevant indirect (Scope 3) GHG emissions in 2023 to the Direct (Scope 1) GHG emissions in 2023?,QuantitativeResponseGenerator,reduction_percentage,100.0,"[18, 7]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the increase in total waste generated in metric tons between the year 2023 and the non-hazardous waste generated in the same year?,QuantitativeResponseGenerator,increase_difference,-18546.0,"[1, 4]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,"What is the total amount of non-hazardous waste generated in metric tons for the year 2022, considering the values from the rows ""306-3, 306-4, 306-5""?",QuantitativeResponseGenerator,sum,130030.0,"[3, 5]","[4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the percentage reduction in total waste generated from the year 2020 to 2021?,QuantitativeResponseGenerator,reduction_percentage,10.11,"[9, 9]","[5, 6]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the reduction in non-hazardous waste generated from 2022 to 2023?,QuantitativeResponseGenerator,reduction_difference,-5974.0,"[4, 4]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the percentage decrease in hazardous waste generated from 2022 to 2023?,QuantitativeResponseGenerator,increase_percentage,-6.4,"[10, 10]","[4, 3]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the average of the hazardous waste generated in metric tons for the years 2023 and 2021?,QuantitativeResponseGenerator,average,17382.5,"[7, 7]","[3, 5]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the increase in the hazardous waste generated per million euros of turnover from 2021 to 2022?,QuantitativeResponseGenerator,increase_difference,0.06,"[11, 11]","[4, 5]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,"What is the sum of the estimated coverage percentages of waste generation for the years 2023, 2022, 2021, and 2020?",QuantitativeResponseGenerator,sum,510.0,"[13, 13, 13, 13]","[3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the percentage reduction in the quantity of reportable spills from the year 2020 to the non-hazardous waste generated in the same year?,QuantitativeResponseGenerator,reduction_percentage,100.0,"[3, 16]","[6, 6]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the reduction in non-hazardous waste generated from 2021 to 2021 for hazardous waste generated?,QuantitativeResponseGenerator,reduction_difference,1211.0,"[5, 6]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,What is the percentage increase when comparing the total waste generated in 2023 to the total waste generated in 2022?,QuantitativeResponseGenerator,increase_percentage,-99.95,"[9, 2]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
OTC_SU_2023.pdf,306,309,0,"What is the average total waste generated, non-hazardous waste generated, and hazardous waste generated in metric tons for the year 2022?",QuantitativeResponseGenerator,average,44569.56,"[1, 2, 3, 4, 5, 7, 9, 10, 11]","[4, 4, 4, 4, 4, 4, 4, 4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the percentage decrease in the lifecycle carbon intensity of energy products sold from 2023 compared to the intensity of methane emissions from operated oil and gas facilities in 2023?,QuantitativeResponseGenerator,increase_percentage,-99.87,"[0, 3]","[1, 1]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the average intensity of GHG emissions (Scope 1+2) of operated upstream oil and gas activities and on equity basis for the year 2022?,QuantitativeResponseGenerator,average,18.0,"[1, 2]","[2, 2]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the percentage reduction when comparing the lifecycle carbon intensity of energy products sold in 2023 (87) to the intensity of GHG emissions from operated upstream oil and gas activities in 2023 (18)?,QuantitativeResponseGenerator,reduction_percentage,-411.76,"[1, 0]","[1, 1]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the reduction raw between the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities in 2022 and the intensity of methane emissions from operated oil & gas facilities (Upstream) in 2022?,QuantitativeResponseGenerator,reduction_difference,16.89,"[1, 3]","[2, 2]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,"What is the percentage increase when comparing the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities in 2021, which is 19, to the intensity of methane emissions from operated oil & gas facilities in 2021, which is 0.13?",QuantitativeResponseGenerator,increase_percentage,-99.24,"[1, 3]","[3, 3]",1,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the average of the values for the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities and the intensity of methane emissions from operated oil & gas facilities in 2015?,QuantitativeResponseGenerator,average,10.62,"[1, 3]","[4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,"What is the increase between the intensity of GHG emissions (Scope 1+2) of Upstream oil & gas activities in 2023, which is 18, and the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities in 2023, which is 17?",QuantitativeResponseGenerator,increase_difference,-1.0,"[2, 1]","[1, 1]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the sum of the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities in 2022 and the intensity of methane emissions from operated oil & gas facilities in 2022?,QuantitativeResponseGenerator,sum,19.11,"[2, 3]","[2, 2]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the percentage reduction in the intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis from 2021 to 2023?,QuantitativeResponseGenerator,reduction_percentage,5.26,"[2, 2]","[3, 1]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the reduction raw between the intensity of methane emissions from operated oil and gas facilities (Upstream) in 2023 and 2022?,QuantitativeResponseGenerator,reduction_difference,0.0,"[3, 3]","[1, 2]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the percentage increase in the intensity of methane emissions from operated oil and gas facilities (Upstream) when comparing the values from 2021 to 2022?,QuantitativeResponseGenerator,increase_percentage,18.18,"[3, 3]","[2, 3]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,"What is the average intensity of methane emissions from operated oil and gas facilities (Upstream) for the years 2023, 2022, 2021, and 2015?",QuantitativeResponseGenerator,average,0.14,"[3, 3, 3, 3]","[1, 2, 3, 4]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,305,306,3,What is the increase in the intensity of methane emissions from operated oil and gas facilities (Upstream) between the years 2015 and 2022?,QuantitativeResponseGenerator,increase_difference,-0.12,"[3, 3]","[4, 2]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the average net primary energy consumption (in TWh) from the years 2015 to 2023?,QuantitativeResponseGenerator,average,155.17,"[23, 23, 23, 23, 23, 23]","[1, 2, 3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the increase in renewable energy consumption (TWh) between the years 2021 and 2023?,QuantitativeResponseGenerator,increase_difference,-1.0,"[24, 24]","[6, 4]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the total sum of the net primary energy consumption (in TWh) from the years 2015 to 2023?,QuantitativeResponseGenerator,sum,931.0,"[23, 23, 23, 23, 23, 23]","[1, 2, 3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the increase between the number of operated sites with annual consumption greater than 50 ktoe in 2021 and the LNG & Gas net investments in the same year?,QuantitativeResponseGenerator,increase_difference,-41.0,"[28, 18]","[4, 4]",1,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,"What is the sum of the values for ""Operated sites with annual consumption > 50 kt"" in 2022 and ""Net production"" in 2022?",QuantitativeResponseGenerator,sum,79.0,"[28, 10]","[5, 5]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the percentage reduction in the number of operated sites with annual consumption greater than 50 ktoe from 2020 to 2023?,QuantitativeResponseGenerator,reduction_percentage,-2.38,"[28, 28]","[3, 6]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the reduction between the Global Energy Efficiency Indicator (GEEI) values for the years 2022 and 2020?,QuantitativeResponseGenerator,reduction_difference,-5.1,"[25, 25]","[5, 3]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the percentage increase in the Global Energy Efficiency Indicator (GEEI) from 2015 to 2021?,QuantitativeResponseGenerator,increase_percentage,4.37,"[25, 25]","[4, 1]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the average value of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023?,QuantitativeResponseGenerator,average,87.92,"[25, 25, 25, 25, 25, 25]","[1, 2, 3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
NYSE_TTE_2023.pdf,302,381,0,What is the increase in the Global Energy Efficiency Indicator (GEEI) from 2019 to 2021?,QuantitativeResponseGenerator,increase_difference,-1.0,"[25, 25]","[2, 4]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}"
