index,question,value,response,correct
35,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.29,"3.00, 1.11, 0.20, 14.25",False
36,What is the average energy consumption from 2023 to 2022 among the following companies?,24941.64,"average energy consumption: 71218.00, 82766.00, 12241.00, 35056.00, 33.09, 33.26",False
37,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,16400239.6,average scope 3 ghg emissions in 2023: 1030490.00,False
38,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,418673.96,"total energy consumption in million kwh: 250.92, 250.92, 304.86, 344.93, 350.56, 12.24, 13.25",False
39,What is the average of total water consumption in the years 2023 and 2022 among the following companies in m3?,12523903.2,average water consumption: 50.66,False
40,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tons CO2e?,16987870.4,"average scope 3 emissions in 2023: 207.66, 5894.81, 21.60, 7350.18",False
41,What is the total amount of waste generated from 2022 to 2023 among the following companies?,2005514.6,"total waste generated from 2022 to 2023: 1,420.87",False
42,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,1.13,average: 11863.00,False
43,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,4126790.0,"total location-based scope 2 ghg emissions in 2022: 138339.00, 3820.00, 0.10, 45848.00, 22603.00",False
44,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,1.47,"total scope 2 emissions in 2023: 142.46, 1.11, 0.20, 14.25",False
45,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,261063.8,"average: 7929.00, 142457.00, 1.11, 30712.00, 14221.00",False
46,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in MtCO2eq?,13.28,"average scope 3 ghg emissions in 2023: 1090.66, 5894.81, 56.53, 3039.44, 735.02",False
47,What is the total amount of waste generated from 2022 to 2023 among the following companies?,1771368.6,"total waste generated from 2022 to 2023: 1,440.00, 1,746.00, 1,000.00, 0.48",False
48,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,1160219.6,"average amount of market-based scope 2 ghg emissions in 2023: 7929.00, 142457.00, 1.12, 4.51, 30712.00",False
49,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,6910384.8,"average scope 3 ghg emissions in 2022: 303.73, 92.47, 23.80, 735.02",False
