index,question,value,response,correct
39,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Tonnes of CO2 equivalent?,"43790000.0, 72100.95"," 72,477.10, 71,724.80",False
40,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"43.79, 0.04"," 31774.00, 30953.00",False
41,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"otc_esocf, otc_crerf"," otc_esocf, otc_crerf",True
42,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Tonnes CO2 equivalents?,"otc_rwnef, nasdaq_dasty"," otc_bayzf, nasdaq_dasty",False
43,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 282307.0"," 33.18, 12747.00",False
44,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.41, 1.63,False
45,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Tonnes of CO2 equivalent?,"72100.95, 43790000.0"," 21779.00, 21856.00",False
46,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Tonnes of CO2 equivalent?,otc_esocf, munich re,False
47,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,323.63, 323.63 twh.,False
48,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re, munich-re,True
49,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
50,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,61.27, 14.77,False
51,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"nyse_tte, otc_su"," nyse_tte, otc_su",True
52,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"72100.95, 21490.0"," 77588.90, 76505.60",False
53,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,otc_dpsgy, munich-re,False
54,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53, -12.13%,False
55,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,0.36, 0.00,False
56,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,10.2, 10.20,True
57,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,otc_bamgf, otc_bamgf,True
58,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,otc_bamgf, otc_bamgf,True
59,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in kt?,"nyse_tte, heidelberg-materials"," nyse_tte, heidelberg-materials",True
60,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,21817500000.0, 21817.50,False
61,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,22355.67, 5251.88,False
62,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,98830000.0, 358443.00,False
63,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,26502913.41, 25494000.00,False
64,What is the lowest energy consumption over the last 2 years among the following companies in GWh?,444.3, 220.00,False
65,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.63, -7.60,False
66,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57, 286.57,True
67,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 76992.0"," 33175.00, 76992.00",True
68,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2e?,21817.5, 73.65,False
69,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"otc_crerf, otc_bamgf"," otc_crerf, otc_bamgf",True
70,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,121.61, 123.87,False
71,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"34774500.0, 282307.0"," 282307.00, 76992.00",False
72,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05, 61.00,False
73,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"7.92, 6.15", no.,False
74,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in GWh?,"terna, deutsche-telekom-ag", deutsche-telekom-ag,False
75,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,nasdaq_dasty, otc_esocf,False
76,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,959708.0, 221606.00,False
77,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,1.65, 1.63,False
78,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,8.11, 8.77,False
79,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2eq?,munich-re, munich re,False
80,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2e?,6.28, 6.03,False
81,What is the highest average energy consumed in the last 3 years among the following companies in TJ?,565200.0, 346356.33,False
82,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,munich-re, munich-re,True
83,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GWh?,"33.17, 282.31"," 33.18, 282.31",False
84,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,vivendi, vivendi,True
85,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials, heidelberg-materials,True
86,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Tonnes of CO2 equivalent?,"otc_esocf, terna"," terna, otc_esocf",False
87,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,11.72, 11.95,False
88,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,4.02, -4.19,False
89,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,terna, terna,True
90,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0, 84.00,True
91,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.95, -0.51%,False
92,What is the average percentage of hazardous waste generated in 2022 among the following companies?,11.38, 2.13,False
93,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of m3?,40.3, 40.30,True
94,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.13, -13.12,False
95,What is the lowest energy consumption over the last 2 years among the following companies in GJ?,238860.0, 119.11,False
96,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"80.6, 20.4"," 80.60, 20.40",True
97,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.67, 4.09%,False
98,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,581400.0, 338421.50,False
99,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,terna, otc_dpsgy,False
100,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,otc_crerf, otc_crerf,True
101,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,34774500.0, 282307.00,False
102,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,190404047.85, 2580953.00,False
103,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,12180000.0, 3086777.00,False
104,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,nyse_tte, vivendi,False
105,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"vivendi, nasdaq_dasty"," otc_su, vivendi",False
106,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,509500.0, 10697.50,False
107,Which company has the lowest energy consumption over the last 2 years among the following companies in GWh?,prosiebensat1-media, prosiebensat.1 media,False
108,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
109,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2e?,munich-re, otc_bayzf,False
110,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,nyse_tte, nyse_tte,True
111,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, nasdaq_dasty"," heidelberg-materials, otc_su",False
112,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5, 282.31 twh,False
113,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,158.22, 285.66,False
114,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,terna, terna,True
115,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,27.98, 27.98,True
116,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82, 358.82,True
117,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,otc_su, otc_su,True
118,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 94006047.43", 76992.00,False
119,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,873.13, 873.14,False
120,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,188232428.85, 407336.57 mwh,False
121,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in GWh?,"223.29, 12939.0", 12778.33,False
122,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,1807523.7, 1816412.10,False
123,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
124,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,terna, nyse_tte,False
125,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_esocf, otc_esocf,True
126,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,35.34, 35.41,False
127,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,otc_su, otc_dpsgy,False
128,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
129,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,otc_su, otc_su,True
130,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,nyse_tte, nyse_tte,True
131,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,21.95, -21.96,False
132,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, munich-re"," munich re, deutsche telekom ag",False
133,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 3.59", 2.00,False
134,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"94006.05, 12747.0"," 12747.00, 33.18",False
135,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Tonnes CO2 equivalents?,"73.65, 10759.5"," 10291, 11228",False
136,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"nasdaq_dasty, heidelberg-materials"," heidelberg-materials, nyse_tte",False
137,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, nasdaq_dasty"," prosiebensat1-media, nasdaq_dasty",True
138,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,18.59, 18.13,False
139,Which company has the highest average energy consumed in the last 3 years among the following companies in TJ?,nyse_tte, heidelberg-materials,False
140,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,otc_bayzf, munich-re,False
141,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"34774500.0, 76992.0"," 76992.00, 34774.50",False
142,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,31.66, 0.32,False
143,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,terna, terna,True
144,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"heidelberg-materials, vivendi"," vivendi, heidelberg-materials",False
145,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,4.32, -21.68%,False
146,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"12747.0, 1162.8"," 12747.00, 1112.81",False
147,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,3.44, -1.00,False
148,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,11.87, -10.78,False
149,What is the highest average energy consumed in the last 3 years among the following companies in GJ?,346689666.67, 4370000.00 gj,False
