pdf name,checked,gri,page nbr,table nbr,question,question_type,question_type_ext,value,row indices,col indices,row/column spanning,firstk,fn_details,automatic check,automatic check 2,boolean_check
NYSE_TTE_2023.pdf,1,305,306,3,What is the increase in the intensity of methane emissions from operated oil and gas facilities (Upstream) between the years 2015 and 2022?,QuantitativeResponseGenerator,increase_difference,-0.12,"[5, 5]","[5, 3]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-0.12,0.12,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the average net primary energy consumption (in TWh) from the years 2015 to 2023?,QuantitativeResponseGenerator,average,155.17,"[25, 25, 25, 25, 25, 25]","[2, 3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",155.17,155.17,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the increase in renewable energy consumption (TWh) between the years 2021 and 2023?,QuantitativeResponseGenerator,increase_difference,1.0,"[26, 26]","[7, 5]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-1.0,1.0,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the total sum of the net primary energy consumption (in TWh) from the years 2015 to 2023?,QuantitativeResponseGenerator,sum,931.0,"[25, 25, 25, 25, 25, 25]","[2, 3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",931.0,931.0,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the percentage increase in the number of operated sites with annual consumption greater than 50 ktoe from 2020 to 2023?,QuantitativeResponseGenerator,increase_percentage,2.38,"[30, 30]","[7, 4]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-2.33,2.38,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the reduction between the Global Energy Efficiency Indicator (GEEI) values for the years 2022 and 2020?,QuantitativeResponseGenerator,reduction_difference,5.1,"[27, 27]","[6, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-5.1,5.1,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the percentage decrease in the Global Energy Efficiency Indicator (GEEI) from 2015 to 2021?,QuantitativeResponseGenerator,reduction_percentage,4.85,"[27, 27]","[5, 2]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-4.37,4.19,False
NYSE_TTE_2023.pdf,1,302,381,0,What is the average value of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023?,QuantitativeResponseGenerator,average,87.92,"[27, 27, 27, 27, 27, 27]","[2, 3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",87.92,87.92,True
NYSE_TTE_2023.pdf,1,302,381,0,What is the decrease in the Global Energy Efficiency Indicator (GEEI) from 2019 to 2021?,QuantitativeResponseGenerator,reduction_difference,1.0,"[27, 27]","[3, 5]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",1.0,-1.0,True
NYSE_TTE_2023.pdf,1,302,381,0,"What is the sum of the Global Energy Efficiency Indicator (GEEI) values for the years 2015, 2019, 2020, 2021, 2022, and 2023?",QuantitativeResponseGenerator,sum,527.5,"[27, 27, 27, 27, 27, 27]","[2, 3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",527.5,527.5,True
NYSE_TTE_2023.pdf,1,303,387,0,What is the difference between the fresh water withdrawals (excluding open loop cooling water) and the fresh water consumption in 2021?,QuantitativeResponseGenerator,reduction_difference,21.0,"[13, 15]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",21.0,-21.0,True
NYSE_TTE_2023.pdf,1,305,387,0,"What is the sum of the SO2 emissions, NOx emissions and NMVOC emissions for the year 2021?",QuantitativeResponseGenerator,sum,133.0,"[3, 4, 5]","[5, 5, 5]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",133.0,133.0,True
NYSE_TTE_2023.pdf,1,303,387,0,What is the reduction in offshore continuous water discharges hydrocarbon content from the year 2020 to 2022?,QuantitativeResponseGenerator,reduction_difference,-0.1,"[8, 8]","[4, 6]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-0.1,0.1,True
NYSE_TTE_2023.pdf,1,303,387,0,What is the increase in the percentage of sites that meet the target for offshore discharges quality from 2020 to 2021?,QuantitativeResponseGenerator,increase_difference,8.0,"[9, 9]","[5, 4]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",8.0,-8.0,True
NYSE_TTE_2023.pdf,1,303,387,0,What is the average value of onshore continuous water discharges hydrocarbon content for the years 2021 and 2022?,QuantitativeResponseGenerator,average,2.2,"[10, 10]","[6, 5]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",2.2,2.2,True
NYSE_TTE_2023.pdf,1,305,619,1,What is the decrease in the lifecycle carbon intensity of energy products used by customers from 2022 to 2023?,QuantitativeResponseGenerator,reduction_difference,1.0,"[2, 2]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-1.0,1.0,True
NYSE_TTE_2023.pdf,1,305,619,1,"What is the sum of the intensity of GHG emissions (Scope 1+2) of operated Upstream oil & gas activities for the years 2023, 2022, 2021, and 2015?",QuantitativeResponseGenerator,sum,72.0,"[3, 3, 3, 3]","[3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",72.0,72.0,True
NYSE_TTE_2023.pdf,1,305,619,0,What is the difference between the total Scope 3 GHG emissions and those related to Europe alone in 2015?,QuantitativeResponseGenerator,reduction_difference,154.0,"[2, 3]","[6, 6]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",154.0,-154.0,True
NYSE_TTE_2023.pdf,1,305,619,0,What is the percentage decrease in the GHG emissions from Gas in 2023 compared to 2022?,QuantitativeResponseGenerator,reduction_percentage,4.62,"[6, 6]","[4, 3]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",4.62,-4.84,True
NYSE_TTE_2023.pdf,1,305,619,0,What is the sum of GHG emissions from Biofuels and Gas in 2022?,QuantitativeResponseGenerator,sum,134.0,"[5, 6]","[4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",134.0,134.0,True
NYSE_TTE_2023.pdf,1,305,619,0,What is the average between GHG emissions from Biofuels and Gas in 2022?,QuantitativeResponseGenerator,average,192.0,"[6, 5]","[4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",67.0,67.0,False
NYSE_TTE_2023.pdf,1,305,619,0,What is the difference between GHG emissions from Oil in 2015 compared to the emissions from Gas in the same year?,QuantitativeResponseGenerator,reduction_difference,290.0,"[4, 6]","[6, 6]",1,,"{'type': 'function', 'name': ‘reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",290.0,-290.0,True
NYSE_TTE_2023.pdf,1,305,306,1,What is the sum of gas-related GHG emissions and petroleum products emissions for the year 2015?,QuantitativeResponseGenerator,sum,410.0,"[4, 6]","[6, 6]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",410.0,410.0,True
NYSE_TTE_2023.pdf,1,305,306,1,What is the percentage increase in indirect GHG emissions from gas between the years 2021 and 2023?,QuantitativeResponseGenerator,increase_percentage,7.83,"[6, 6]","[3, 5]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-7.26,7.83,True
NYSE_TTE_2023.pdf,1,305,306,1,"What is the total of the indirect GHG emissions from gas for the years 2023, 2022, 2021, and 2015?",QuantitativeResponseGenerator,sum,429.0,"[6, 6, 6, 6]","[3, 4, 5, 6]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",429.0,429.0,True
NYSE_TTE_2023.pdf,1,305,306,2,What is the average lifecycle carbon intensity of energy products sold between the years 2021 and 2023?,QuantitativeResponseGenerator,average,88.33,"[2, 2, 2]","[3, 4, 5]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,1,"What is the difference between the indirect GHG emissions from ""Cat 1 Purchased goods and services"" in 2022 and ""Cat 9 Downstream transportation"" in the same year?",QuantitativeResponseGenerator,reduction_difference,29.0,"[3, 11]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",29.0,-29.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the total estimate of indirect GHG emissions from the categories of Purchased goods and services, Fuel-and-energy-related activities, Upstream transportation, Downstream transportation, Processing of sold products, Use of sold products, and End of life treatment of sold products for the year 2023?",QuantitativeResponseGenerator,sum,410.0,"[3, 5, 6,, 11, 12, 13, 14]","[4, 4, 4, 4, 4, 4, 4, 4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,1,"What is the percentage increase in indirect GHG emissions from the category ""Cat 3 Fuel-and-energy-related activities"" when comparing the values for the years 2023 and 2022?",QuantitativeResponseGenerator,increase_percentage,33.33,"[5, 5]","[3, 4]",0,,"{'type': 'function', 'name': 'increase_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",33.33,-25.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the reduction in indirect GHG emissions from the category ""Upstream transportation"" when comparing the values for the years 2022 and 2023?",QuantitativeResponseGenerator,reduction_difference,1.0,"[6, 6]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",1.0,-1.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the sum of the indirect GHG emissions for the category ""Downstream transportation"" in the years 2022 and 2023?",QuantitativeResponseGenerator,sum,2.0,"[11, 11]","[3, 4]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",2.0,2.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the average of the GHG emissions in Mt CO2e for ""End of life treatment of sold products"" and ""Waste generated in operations"" for the year 2023?",QuantitativeResponseGenerator,average,5.5,"[14, 7]","[4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",5.5,5.5,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the average of the indirect GHG emissions from ""Cat 3 Fuel-and-energy-related activities"" for the years 2022 and 2023?",QuantitativeResponseGenerator,average,3.5,"[5, 5]","[3, 4]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",3.5,3.5,True
NYSE_TTE_2023.pdf,1,305,383,1,What is the reduction in indirect GHG emissions from upstream transportation between the years 2022 and 2023?,QuantitativeResponseGenerator,reduction_difference,1.0,"[6, 6]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",1.0,-1.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the sum of indirect GHG emissions from the category ""Purchased goods and services"" for the years 2022 and 2023?",QuantitativeResponseGenerator,sum,57.0,"[3, 3]","[3, 4]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",57.0,57.0,True
NYSE_TTE_2023.pdf,1,305,383,1,What is the average of indirect GHG emissions in Mt CO2e for the upstream and downstream transportation for the year 2022?,QuantitativeResponseGenerator,average,5.0,"[6, 11]","[3, 3]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",5.0,5.0,True
NYSE_TTE_2023.pdf,1,305,383,1,"What is the total amount of indirect GHG emissions (in Mt CO2e) for the year 2023, calculated by summing all the reported values in the table, excluding values less than 1 and any unspecified values?",QuantitativeResponseGenerator,sum,414.0,"[3, 4, 5, 6, 7, 11, 12, 13, 14]","[4, 4, 4, 4, 4, 4, 4, 4, 4]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",414.0,414.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the difference between the total volume of processed waste compared to the non-hazardous waste in 2019?,QuantitativeResponseGenerator,reduction_difference,287.0,"[3, 4]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",287.0,-287.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the percentage reduction in the volume of hazardous waste from 2019 to 2020?,QuantitativeResponseGenerator,reduction_percentage,31.25,"[5, 5]","[3, 4]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",31.25,-45.45,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the percentage reduction in the volume of non-hazardous waste from 2019 to 2021?,QuantitativeResponseGenerator,reduction_percentage,10.67,"[4, 4]","[3, 5]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",10.67,-11.94,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the reduction in the volume of hazardous waste from 2020 to 2022?,QuantitativeResponseGenerator,reduction_difference,22.0,"[5, 5]","[6, 4]",0,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",-22.0,22.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the average waste percentage reuse from 2019 to 2023?,QuantitativeResponseGenerator,average,61.4,"[6, 6, 6, 6, 6]","[3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",61.4,61.4,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the average amount of hazardous waste processed in the years 2021 and 2023?,QuantitativeResponseGenerator,average,183.5,"[5, 5]","[7, 5]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",183.5,183.5,True
NYSE_TTE_2023.pdf,1,305,383,0,What is the average of the indirect GHG Scope 3 emissions in Mt CO2e from 2020 to 2023?,QuantitativeResponseGenerator,average,386.0,"[2, 2, 2, 2]","[8, 8, 8, 8]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",355.0,355.0,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the difference between the total Scope 3 indirect GHG emissions in 2023 and the emissions produced in Europe in the same year?,QuantitativeResponseGenerator,reduction_difference,139.0,"[2, 3]","[8, 8]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",139.0,-139.0,True
NYSE_TTE_2023.pdf,1,305,383,0,What is the difference between emissions derived from petroleum and gas products in 2015?,QuantitativeResponseGenerator,reduction_difference,290.0,"[5, 8]","[3, 3]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",290.0,-290.0,True
NYSE_TTE_2023.pdf,1,305,383,0,What is the percentage reduction of Scope 3 GHG emissions from 2022 to 2023?,QuantitativeResponseGenerator,reduction_percentage,8.74,"[2, 2]","[7, 8]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the average of the indirect GHG emissions in Mt CO2e from petroleum products and gas in 2019?,QuantitativeResponseGenerator,average,207.5,"[5, 8]","[4, 4]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",205.0,205.0,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the sum of scope 3 GHG emissions in the last 3 years?,QuantitativeResponseGenerator,sum,1144.0,"[2, 2, 2]","[6, 7, 8]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the percentage difference in indirect GHG emissions from gas in 2022 compared to the emissions from biofuels in the same year?,QuantitativeResponseGenerator,reduction_percentage,96.92,"[8, 7]","[7, 7]",1,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",96.92,-3150.0,True
NYSE_TTE_2023.pdf,1,305,383,0,"What is the average of indirect GHG emissions from petroleum, biofuels and gas in 2023?",QuantitativeResponseGenerator,average,118.33,"[5, 7, 8]","[8, 8, 8]",1,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",118.33,118.33,True
NYSE_TTE_2023.pdf,1,305,383,0,What is the percentage reduction of indirect GHG emissions from petroleum products in 2023 compared to 2022?,QuantitativeResponseGenerator,reduction_percentage,10.63,"[5, 5]","[7, 8]",0,,"{'type': 'function', 'name': 'reduction_percentage', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the percentage of GHG emissions derived from petroleum products in 2020 compared to all scope 3 emissions?,QuantitativeResponseGenerator,reduction_difference,80.0,"[5, 2]","[5, 5]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the sum of the indirect GHG emissions from Europe in Mt CO2e for the years 2022 and 2023?,QuantitativeResponseGenerator,sum,407.0,"[3, 3]","[7, 8]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the average reduction of indirect GHG emissions from petroleum products in the last 3 years?,QuantitativeResponseGenerator,average,27.0,"[6, 6, 6]","[6, 7, 8]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",TO BE CHECKED MANUALLY,TO BE CHECKED MANUALLY,False
NYSE_TTE_2023.pdf,1,305,383,0,What is the average of the indirect GHG emissions from biofuels in 2022 and 2023?,QuantitativeResponseGenerator,average,4.0,"[7, 7]","[7, 8]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",4.0,4.0,True
NYSE_TTE_2023.pdf,1,305,383,0,What is the difference in indirect GHG emissions from petroleum products compared to gas in the year 2023?,QuantitativeResponseGenerator,reduction_difference,103.0,"[5, 8]","[8, 8]",1,,"{'type': 'function', 'name': 'reduction_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",103.0,-103.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the sum of the hazardous and non-hazardous waste for the year 2021?,QuantitativeResponseGenerator,sum,500.0,"[4, 5]","[5, 5]",1,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",500.0,500.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the average volume of non-hazardous waste processed by the company from 2019 to 2023?,QuantitativeResponseGenerator,average,330.8,"[4, 4, 4, 4, 4]","[3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'average', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",330.8,330.8,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the increase in the volume of hazardous waste from 2022 to 2023?,QuantitativeResponseGenerator,increase_difference,26.0,"[5, 5]","[6, 7]",0,,"{'type': 'function', 'name': 'increase_difference', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",26.0,-26.0,True
NYSE_TTE_2023.pdf,1,306,387,3,What is the total volume of hazardous waste processed by the company from 2019 to 2023?,QuantitativeResponseGenerator,sum,1029.0,"[5, 5, 5, 5, 5]","[3, 4, 5, 6, 7]",0,,"{'type': 'function', 'name': 'sum', 'args': [{'name': 'values', 'default': None}, {'name': 'to_str', 'default': True}], 'keywords': {}}",1029.0,1029.0,True
