Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
12,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",7.92,['vivendi'],,[2023],What is the highest percentage of hazardous waste generated in 2023 among the following companies?,multistep_sup,306,7.92
13,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[378000.  15664.],"['NYSE_TTE', 'OTC_SU']",tons,"[2023, 2022]",Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"NYSE_TTE, OTC_SU"
14,"['axa_2023', 'munich-re_2023', 'vivendi_2023']","['179', '46', '105']","['0', '0', '0']",5.72,['axa'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,axa
15,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['310', '132', '47']","['0', '0', '0']",6720000.0,['OTC_BAYZF'],m3,"[2023, 2022]",Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,multistep_sup,303,OTC_BAYZF
16,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",17.6,[],,[2023],What is the average percentage of hazardous waste generated in 2023 among the following companies?,multistep_mean,306,17.6
17,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '139', '47']","['0', '0', '0']",30466344.0,[],m3,"[2023, 2022]","What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",multistep_mean,303,30466344.0
18,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['60', '63', '79']","['0', '0', '0']",[  31363.5 1900000. ],"['NYSE_AZ', 'OTC_BAYZF']",tCO2e,"[2023, 2022]",Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,multistep_rank,305,"NYSE_AZ, OTC_BAYZF"
19,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[1900000.    31363.5   21817.5],"['OTC_BAYZF', 'NYSE_AZ', 'OTC_ADDDF']",tCO2e,"[2023, 2022]",What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"1900000.0, 31363.5, 21817.5"
20,"['axa_2023', 'munich-re_2023', 'vivendi_2023']","['179', '46', '105']","['0', '0', '0']",5.72,['axa'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,5.72
21,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['387', '309', '358']","['3', '0', '0']",[38.77  6.1 ],"['NYSE_TTE', 'OTC_SU']",,[2023],Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"NYSE_TTE, OTC_SU"
22,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['60', '84', '46']","['0', '0', '0']",7799933.0,['OTC_ADDDF'],tons CO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,multistep_sup,305,7799933.0
23,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['141', '137', '46']","['0', '0', '0']",98.83,['OTC_ESOCF'],MtCO2eq,[2023],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,multistep_sup,305,OTC_ESOCF
24,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",43790000.0,['OTC_ESOCF'],tCO2eq,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,multistep_sup,305,43790000.0
25,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['381', '374', '64']","['0', '0', '0']",3.64,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,3.64
26,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['141', '63', '105']","['0', '0', '0']",12180000.0,['OTC_BAYZF'],TCO2eq,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,multistep_sup,305,12180000.0
27,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['3', '46', '374']","['0', '0', '0']",7.64,['deutsche-telekom-ag'],,"[2023, 2022]",What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,7.64
28,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'axa_2023']","['84', '63', '179']","['0', '0', '0']",8.55,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,8.55
29,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",63.32,['NYSE_TTE'],,[2023],Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,multistep_sup,306,NYSE_TTE
30,"['OTC_CRERF_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['79', '358', '140']","['0', '0', '0']",12.13,['vivendi'],,"[2023, 2022]",Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,multistep_sup,306,vivendi
31,"['OTC_BAYZF_2023', 'munich-re_2023', 'vivendi_2023']","['63', '46', '105']","['0', '0', '0']",1.9,['OTC_BAYZF'],Million metric tons of CO2 equivalents,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,1.9
32,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",1900000.0,['OTC_BAYZF'],tCO2e,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,1900000.0
33,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['63', '79', '105']","['0', '0', '0']",286.57,['OTC_RWNEF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,286.57
34,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'vivendi_2023']","['311', '79', '140']","['0', '0', '0']",873133.5,['OTC_BAMGF'],t,"[2023, 2022]",Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,multistep_sup,306,OTC_BAMGF
35,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'vivendi_2023']","['141', '46', '105']","['0', '0', '0']",3086777.0,['munich-re'],TCO2eq,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,multistep_sup,305,3086777.0
36,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['84', '79', '179']","['0', '0', '0']",121.61,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,121.61
37,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[38.77  7.92],"['NYSE_TTE', 'vivendi']",,[2023],What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"38.77, 7.92"
38,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",[96302.76 12939.  ],"['heidelberg-materials', 'deutsche-telekom-ag']",GWh,"[2023, 2022, 2021]",Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,multistep_rank,302,"heidelberg-materials, deutsche-telekom-ag"
39,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['63', '79', '179']","['0', '0', '0']",0.96,['axa'],Million metric tons of CO2 equivalents,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,axa
40,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023']","['117', '3', '374']","['0', '0', '0']",33.66,[],,[2022],What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_mean,302,33.66
41,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",[378000.  47652.],"['NYSE_TTE', 'heidelberg-materials']",tons,"[2023, 2022]",Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"NYSE_TTE, heidelberg-materials"
42,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",[1.000e-02 4.000e-02 7.365e+01],"['vivendi', 'munich-re', 'OTC_RWNEF']",million mt CO2e,"[2023, 2022]",Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,multistep_rank,305,"vivendi, munich-re, OTC_RWNEF"
43,"['OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['72', '139', '47']","['0', '0', '0']",[80.6  20.4   0.91],"['OTC_ESOCF', 'OTC_CRERF', 'munich-re']",millions of m3,"[2023, 2022]",Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,multistep_rank,303,"OTC_ESOCF, OTC_CRERF, munich-re"
44,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",1900000.0,['OTC_BAYZF'],tCO2e,"[2023, 2022]",Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_BAYZF
45,"['OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['63', '179', '105']","['0', '0', '0']",[1900000.    21490.    10759.5],"['OTC_BAYZF', 'axa', 'vivendi']",tCO2eq,"[2023, 2022]",Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,multistep_rank,305,"OTC_BAYZF, axa, vivendi"
46,"['OTC_BAMGF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '139', '47']","['0', '0', '0']",[ 909727. 9889305.],"['munich-re', 'OTC_BAMGF']",m3,"[2023, 2022]",Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,multistep_rank,303,"munich-re, OTC_BAMGF"
47,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['132', '139', '47']","['0', '0', '0']",40.3,['OTC_ESOCF'],million cubic meters,"[2023, 2022]",What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,multistep_sup,303,40.3
48,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['310', '46', '47']","['1', '0', '1']",[  282307.   1162801.5 12747000. ],"['munich-re', 'OTC_SU', 'deutsche-telekom-ag']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"282307.0, 1162801.5, 12747000.0"
49,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'prosiebensat1-media_2023']","['117', '46', '64']","['0', '0', '0']",25714.33,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,multistep_sum,302,25714.33
50,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['381', '310', '374']","['0', '1', '0']",5.6,['OTC_SU'],,"[2023, 2022]",What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,5.6
51,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['132', '139', '47']","['0', '0', '0']",40.3,['OTC_ESOCF'],million cubic meters,"[2023, 2022]",Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,multistep_sup,303,OTC_ESOCF
52,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '310', '374']","['0', '1', '0']",8.45,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,8.45
53,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'munich-re_2023']","['381', '3', '47']","['0', '0', '1']",20.01,['munich-re'],,"[2023, 2022]",Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,munich-re
54,"['OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['3', '374', '64']","['0', '0', '0']",66.59,['prosiebensat1-media'],,"[2023, 2022]",Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,prosiebensat1-media
55,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '79', '179']","['0', '0', '0']",83.7,['OTC_RWNEF'],million mt CO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,multistep_sup,305,83.7
56,"['OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['309', '358', '140']","['0', '0', '0']",[ 3.75 15.66],"['vivendi', 'OTC_SU']",kt,"[2023, 2022]",What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,multistep_rank,306,"3.75, 15.66"
57,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",38.77,['NYSE_TTE'],,[2023],Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,multistep_sup,306,NYSE_TTE
58,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['3', '46', '47']","['0', '0', '1']",34774.5,['OTC_DPSGY'],million kWh,"[2023, 2022]",Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,multistep_sup,302,OTC_DPSGY
59,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'axa_2023']","['60', '84', '179']","['0', '0', '0']",13.17,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,13.17
60,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'prosiebensat1-media_2023']","['117', '3', '64']","['0', '0', '0']",84.0,['NASDAQ_DASTY'],,"[2023, 2022]",What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,multistep_sup,302,84.0
61,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['141', '63', '79']","['0', '0', '0']",358.82,['OTC_RWNEF'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,OTC_RWNEF
62,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['60', '63', '46']","['0', '0', '0']",540925.0,['NYSE_AZ'],tCO2e,"[2023, 2022]",Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,multistep_sup,305,NYSE_AZ
63,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'vivendi_2023']","['311', '79', '140']","['0', '0', '0']",873133.5,['OTC_BAMGF'],t,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,multistep_sup,306,873133.5
64,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['60', '63', '46']","['0', '0', '0']",12.75,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,12.75
65,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",[378000.  47652.],"['NYSE_TTE', 'heidelberg-materials']",tons,"[2023, 2022]",What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"378000.0, 47652.0"
66,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '46', '47']","['0', '0', '1']",[   76992.   282307. 12747000.],"['NASDAQ_DASTY', 'munich-re', 'deutsche-telekom-ag']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"NASDAQ_DASTY, munich-re, deutsche-telekom-ag"
67,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",153984.0,['NASDAQ_DASTY'],MWh,"[2023, 2022]",Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,multistep_sup,302,NASDAQ_DASTY
68,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'munich-re_2023']","['117', '3', '47']","['0', '0', '1']",[   76992.   282307. 34774500.],"['NASDAQ_DASTY', 'munich-re', 'OTC_DPSGY']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"NASDAQ_DASTY, munich-re, OTC_DPSGY"
69,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'munich-re_2023']","['3', '310', '47']","['0', '1', '1']",9.35,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,9.35
70,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['381', '46', '47']","['0', '0', '1']",[161.5   12.75],"['NYSE_TTE', 'deutsche-telekom-ag']",TWh,"[2023, 2022]",What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,multistep_rank,302,"161.5, 12.75"
71,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['60', '84', '46']","['0', '0', '0']",[38378.5 31363.5],"['munich-re', 'NYSE_AZ']",tCO2e,"[2023, 2022]",What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"38378.5, 31363.5"
72,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",83700000.0,['OTC_RWNEF'],tCO2e,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,83700000.0
73,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['387', '358', '140']","['3', '0', '0']",714800.0,['heidelberg-materials'],tons,"[2023, 2022]",What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,multistep_sup,306,714800.0
74,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['3', '310', '64']","['0', '1', '0']",67.06,['prosiebensat1-media'],,[2023],Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_sup,302,prosiebensat1-media
75,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '79', '105']","['0', '0', '0']",0.36,['NASDAQ_DASTY'],million mt CO2e,"[2023, 2022]",What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,multistep_sup,305,0.36
76,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[38.77  7.92],"['NYSE_TTE', 'vivendi']",,[2023],Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"NYSE_TTE, vivendi"
77,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[1900000.    31363.5   21817.5],"['OTC_BAYZF', 'NYSE_AZ', 'OTC_ADDDF']",tCO2e,"[2023, 2022]",Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,multistep_rank,305,"OTC_BAYZF, NYSE_AZ, OTC_ADDDF"
78,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023']","['117', '381', '310']","['0', '0', '1']",[1.6150000e+08 1.1628015e+06 7.6992000e+04],"['NYSE_TTE', 'OTC_SU', 'NASDAQ_DASTY']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"NYSE_TTE, OTC_SU, NASDAQ_DASTY"
79,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['141', '63', '105']","['0', '0', '0']",19.65,['OTC_BAYZF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,19.65
80,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['60', '63', '79']","['0', '0', '0']",[73.65  1.9 ],"['OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,"[2023, 2022]",Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,multistep_rank,305,"OTC_RWNEF, OTC_BAYZF"
81,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",132471.67,[],tons,"[2023, 2022]",What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,multistep_mean,306,132471.67
82,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['310', '46', '47']","['1', '0', '1']",11.35,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,11.35
83,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",13.55,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,13.55
84,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['60', '63', '46']","['0', '0', '0']",12.75,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,multistep_sup,305,OTC_BAYZF
85,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023']","['310', '132', '72']","['0', '0', '0']",10200000.0,['OTC_CRERF'],m3,"[2023, 2022]",What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,multistep_sup,303,10200000.0
86,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '46', '47']","['0', '0', '1']",12747000.0,['deutsche-telekom-ag'],MWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in MWh?,multistep_sup,302,12747000.0
