Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
41,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_RWNEF_2023']","['141', '60', '79']","['0', '0', '0']",7292089.33,[],tCO2-eq,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,mean,305,7292089.33
44,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '79', '46']","['0', '0', '0']",0.07,[],million mt CO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,mean,305,0.07
48,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['141', '84', '63']","['0', '0', '0']",418550.0,[],tons CO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,mean,305,418550.0
53,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ESOCF_2023']","['141', '60', '137']","['0', '0', '0']",11911.43,[],,"[2023, 2022]",What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,mean,305,11911.43
55,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",37309.33,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,37309.33
56,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['60', '137', '79']","['0', '0', '0']",3.59,[],MtCO2eq,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,sum,305,3.59
59,"['deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['46', '374', '47']","['0', '0', '1']",770654.01,[],TJ,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in TJ?,sum,302,770654.01
60,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['141', '84', '63']","['0', '0', '0']",1265617.0,[],tons CO2e,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,sum,305,1265617.0
64,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['137', '79', '179']","['0', '0', '0']",3965848.0,[],tCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,sum,305,3965848.0
67,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '63', '46']","['0', '0', '0']",1127442.0,[],tCO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,sum,305,1127442.0
70,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['60', '137', '79']","['0', '0', '0']",4058339.0,[],tCO2e,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,sum,305,4058339.0
78,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '79', '179']","['0', '0', '0']",0.28,[],million mt CO2e,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,sum,305,0.28
81,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['137', '79', '105']","['0', '0', '0']",26288339.33,[],TCO2eq,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,mean,305,26288339.33
82,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",1561056.33,[],tCO2eq,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,mean,305,1561056.33
84,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023']","['310', '72', '139']","['0', '0', '0']",18.48,[],millions of cu.m,"[2023, 2022]",What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of cu.m?,mean,303,18.48
86,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['84', '79', '179']","['0', '0', '0']",14460.38,[],,"[2023, 2022]",What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,mean,305,14460.38
88,"['OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['79', '46', '105']","['0', '0', '0']",9233857.33,[],TCO2eq,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,mean,305,9233857.33
90,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",53299.67,[],tons CO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,mean,305,53299.67
99,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '137', '105']","['0', '0', '0']",3414270.0,[],tCO2e,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,sum,305,3414270.0
108,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['141', '63', '79']","['0', '0', '0']",0.41,[],million mt CO2e,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,mean,305,0.41
116,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['141', '63', '79']","['0', '0', '0']",1313193.0,[],tCO2-eq,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2-eq?,sum,305,1313193.0
118,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'axa_2023']","['60', '63', '179']","['0', '0', '0']",0.38,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.38
125,"['OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['63', '179', '105']","['0', '0', '0']",0.39,[],Million metric tons of CO2 equivalents,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.39
128,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['63', '137', '46']","['0', '0', '0']",22.92,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,22.92
129,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'OTC_CRERF_2023']","['387', '311', '79']","['3', '0', '0']",1748544,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,1748544
135,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",0.08,[],million mt CO2e,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,mean,305,0.08
136,"['OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['137', '179', '105']","['0', '0', '0']",3.89,[],MtCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,sum,305,3.89
140,"['deutsche-telekom-ag_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['46', '47', '64']","['0', '1', '0']",98362.39,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,98362.39
141,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '63', '46']","['0', '0', '0']",4.34,[],Million metric tons of CO2 equivalents,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,mean,305,4.34
151,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023']","['117', '3', '310']","['0', '0', '1']",424856.0,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,424856.0
154,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['84', '79', '46']","['0', '0', '0']",86867.67,[],tons CO2e,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,mean,305,86867.67
170,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['310', '46', '374']","['1', '0', '0']",504656.67,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,504656.67
171,"['OTC_BAYZF_2023', 'OTC_CRERF_2023', 'munich-re_2023']","['132', '72', '47']","['0', '0', '0']",5.79,[],million cubic meters,"[2023, 2022]",What is the average of total water consumption in the years 2023 and 2022 among the following companies in million cubic meters?,mean,303,5.79
176,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",245617.0,[],tons CO2e,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,sum,305,245617.0
182,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['63', '137', '105']","['0', '0', '0']",1.88,[],MtCO2eq,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,mean,305,1.88
190,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",1.27,[],Million metric tons of CO2 equivalents,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.27
194,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['63', '79', '46']","['0', '0', '0']",1.32,[],million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,1.32
195,"['deutsche-telekom-ag_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['46', '47', '64']","['0', '1', '0']",26124.96,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,sum,302,26124.96
198,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",176693.0,[],tCO2eq,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,sum,305,176693.0
206,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",898.52,[],kt,"[2023, 2022]",What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,sum,306,898.52
208,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '63', '46']","['0', '0', '0']",1.14,[],Million metric tons of CO2 equivalents,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.14
212,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '79', '105']","['0', '0', '0']",8246485.67,[],tCO2-eq,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2-eq?,mean,305,8246485.67
216,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'vivendi_2023']","['60', '84', '105']","['0', '0', '0']",64093.0,[],TCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,mean,305,64093.0
221,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '63', '46']","['0', '0', '0']",0.38,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.38
222,"['OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['79', '179', '105']","['0', '0', '0']",0.26,[],million mt CO2e,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in million mt CO2e?,sum,305,0.26
225,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",898521.0,[],tons,"[2023, 2022]",What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,sum,306,898521.0
227,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '79', '46']","['0', '0', '0']",40544.67,[],tCO2-eq,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,mean,305,40544.67
232,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['137', '79', '105']","['0', '0', '0']",3.94,[],million mt CO2e,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,sum,305,3.94
233,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'vivendi_2023']","['60', '84', '105']","['0', '0', '0']",54869.0,[],tCO2e,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,mean,305,54869.0
240,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'axa_2023']","['60', '84', '179']","['0', '0', '0']",69985.0,[],tCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,mean,305,69985.0
242,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",0.12,[],million mt CO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,mean,305,0.12
245,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",1759821.67,[],tCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,mean,305,1759821.67
246,"['NYSE_TTE_2023', 'OTC_CRERF_2023', 'OTC_SU_2023']","['387', '79', '309']","['3', '0', '0']",257818,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,257818
251,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",20501959.0,[],tCO2-eq,"[2023, 2022]",What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,sum,305,20501959.0
259,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['84', '63', '79']","['0', '0', '0']",0.45,[],million mt CO2e,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,mean,305,0.45
263,"['OTC_BAMGF_2023', 'OTC_SU_2023', 'vivendi_2023']","['311', '309', '140']","['0', '0', '0']",2023203,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,2023203
264,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['381', '374', '47']","['0', '0', '1']",511.58,[],TWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in TWh?,sum,302,511.58
265,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['141', '63', '79']","['0', '0', '0']",1.22,[],Million metric tons of CO2 equivalents,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.22
269,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",29052.67,[],TCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,mean,305,29052.67
273,"['NYSE_AZ_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '79', '46']","['0', '0', '0']",9.01,[],million mt CO2e,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,mean,305,9.01
276,"['OTC_DPSGY_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['3', '374', '64']","['0', '0', '0']",257627.44,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,sum,302,257627.44
