Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
82,"['OTC_BAYZF_2023', 'vivendi_2023']","['63', '105']","['0', '0']",569748.0,[],TCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,mean,305,569748.0
83,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['84', '79']","['0', '0']",0.34,[],million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,0.34
84,"['NYSE_AZ_2023', 'vivendi_2023']","['60', '105']","['0', '0']",160942.0,[],tCO2e,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,sum,305,160942.0
85,"['NASDAQ_DASTY_2023', 'munich-re_2023']","['141', '46']","['0', '0']",1609479.0,[],tCO2-eq,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,mean,305,1609479.0
88,"['OTC_BAYZF_2023', 'munich-re_2023']","['63', '46']","['0', '0']",1.14,[],Million metric tons of CO2 equivalents,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.14
98,"['OTC_BAMGF_2023', 'OTC_CRERF_2023']","['311', '79']","['0', '0']",1747525,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,1747525
111,"['deutsche-telekom-ag_2023', 'prosiebensat1-media_2023']","['46', '64']","['0', '0']",6390.09,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,6390.09
112,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['63', '79']","['0', '0']",0.61,[],Million metric tons of CO2 equivalents,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.61
119,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['63', '137']","['0', '0']",2.81,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,2.81
121,"['NYSE_AZ_2023', 'vivendi_2023']","['60', '105']","['0', '0']",134270.0,[],tCO2e,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,sum,305,134270.0
125,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023']","['141', '84']","['0', '0']",14222384.0,[],tons CO2e,"[2023, 2022]",What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,sum,305,14222384.0
129,"['OTC_RWNEF_2023', 'munich-re_2023']","['79', '46']","['0', '0']",107124.5,[],tCO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,mean,305,107124.5
136,"['OTC_BAYZF_2023', 'munich-re_2023']","['63', '46']","['0', '0']",0.56,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.56
137,"['OTC_ADDDF_2023', 'vivendi_2023']","['84', '105']","['0', '0']",80894.5,[],tons CO2e,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,mean,305,80894.5
139,"['OTC_ADDDF_2023', 'munich-re_2023']","['84', '46']","['0', '0']",78353.0,[],tons CO2e,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,mean,305,78353.0
155,"['OTC_SU_2023', 'munich-re_2023']","['310', '47']","['1', '1']",722554.25,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,722554.25
156,"['axa_2023', 'vivendi_2023']","['179', '105']","['0', '0']",64465.0,[],TCO2eq,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,sum,305,64465.0
159,"['OTC_ESOCF_2023', 'munich-re_2023']","['139', '47']","['0', '0']",20.38,[],millions of m3,"[2023, 2022]",What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,mean,303,20.38
160,"['OTC_RWNEF_2023', 'munich-re_2023']","['79', '46']","['0', '0']",214249.0,[],tCO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,sum,305,214249.0
163,"['OTC_RWNEF_2023', 'vivendi_2023']","['79', '105']","['0', '0']",12285374.0,[],TCO2eq,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,mean,305,12285374.0
166,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['137', '79']","['0', '0']",3.48,[],million mt CO2e,[2023],What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in million mt CO2e?,sum,305,3.48
167,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['137', '79']","['0', '0']",39.06,[],million mt CO2e,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,mean,305,39.06
171,"['NYSE_TTE_2023', 'OTC_SU_2023']","['381', '310']","['0', '1']",622867939.0,[],MWh,"[2023, 2022, 2021, 2020]",What is the total energy consumption generated by the following companies in the last 4 years in MWh?,sum,302,622867939.0
172,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['84', '63']","['0', '0']",1262293.0,[],tons CO2e,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,sum,305,1262293.0
173,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023']","['84', '137']","['0', '0']",2.62,[],MtCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,mean,305,2.62
176,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023']","['141', '63']","['0', '0']",561662.0,[],tCO2-eq,[2022],What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,mean,305,561662.0
180,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['63', '79']","['0', '0']",0.66,[],Million metric tons of CO2 equivalents,[2023],What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,mean,305,0.66
181,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['63', '79']","['0', '0']",16.76,[],million mt CO2e,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,mean,305,16.76
183,"['NYSE_AZ_2023', 'axa_2023']","['60', '179']","['0', '0']",184187.0,[],tCO2e,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,sum,305,184187.0
184,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023']","['141', '137']","['0', '0']",35.6,[],MtCO2eq,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in MtCO2eq?,mean,305,35.6
185,"['OTC_ADDDF_2023', 'axa_2023']","['84', '179']","['0', '0']",86584.5,[],tons CO2e,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,mean,305,86584.5
186,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023']","['381', '46']","['0', '0']",669660,[],GWh,"[2023, 2022, 2021, 2020]",What is the total energy consumption generated by the following companies in the last 4 years in GWh?,sum,302,669660
188,"['NYSE_AZ_2023', 'OTC_ESOCF_2023']","['60', '137']","['0', '0']",2.57,[],MtCO2eq,[2022],What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,mean,305,2.57
192,"['NYSE_TTE_2023', 'vivendi_2023']","['387', '140']","['3', '0']",658644.0,[],tons,"[2023, 2022]",What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,sum,306,658644.0
197,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023']","['141', '79']","['0', '0']",103324.0,[],tCO2-eq,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,sum,305,103324.0
200,"['munich-re_2023', 'vivendi_2023']","['46', '105']","['0', '0']",24569.0,[],,"[2023, 2022]",What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,mean,305,24569.0
208,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['132', '139']","['0', '0']",23.51,[],millions of m3,"[2023, 2022]",What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,mean,303,23.51
209,"['NYSE_TTE_2023', 'prosiebensat1-media_2023']","['381', '64']","['0', '0']",323.07,[],TWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in TWh?,sum,302,323.07
210,"['NYSE_AZ_2023', 'OTC_RWNEF_2023']","['60', '79']","['0', '0']",11946233.5,[],tCO2e,[2022],What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,mean,305,11946233.5
213,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023']","['381', '46']","['0', '0']",6454.25,[],,"[2023, 2022]",What is the average energy consumption from 2023 to 2022 among the following companies?,mean,302,6454.25
218,"['OTC_ADDDF_2023', 'vivendi_2023']","['84', '105']","['0', '0']",78339.0,[],tons CO2e,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,mean,305,78339.0
219,"['OTC_RWNEF_2023', 'munich-re_2023']","['79', '46']","['0', '0']",19226.07,[],,"[2023, 2022]",What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,mean,305,19226.07
221,"['OTC_ESOCF_2023', 'axa_2023']","['137', '179']","['0', '0']",2.27,[],MtCO2eq,[2023],What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,mean,305,2.27
226,"['NYSE_TTE_2023', 'vivendi_2023']","['387', '140']","['3', '0']",22414,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,22414
251,"['heidelberg-materials_2023', 'vivendi_2023']","['358', '140']","['0', '0']",22824.6,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,22824.6
252,"['NYSE_AZ_2023', 'munich-re_2023']","['60', '46']","['0', '0']",1568090.0,[],tCO2e,[2023],What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,mean,305,1568090.0
253,"['OTC_SU_2023', 'vivendi_2023']","['309', '140']","['0', '0']",257521,[],tons,"[2023, 2022]",What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,sum,306,257521
266,"['NASDAQ_DASTY_2023', 'munich-re_2023']","['141', '46']","['0', '0']",6642979.0,[],tCO2-eq,"[2023, 2022]",What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,sum,305,6642979.0
267,"['OTC_ESOCF_2023', 'vivendi_2023']","['137', '105']","['0', '0']",3842603.0,[],TCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,sum,305,3842603.0
272,"['OTC_ESOCF_2023', 'axa_2023']","['137', '179']","['0', '0']",3.87,[],MtCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,sum,305,3.87
273,"['OTC_CRERF_2023', 'OTC_SU_2023']","['79', '309']","['0', '0']",256799,[],,"[2023, 2022]",What is the total amount of waste generated from 2022 to 2023 among the following companies?,sum,306,256799
274,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023']","['141', '79']","['0', '0']",0.2,[],million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,0.2
281,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023']","['141', '63']","['0', '0']",1.12,[],Million metric tons of CO2 equivalents,[2022],What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sum,305,1.12
285,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['63', '79']","['0', '0']",1.31,[],million mt CO2e,[2023],What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,sum,305,1.31
292,"['NYSE_TTE_2023', 'OTC_SU_2023']","['387', '309']","['3', '0']",98.42,[],kt,"[2023, 2022]",What is the average amount of hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,mean,306,98.42
300,"['NYSE_AZ_2023', 'OTC_ESOCF_2023']","['60', '137']","['0', '0']",3.96,[],MtCO2eq,[2022],What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,sum,305,3.96
