Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
15,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '310', '46', '374', '64']","['0', '1', '0', '0', '0']",[9.160424e+07 1.224100e+07 1.124327e+06 7.121800e+04 3.309000e+04],"['heidelberg-materials', 'deutsche-telekom-ag', 'OTC_SU', 'NASDAQ_DASTY', 'prosiebensat1-media']",MWh,[2023],What are the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,rank,302,"91604239.95, 12241000.0, 1124327.0, 71218.0, 33090.0"
19,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['60', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",[22042. 42423.],"['vivendi', 'axa']",TCO2eq,[2023],What are the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"22042.0, 42423.0"
20,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['60', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",[3.28 0.2  0.11 0.04],"['OTC_ESOCF', 'OTC_RWNEF', 'NYSE_AZ', 'axa']",MtCO2eq,[2023],What are the 4 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,rank,305,"3.28, 0.2, 0.11, 0.04"
21,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",1201276.0,['OTC_SU'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,1201276.0
22,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['141', '137', '79', '179', '46']","['0', '0', '0', '0', '0']",[4.1780e+03 2.1598e+04 3.3093e+04 3.4510e+07 6.1900e+07],"['NASDAQ_DASTY', 'axa', 'munich-re', 'OTC_ESOCF', 'OTC_RWNEF']",tCO2e,[2023],Which companies have the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"NASDAQ_DASTY, axa, munich-re, OTC_ESOCF, OTC_RWNEF"
24,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",[1.11 0.2  0.14],"['OTC_BAYZF', 'OTC_RWNEF', 'OTC_ADDDF']",Million metric tons of CO2 equivalents,[2023],Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_BAYZF, OTC_RWNEF, OTC_ADDDF"
25,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",[1110000.  200000.],"['OTC_BAYZF', 'OTC_RWNEF']",tons CO2e,[2023],Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"OTC_BAYZF, OTC_RWNEF"
26,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '60', '137', '46', '105']","['0', '0', '0', '0', '0']",[   92467.   168709.   770748.  3130824. 71040000.],"['NYSE_AZ', 'NASDAQ_DASTY', 'vivendi', 'munich-re', 'OTC_ESOCF']",TCO2eq,[2022],Which companies have the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"NYSE_AZ, NASDAQ_DASTY, vivendi, munich-re, OTC_ESOCF"
27,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['141', '137', '79', '179', '46']","['0', '0', '0', '0', '0']",[6.190e+01 3.451e+01 3.000e-02 2.000e-02 0.000e+00],"['OTC_RWNEF', 'OTC_ESOCF', 'munich-re', 'axa', 'NASDAQ_DASTY']",million mt CO2e,[2023],Which companies have the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"OTC_RWNEF, OTC_ESOCF, munich-re, axa, NASDAQ_DASTY"
29,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '84', '137', '179', '105']","['0', '0', '0', '0', '0']",4510000.0,['OTC_ESOCF'],tCO2eq,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,sup,305,OTC_ESOCF
31,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '137', '79', '46']","['0', '0', '0', '0', '0']",[6.190e+01 3.451e+01 3.000e-02 2.000e-02],"['OTC_RWNEF', 'OTC_ESOCF', 'munich-re', 'OTC_ADDDF']",MtCO2eq,[2023],Which companies have the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,rank,305,"OTC_RWNEF, OTC_ESOCF, munich-re, OTC_ADDDF"
32,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['381', '3', '46', '374', '47']","['0', '0', '0', '0', '1']",347068,['heidelberg-materials'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,347068
33,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '63', '137', '79', '46']","['0', '0', '0', '0', '0']",[71.04 23.8   9.72  3.13],"['OTC_ESOCF', 'OTC_RWNEF', 'OTC_BAYZF', 'munich-re']",million mt CO2e,[2022],Which companies have the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"OTC_ESOCF, OTC_RWNEF, OTC_BAYZF, munich-re"
34,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '60', '84', '46', '105']","['0', '0', '0', '0', '0']",5894811.0,['OTC_ADDDF'],tCO2e,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,sup,305,5894811.0
36,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '60', '63', '79', '105']","['0', '0', '0', '0', '0']",21600000.0,['OTC_RWNEF'],tCO2e,[2023],Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,sup,305,OTC_RWNEF
38,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '84', '137', '79', '179']","['0', '0', '0', '0', '0']",[21598. 21779. 31774.],"['axa', 'OTC_ADDDF', 'NYSE_AZ']",tCO2e,[2023],Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"axa, OTC_ADDDF, NYSE_AZ"
42,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '84', '137', '79', '46']","['0', '0', '0', '0', '0']",[71040000. 23800000.  7635784.  3130824.],"['OTC_ESOCF', 'OTC_RWNEF', 'OTC_ADDDF', 'munich-re']",tCO2e,[2022],What are the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"71040000.0, 23800000.0, 7635784.0, 3130824.0"
43,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '84', '63', '137', '105']","['0', '0', '0', '0', '0']",[5100000. 1120000.  142293.],"['OTC_ESOCF', 'OTC_BAYZF', 'OTC_ADDDF']",TCO2eq,[2022],What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"5100000.0, 1120000.0, 142293.0"
44,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '60', '84', '63', '46']","['0', '0', '0', '0', '0']",9720000.0,['OTC_BAYZF'],tCO2e,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,sup,305,OTC_BAYZF
45,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['60', '84', '63', '137', '105']","['0', '0', '0', '0', '0']",[0.02 0.03],"['vivendi', 'NYSE_AZ']",MtCO2eq,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"vivendi, NYSE_AZ"
46,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023']","['141', '137', '79', '179', '46']","['0', '0', '0', '0', '0']",[6.190e+01 3.451e+01 3.000e-02 2.000e-02 0.000e+00],"['OTC_RWNEF', 'OTC_ESOCF', 'munich-re', 'axa', 'NASDAQ_DASTY']",million mt CO2e,[2023],What are the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"61.9, 34.51, 0.03, 0.02, 0.0"
47,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '60', '79', '46', '105']","['0', '0', '0', '0', '0']",[ 4178. 10291. 31774.],"['NASDAQ_DASTY', 'vivendi', 'NYSE_AZ']",tCO2-eq,[2023],Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,rank,305,"NASDAQ_DASTY, vivendi, NYSE_AZ"
48,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['60', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",[  22042.   42423.  112228.  200000. 3280000.],"['vivendi', 'axa', 'NYSE_AZ', 'OTC_RWNEF', 'OTC_ESOCF']",tCO2eq,[2023],Which companies have the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,rank,305,"vivendi, axa, NYSE_AZ, OTC_RWNEF, OTC_ESOCF"
49,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '63', '137', '179', '105']","['0', '0', '0', '0', '0']",[5100000. 1120000.   37172.   30490.],"['OTC_ESOCF', 'OTC_BAYZF', 'axa', 'NYSE_AZ']",tCO2eq,[2022],Which companies have the 4 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,rank,305,"OTC_ESOCF, OTC_BAYZF, axa, NYSE_AZ"
50,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['60', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",0.02,['vivendi'],million mt CO2e,"[2023, 2022]",Which company has the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in million mt CO2e?,sup,305,vivendi
51,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['141', '60', '84', '63', '46']","['0', '0', '0', '0', '0']",9720000.0,['OTC_BAYZF'],tCO2e,[2022],What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,sup,305,9720000.0
52,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'vivendi_2023']","['60', '137', '79', '179', '105']","['0', '0', '0', '0', '0']",[  22042.   42423.  112228.  200000. 3280000.],"['vivendi', 'axa', 'NYSE_AZ', 'OTC_RWNEF', 'OTC_ESOCF']",tCO2eq,[2023],What are the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,rank,305,"22042.0, 42423.0, 112228.0, 200000.0, 3280000.0"
54,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '46', '374', '47']","['0', '0', '0', '0', '1']",[7.122000e+01 2.509200e+02 1.224100e+04 3.505600e+04 9.160424e+04],"['NASDAQ_DASTY', 'munich-re', 'deutsche-telekom-ag', 'OTC_DPSGY', 'heidelberg-materials']",million kWh,[2023],Which companies have the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,rank,302,"NASDAQ_DASTY, munich-re, deutsche-telekom-ag, OTC_DPSGY, heidelberg-materials"
56,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '84', '137', '179', '105']","['0', '0', '0', '0', '0']",4510000.0,['OTC_ESOCF'],tCO2eq,[2023],What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,sup,305,4510000.0
57,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['60', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",[23800000.  9720000.  3130824.],"['OTC_RWNEF', 'OTC_BAYZF', 'munich-re']",tCO2e,[2022],Which companies have the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_RWNEF, OTC_BAYZF, munich-re"
58,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['60', '84', '63', '137', '46']","['0', '0', '0', '0', '0']",[0.09 3.13 7.64],"['NYSE_AZ', 'munich-re', 'OTC_ADDDF']",MtCO2eq,[2022],What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"0.09, 3.13, 7.64"
59,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['381', '3', '374', '47', '64']","['0', '0', '0', '1', '0']",33.09,['prosiebensat1-media'],million kWh,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,sup,302,33.09
61,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['117', '381', '3', '310', '64']","['0', '0', '0', '1', '0']",1201276.0,['OTC_SU'],,"[2023, 2022]",Which company has the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,OTC_SU
62,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['60', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",[23800000.  9720000.  3130824.],"['OTC_RWNEF', 'OTC_BAYZF', 'munich-re']",tCO2e,[2022],What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"23800000.0, 9720000.0, 3130824.0"
63,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",0.43,['munich-re'],millions of cu.m,"[2023, 2022]",Which company has the smallest water consumption from 2022 to 2023 among the following companies in millions of cu.m?,sup,303,munich-re
66,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '381', '3', '46', '47']","['0', '0', '0', '0', '1']",166000.0,['NYSE_TTE'],million kWh,"[2023, 2022]",What is the highest energy consumed in the last 2 years among the following companies in million kWh?,sup,302,166000.0
67,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['141', '60', '84', '137', '46']","['0', '0', '0', '0', '0']",53.07,['OTC_ESOCF'],MtCO2eq,"[2023, 2022]",Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,sup,305,OTC_ESOCF
71,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['84', '79', '179', '46', '105']","['0', '0', '0', '0', '0']",[6.1900e+07 3.3093e+04],"['OTC_RWNEF', 'munich-re']",tCO2eq,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,rank,305,"OTC_RWNEF, munich-re"
72,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '63', '137', '179', '105']","['0', '0', '0', '0', '0']",[5100000. 1120000.   37172.   30490.],"['OTC_ESOCF', 'OTC_BAYZF', 'axa', 'NYSE_AZ']",tCO2eq,[2022],What are the 4 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,rank,305,"5100000.0, 1120000.0, 37172.0, 30490.0"
73,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '63', '137', '79', '46']","['0', '0', '0', '0', '0']",[71.04 23.8   9.72  3.13],"['OTC_ESOCF', 'OTC_RWNEF', 'OTC_BAYZF', 'munich-re']",million mt CO2e,[2022],What are the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"71.04, 23.8, 9.72, 3.13"
74,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",[0.   0.01],"['NASDAQ_DASTY', 'munich-re']",Million metric tons of CO2 equivalents,[2023],Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"NASDAQ_DASTY, munich-re"
76,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '46', '374', '47']","['0', '0', '0', '0', '1']",71218.0,['NASDAQ_DASTY'],MWh,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in MWh?,sup,302,71218.0
77,"['NYSE_TTE_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['381', '310', '46', '47', '64']","['0', '1', '0', '1', '0']",[3.309000e+04 2.509160e+05 1.124327e+06 1.224100e+07 1.570000e+08],"['prosiebensat1-media', 'munich-re', 'OTC_SU', 'deutsche-telekom-ag', 'NYSE_TTE']",MWh,[2023],What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"33090.0, 250916.0, 1124327.0, 12241000.0, 157000000.0"
79,"['OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['310', '46', '374', '47', '64']","['1', '0', '0', '1', '0']",[ 33.09 250.92],"['prosiebensat1-media', 'munich-re']",GWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,rank,302,"prosiebensat1-media, munich-re"
81,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",[1110000.  200000.],"['OTC_BAYZF', 'OTC_RWNEF']",tons CO2e,[2023],What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"1110000.0, 200000.0"
82,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",[   3193.   14249.  142457.  200000. 1110000.],"['NASDAQ_DASTY', 'munich-re', 'OTC_ADDDF', 'OTC_RWNEF', 'OTC_BAYZF']",tCO2-eq,[2023],Which companies have the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,rank,305,"NASDAQ_DASTY, munich-re, OTC_ADDDF, OTC_RWNEF, OTC_BAYZF"
83,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '3', '310', '46', '47']","['0', '0', '1', '0', '1']",[35056.   12241.    1124.33   250.92],"['OTC_DPSGY', 'deutsche-telekom-ag', 'OTC_SU', 'munich-re']",GWh,[2023],What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,rank,302,"35056.0, 12241.0, 1124.33, 250.92"
85,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",[  432730.  5049144.  6780000.  8200000. 35400000.],"['munich-re', 'OTC_BAMGF', 'OTC_BAYZF', 'OTC_CRERF', 'OTC_ESOCF']",m3,[2023],Which companies have the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in m3?,rank,303,"munich-re, OTC_BAMGF, OTC_BAYZF, OTC_CRERF, OTC_ESOCF"
