Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
13,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['141', '60', '63', '137', '46']","['0', '0', '0', '0', '0']",61.05,['OTC_ESOCF'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,OTC_ESOCF
14,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '3', '310', '374', '47']","['0', '0', '1', '0', '1']",[94006047.43 34774500.    1162801.5 ],"['heidelberg-materials', 'OTC_DPSGY', 'OTC_SU']",MWh,"[2023, 2022]",Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,multistep_rank,302,"heidelberg-materials, OTC_DPSGY, OTC_SU"
15,"['NASDAQ_DASTY_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '374', '47', '64', '287']","['0', '0', '1', '0', '1']",20.01,['munich-re'],,"[2023, 2022]",What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,20.01
16,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['3', '310', '374', '64', '287']","['0', '1', '0', '0', '1']",[222149.71  94006.05  34774.5    1162.8 ],"['terna', 'heidelberg-materials', 'OTC_DPSGY', 'OTC_SU']",million kWh,"[2023, 2022]",Which companies have the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in million kWh?,multistep_rank,302,"terna, heidelberg-materials, OTC_DPSGY, OTC_SU"
17,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '84', '63', '79', '179']","['0', '0', '0', '0', '0']",83.59,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,83.59
18,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '137', '179', '46', '105']","['0', '0', '0', '0', '0']",133030000.0,['OTC_ESOCF'],tCO2eq,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2eq?,multistep_sup,305,OTC_ESOCF
19,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",84.0,['NASDAQ_DASTY'],,[2022],What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_sup,302,84.0
20,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",1.8,['OTC_BAYZF'],,"[2023, 2022]",Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,multistep_sup,303,OTC_BAYZF
21,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '63', '137', '79', '46']","['0', '0', '0', '0', '0']",74.33,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,74.33
22,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['141', '309', '358', '295', '140']","['0', '0', '0', '0', '0']",64.84,['terna'],,[2022],What is the highest percentage of hazardous waste generated in 2022 among the following companies?,multistep_sup,306,64.84
23,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '310', '46', '64', '287']","['0', '1', '0', '0', '1']",6.03,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,6.03
24,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023']","['117', '381', '3', '46', '374']","['0', '0', '0', '0', '0']",554.34,['NASDAQ_DASTY'],TJ,"[2023, 2022]",What is the lowest energy consumption over the last 2 years among the following companies in TJ?,multistep_sup,302,554.34
25,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'axa_2023', 'munich-re_2023']","['141', '60', '84', '179', '46']","['0', '0', '0', '0', '0']",8.71,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,8.71
26,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['117', '381', '3', '310', '374']","['0', '0', '0', '1', '0']",5.6,['OTC_SU'],,"[2023, 2022]",What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,multistep_sup,302,5.6
27,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'terna_2023']","['117', '3', '46', '374', '287']","['0', '0', '0', '0', '1']",13.95,['NASDAQ_DASTY'],,"[2023, 2022]",What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_sup,302,13.95
28,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",[ 104.8 3751. ],"['NASDAQ_DASTY', 'vivendi']",tons,"[2023, 2022]",Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,multistep_rank,306,"NASDAQ_DASTY, vivendi"
29,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '387', '309', '358', '295']","['0', '3', '0', '0', '0']",61.27,['terna'],,[2023],Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,multistep_sup,306,terna
30,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",25047806.4,[],m3,"[2023, 2022]","What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",multistep_mean,303,25047806.4
31,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['117', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",84.0,['NASDAQ_DASTY'],,[2023],Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,multistep_sup,302,NASDAQ_DASTY
32,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_ADDDF_2023', 'munich-re_2023', 'terna_2023']","['141', '60', '84', '46', '286']","['0', '0', '0', '0', '0']",6059047.0,['OTC_ADDDF'],tCO2e,[2023],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,multistep_sup,305,OTC_ADDDF
33,"['NASDAQ_DASTY_2023', 'NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '60', '63', '79', '105']","['0', '0', '0', '0', '0']",[7.365e+01 1.900e+00 3.000e-02 1.000e-02],"['OTC_RWNEF', 'OTC_BAYZF', 'NYSE_AZ', 'vivendi']",million mt CO2e,"[2023, 2022]",Which companies have the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,multistep_rank,305,"OTC_RWNEF, OTC_BAYZF, NYSE_AZ, vivendi"
34,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '137', '79', '46']","['0', '0', '0', '0', '0']",73650000.0,['OTC_RWNEF'],tCO2e,"[2023, 2022]",What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,73650000.0
35,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023', 'terna_2023']","['117', '310', '46', '47', '287']","['0', '1', '0', '1', '1']",9.93,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,9.93
36,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['60', '84', '63', '79', '46']","['0', '0', '0', '0', '0']",68.29,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,68.29
37,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023']","['381', '3', '310', '374', '64']","['0', '0', '1', '0', '0']",28.2,[],,[2022],What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,multistep_mean,302,28.2
38,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '84', '137', '79', '46']","['0', '0', '0', '0', '0']",73650000.0,['OTC_RWNEF'],tCO2e,"[2023, 2022]",Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,multistep_sup,305,OTC_RWNEF
39,"['NYSE_TTE_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'terna_2023']","['381', '46', '374', '47', '287']","['0', '0', '0', '1', '1']",7.94,[],,"[2023, 2022]",What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,multistep_mean,302,7.94
40,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'prosiebensat1-media_2023', 'terna_2023']","['117', '310', '374', '64', '287']","['0', '1', '0', '0', '1']",238.86,['prosiebensat1-media'],TJ,"[2023, 2022]",Which company has the lowest energy consumption over the last 2 years among the following companies in TJ?,multistep_sup,302,prosiebensat1-media
41,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023']","['117', '381', '3', '46', '47']","['0', '0', '0', '0', '1']",[   76992.   282307. 12747000. 34774500.],"['NASDAQ_DASTY', 'munich-re', 'deutsche-telekom-ag', 'OTC_DPSGY']",MWh,"[2023, 2022]",Which companies have the top 4 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"NASDAQ_DASTY, munich-re, deutsche-telekom-ag, OTC_DPSGY"
42,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '63', '137', '46', '105']","['0', '0', '0', '0', '0']",19.5,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,19.5
43,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'axa_2023', 'terna_2023', 'vivendi_2023']","['60', '137', '179', '286', '105']","['0', '0', '0', '0', '0']",98.83,['OTC_ESOCF'],MtCO2eq,[2023],What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,multistep_sup,305,98.83
44,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['141', '63', '137', '79', '46']","['0', '0', '0', '0', '0']",358.82,['OTC_RWNEF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,358.82
45,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'terna_2023']","['60', '84', '63', '79', '286']","['0', '0', '0', '0', '0']",[21817.5 31363.5],"['OTC_ADDDF', 'NYSE_AZ']",tons CO2e,"[2023, 2022]",What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,multistep_rank,305,"21817.5, 31363.5"
46,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['60', '63', '137', '179', '105']","['0', '0', '0', '0', '0']",74.7,['OTC_ESOCF'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,OTC_ESOCF
47,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '381', '310', '47', '64']","['0', '0', '1', '1', '0']",[ 33175.  76992. 282307.],"['prosiebensat1-media', 'NASDAQ_DASTY', 'munich-re']",MWh,"[2023, 2022]",What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"33175.0, 76992.0, 282307.0"
48,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['141', '84', '137', '79', '105']","['0', '0', '0', '0', '0']",70.34,[],,[2023],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_mean,305,70.34
49,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['387', '309', '358', '295', '140']","['3', '0', '0', '0', '0']",[61.27 38.77  7.92  6.1 ],"['terna', 'NYSE_TTE', 'vivendi', 'OTC_SU']",,[2023],What are the 4 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"61.27, 38.77, 7.92, 6.1"
50,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'terna_2023', 'vivendi_2023']","['141', '63', '137', '286', '105']","['0', '0', '0', '0', '0']",[43790000.  1900000.],"['OTC_ESOCF', 'OTC_BAYZF']",tCO2-eq,"[2023, 2022]",What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,multistep_rank,305,"43790000.0, 1900000.0"
51,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023']","['141', '387', '309', '358', '295']","['0', '3', '0', '0', '0']",[378000.  47652.],"['NYSE_TTE', 'heidelberg-materials']",tons,"[2023, 2022]",Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"NYSE_TTE, heidelberg-materials"
52,"['OTC_DPSGY_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['3', '46', '374', '47', '64']","['0', '0', '0', '1', '0']",94006.05,['heidelberg-materials'],GWh,"[2023, 2022]",What is the highest average energy consumed in the last 2 years among the following companies in GWh?,multistep_sup,302,94006.05
53,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '63', '137', '79', '179']","['0', '0', '0', '0', '0']",286.57,['OTC_RWNEF'],,[2023],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,286.57
54,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'munich-re_2023', 'prosiebensat1-media_2023', 'terna_2023']","['3', '310', '47', '64', '287']","['0', '1', '1', '0', '1']",[222149.71  34774.5    1162.8     282.31],"['terna', 'OTC_DPSGY', 'OTC_SU', 'munich-re']",million kWh,"[2023, 2022]",What are the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in million kWh?,multistep_rank,302,"222149.71, 34774.5, 1162.8, 282.31"
55,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'vivendi_2023']","['141', '387', '309', '358', '140']","['0', '3', '0', '0', '0']",[378000.  47652.  15664.],"['NYSE_TTE', 'heidelberg-materials', 'OTC_SU']",tons,"[2023, 2022]",What are the 3 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,multistep_rank,306,"378000.0, 47652.0, 15664.0"
56,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['141', '387', '358', '295', '140']","['0', '3', '0', '0', '0']",[61.27 38.77  7.92],"['terna', 'NYSE_TTE', 'vivendi']",,[2023],Which companies have the 3 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,multistep_rank,306,"terna, NYSE_TTE, vivendi"
57,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'axa_2023']","['60', '63', '137', '79', '179']","['0', '0', '0', '0', '0']",286.57,['OTC_RWNEF'],,[2023],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,multistep_sup,305,OTC_RWNEF
58,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'heidelberg-materials_2023', 'terna_2023', 'vivendi_2023']","['141', '309', '358', '295', '140']","['0', '0', '0', '0', '0']",20.51,[],,[2022],What is the average percentage of hazardous waste generated in 2022 among the following companies?,multistep_mean,306,20.51
59,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'prosiebensat1-media_2023']","['381', '3', '310', '46', '64']","['0', '0', '1', '0', '0']",420434.95,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,multistep_sum,302,420434.95
60,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_SU_2023', 'terna_2023', 'vivendi_2023']","['141', '387', '309', '295', '140']","['0', '3', '0', '0', '0']",[ 3.59  6.16 25.97],"['NASDAQ_DASTY', 'OTC_SU', 'vivendi']",,[2022],What are the 3 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,multistep_rank,306,"3.59, 6.16, 25.97"
61,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",109300000.0,['OTC_RWNEF'],tons CO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,multistep_sup,305,109300000.0
62,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '179', '46', '105']","['0', '0', '0', '0', '0']",19.65,['OTC_BAYZF'],,[2022],Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,OTC_BAYZF
63,"['NASDAQ_DASTY_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['141', '137', '79', '46', '105']","['0', '0', '0', '0', '0']",87.81,[],,[2022],What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_mean,305,87.81
64,"['NASDAQ_DASTY_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['117', '310', '46', '374', '47']","['0', '1', '0', '0', '1']",[   76992.    282307.   1162801.5 12747000. ],"['NASDAQ_DASTY', 'munich-re', 'OTC_SU', 'deutsche-telekom-ag']",MWh,"[2023, 2022]",What are the top 4 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,multistep_rank,302,"76992.0, 282307.0, 1162801.5, 12747000.0"
65,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023', 'vivendi_2023']","['84', '63', '79', '46', '105']","['0', '0', '0', '0', '0']",109300000.0,['OTC_RWNEF'],tons CO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,multistep_sup,305,OTC_RWNEF
66,"['NYSE_TTE_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023', 'munich-re_2023', 'terna_2023']","['381', '310', '46', '47', '287']","['0', '1', '0', '1', '1']",351828.52,[],GWh,"[2023, 2022]",What is the total energy consumption generated by the following companies in the last 2 years in GWh?,multistep_sum,302,351828.52
67,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['310', '132', '72', '139', '47']","['0', '0', '0', '0', '0']",40300000.0,['OTC_ESOCF'],m3,"[2023, 2022]",What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,multistep_sup,303,40300000.0
68,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'terna_2023', 'vivendi_2023']","['141', '63', '137', '286', '105']","['0', '0', '0', '0', '0']",[43790000.  1900000.],"['OTC_ESOCF', 'OTC_BAYZF']",tCO2-eq,"[2023, 2022]",Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,multistep_rank,305,"OTC_ESOCF, OTC_BAYZF"
69,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'axa_2023', 'munich-re_2023', 'vivendi_2023']","['141', '63', '179', '46', '105']","['0', '0', '0', '0', '0']",19.65,['OTC_BAYZF'],,[2022],What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,multistep_sup,305,19.65
