Unnamed: 0,pdf name,page nbr,table nbr,answer_value,answer_company,unit,years,question,question_type_ext,gri,value
16,"['NYSE_TTE_2023', 'OTC_SU_2023', 'munich-re_2023']","['381', '310', '47']","['0', '1', '1']",[157.     1.12],"['NYSE_TTE', 'OTC_SU']",TWh,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TWh?,rank,302,"NYSE_TTE, OTC_SU"
17,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['63', '137', '105']","['0', '0', '0']",[0.02 1.12],"['vivendi', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2022],Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"vivendi, OTC_BAYZF"
18,"['OTC_DPSGY_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['3', '310', '64']","['0', '1', '0']",[3.30900e+01 1.12433e+03 3.50560e+04],"['prosiebensat1-media', 'OTC_SU', 'OTC_DPSGY']",million kWh,[2023],What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,rank,302,"33.09, 1124.33, 35056.0"
19,"['NYSE_TTE_2023', 'OTC_BAMGF_2023', 'vivendi_2023']","['387', '311', '140']","['3', '0', '0']",927.88,['OTC_BAMGF'],kt,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,927.88
20,"['NYSE_TTE_2023', 'heidelberg-materials_2023', 'munich-re_2023']","['381', '374', '47']","['0', '0', '1']",[565200. 329775.],"['NYSE_TTE', 'heidelberg-materials']",TJ,[2023],Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in TJ?,rank,302,"NYSE_TTE, heidelberg-materials"
21,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['387', '309', '358']","['3', '0', '0']",953.1,['heidelberg-materials'],kt,"[2023, 2022]",Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,heidelberg-materials
22,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'axa_2023']","['60', '137', '179']","['0', '0', '0']",[0.04 0.11 3.28],"['axa', 'NYSE_AZ', 'OTC_ESOCF']",MtCO2eq,[2023],What are the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"0.04, 0.11, 3.28"
23,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'vivendi_2023']","['141', '46', '105']","['0', '0', '0']",[3130824.  770748.  168709.],"['munich-re', 'vivendi', 'NASDAQ_DASTY']",tCO2-eq,[2022],Which companies have the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2-eq?,rank,305,"munich-re, vivendi, NASDAQ_DASTY"
24,"['OTC_BAMGF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023']","['310', '72', '139']","['0', '0', '0']",[ 5.05  8.2  35.4 ],"['OTC_BAMGF', 'OTC_CRERF', 'OTC_ESOCF']",millions of cu.m,[2023],Which companies have the top 3 lowest water consumption values (in ascending order) for the year 2023 among the following companies in millions of cu.m?,rank,303,"OTC_BAMGF, OTC_CRERF, OTC_ESOCF"
26,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[0.03 0.14 1.12],"['NYSE_AZ', 'OTC_ADDDF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2022],What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"0.03, 0.14, 1.12"
28,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'axa_2023']","['60', '137', '179']","['0', '0', '0']",42423.0,['axa'],tCO2eq,"[2023, 2022]",Which company has the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in tCO2eq?,sup,305,axa
29,"['NYSE_AZ_2023', 'munich-re_2023', 'vivendi_2023']","['60', '46', '105']","['0', '0', '0']",[10291. 31774. 33093.],"['vivendi', 'NYSE_AZ', 'munich-re']",TCO2eq,[2023],Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"vivendi, NYSE_AZ, munich-re"
30,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['84', '63', '105']","['0', '0', '0']",1.11,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2023],What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,sup,305,1.11
31,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['84', '63', '105']","['0', '0', '0']",1.11,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,sup,305,OTC_BAYZF
32,"['OTC_BAMGF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['310', '132', '139']","['0', '0', '0']",45200000.0,['OTC_ESOCF'],m3,"[2023, 2022]",What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,sup,303,45200000.0
33,"['OTC_BAYZF_2023', 'OTC_ESOCF_2023', 'vivendi_2023']","['63', '137', '105']","['0', '0', '0']",[5100000. 1120000.],"['OTC_ESOCF', 'OTC_BAYZF']",TCO2eq,[2022],What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"5100000.0, 1120000.0"
35,"['NASDAQ_DASTY_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['141', '63', '105']","['0', '0', '0']",9180000.0,['OTC_BAYZF'],tCO2-eq,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,sup,305,9180000.0
38,"['NASDAQ_DASTY_2023', 'NYSE_TTE_2023', 'OTC_DPSGY_2023']","['117', '381', '3']","['0', '0', '0']",[7.1218e+04 3.5056e+07 1.5700e+08],"['NASDAQ_DASTY', 'OTC_DPSGY', 'NYSE_TTE']",MWh,[2023],Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,rank,302,"NASDAQ_DASTY, OTC_DPSGY, NYSE_TTE"
42,"['OTC_ADDDF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['84', '79', '46']","['0', '0', '0']",[6.1900e+07 3.3093e+04],"['OTC_RWNEF', 'munich-re']",tons CO2e,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,rank,305,"OTC_RWNEF, munich-re"
43,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['84', '137', '46']","['0', '0', '0']",[71040000.  7635784.],"['OTC_ESOCF', 'OTC_ADDDF']",tCO2e,[2022],What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,rank,305,"71040000.0, 7635784.0"
45,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",7799933.0,['OTC_ADDDF'],tons CO2e,[2022],What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,sup,305,7799933.0
46,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[0.03 0.14 1.12],"['NYSE_AZ', 'OTC_ADDDF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2022],Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"NYSE_AZ, OTC_ADDDF, OTC_BAYZF"
47,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'munich-re_2023']","['84', '63', '46']","['0', '0', '0']",9.72,['OTC_BAYZF'],Million metric tons of CO2 equivalents,[2022],What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,sup,305,9.72
49,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['60', '63', '79']","['0', '0', '0']",[23.8   9.72],"['OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2022],What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"23.8, 9.72"
50,"['NASDAQ_DASTY_2023', 'deutsche-telekom-ag_2023', 'prosiebensat1-media_2023']","['117', '46', '64']","['0', '0', '0']",13253.0,['deutsche-telekom-ag'],GWh,"[2023, 2022]",What is the highest energy consumed in the last 2 years among the following companies in GWh?,sup,302,13253.0
51,"['NASDAQ_DASTY_2023', 'OTC_RWNEF_2023', 'axa_2023']","['141', '79', '179']","['0', '0', '0']",[0.00e+00 2.00e-02 6.19e+01],"['NASDAQ_DASTY', 'axa', 'OTC_RWNEF']",million mt CO2e,[2023],What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,rank,305,"0.0, 0.02, 61.9"
52,"['NYSE_AZ_2023', 'munich-re_2023', 'vivendi_2023']","['60', '46', '105']","['0', '0', '0']",[ 92467. 770748.],"['NYSE_AZ', 'vivendi']",tCO2e,[2022],Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,rank,305,"NYSE_AZ, vivendi"
54,"['NYSE_AZ_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['60', '63', '105']","['0', '0', '0']",[1890000.   31774.],"['OTC_BAYZF', 'NYSE_AZ']",TCO2eq,[2023],Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_BAYZF, NYSE_AZ"
57,"['OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['63', '179', '105']","['0', '0', '0']",[1120000.   37172.   19496.],"['OTC_BAYZF', 'axa', 'vivendi']",TCO2eq,[2022],What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"1120000.0, 37172.0, 19496.0"
58,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",5894811.0,['OTC_ADDDF'],tCO2-eq,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,sup,305,5894811.0
61,"['OTC_BAYZF_2023', 'axa_2023', 'vivendi_2023']","['63', '179', '105']","['0', '0', '0']",[1120000.   37172.   19496.],"['OTC_BAYZF', 'axa', 'vivendi']",TCO2eq,[2022],Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_BAYZF, axa, vivendi"
62,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[322000. 123311.   8430.],"['NYSE_TTE', 'OTC_SU', 'vivendi']",tons,[2022],What are the 3 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,rank,306,"322000.0, 123311.0, 8430.0"
63,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023']","['117', '3', '46']","['0', '0', '0']",35056.0,['OTC_DPSGY'],million kWh,"[2023, 2022]",Which company has the highest energy consumed in the last 2 years among the following companies in million kWh?,sup,302,OTC_DPSGY
65,"['NASDAQ_DASTY_2023', 'munich-re_2023', 'prosiebensat1-media_2023']","['117', '47', '64']","['0', '1', '0']",313698.0,['munich-re'],,"[2023, 2022]",Which company has the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,munich-re
66,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'munich-re_2023']","['117', '3', '47']","['0', '0', '1']",71.22,['NASDAQ_DASTY'],million kWh,"[2023, 2022]",Which company has the lowest energy consumption over the last 2 years among the following companies in million kWh?,sup,302,NASDAQ_DASTY
68,"['NYSE_TTE_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023']","['381', '310', '46']","['0', '1', '0']",[  1.12  12.24 157.  ],"['OTC_SU', 'deutsche-telekom-ag', 'NYSE_TTE']",TWh,[2023],What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,rank,302,"1.12, 12.24, 157.0"
69,"['NASDAQ_DASTY_2023', 'OTC_DPSGY_2023', 'heidelberg-materials_2023']","['117', '3', '374']","['0', '0', '0']",347068,['heidelberg-materials'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,347068
71,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[  8.43 123.31 322.  ],"['vivendi', 'OTC_SU', 'NYSE_TTE']",kt,[2022],What are the 3 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in kt?,rank,306,"8.43, 123.31, 322.0"
72,"['NYSE_AZ_2023', 'munich-re_2023', 'vivendi_2023']","['60', '46', '105']","['0', '0', '0']",[10291. 31774. 33093.],"['vivendi', 'NYSE_AZ', 'munich-re']",TCO2eq,[2023],What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,rank,305,"10291.0, 31774.0, 33093.0"
73,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_ESOCF_2023']","['84', '63', '137']","['0', '0', '0']",[0.02 1.89],"['OTC_ADDDF', 'OTC_BAYZF']",MtCO2eq,[2023],What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"0.02, 1.89"
74,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'axa_2023']","['60', '137', '179']","['0', '0', '0']",[0.04 0.11 3.28],"['axa', 'NYSE_AZ', 'OTC_ESOCF']",MtCO2eq,[2023],Which companies have the 3 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in MtCO2eq?,rank,305,"axa, NYSE_AZ, OTC_ESOCF"
75,"['OTC_ESOCF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['137', '79', '105']","['0', '0', '0']",[3280000.  200000.],"['OTC_ESOCF', 'OTC_RWNEF']",TCO2eq,[2023],Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"OTC_ESOCF, OTC_RWNEF"
76,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'OTC_RWNEF_2023']","['60', '137', '79']","['0', '0', '0']",[3280000.  200000.  112228.],"['OTC_ESOCF', 'OTC_RWNEF', 'NYSE_AZ']",tCO2e,[2023],Which companies have the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,rank,305,"OTC_ESOCF, OTC_RWNEF, NYSE_AZ"
77,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",21600000.0,['OTC_RWNEF'],tCO2-eq,[2023],Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,sup,305,OTC_RWNEF
79,"['NYSE_TTE_2023', 'OTC_SU_2023', 'prosiebensat1-media_2023']","['381', '310', '64']","['0', '1', '0']",1201276.0,['OTC_SU'],,"[2023, 2022]",What is the largest energy consumption from 2022 to 2023 among the following companies?,sup,302,1201276.0
80,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",4.51,['OTC_ESOCF'],MtCO2eq,[2023],What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,sup,305,4.51
83,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'vivendi_2023']","['84', '63', '105']","['0', '0', '0']",1120000.0,['OTC_BAYZF'],tons CO2e,[2022],What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,sup,305,1120000.0
85,"['OTC_ADDDF_2023', 'OTC_BAYZF_2023', 'OTC_RWNEF_2023']","['84', '63', '79']","['0', '0', '0']",[1.11 0.2  0.14],"['OTC_BAYZF', 'OTC_RWNEF', 'OTC_ADDDF']",million mt CO2e,[2023],Which companies have the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,rank,305,"OTC_BAYZF, OTC_RWNEF, OTC_ADDDF"
87,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",[22042. 42423.],"['vivendi', 'axa']",tCO2eq,[2023],Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,rank,305,"vivendi, axa"
89,"['NYSE_TTE_2023', 'OTC_SU_2023', 'deutsche-telekom-ag_2023']","['381', '310', '46']","['0', '1', '0']",[  1.12  12.24 157.  ],"['OTC_SU', 'deutsche-telekom-ag', 'NYSE_TTE']",TWh,[2023],Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,rank,302,"OTC_SU, deutsche-telekom-ag, NYSE_TTE"
91,"['NYSE_AZ_2023', 'OTC_ESOCF_2023', 'munich-re_2023']","['60', '137', '46']","['0', '0', '0']",71040000.0,['OTC_ESOCF'],tCO2e,[2022],Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,sup,305,OTC_ESOCF
92,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'vivendi_2023']","['63', '79', '105']","['0', '0', '0']",[61.9   1.89],"['OTC_RWNEF', 'OTC_BAYZF']",Million metric tons of CO2 equivalents,[2023],What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"61.9, 1.89"
93,"['OTC_BAYZF_2023', 'OTC_CRERF_2023', 'OTC_ESOCF_2023']","['132', '72', '139']","['0', '0', '0']",45.2,['OTC_ESOCF'],millions of cu.m,"[2023, 2022]",What is the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,sup,303,45.2
94,"['OTC_ESOCF_2023', 'axa_2023', 'vivendi_2023']","['137', '179', '105']","['0', '0', '0']",[5100000.   37172.],"['OTC_ESOCF', 'axa']",TCO2eq,[2022],What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,rank,305,"5100000.0, 37172.0"
95,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",[  3193.  14249. 142457.],"['NASDAQ_DASTY', 'munich-re', 'OTC_ADDDF']",tons CO2e,[2023],What are the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"3193.0, 14249.0, 142457.0"
96,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'OTC_BAYZF_2023']","['60', '84', '63']","['0', '0', '0']",[1.12 0.14 0.03],"['OTC_BAYZF', 'OTC_ADDDF', 'NYSE_AZ']",Million metric tons of CO2 equivalents,[2022],Which companies have the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_BAYZF, OTC_ADDDF, NYSE_AZ"
97,"['NYSE_TTE_2023', 'OTC_DPSGY_2023', 'deutsche-telekom-ag_2023']","['381', '3', '46']","['0', '0', '0']",[12.24 35.06],"['deutsche-telekom-ag', 'OTC_DPSGY']",TWh,[2023],What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,rank,302,"12.24, 35.06"
98,"['NYSE_TTE_2023', 'OTC_SU_2023', 'vivendi_2023']","['387', '309', '140']","['3', '0', '0']",[322000. 123311.   8430.],"['NYSE_TTE', 'OTC_SU', 'vivendi']",tons,[2022],Which companies have the 3 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in tons?,rank,306,"NYSE_TTE, OTC_SU, vivendi"
100,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'OTC_RWNEF_2023']","['141', '84', '79']","['0', '0', '0']",21600000.0,['OTC_RWNEF'],tCO2-eq,[2023],What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,sup,305,21600000.0
101,"['OTC_BAYZF_2023', 'OTC_RWNEF_2023', 'munich-re_2023']","['63', '79', '46']","['0', '0', '0']",[1.11 0.2 ],"['OTC_BAYZF', 'OTC_RWNEF']",Million metric tons of CO2 equivalents,[2023],Which companies have the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,rank,305,"OTC_BAYZF, OTC_RWNEF"
102,"['NYSE_TTE_2023', 'OTC_SU_2023', 'heidelberg-materials_2023']","['387', '309', '358']","['3', '0', '0']",953.1,['heidelberg-materials'],kt,"[2023, 2022]",What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,sup,306,953.1
103,"['OTC_ADDDF_2023', 'OTC_ESOCF_2023', 'axa_2023']","['84', '137', '179']","['0', '0', '0']",4.51,['OTC_ESOCF'],MtCO2eq,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,sup,305,OTC_ESOCF
104,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",7799933.0,['OTC_ADDDF'],tons CO2e,[2022],Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,sup,305,OTC_ADDDF
105,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",30712.0,['axa'],TCO2eq,[2023],What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,sup,305,30712.0
106,"['NASDAQ_DASTY_2023', 'OTC_ADDDF_2023', 'munich-re_2023']","['141', '84', '46']","['0', '0', '0']",[  3193.  14249. 142457.],"['NASDAQ_DASTY', 'munich-re', 'OTC_ADDDF']",tons CO2e,[2023],Which companies have the 3 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tons CO2e?,rank,305,"NASDAQ_DASTY, munich-re, OTC_ADDDF"
107,"['NYSE_AZ_2023', 'axa_2023', 'vivendi_2023']","['60', '179', '105']","['0', '0', '0']",30712.0,['axa'],TCO2eq,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,sup,305,axa
109,"['NYSE_AZ_2023', 'axa_2023', 'munich-re_2023']","['60', '179', '46']","['0', '0', '0']",[21598. 31774. 33093.],"['axa', 'NYSE_AZ', 'munich-re']",tCO2eq,[2023],What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,rank,305,"21598.0, 31774.0, 33093.0"
110,"['NYSE_AZ_2023', 'OTC_ADDDF_2023', 'vivendi_2023']","['60', '84', '105']","['0', '0', '0']",142457.0,['OTC_ADDDF'],tons CO2e,[2023],Which company has the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,sup,305,OTC_ADDDF
