index,question,value,response
71,"Which are the top 2 lowest values between scope 1 and 3 emissions of the sums (in descending order) between the years 2023, 2020?","122548685.0, 255180.0","305-1, 305-2 "
72,"What are the top 2 lowest values between scope 2 emissions and emissions from grid electricity of the averages (in descending order) between the years 2021, 2022, 2020?","136017.33, 62170.33","305-1, 305-2 305-5 "
73,"What is the sum between scope 1,2 and 3 emissions of the averages between the years 2020, 2022, 2023, 2021?",63271889, million
74,"What is the value between the different sources of energy consumption of the highest average between the years 2021, 2020, 2023?",602953.67, million
75,"Which are the top 2 lowest values between purchased and self generated renewable electricity of the averages (in descending order) between the years 2022, 2020, 2023, 2021?","599428.0, 18059.5", 
76,"What is the value between surface and groundwater withdrawal of the highest average between the years 2020, 2023?",462400.5, million
77,Which are the top 2 highest values between total and surface water withdrawal of the percentage ratios (in ascending order) between the year 2021 and 2022?,"107.84, 131.98",303-3 303-3 of which surface water 
78,What is the average between water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2021 and 2023?,108.62, percent
79,"What is the value between scope 1+2 market based and scope 2 emissions of the highest average between the years 2023, 2021?",248032,nan percent
80,What is the value between scope 1 and gas emissions of the lowest percentage ratio between 2022 and 2023?,105.9,202232 percent
81,What are the top 2 highest values between fuel and gas emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"97.65, 83.26","305-1, 305-2 "
82,Which are the top 2 highest values between vehicle and SF6 emissions of the percentage ratios (in descending order) between the year 2021 and 2023?,"145.19, 101.94","305-1, 305-2 "
83,What is the average between grid and renewable electricity scope 2 emissions of the percentage ratios between 2022 and 2021?,87.38,202232.0 percent
84,"What are the top 2 highest values between scope 2 and 3 emissions of the averages (in descending order) between the years 2022, 2023, 2021, 2020?","63018679.75, 124373.0","305-1, 305-2 305-5 "
85,"What is the sum between non hazardous waste and non hazardous reused waste of the averages between the years 2021, 2023?",232988, million
86,What is the average between non hazardous and hazardous of the percentage ratios between 2022 and 2023?,106.31, percent
87,"What is the value between total and hazardous waste generated of the lowest average between the years 2022, 2020, 2023?",7783,nan million
88,"Which are the top 2 lowest values between total waste and non hazardous waste generated of the sums (in descending order) between the years 2021, 2020, 2022, 2023?","517649.0, 485751.0","306-3, 306-4, 306-5 "
89,"What are the top 3 highest values between reused, incinerated and landfilled non hazardous waste of the percentage ratios (in descending order) between the year 2021 and 2022?","114.49, 103.65, 103.57", 
90,What is the average between recycled polyester and sustainable cotton of the percentage ratios between 2022 and 2023?,98.48,96.97 percent
91,"What is the value between recycled polyester and sustainable cotton of the highest average between the years 2023, 2022?",100,nan 
92,Which are the top 2 lowest values between the energy consumption from cement and clinker production of the percentage ratios (in descending order) between the year 2022 and 1990?,"80.1, 74.79", 
93,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2021 (group) and 2022 (full consolidated?,"182.11, 88.34", 
94,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2023 (full consolidated) and 2022 (group)?,"84.56, 50.43", 
95,What are the top 2 highest values between indirect and direct group consumption of energy of the percentage ratios (in descending order) between the year 2023 and 2021?,"101.15, 54.48", 
96,What are the top 2 lowest values between total and direct full consolidated consumption of energy of the percentage ratios (in descending order) between the year 2022 and 2023?,"113.83, 113.66", 
97,"What is the value between direct and indirect energy consumption of the lowest sum in the years 2021 (group), 2023 (full consolidated), 2021 (full consolidated), 2023 (group), 2022 (full consolidated)?",2166,28188.0 million
98,What are the top 2 lowest values between direct and indirect energy consumption of the percentage ratios (in ascending order) between the year 2021 (group) and 2022 (full consolidated?,"88.34, 182.11", percent
99,What is the average between direct and indirect energy consumption of the percentage ratios between 2022 (group) and 2021 (full consolidated?,157.62,8368.5 percent
100,What is the average between direct and indirect group energy consumption of the percentage ratios between 2023 and 2021?,77.81,3702.12 percent
101,"Which are the top 2 highest values between direct and indirect energy consumption of the averages (in descending order) between the years 2021, 2022, 2023 for the group consumption and 2022, 2023 for fully consolidated?","15060.6, 499.2", 
102,What is the average between direct and indirect group energy consumption of the percentage ratios between 2022 and 2021?,109.09,117.6 percent
103,"What are the top 2 lowest values between the group electricity consumed from the grid and the group electricity consumed from the grid, but produced from renewable sources of the sums (in ascending order) between the years 2023, 2022?","30532.0, 106254.0",365.2 68120 million
104,"What are the top 2 lowest values between location based and target based emissions of the sums (in descending order) between the years 2022, 2023 for fully consolidated and 2023 for group emissions?","16429.5, 16427.2", 
105,"What is the sum between location based and target based emissions of the averages between the years 2023, 2022 for group emissions, 2023, 2022 for fully consolidated?",10406.39,16429.5 million
106,Which are the top 2 highest values between location based and target based group emissions of the percentage ratios (in descending order) between the year 2023 and 2021?,"242.13, 241.95","(Location-based Scope 1, 2 and 3) "
107,"What is the value between location based and target based emissions of the highest average between the years 2022 (group), 2022 (full consolidated), 2023 (group), 2023 (full consolidated?",5203.77,4385.6 percent
108,What are the top 2 highest values between operated and not operated intensity emissions of the percentage ratios (in descending order) between the year 2022 and 2023?,"105.56, 100.0",87 88 
109,"What is the value between fresh water withdrawal from cooling water and total fresh water consumption of the lowest sum in the years 2022, 2019, 2020?",226,121.0 million
110,"What is the average between NMVOC, SO2 and Nox emissions of the percentage ratios between 2023 and 2019?",55.3, percent
111,"What is the value between downstream transportation and purchased goods and services of the lowest sum in the years 2023, 2022?",2,3.0 
112,"What is the value between downstream and upstream transportation of the lowest average between the years 2023, 2022?",1,9.0 
113,"What is the sum between the total processed waste and non hazardous waste of the averages between the years 2022, 2023, 2020?",821.34,1839.0 
114,"What is the sum between non hazardous and hazardous waste of the averages between the years 2023, 2019?",592,452.0 
115,"What is the value between operated and not operated intensity emissions of the lowest sum in the years 2023, 2022?",34,1.0 
116,What is the value between operated and not operated intensity emissions of the lowest percentage ratio between 2023 and 2021?,94.74,1.0 percent
117,"What is the value between freshwater (excluding cooling water) withdrawal and water withdrawal from water-stressed areas of the lowest sum in the years 2021, 2023, 2020, 2022?",211,172.0 million
118,What are the top 2 lowest values between nmvoc and nox emissions of the percentage ratios (in descending order) between the year 2023 and 2020?,"93.75, 62.32", 
119,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest percentage ratio between 2021 and 2020?",89.13,"302-1, 302-4 "
120,"What is the sum between surface and groundwater withdrawal of the averages between the years 2020, 2021?",501425, million
121,"What is the value between total water withdrawn (except for cooling) and water withdrawn for cooling of the lowest sum in the years 2022, 2021, 2023, 2020?",3096165,622951.0 million
122,What is the average between total water withdrawn not for cooling and water withdrawn for cooling of the percentage ratios between 2023 and 2020?,101.38,25.240000000000002 percent
123,Which are the top 2 lowest values between scope 1 and 2 emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"84.88, 71.67","305-1, 305-2 305-5 "
124,What is the average between scope 2 and 3 emissions of the percentage ratios between 2020 and 2021?,95.26,-100.0 percent
125,"What is the value between scope 1 and 3 emissions of the highest average between the years 2022, 2021, 2020?",65098918.33, percent
126,"What is the value between scope 1, 2 and 3 emissions of the lowest percentage ratio between 2020 and 2022?",132.33,"202232 305-1, 305-2 percent"
127,"What is the value between scope 1, 2 and 3 emissions of the highest percentage ratio between 2021 and 2023?",171.19,112792 202232 percent
128,What is the average between different sources of energy consumption (except for self generated renewable electricity of the sums between the years 2021 and 2023?,72441.17, million
129,What is the value between the energy consumption from renewable sources and non renewable sources of the lowest percentage ratio between 2023 and 2021?,63.69, 
130,"What is the sum between the different sources of energy consumption of the averages between the years 2023, 2022, 2020, 2021?",1007168,82590.0 million
131,What is the average between self generated and purchased renewable electricity of the sums between the years 2020 and 2022?,603764.5, million
132,"Which are the top 2 highest values between surface and groundwater withdrawal of the averages (in descending order) between the years 2021, 2022, 2020, 2023?","482685.0, 17207.5",of which groundwater of which surface water 
133,"What are the top 2 lowest values between total and surface water withdrawn of the sums (in ascending order) between the years 2023, 2021?","36855.0, 3971453.0",303-3 303-3 million
134,"What is the value between the total water withdrawn and the water withdrawn for water stressed areas of the highest average between the years 2023, 2021, 2022?",1964340.67,622951.0 million
135,"Which are the top 2 highest values between the water withdrawn not for cooling and the water withdrawn for cooling of the sums (in descending order) between the years 2023, 2021, 2022?","5893022.0, 2315964.0",303-3 303-3 million
136,What is the average between scope 1+2 market based emissions and scope 2 emissions of the sums between the years 2022 and 2023?,315289.5,202232.0 million
137,"What is the value between scope 1 emissions and gas emissions of the highest sum in the years 2022, 2021, 2020, 2023?",515345,nan million
138,"What is the value between fuel emissions and gas emissions of the lowest average between the years 2020, 2021?",4485.5, percent
139,"What are the top 2 lowest values between the vehicle fleet and sf6 emissions of the averages (in descending order) between the years 2020, 2022, 2021?","63836.67, 5926.33","305-1, 305-2 305-5 "
140,"What is the value between the grid electricity and renewable electricity scope 2 emissions of the highest average between the years 2022, 2023?",44575,112792.0 percent
141,"What is the value between the scope 2 and 3 emissions of the lowest sum in the years 2022, 2021, 2023?",352285,315024.0 million
142,"Which are the top 2 lowest values between non hazardous waste and non hazardous waste recycled of the sums (in descending order) between the years 2020, 2022, 2023?","357484.0, 330371.0", 
143,"Which are the top 2 highest values between hazardous and non hazardous waste generated of the sums (in ascending order) between the years 2022, 2021?","16640.0, 251578.0", 
144,Which are the top 2 lowest values between total and hazardous waste of the percentage ratios (in descending order) between the year 2023 and 2022?,"94.47, 93.6","306-3 306-3, 306-4, 306-5 "
145,"What is the value between total and non hazardous waste of the lowest sum in the years 2023, 2021?",244833,128267 million
146,"What is the sum between reused and incinerated non hazardous waste of the averages between the years 2021, 2022?",120400, million
147,"What is the sum between reused, incinerated and landfilled non hazardous waste of the averages between the years 2023, 2021, 2022?",122714.66,4102.0 million
148,"What are the top 2 lowest values between sustainable cotton and recycled polyester of the sums (in descending order) between the years 2021, 2023, 2022?","300.0, 286.0",Percentage recycled polyester apparel footwear ranges thousand
149,"Which are the top 2 highest values between sustainable cotton and recycled polyester of the averages (in ascending order) between the years 2023, 2022?","97.5, 100.0", 
150,What is the average between the energy consumption between cement and clinker production of the sums between the years 2023 and 2022?,628016.5,63.3 million
151,"What are the top 2 lowest values between direct and indirect energy consumption of the sums (in descending order) between the years 2022 (group), 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group)?","75303.0, 2496.0", million
152,"Which are the top 2 lowest values between direct and indirect energy consumption of the sums (in ascending order) between the years 2022, 2021 for the group emissions, 2023, 2022 for the full consolidated?","2119.0, 60969.0", 
153,"What is the value between direct and indirect energy consumption of the highest average between the years 2022, 2023 for the group emissions and 2022 for the full consolidated?",15680,16665.0 million
154,"Which are the top 2 highest values between the total and direct energy consumption of the averages (in descending order) between the years 2021, 2023 for the full consolidated emissions, 2023, 2021, 2022 for the group?","15015.4, 14517.4", 
155,What is the average between direct and indirect energy consumption of the percentage ratios between 2023 (group) and 2022 (full consolidated)?,94.28,84.61999999999999 percent
156,"What is the value between direct and indirect energy consumption of the lowest average between the years 2022 (full consolidated), 2022 (group), 2023 (full consolidated), 2023 (group?",451,696.0 million
157,What is the average between direct and indirect group energy consumption of the sums between the years 2022 and 2021?,16112,694.0 million
158,What is the value between direct and indirect full consolidated energy consumption of the lowest percentage ratio between 2021 and 2023?,94.56,13325 percent
159,"What is the value between direct and indirect group energy consumption of the highest sum in the years 2022, 2021?",30836,18053.0 million
160,What is the average between direct and indirect energy consumption of the sums between the years 2021 (full consolidated) and 2021 (group)?,14277,7008.5 million
161,"What are the top 2 highest values between the electricity consumed from the grid and the one consumed from the grid but purchased from renewable sources of the averages (in ascending order) between the years 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group), 2021 (full consolidated?","11996.4, 43627.0", 
162,What is the average between location based and market based emissions of the sums in full consolidated and group scenarios between 2023?,12786.85,6393.5 percent
163,"What is the value between location based and market based emissions of the highest average between the years 2022 for the group emissions, 2023, 2021 for full consolidated?",4375.8,-2.0 million
164,What is the average between location based and market based group emissions of the percentage ratios between 2023 and 2021?,242.04, percent
165,What is the average between location based and market based group emissions of the sums between the years 2023 and 2022?,10831.05,5416.15 million
