index,question,value,response
134,"Between the total water withdrawn and the water withdrawn for water stressed areas, what is the value of the highest average in the years 2023, 2021, 2022?",1964340.67,"Total water withdrawals: 1899190, 1921569, 2072263  
Water withdrawals from water stressed areas: 874114, 842216, 930603  

Highest average: 1899190.00"
135,"Between the water withdrawn not for cooling and the water withdrawn for cooling, which are the top 2 highest sums (in descending order) in the years 2023, 2021, 2022?","5893022.0, 2315964.0","1899190.00, 813411.00"
136,"Between scope 1+2 market based emissions and scope 2 emissions, what is the average of the sums in the years 2022 to 2023?",315289.5,"202232.00, 89440.00, 229177.00, 109730.00, 202232.00 + 89440.00 = 291672.00, 229177.00 + 109730.00 = 338907.00, (291672.00 + 338907.00) / 2 = 315289.50"
137,"Between scope 1 emissions and gas emissions, what is the value of the highest sum in the years 2022, 2021, 2020, 2023?",515345,202232.00
138,"Between fuel emissions and gas emissions, what is the value of the lowest average in the years 2020, 2021?",4485.5,"2020.00, 52197.00"
139,"Between the vehicle fleet and SF6 emissions, what are the top 2 lowest averages (in descending order) in the years 2020, 2022, 2021?","63836.67, 5926.33","55598.00, 4606.00"
140,"What is the value of the highest average in the years 2022, 2023 between the grid electricity and renewable electricity scope 2 emissions?",44575,89440.00
141,"What is the value of the lowest sum in the years 2022, 2021, 2023 between the scope 2 and 3 emissions?",352285,56800104.00
142,"Which are the top 2 lowest sums (in descending order) in the years 2020, 2022, 2023 between non hazardous waste and non hazardous waste recycled?","357484.0, 330371.0","116566.00, 105593.00"
143,"Which are the top 2 highest sums (in ascending order) in the years 2022, 2021 between hazardous and non hazardous waste generated?","16640.0, 251578.0","Hazardous waste generated: 8091.00, Non-hazardous waste generated: 123311.00"
144,"Between total and hazardous waste, which are the top 2 lowest percentage ratios (in descending order) from the year 2023 to 2022?","94.47, 93.6","0.21, 3.46"
145,"What is the value of the lowest sum in the years 2023, 2021 between total and non hazardous waste?",244833,252705.00
146,"Between reused and incinerated non hazardous waste, what is the sum of the averages in the years 2021, 2022?",120400,234514.00
147,"Between reused, incinerated and landfilled non hazardous waste, what is the sum of the averages in the years 2023, 2021, 2022?",122714.66,116.64
148,"Between sustainable cotton and recycled polyester, what are the top 2 lowest sums (in descending order) in the years 2021, 2023, 2022?","300.0, 286.0","100.00, 99.00"
149,"Between sustainable cotton and recycled polyester, which are the top 2 highest averages (in ascending order) in the years 2023, 2022?","97.5, 100.0","100.00, 99.00"
150,What is the average of the sums in the years 2023 to 2022 between the energy consumption from cement and clinker production?,628016.5,"318671.00,291023.00"
151,"Between direct and indirect energy consumption, what are the top 2 lowest sums (in descending order) in the years 2022 (group), 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group)?","75303.0, 2496.0","377.00, 351.00"
152,"Which are the top 2 lowest sums (in ascending order) in the years 2022, 2021 for the group emissions, 2023, 2022 for the full consolidated between direct and indirect energy consumption?","2119.0, 60969.0","14092.00, 14447.00"
153,"Between direct and indirect energy consumption, what is the value of the highest average in the years 2022, 2023 for the group emissions and 2022 for the full consolidated?",15680,"16665.00, 16041.00"
154,"Which are the top 2 highest averages (in descending order) in the years 2021, 2023 for the full consolidated emissions, 2023, 2021, 2022 for the group between the total and direct energy consumption?","15015.4, 14517.4","16665.00, 14715.00"
155,"Between direct and indirect energy consumption, what is the average of the percentage ratios from 2023 (group) to 2022 (full consolidated)?",94.28,15.73
156,"What is the value of the lowest average in the years 2022 (full consolidated), 2022 (group), 2023 (full consolidated), 2023 (group between direct and indirect energy consumption?",451,351.00
157,"Between direct and indirect group energy consumption, what is the average of the sums in the years 2022 to 2021?",16112,15980.50
158,What is the value of the lowest percentage ratio from 2021 to 2023 between direct and indirect full consolidated energy consumption?,94.56,2.66
159,"What is the value of the highest sum in the years 2022, 2021 between direct and indirect group energy consumption?",30836,17361.00
160,"Between direct and indirect energy consumption, what is the average of the sums in the years 2021 (full consolidated) and 2021 (group)?",14277,"Total direct consumption of energy for 2021 (Group Total) is 14171 TJ and for 2021 (Full consolidated) is 13325 TJ.  
Total indirect consumption of energy for 2021 (Group Total) is 692 TJ and for 2021 (Full consolidated) is 366 TJ.  

Calculating the sums:  
Direct consumption sum = 14171 + 13325 = 27496 TJ  
Indirect consumption sum = 692 + 366 = 1058 TJ  

Now, calculating the averages:  
Average direct consumption = 27496 / 2 = 13748.00 TJ  
Average indirect consumption = 1058 / 2 = 529.00 TJ  

Final average of the sums = (13748.00 + 529.00) / 2 = 7138.50 TJ  

Answer: 7138.50"
161,"What are the top 2 highest averages (in ascending order) in the years 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group), 2021 (full consolidated between the electricity consumed from the grid and the one consumed from the grid but purchased from renewable sources?","11996.4, 43627.0","37789.00, 38134.00"
162,"Between location based and market based emissions, what is the average of the sums in full consolidated and group scenarios in 2023?",12786.85,"6446.60, 6340.25"
163,"What is the value of the highest average in the years 2022 for the group emissions, 2023, 2021 for full consolidated between location based and market based emissions?",4375.8,"6446.7, 6340.3, 4385.6, 3642.5, 6446.5, 6340.2, 4383.3, 3640.5"
164,What is the average of the percentage ratios from 2023 to 2021 between location based and market based group emissions?,242.04,"0.01, 0.00, 0.01"
165,What is the average of the sums in the years 2023 to 2022 between location based and market based group emissions?,10831.05,"6446.60, 6340.25, 4384.45, 3641.50"
