index,question,value,response
39,"What is the value between recycled polyester and sustainable cotton of the lowest sum in the years 2023, 2021, 2022?",286, 30
40,"What is the value between the energy consumption from cement and clinker production of the highest sum in the years 2023, 1990?",769531, 5334.6
41,What is the average between direct and indirect group consumption of energy of the percentage ratios between 2021 and 2023?,141.2, 2022.4
42,What is the average between direct and indirect consumption of energy of the percentage ratios between 2022 (full consolidated) and 2023 (group?,106.35, 16041
43,What is the average between direct and indirect fully consolidated consumption of energy of the sums between the years 2022 and 2021?,15056, 2022.1
44,What is the average between direct and total fully consolidated consumption of energy of the percentage ratios between 2023 and 2022?,87.91, 16041
45,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (full consolidated), 2022 (group)?",15902, 16336
46,"What are the top 2 highest values between direct and indirect fully consolidated consumption of energy of the averages (in descending order) between the years 2021, 2022?","14683.0, 373.0", 2022.1
47,"Which are the top 2 lowest values between direct and indirect group consumption of energy of the sums (in ascending order) between the years 2021, 2022, 2023?","1765.0, 45170.0"," 2022, 2022.1"
48,"What is the value between direct and indirect consumption of energy of the highest sum in the years 2021 (full consolidated), 2021 (group), 2022 (group), 2023 (full consolidated)?",58253, 13691
49,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (group), 2023 (fully consolidated), 2021 (fully consolidated), 2021 (group), 2022 (fully consolidated)?",14825.8, 16336
50,"What is the value between indirect and direct fully consolidated consumption of energy of the highest sum in the years 2022, 2021?",29366, 2022.1
51,"What is the average between electricity consumed from the grid and electricity consumed from the grid, but produced by renewable sources of the percentage ratios between 2021 (full consolidated) and 2021 (group total)?",68.28, 3636
52,Which are the top 2 lowest values between location based and market based total emissions of the percentage ratios (in ascending order) between the year 2021 (full consolidated) and 2022 (full consolidated)?,"64.68, 66.03", Full consolidated
53,"Which are the top 2 highest values between location based and market based total emissions of the sums (in descending order) between the years 2022 (group), 2021 (full consolidated), 2021 (group), 2022 (full consolidated?","13090.1, 13048.5", 3640.5
54,What is the value between location based and market based total emissions of the highest percentage ratio between 2022 (group) and 2022 (full consolidated?,120.4, 1026.9
55,What is the average between location based and market based group total emissions of the percentage ratios between 2021 and 2023?,41.31, 2224.4
56,"What is the value between operated and not operated intensity of GHG emissions of the lowest average between the years 2023, 2021?",17, 2023
57,What are the top 2 lowest values between fresh water consumption and fresh water withdrawal without cooling water of the percentage ratios (in descending order) between the year 2020 and 2022?,"98.68, 98.13", 52
58,"What is the value between Nox, SO2 and NMVOC emissions of the lowest percentage ratio between 2020 and 2022?",106.67, 20
59,"What are the top 2 lowest values between purchased goods and downstream transportation of the averages (in descending order) between the years 2023, 2022?","28.5, 1.0", 21
60,What is the average between upstream and downstream transportation of the percentage ratios between 2023 and 2022?,94.44, 6.75
61,What is the value between the total waste and total non hazardous waste of the highest percentage ratio between 2021 and 2022?,104.04, 194
62,What is the average between the scope 3 emissions from petroleum products and gas of the percentage ratios between 2015 and 2019?,92.24, 195
63,"What is the value between non hazardous and hazardous waste of the highest average between the years 2019, 2023, 2020, 2021?",333, 194
64,"What is the sum between Nox and NMVOC emissions of the averages between the years 2021, 2022, 2019?",126.67, 188
65,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest sum in the years 2020, 2023, 2022?",56377, 49661
66,"What are the top 2 highest values between surface and groundwater withdrawal of the sums (in ascending order) between the years 2021, 2022, 2023?","51369.0, 1478138.0", 2023
67,What is the average between the total water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2022 and 2020?,89.75, 1669527
68,"What is the sum between the total water withdrawn except for cooling and water withdrawn for cooling of the averages between the years 2020, 2022, 2023, 2021?",2729304.75, 2023
69,What is the average between scope 1 and scope 2 emissions of the percentage ratios between 2022 and 2023?,114.3, 50927.8
70,What is the value between scope 2 and 3 emissions of the highest percentage ratio between 2020 and 2022?,132.33, 65770721
71,"Which are the top 2 lowest values between scope 1 and 3 emissions of the sums (in descending order) between the years 2023, 2020?","122548685.0, 255180.0"," 305-1, 305-2"
72,"What are the top 2 lowest values between scope 2 emissions and emissions from grid electricity of the averages (in descending order) between the years 2021, 2022, 2020?","136017.33, 62170.33", 6236
73,"What is the sum between scope 1,2 and 3 emissions of the averages between the years 2020, 2022, 2023, 2021?",63271889, 293459
74,"What is the value between the different sources of energy consumption of the highest average between the years 2021, 2020, 2023?",602953.67, 20709
75,"Which are the top 2 lowest values between purchased and self generated renewable electricity of the averages (in descending order) between the years 2022, 2020, 2023, 2021?","599428.0, 18059.5", 588851
76,"What is the value between surface and groundwater withdrawal of the highest average between the years 2020, 2023?",462400.5, 194278
77,Which are the top 2 highest values between total and surface water withdrawal of the percentage ratios (in ascending order) between the year 2021 and 2022?,"107.84, 131.98", 19156
78,What is the average between water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2021 and 2023?,108.62, 62224
79,"What is the value between scope 1+2 market based and scope 2 emissions of the highest average between the years 2023, 2021?",248032, 293832
80,What is the value between scope 1 and gas emissions of the lowest percentage ratio between 2022 and 2023?,105.9, 47271
81,What are the top 2 highest values between fuel and gas emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"97.65, 83.26", 47271
82,Which are the top 2 highest values between vehicle and SF6 emissions of the percentage ratios (in descending order) between the year 2021 and 2023?,"145.19, 101.94", 62683
83,What is the average between grid and renewable electricity scope 2 emissions of the percentage ratios between 2022 and 2021?,87.38, 4922
84,"What are the top 2 highest values between scope 2 and 3 emissions of the averages (in descending order) between the years 2022, 2023, 2021, 2020?","63018679.75, 124373.0", 229177
85,"What is the sum between non hazardous waste and non hazardous reused waste of the averages between the years 2021, 2023?",232988, 136629
86,What is the average between non hazardous and hazardous of the percentage ratios between 2022 and 2023?,106.31, 116566
87,"What is the value between total and hazardous waste generated of the lowest average between the years 2022, 2020, 2023?",7783, 7661
88,"Which are the top 2 lowest values between total waste and non hazardous waste generated of the sums (in descending order) between the years 2021, 2020, 2022, 2023?","517649.0, 485751.0", 6338
89,"What are the top 3 highest values between reused, incinerated and landfilled non hazardous waste of the percentage ratios (in descending order) between the year 2021 and 2022?","114.49, 103.65, 103.57", landfilled or incinerated without energy recovery
90,What is the average between recycled polyester and sustainable cotton of the percentage ratios between 2022 and 2023?,98.48, 50
91,"What is the value between recycled polyester and sustainable cotton of the highest average between the years 2023, 2022?",100, 30
92,Which are the top 2 lowest values between the energy consumption from cement and clinker production of the percentage ratios (in descending order) between the year 2022 and 1990?,"80.1, 74.79", 541
93,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2021 (group) and 2022 (full consolidated?,"182.11, 88.34", 2022.1
94,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2023 (full consolidated) and 2022 (group)?,"84.56, 50.43", 2022
95,What are the top 2 highest values between indirect and direct group consumption of energy of the percentage ratios (in descending order) between the year 2023 and 2021?,"101.15, 54.48", 2022.1
96,What are the top 2 lowest values between total and direct full consolidated consumption of energy of the percentage ratios (in descending order) between the year 2022 and 2023?,"113.83, 113.66", 2022.1
97,"What is the value between direct and indirect energy consumption of the lowest sum in the years 2021 (group), 2023 (full consolidated), 2021 (full consolidated), 2023 (group), 2022 (full consolidated)?",2166, 2022.1
98,What are the top 2 lowest values between direct and indirect energy consumption of the percentage ratios (in ascending order) between the year 2021 (group) and 2022 (full consolidated?,"88.34, 182.11", 2022.1
99,What is the average between direct and indirect energy consumption of the percentage ratios between 2022 (group) and 2021 (full consolidated?,157.62, 2021.1
100,What is the average between direct and indirect group energy consumption of the percentage ratios between 2023 and 2021?,77.81, 2022.1
101,"Which are the top 2 highest values between direct and indirect energy consumption of the averages (in descending order) between the years 2021, 2022, 2023 for the group consumption and 2022, 2023 for fully consolidated?","15060.6, 499.2"," 2022, 2022.1"
102,What is the average between direct and indirect group energy consumption of the percentage ratios between 2022 and 2021?,109.09, 2022.1
103,"What are the top 2 lowest values between the group electricity consumed from the grid and the group electricity consumed from the grid, but produced from renewable sources of the sums (in ascending order) between the years 2023, 2022?","30532.0, 106254.0", 365.2
104,"What are the top 2 lowest values between location based and target based emissions of the sums (in descending order) between the years 2022, 2023 for fully consolidated and 2023 for group emissions?","16429.5, 16427.2", 4383.3
105,"What is the sum between location based and target based emissions of the averages between the years 2023, 2022 for group emissions, 2023, 2022 for fully consolidated?",10406.39, 6408.9
106,Which are the top 2 highest values between location based and target based group emissions of the percentage ratios (in descending order) between the year 2023 and 2021?,"242.13, 241.95", 2220.1
107,"What is the value between location based and target based emissions of the highest average between the years 2022 (group), 2022 (full consolidated), 2023 (group), 2023 (full consolidated?",5203.77, 3636.9
108,What are the top 2 highest values between operated and not operated intensity emissions of the percentage ratios (in descending order) between the year 2022 and 2023?,"105.56, 100.0", 0.11
109,"What is the value between fresh water withdrawal from cooling water and total fresh water consumption of the lowest sum in the years 2022, 2019, 2020?",226, 36
110,"What is the average between NMVOC, SO2 and Nox emissions of the percentage ratios between 2023 and 2019?",55.3, 36
111,"What is the value between downstream transportation and purchased goods and services of the lowest sum in the years 2023, 2022?",2, 28
112,"What is the value between downstream and upstream transportation of the lowest average between the years 2023, 2022?",1, Downstream transportation
113,"What is the sum between the total processed waste and non hazardous waste of the averages between the years 2022, 2023, 2020?",821.34, 941
114,"What is the sum between non hazardous and hazardous waste of the averages between the years 2023, 2019?",592, 689
115,"What is the value between operated and not operated intensity emissions of the lowest sum in the years 2023, 2022?",34, 2023
116,What is the value between operated and not operated intensity emissions of the lowest percentage ratio between 2023 and 2021?,94.74, 2023
117,"What is the value between freshwater (excluding cooling water) withdrawal and water withdrawal from water-stressed areas of the lowest sum in the years 2021, 2023, 2020, 2022?",211, 2023
118,What are the top 2 lowest values between nmvoc and nox emissions of the percentage ratios (in descending order) between the year 2023 and 2020?,"93.75, 62.32", 20
119,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest percentage ratio between 2021 and 2020?",89.13, 4967
120,"What is the sum between surface and groundwater withdrawal of the averages between the years 2020, 2021?",501425, 959019
121,"What is the value between total water withdrawn (except for cooling) and water withdrawn for cooling of the lowest sum in the years 2022, 2021, 2023, 2020?",3096165, 1968032
122,What is the average between total water withdrawn not for cooling and water withdrawn for cooling of the percentage ratios between 2023 and 2020?,101.38, 2023
123,Which are the top 2 lowest values between scope 1 and 2 emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"84.88, 71.67", 0.10%
124,What is the average between scope 2 and 3 emissions of the percentage ratios between 2020 and 2021?,95.26, 5427.8
125,"What is the value between scope 1 and 3 emissions of the highest average between the years 2022, 2021, 2020?",65098918.33, 22278
126,"What is the value between scope 1, 2 and 3 emissions of the lowest percentage ratio between 2020 and 2022?",132.33, 287595
127,"What is the value between scope 1, 2 and 3 emissions of the highest percentage ratio between 2021 and 2023?",171.19, 293832
128,What is the average between different sources of energy consumption (except for self generated renewable electricity of the sums between the years 2021 and 2023?,72441.17, 2023
129,What is the value between the energy consumption from renewable sources and non renewable sources of the lowest percentage ratio between 2023 and 2021?,63.69, 630287
130,"What is the sum between the different sources of energy consumption of the averages between the years 2023, 2022, 2020, 2021?",1007168, 16234
131,What is the average between self generated and purchased renewable electricity of the sums between the years 2020 and 2022?,603764.5, 4747
132,"Which are the top 2 highest values between surface and groundwater withdrawal of the averages (in descending order) between the years 2021, 2022, 2020, 2023?","482685.0, 17207.5", 2050
133,"What are the top 2 lowest values between total and surface water withdrawn of the sums (in ascending order) between the years 2023, 2021?","36855.0, 3971453.0", 19156
134,"What is the value between the total water withdrawn and the water withdrawn for water stressed areas of the highest average between the years 2023, 2021, 2022?",1964340.67, 134471
135,"Which are the top 2 highest values between the water withdrawn not for cooling and the water withdrawn for cooling of the sums (in descending order) between the years 2023, 2021, 2022?","5893022.0, 2315964.0", 2022
136,What is the average between scope 1+2 market based emissions and scope 2 emissions of the sums between the years 2022 and 2023?,315289.5, 114471
137,"What is the value between scope 1 emissions and gas emissions of the highest sum in the years 2022, 2021, 2020, 2023?",515345, 223278
138,"What is the value between fuel emissions and gas emissions of the lowest average between the years 2020, 2021?",4485.5, 0.72%
139,"What are the top 2 lowest values between the vehicle fleet and sf6 emissions of the averages (in descending order) between the years 2020, 2022, 2021?","63836.67, 5926.33", 5886
140,"What is the value between the grid electricity and renewable electricity scope 2 emissions of the highest average between the years 2022, 2023?",44575, 49674
141,"What is the value between the scope 2 and 3 emissions of the lowest sum in the years 2022, 2021, 2023?",352285, 153115
142,"Which are the top 2 lowest values between non hazardous waste and non hazardous waste recycled of the sums (in descending order) between the years 2020, 2022, 2023?","357484.0, 330371.0", 2022
143,"Which are the top 2 highest values between hazardous and non hazardous waste generated of the sums (in ascending order) between the years 2022, 2021?","16640.0, 251578.0", 128267
144,Which are the top 2 lowest values between total and hazardous waste of the percentage ratios (in descending order) between the year 2023 and 2022?,"94.47, 93.6", 0.24
145,"What is the value between total and non hazardous waste of the lowest sum in the years 2023, 2021?",244833, 13667
146,"What is the sum between reused and incinerated non hazardous waste of the averages between the years 2021, 2022?",120400, 134467
147,"What is the sum between reused, incinerated and landfilled non hazardous waste of the averages between the years 2023, 2021, 2022?",122714.66, 134467
148,"What are the top 2 lowest values between sustainable cotton and recycled polyester of the sums (in descending order) between the years 2021, 2023, 2022?","300.0, 286.0", 60
149,"Which are the top 2 highest values between sustainable cotton and recycled polyester of the averages (in ascending order) between the years 2023, 2022?","97.5, 100.0", 60
150,What is the average between the energy consumption between cement and clinker production of the sums between the years 2023 and 2022?,628016.5, 196.16
151,"What are the top 2 lowest values between direct and indirect energy consumption of the sums (in descending order) between the years 2022 (group), 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group)?","75303.0, 2496.0", 2022.1
152,"Which are the top 2 lowest values between direct and indirect energy consumption of the sums (in ascending order) between the years 2022, 2021 for the group emissions, 2023, 2022 for the full consolidated?","2119.0, 60969.0"," 2022, 2021"
153,"What is the value between direct and indirect energy consumption of the highest average between the years 2022, 2023 for the group emissions and 2022 for the full consolidated?",15680, 2022.1
154,"Which are the top 2 highest values between the total and direct energy consumption of the averages (in descending order) between the years 2021, 2023 for the full consolidated emissions, 2023, 2021, 2022 for the group?","15015.4, 14517.4"," 2022, 2022.1"
155,What is the average between direct and indirect energy consumption of the percentage ratios between 2023 (group) and 2022 (full consolidated)?,94.28, 2022.1
156,"What is the value between direct and indirect energy consumption of the lowest average between the years 2022 (full consolidated), 2022 (group), 2023 (full consolidated), 2023 (group?",451, 16661
157,What is the average between direct and indirect group energy consumption of the sums between the years 2022 and 2021?,16112, 2022.1
158,What is the value between direct and indirect full consolidated energy consumption of the lowest percentage ratio between 2021 and 2023?,94.56, 11661
159,"What is the value between direct and indirect group energy consumption of the highest sum in the years 2022, 2021?",30836, 2022.1
160,What is the average between direct and indirect energy consumption of the sums between the years 2021 (full consolidated) and 2021 (group)?,14277, 1144
161,"What are the top 2 highest values between the electricity consumed from the grid and the one consumed from the grid but purchased from renewable sources of the averages (in ascending order) between the years 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group), 2021 (full consolidated?","11996.4, 43627.0", 3636
162,What is the average between location based and market based emissions of the sums in full consolidated and group scenarios between 2023?,12786.85, 2224.2
163,"What is the value between location based and market based emissions of the highest average between the years 2022 for the group emissions, 2023, 2021 for full consolidated?",4375.8, 2023.9
164,What is the average between location based and market based group emissions of the percentage ratios between 2023 and 2021?,242.04, 2224.4
165,What is the average between location based and market based group emissions of the sums between the years 2023 and 2022?,10831.05, 3636.9
