index,question,value,response
18,"Which are the top 2 highest values between scope 1, 2 and 3 emissions of the percentage ratios (in ascending order) between the year 2022 and 2020?","83.89, 92.42",119447#65770721
19,Which are the top 2 lowest values between the energy consumption from renewable and non renewable sources of the percentage ratios (in descending order) between the year 2023 and 2022?,"102.7, 81.38",57.3#62.9#62.9#57.3
20,What are the top 7 highest values between different sources of energy consumption of the percentage ratios (in descending order) between the year 2020 and 2023?,"194.77, 187.31, 180.37, 132.24, 95.89, 53.74, 53.43","6941#6967#12464#15861#27602#33830#6991 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
21,"What is the value between purchased and self generated renewable electricity of the lowest average between the years 2022, 2020?",16591.5,20719#12464
22,Which are the top 2 lowest values between surface and groundwater withdrawal of the percentage ratios (in descending order) between the year 2021 and 2022?,"131.98, 104.33",14514#19156
23,What is the value between total and surface water withdrawal of the lowest percentage ratio between 2020 and 2022?,100.34,14514
24,"What is the sum between total water withdrawn and water withdrawn for cooling of the averages between the years 2021, 2020?",2830049,3484455
25,"What is the value between market based total scope 1 and 2 emissions and scope 2 emissions of the highest sum in the years 2023, 2021, 2022, 2020?",1012836,"229177#153115 |

"
26,"Which are the top 2 highest values between scope 1 emissions and gas emissions of the sums (in descending order) between the years 2023, 2021, 2022, 2020?","515345.0, 195212.0",112792#47271
27,What is the average between fuel and gas emissions of the sums between the years 2021 and 2020?,58972,(4520 + 52197) / (4451 + 56777964)
28,What is the average between vehicle and sf6 emissions of the percentage ratios between 2020 and 2022?,144.96,"0.14#0.08 |

"
29,"What is the sum between grid and renewable electricity emissions of the averages between the years 2021, 2022, 2023, 2020?",57021.25,"109730#70145#49674#66692 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
30,Which are the top 2 lowest values between scope 2 and 3 emissions of the percentage ratios (in descending order) between the year 2020 and 2023?,"162.35, 115.84",60788549#65770721
31,What is the average between non hazardous waste and non hazardous recycled waste of the sums between the years 2023 and 2022?,228518.5,120971
32,"What is the sum between non hazardous and hazardous waste of the averages between the years 2021, 2022, 2023?",130785.67,"13667#8549#11941#7685#128267#117607#125292#136816#123311#116566#124139 |

#### and its corresponding scale is: none"
33,"What is the sum between total waste and hazardous waste generated of the averages between the years 2021, 2020?",139171,136816#8549 |
34,"What is the value between recycled, incinerated and landfilled waste of the highest percentage ratio between 2022 and 2023?",122.5,"111567#11941#5025 |

The corresponding scale is: none"
35,What is the value between total and non hazardous waste of the highest percentage ratio between 2020 and 2023?,100.93,117607#90%
36,"What is the value between reused and incinerated non hazardous waste of the lowest average between the years 2023, 2021?",6917.5,105593#6871
37,"What is the value between reused, incinerated and landfilled non hazardous waste of the highest percentage ratio between 2021 and 2023?",140.25,"115550#11941#13667 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
38,"Which are the top 2 highest values between recycled polyester and sustainable cotton of the averages (in ascending order) between the years 2023, 2021, 2022?","95.33, 100.0",99#100
39,"What is the value between recycled polyester and sustainable cotton of the lowest sum in the years 2023, 2021, 2022?",286,187
40,"What is the value between the energy consumption from cement and clinker production of the highest sum in the years 2023, 1990?",769531,318671#385973
41,What is the average between direct and indirect group consumption of energy of the percentage ratios between 2021 and 2023?,141.2,10.1
42,What is the average between direct and indirect consumption of energy of the percentage ratios between 2022 (full consolidated) and 2023 (group?,106.35,10.12
43,What is the average between direct and indirect fully consolidated consumption of energy of the sums between the years 2022 and 2021?,15056,16.42
44,What is the average between direct and total fully consolidated consumption of energy of the percentage ratios between 2023 and 2022?,87.91,14879.5
45,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (full consolidated), 2022 (group)?",15902,2444
46,"What are the top 2 highest values between direct and indirect fully consolidated consumption of energy of the averages (in descending order) between the years 2021, 2022?","14683.0, 373.0",16041#380
47,"Which are the top 2 lowest values between direct and indirect group consumption of energy of the sums (in ascending order) between the years 2021, 2022, 2023?","1765.0, 45170.0",351#366
48,"What is the value between direct and indirect consumption of energy of the highest sum in the years 2021 (full consolidated), 2021 (group), 2022 (group), 2023 (full consolidated)?",58253,True
49,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (group), 2023 (fully consolidated), 2021 (fully consolidated), 2021 (group), 2022 (fully consolidated)?",14825.8,14489.2
50,"What is the value between indirect and direct fully consolidated consumption of energy of the highest sum in the years 2022, 2021?",29366,16421
51,"What is the average between electricity consumed from the grid and electricity consumed from the grid, but produced by renewable sources of the percentage ratios between 2021 (full consolidated) and 2021 (group total)?",68.28,21.41
52,Which are the top 2 lowest values between location based and market based total emissions of the percentage ratios (in ascending order) between the year 2021 (full consolidated) and 2022 (full consolidated)?,"64.68, 66.03",2355.9#2403.9
53,"Which are the top 2 highest values between location based and market based total emissions of the sums (in descending order) between the years 2022 (group), 2021 (full consolidated), 2021 (group), 2022 (full consolidated?","13090.1, 13048.5",6446.7#4385.6
54,What is the value between location based and market based total emissions of the highest percentage ratio between 2022 (group) and 2022 (full consolidated?,120.4,6446.7#4385.6
55,What is the average between location based and market based group total emissions of the percentage ratios between 2021 and 2023?,41.31,100
56,"What is the value between operated and not operated intensity of GHG emissions of the lowest average between the years 2023, 2021?",17,36
57,What are the top 2 lowest values between fresh water consumption and fresh water withdrawal without cooling water of the percentage ratios (in descending order) between the year 2020 and 2022?,"98.68, 98.13",81#75
58,"What is the value between Nox, SO2 and NMVOC emissions of the lowest percentage ratio between 2020 and 2022?",106.67,59
59,"What are the top 2 lowest values between purchased goods and downstream transportation of the averages (in descending order) between the years 2023, 2022?","28.5, 1.0",8#1
60,What is the average between upstream and downstream transportation of the percentage ratios between 2023 and 2022?,94.44,8.5
61,What is the value between the total waste and total non hazardous waste of the highest percentage ratio between 2021 and 2022?,104.04,12
62,What is the average between the scope 3 emissions from petroleum products and gas of the percentage ratios between 2015 and 2019?,92.24,255
63,"What is the value between non hazardous and hazardous waste of the highest average between the years 2019, 2023, 2020, 2021?",333,325.2
64,"What is the sum between Nox and NMVOC emissions of the averages between the years 2021, 2022, 2019?",126.67,259
65,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest sum in the years 2020, 2023, 2022?",56377,23194#12464#6941
66,"What are the top 2 highest values between surface and groundwater withdrawal of the sums (in ascending order) between the years 2021, 2022, 2023?","51369.0, 1478138.0",19156#492308
67,What is the average between the total water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2022 and 2020?,89.75,67.57
68,"What is the sum between the total water withdrawn except for cooling and water withdrawn for cooling of the averages between the years 2020, 2022, 2023, 2021?",2729304.75,1975955.25
69,What is the average between scope 1 and scope 2 emissions of the percentage ratios between 2022 and 2023?,114.3,"(5.6 + 6.7) / 2 |

"
70,What is the value between scope 2 and 3 emissions of the highest percentage ratio between 2020 and 2022?,132.33,68737485
71,"Which are the top 2 lowest values between scope 1 and 3 emissions of the sums (in descending order) between the years 2023, 2020?","122548685.0, 255180.0",112792#65770721
72,"What are the top 2 lowest values between scope 2 emissions and emissions from grid electricity of the averages (in descending order) between the years 2021, 2022, 2020?","136017.33, 62170.33",49674#66692
73,"What is the sum between scope 1,2 and 3 emissions of the averages between the years 2020, 2022, 2023, 2021?",63271889,229177#56777964#112792#89440#119447#61492#4054#7557#4853#140718#119447#142388#62683#55598#73229#4520#10853#4606#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47271#62683#5886#10853#4606#4054#5162#7557#4853#140718#119447#112792#61492#4054#4520#52197#47
74,"What is the value between the different sources of energy consumption of the highest average between the years 2021, 2020, 2023?",602953.67,148969
75,"Which are the top 2 lowest values between purchased and self generated renewable electricity of the averages (in descending order) between the years 2022, 2020, 2023, 2021?","599428.0, 18059.5",20719#15861
76,"What is the value between surface and groundwater withdrawal of the highest average between the years 2020, 2023?",462400.5,470501
77,Which are the top 2 highest values between total and surface water withdrawal of the percentage ratios (in ascending order) between the year 2021 and 2022?,"107.84, 131.98",19156#14514
78,What is the average between water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2021 and 2023?,108.62,770856.25
79,"What is the value between scope 1+2 market based and scope 2 emissions of the highest average between the years 2023, 2021?",248032,109730#153115
80,What is the value between scope 1 and gas emissions of the lowest percentage ratio between 2022 and 2023?,105.9,38968
81,What are the top 2 highest values between fuel and gas emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"97.65, 83.26",47271#56776
82,Which are the top 2 highest values between vehicle and SF6 emissions of the percentage ratios (in descending order) between the year 2021 and 2023?,"145.19, 101.94",0.10%#0.08%
83,What is the average between grid and renewable electricity scope 2 emissions of the percentage ratios between 2022 and 2021?,87.38,"(49674 / 703) + (703 / 49674) |

"
84,"What are the top 2 highest values between scope 2 and 3 emissions of the averages (in descending order) between the years 2022, 2023, 2021, 2020?","63018679.75, 124373.0",60788549#68737485
85,"What is the sum between non hazardous waste and non hazardous reused waste of the averages between the years 2021, 2023?",232988,116566#105593
86,What is the average between non hazardous and hazardous of the percentage ratios between 2022 and 2023?,106.31,"(96.3 + 97.0) / 2 |

"
87,"What is the value between total and hazardous waste generated of the lowest average between the years 2022, 2020, 2023?",7783,7573
88,"Which are the top 2 lowest values between total waste and non hazardous waste generated of the sums (in descending order) between the years 2021, 2020, 2022, 2023?","517649.0, 485751.0",128267#117607
89,"What are the top 3 highest values between reused, incinerated and landfilled non hazardous waste of the percentage ratios (in descending order) between the year 2021 and 2022?","114.49, 103.65, 103.57","115550#11941#128267 |

"
90,What is the average between recycled polyester and sustainable cotton of the percentage ratios between 2022 and 2023?,98.48,98
91,"What is the value between recycled polyester and sustainable cotton of the highest average between the years 2023, 2022?",100,99.5
92,Which are the top 2 lowest values between the energy consumption from cement and clinker production of the percentage ratios (in descending order) between the year 2022 and 1990?,"80.1, 74.79",309153#291023
93,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2021 (group) and 2022 (full consolidated?,"182.11, 88.34",17361#16041
94,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2023 (full consolidated) and 2022 (group)?,"84.56, 50.43",17361#16041
95,What are the top 2 highest values between indirect and direct group consumption of energy of the percentage ratios (in descending order) between the year 2023 and 2021?,"101.15, 54.48",380#351
96,What are the top 2 lowest values between total and direct full consolidated consumption of energy of the percentage ratios (in descending order) between the year 2022 and 2023?,"113.83, 113.66",16041#13325
97,"What is the value between direct and indirect energy consumption of the lowest sum in the years 2021 (group), 2023 (full consolidated), 2021 (full consolidated), 2023 (group), 2022 (full consolidated)?",2166,-1077
98,What are the top 2 lowest values between direct and indirect energy consumption of the percentage ratios (in ascending order) between the year 2021 (group) and 2022 (full consolidated?,"88.34, 182.11",692#366
99,What is the average between direct and indirect energy consumption of the percentage ratios between 2022 (group) and 2021 (full consolidated?,157.62,0.015
100,What is the average between direct and indirect group energy consumption of the percentage ratios between 2023 and 2021?,77.81,9.8
101,"Which are the top 2 highest values between direct and indirect energy consumption of the averages (in descending order) between the years 2021, 2022, 2023 for the group consumption and 2022, 2023 for fully consolidated?","15060.6, 499.2",14092#380
102,What is the average between direct and indirect group energy consumption of the percentage ratios between 2022 and 2021?,109.09,9.8
103,"What are the top 2 lowest values between the group electricity consumed from the grid and the group electricity consumed from the grid, but produced from renewable sources of the sums (in ascending order) between the years 2023, 2022?","30532.0, 106254.0",16133#14399
104,"What are the top 2 lowest values between location based and target based emissions of the sums (in descending order) between the years 2022, 2023 for fully consolidated and 2023 for group emissions?","16429.5, 16427.2",2664.5#2355.9
105,"What is the sum between location based and target based emissions of the averages between the years 2023, 2022 for group emissions, 2023, 2022 for fully consolidated?",10406.39,1045.5
106,Which are the top 2 highest values between location based and target based group emissions of the percentage ratios (in descending order) between the year 2023 and 2021?,"242.13, 241.95",156.5#125.4
107,"What is the value between location based and target based emissions of the highest average between the years 2022 (group), 2022 (full consolidated), 2023 (group), 2023 (full consolidated?",5203.77,6446.7
108,What are the top 2 highest values between operated and not operated intensity emissions of the percentage ratios (in descending order) between the year 2022 and 2023?,"105.56, 100.0",0.13#0.11
109,"What is the value between fresh water withdrawal from cooling water and total fresh water consumption of the lowest sum in the years 2022, 2019, 2020?",226,-27
110,"What is the average between NMVOC, SO2 and Nox emissions of the percentage ratios between 2023 and 2019?",55.3,60.6
111,"What is the value between downstream transportation and purchased goods and services of the lowest sum in the years 2023, 2022?",2,7
112,"What is the value between downstream and upstream transportation of the lowest average between the years 2023, 2022?",1,17
113,"What is the sum between the total processed waste and non hazardous waste of the averages between the years 2022, 2023, 2020?",821.34,2987
114,"What is the sum between non hazardous and hazardous waste of the averages between the years 2023, 2019?",592,2022
115,"What is the value between operated and not operated intensity emissions of the lowest sum in the years 2023, 2022?",34,1
116,What is the value between operated and not operated intensity emissions of the lowest percentage ratio between 2023 and 2021?,94.74,0.11
117,"What is the value between freshwater (excluding cooling water) withdrawal and water withdrawal from water-stressed areas of the lowest sum in the years 2021, 2023, 2020, 2022?",211,258
118,What are the top 2 lowest values between nmvoc and nox emissions of the percentage ratios (in descending order) between the year 2023 and 2020?,"93.75, 62.32",60#59
119,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest percentage ratio between 2021 and 2020?",89.13,"12464#15861#6941 |

The corresponding scale is: none |

"
120,"What is the sum between surface and groundwater withdrawal of the averages between the years 2020, 2021?",501425,1000000
121,"What is the value between total water withdrawn (except for cooling) and water withdrawn for cooling of the lowest sum in the years 2022, 2021, 2023, 2020?",3096165,True
122,What is the average between total water withdrawn not for cooling and water withdrawn for cooling of the percentage ratios between 2023 and 2020?,101.38,53.1
123,Which are the top 2 lowest values between scope 1 and 2 emissions of the percentage ratios (in descending order) between the year 2022 and 2021?,"84.88, 71.67",229177#119447
124,What is the average between scope 2 and 3 emissions of the percentage ratios between 2020 and 2021?,95.26,"(65770721 / 68737485) + (60788549 / 68737485) |

"
125,"What is the value between scope 1 and 3 emissions of the highest average between the years 2022, 2021, 2020?",65098918.33,"140718#68737485 |

"
126,"What is the value between scope 1, 2 and 3 emissions of the lowest percentage ratio between 2020 and 2022?",132.33,"140718#65770721 |

"
127,"What is the value between scope 1, 2 and 3 emissions of the highest percentage ratio between 2021 and 2023?",171.19,"305-1#305-2#305-3 |

The corresponding scale is: none |

"
128,What is the average between different sources of energy consumption (except for self generated renewable electricity of the sums between the years 2021 and 2023?,72441.17,193559
129,What is the value between the energy consumption from renewable sources and non renewable sources of the lowest percentage ratio between 2023 and 2021?,63.69,50.6%
130,"What is the sum between the different sources of energy consumption of the averages between the years 2023, 2022, 2020, 2021?",1007168,"1124327#1201276#1325491#1216845 |

The corresponding scale is: million |

"
131,What is the average between self generated and purchased renewable electricity of the sums between the years 2020 and 2022?,603764.5,(20719 + 588851) / (12464 + 585495)
132,"Which are the top 2 highest values between surface and groundwater withdrawal of the averages (in descending order) between the years 2021, 2022, 2020, 2023?","482685.0, 17207.5",19156#17461
133,"What are the top 2 lowest values between total and surface water withdrawn of the sums (in ascending order) between the years 2023, 2021?","36855.0, 3971453.0",17699#14514
134,"What is the value between the total water withdrawn and the water withdrawn for water stressed areas of the highest average between the years 2023, 2021, 2022?",1964340.67,1025076
135,"Which are the top 2 highest values between the water withdrawn not for cooling and the water withdrawn for cooling of the sums (in descending order) between the years 2023, 2021, 2022?","5893022.0, 2315964.0",879602#1899190
136,What is the average between scope 1+2 market based emissions and scope 2 emissions of the sums between the years 2022 and 2023?,315289.5,(20232 + 89440) / (89440 + 20232)
137,"What is the value between scope 1 emissions and gas emissions of the highest sum in the years 2022, 2021, 2020, 2023?",515345,"56777964#47271 |

"
138,"What is the value between fuel emissions and gas emissions of the lowest average between the years 2020, 2021?",4485.5,"4520#56776 |

"
139,"What are the top 2 lowest values between the vehicle fleet and sf6 emissions of the averages (in descending order) between the years 2020, 2022, 2021?","63836.67, 5926.33",73229#5224
140,"What is the value between the grid electricity and renewable electricity scope 2 emissions of the highest average between the years 2022, 2023?",44575,"703#49674 |

"
141,"What is the value between the scope 2 and 3 emissions of the lowest sum in the years 2022, 2021, 2023?",352285,60788549
142,"Which are the top 2 lowest values between non hazardous waste and non hazardous waste recycled of the sums (in descending order) between the years 2020, 2022, 2023?","357484.0, 330371.0","113211#117607#11941#128267#125292#123311 |

"
143,"Which are the top 2 highest values between hazardous and non hazardous waste generated of the sums (in ascending order) between the years 2022, 2021?","16640.0, 251578.0",128267#117607
144,Which are the top 2 lowest values between total and hazardous waste of the percentage ratios (in descending order) between the year 2023 and 2022?,"94.47, 93.6",96.3#97.0
145,"What is the value between total and non hazardous waste of the lowest sum in the years 2023, 2021?",244833,124139#116566
146,"What is the sum between reused and incinerated non hazardous waste of the averages between the years 2021, 2022?",120400,"115550#111567 |

| step | output |
| 1 | Arithmetic |
| 2 | 111567#115550 |
| 3 | 111567 + 115550 |
| 4 | 227017 |
| 5 | none |

Finally, present the final answer in the format: """
147,"What is the sum between reused, incinerated and landfilled non hazardous waste of the averages between the years 2023, 2021, 2022?",122714.66,"4102#11941#13667#128267#125292#117607#116566#123311 |

#### and its corresponding scale is: none"
148,"What are the top 2 lowest values between sustainable cotton and recycled polyester of the sums (in descending order) between the years 2021, 2023, 2022?","300.0, 286.0",99#91
149,"Which are the top 2 highest values between sustainable cotton and recycled polyester of the averages (in ascending order) between the years 2023, 2022?","97.5, 100.0",99#96
150,What is the average between the energy consumption between cement and clinker production of the sums between the years 2023 and 2022?,628016.5,"318671#309153#395973#385973 |

"
151,"What are the top 2 lowest values between direct and indirect energy consumption of the sums (in descending order) between the years 2022 (group), 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group)?","75303.0, 2496.0",351#366
152,"Which are the top 2 lowest values between direct and indirect energy consumption of the sums (in ascending order) between the years 2022, 2021 for the group emissions, 2023, 2022 for the full consolidated?","2119.0, 60969.0",351#366
153,"What is the value between direct and indirect energy consumption of the highest average between the years 2022, 2023 for the group emissions and 2022 for the full consolidated?",15680,16959
154,"Which are the top 2 highest values between the total and direct energy consumption of the averages (in descending order) between the years 2021, 2023 for the full consolidated emissions, 2023, 2021, 2022 for the group?","15015.4, 14517.4",16665#14092
155,What is the average between direct and indirect energy consumption of the percentage ratios between 2023 (group) and 2022 (full consolidated)?,94.28,1.2
156,"What is the value between direct and indirect energy consumption of the lowest average between the years 2022 (full consolidated), 2022 (group), 2023 (full consolidated), 2023 (group?",451,-1949
157,What is the average between direct and indirect group energy consumption of the sums between the years 2022 and 2021?,16112,14092.25
158,What is the value between direct and indirect full consolidated energy consumption of the lowest percentage ratio between 2021 and 2023?,94.56,12959
159,"What is the value between direct and indirect group energy consumption of the highest sum in the years 2022, 2021?",30836,17357
160,What is the average between direct and indirect energy consumption of the sums between the years 2021 (full consolidated) and 2021 (group)?,14277,1.006
161,"What are the top 2 highest values between the electricity consumed from the grid and the one consumed from the grid but purchased from renewable sources of the averages (in ascending order) between the years 2023 (full consolidated), 2021 (group), 2022 (full consolidated), 2023 (group), 2021 (full consolidated?","11996.4, 43627.0",35329#37676
162,What is the average between location based and market based emissions of the sums in full consolidated and group scenarios between 2023?,12786.85,3899.9
163,"What is the value between location based and market based emissions of the highest average between the years 2022 for the group emissions, 2023, 2021 for full consolidated?",4375.8,12338.7
164,What is the average between location based and market based group emissions of the percentage ratios between 2023 and 2021?,242.04,1.12
165,What is the average between location based and market based group emissions of the sums between the years 2023 and 2022?,10831.05,6446.9
