index,question,value,response,correct
26,What are the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"71040000.0, 23800000.0, 7635784.0, 3130824.0"," 5894811.00, 3039435.00, 92467.00, 56530.00",False
27,What are the 3 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"5100000.0, 1120000.0, 142293.0"," 142293.00, 30490.00, 19496.00",False
28,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_bayzf, otc_adddf,False
29,Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"vivendi, nyse_az"," otc_bayzf, otc_esocf",False
30,What are the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"61.9, 34.51, 0.03, 0.02, 0.0"," 4178.00, 61.90, 34.51, 33.09, 21.60",False
31,Which companies have the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"nasdaq_dasty, vivendi, nyse_az"," nasdaq_dasty, vivendi, nyse_az",True
32,Which companies have the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"vivendi, axa, nyse_az, otc_rwnef, otc_esocf"," otc_rwnef, otc_esocf, vivendi, axa, nyse_az",False
33,Which companies have the 4 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"otc_esocf, otc_bayzf, axa, nyse_az"," axa, nyse_az, vivendi, otc_esocf",False
34,Which company has the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in million mt CO2e?,vivendi, otc_rwnef,False
35,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,9720000.0, 5894811.00,False
36,What are the 5 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"22042.0, 42423.0, 112228.0, 200000.0, 3280000.0"," 200.00, 3280.00, 22042.00, 42423.00, 112228.00",False
37,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,"nasdaq_dasty, munich-re, deutsche-telekom-ag, otc_dpsgy, heidelberg-materials"," otc_dpsgy, nasdaq_dasty, munich-re, heidelberg-materials, deutsche-telekom-ag",False
38,What is the maximum amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,4510000.0, 142457.00,False
39,Which companies have the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_rwnef, otc_bayzf, munich-re"," munich-re, vivendi, nyse_az",False
40,What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.09, 3.13, 7.64"," 9.72, 56.53, 92467.00",False
41,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,33.09, 33.09,True
42,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,otc_su, otc_su,True
43,What are the 3 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"23800000.0, 9720000.0, 3130824.0"," 3039435.00, 735018.00, 92467.00",False
44,Which company has the smallest water consumption from 2022 to 2023 among the following companies in millions of cu.m?,munich-re, munich-re,True
45,What is the highest energy consumed in the last 2 years among the following companies in million kWh?,166000.0, 564614.00,False
46,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,otc_esocf, otc_esocf,True
47,Which companies have the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"otc_rwnef, munich-re"," otc_rwnef, munich-re",True
48,What are the 4 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2eq?,"5100000.0, 1120000.0, 37172.0, 30490.0"," 59232.00, 30490.00, 19496.00, 4510.00",False
49,What are the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in million mt CO2e?,"71.04, 23.8, 9.72, 3.13"," 3039435.00, 92467.00, 56.53, 23.80",False
50,Which companies have the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nasdaq_dasty, munich-re"," otc_rwnef, otc_bayzf",False
51,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,71218.0, 34493.00,False
52,What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"33090.0, 250916.0, 1124327.0, 12241000.0, 157000000.0"," 33,090.00, 250,916.00, 1,124,327.00, 12,241,000.00",False
53,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,"prosiebensat1-media, munich-re"," gri, deutsche telekom ag",False
54,What are the 2 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tons CO2e?,"1110000.0, 200000.0"," 142457.00, 14249.00",False
55,Which companies have the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"nasdaq_dasty, munich-re, otc_adddf, otc_rwnef, otc_bayzf"," otc_rwnef, otc_bayzf, nasdaq_dasty, munich-re, otc_adddf",False
56,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"35056.0, 12241.0, 1124.33, 250.92"," 35056.00, 1124.33, 12241.00, 250.92",False
57,Which companies have the top 5 lowest water consumption values (in ascending order) for the year 2023 among the following companies in m3?,"munich-re, otc_bamgf, otc_bayzf, otc_crerf, otc_esocf"," otc_bayzf, munich-re, otc_crerf, otc_bamgf, otc_esocf",False
58,What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.02"," 1.89, 4.18",False
59,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in GWh?,"33.09, 250.92"," 1124.33, 12241.00",False
60,What are the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2e?,"4178.0, 21598.0, 33093.0, 34510000.0, 61900000.0"," 4178.00, 21598.00, 33093.00, 34510.00, 61900.00",False
61,What are the 4 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"19496.0, 30490.0, 37172.0, 142293.0"," 4510.00, 19496.00, 30490.00, 37172.00",False
62,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"1110000.0, 200000.0, 142457.0"," 142457.00, 14249.00, 3193.00",False
63,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_adddf, otc_adddf,True
64,What is the highest energy consumed in the last 2 years among the following companies in TJ?,347068.0, 363226.00,False
65,What is the highest energy consumed in the last 2 years among the following companies in GWh?,35056.0, 1201.28 gwh,False
66,Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"nasdaq_dasty, otc_adddf"," otc_bayzf, nasdaq_dasty",False
67,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, deutsche-telekom-ag, otc_su, nasdaq_dasty, prosiebensat1-media"," otc_su, deutsche-telekom-ag, heidelberg-materials, nasdaq_dasty, prosiebensat1-media",False
68,Which companies have the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of cu.m?,"otc_esocf, otc_crerf, otc_bayzf, otc_bamgf"," otc_bamgf, munich-re, otc_esocf, otc_crerf",False
69,Which companies have the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"otc_esocf, otc_bayzf, otc_adddf, axa, vivendi"," otc_esocf, otc_bayzf, otc_adddf, axa, vivendi",True
70,Which companies have the 5 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, nyse_az, axa, vivendi"," nyse_az, axa, vivendi, otc_esocf, otc_rwnef",False
71,What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in million mt CO2e?,0.02, 0.10,False
72,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,21600000.0, 735018.00,False
73,Which company has the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials, heidelberg-materials,True
74,Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa"," otc_rwnef, otc_esocf",False
75,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, munich-re, otc_su, deutsche-telekom-ag, nyse_tte"," 33.09, 250.92, 1124327.00, 12241000.00",False
76,Which companies have the 4 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tons CO2e?,"vivendi, munich-re, otc_adddf, otc_bayzf"," otc_bayzf, otc_rwnef, vivendi, munich-re",False
77,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,nasdaq_dasty, nyse_tte,False
78,What are the 3 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.11, 0.2, 0.14"," 1.11, 0.14, 0.01",False
79,What are the 5 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tons CO2e?,"5100000.0, 1120000.0, 142293.0, 37172.0, 19496.0"," 142293.00, 59232.00, 19496.00, 4510.00, 1120.00",False
80,What are the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"0.07, 1.12, 12.24"," 0.01224, 0.07122, 0.09149",False
81,Which company has the lowest energy consumption over the last 2 years among the following companies in million kWh?,prosiebensat1-media, prosiebensat1-media,True
82,What are the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in millions of cu.m?,"35.4, 8.2, 6.78, 5.05"," 5049144.00, 432730.00, 35.40, 8.20",False
83,Which company has the highest energy consumed in the last 2 years among the following companies in million kWh?,nyse_tte, deutsche-telekom-ag,False
84,What is the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,45.2," 45.20, 6.78",False
85,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01, 0.14, 0.2, 1.11"," 0.00, 1.11, 3.19, 14.25, 142.46",False
86,What is the highest energy consumed in the last 2 years among the following companies in MWh?,96407854.9, 1201276.00,False
87,What are the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"1.12, 0.14"," 142293.00, 37172.00",False
88,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03"," 1.12, 4.51",False
89,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,otc_esocf, otc_adddf,False
90,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,23800000.0, 23800000.00,True
91,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"nyse_az, munich-re, otc_adddf"," otc_bayzf, otc_esocf, nyse_az",False
92,What are the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"1890000.0, 33093.0, 21779.0, 21598.0"," 33093.00, 21779.00, 21598.00, 4178.00",False
93,What are the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"19496.0, 30490.0, 37172.0, 1120000.0, 5100000.0"," 1120.00, 4510.00, 19496.00, 30490.00, 37172.00",False
94,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in t?,953100.0, 953100.00,True
95,What is the highest water consumption in the years 2023 and 2022 for the following companies in m3?,45200000.0," 45200000.00, 35400000.00",False
96,What are the 5 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in TCO2eq?,"34510000.0, 33093.0, 21779.0, 10291.0, 4178.0"," 34510.00, 33093.00, 21779.00, 10291.00, 4178.00",False
97,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"61900000.0, 33093.0"," 61900.00, 33093.00",False
98,Which companies have the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"nyse_tte, otc_su, munich-re, nasdaq_dasty, prosiebensat1-media"," otc_su, munich-re, nyse_tte, nasdaq_dasty, prosiebensat1-media",False
99,Which companies have the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_bayzf, otc_rwnef, otc_adddf, munich-re, nasdaq_dasty"," otc_bayzf, otc_adddf, munich-re, nasdaq_dasty, otc_rwnef",False
100,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, nasdaq_dasty"," heidelberg-materials, otc_su",False
101,Which companies have the 2 highest values of market-based scope 2 GHG emissions produced in 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_adddf"," otc_adddf, axa",False
102,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,7635784.0, 5894811.00,False
103,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,otc_rwnef, otc_rwnef,True
104,Which companies have the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"nasdaq_dasty, axa, otc_adddf, munich-re, otc_rwnef"," nasdaq_dasty, axa, otc_adddf, munich-re, otc_rwnef",True
105,What are the top 2 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in MWh?,"33090.0, 71218.0"," 71218.00, 100800.00",False
106,Which companies have the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef"," vivendi, nyse_az",False
107,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 12241000.0, 250916.0, 71218.0"," 12241000.00, 157000.00, 250916.00, 71218.00",False
108,Which companies have the 4 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in MtCO2eq?,"otc_esocf, otc_rwnef, nyse_az, axa"," nyse_az, axa, vivendi, otc_esocf",False
109,Which company has the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_esocf, vivendi,False
110,What are the top 5 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"157000000.0, 1124327.0, 250916.0, 71218.0, 33090.0"," 1124327.00, 250916.00, 71218.00, 33090.00",False
111,Which companies have the 4 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, otc_rwnef, otc_adddf, munich-re"," nasdaq_dasty, otc_bayzf, otc_rwnef, otc_adddf",False
112,What are the 2 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01"," 0.00, 1.11",False
113,Which company has the highest energy consumed in the last 2 years among the following companies in GWh?,otc_dpsgy, otc_su,False
114,What is the maximum amount of market-based scope 2 GHG emissions in 2022 among the following companies in Million metric tons of CO2 equivalents?,5.1, 37172.00,False
115,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,43664.0, 43664.00,True
116,Which companies have the 4 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, nyse_az, axa, otc_adddf"," otc_esocf, vivendi, nyse_az, axa",False
117,What are the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"157000.0, 91604.24, 35056.0, 12241.0"," 12241.00, 250.92, 35.06",False
118,What are the 5 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in million mt CO2e?,"0.0, 0.02, 0.02, 0.03, 61.9"," 0.00418, 0.02160, 0.02178, 0.03309, 61.90",False
119,Which companies have the top 3 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in TWh?,"nasdaq_dasty, otc_su, deutsche-telekom-ag"," otc_su, deutsche-telekom-ag, nyse_tte",False
120,What is the highest energy consumed in the last 2 years among the following companies in MWh?,35056000, 1201276.00,False
121,What are the 3 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2eq?,"3280000.0, 200000.0, 112228.0"," 112228.00, 42423.00, 22042.00",False
122,Which companies have the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"nyse_az, nasdaq_dasty, vivendi, otc_rwnef, otc_esocf"," otc_rwnef, otc_esocf, nyse_az, nasdaq_dasty, vivendi",False
123,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in kt?,953.1, 953.10,True
124,What are the 5 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"3280000.0, 200000.0, 112228.0, 42423.0, 22042.0"," 112228.00, 42423.00, 22042.00, 3280.00, 200.00",False
125,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,250.92, 250.92,True
126,Which company has the lowest energy consumption over the last 2 years among the following companies in MWh?,nasdaq_dasty, otc_dpsgy,False
127,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,1910000.0, 43664.00,False
128,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.09, 0.17, 0.77, 23.8, 71.04"," 0.06, 21.60, 92467.00, 179523.00, 735018.00",False
129,Which companies have the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"vivendi, axa, otc_adddf"," otc_bayzf, otc_esocf, vivendi",False
130,Which company has the largest energy consumption from 2022 to 2023 among the following companies?,heidelberg-materials, nyse_tte,False
131,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,23.8, 3039435.00,False
132,What are the 3 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"4178.0, 10291.0, 31774.0"," 4178.00, 10291.00, 31774.00",True
133,What are the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"92467.0, 168709.0, 3130824.0"," 21,600.00, 56,530.00, 92,467.00",False
134,Which companies have the 4 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, otc_rwnef, otc_adddf, munich-re"," otc_adddf, munich-re, nyse_az, otc_esocf",False
135,What is the highest amount of waste generated in the years 2023 and 2022 among the following companies in tons?,953100.0, 953100.00,True
136,Which companies have the 4 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"otc_bayzf, munich-re, otc_adddf, axa"," munich-re, otc_adddf, axa, nasdaq_dasty",False
137,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,munich-re, munich-re,True
138,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"nyse_tte, heidelberg-materials, otc_dpsgy, deutsche-telekom-ag"," otc_dpsgy, deutsche-telekom-ag, munich-re",False
139,What are the top 4 highest water consumption values (in descending order) for the year 2023 among the following companies in m3?,"35400000.0, 8200000.0, 6780000.0, 5049144.0"," 35400000.00, 8200000.00, 6780000.00, 5049144.00",True
140,Which companies have the 3 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, nasdaq_dasty, munich-re"," otc_rwnef, otc_esocf, nyse_az",False
141,What is the maximum amount of GHG emissions Scope 3 in 2022 among the following companies in Million metric tons of CO2 equivalents?,71.04, 735018.00,False
142,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf, nyse_az,False
143,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"nyse_tte, deutsche-telekom-ag, munich-re, nasdaq_dasty"," deutsche-telekom-ag, nyse_tte, munich-re, nasdaq_dasty",False
144,Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"otc_esocf, otc_rwnef"," nyse_az, axa",False
145,What is the largest energy consumption from 2022 to 2023 among the following companies?,82766.0, 166000.00,False
146,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,1.91, 31774.00,False
147,What is the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,56530000.0, 5894811.00,False
148,Which company has the highest water consumption in the years 2023 and 2022 for the following companies in millions of cu.m?,otc_esocf, otc_esocf,True
149,What are the 2 highest values of scope 3 GHG emissions produced in 2022 (sorted in descending order) among the following companies in TCO2eq?,"9720000.0, 7635784.0"," 5894811.00, 735018.00",False
150,What are the 5 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in TCO2eq?,"92467.0, 168709.0, 770748.0, 3130824.0, 71040000.0"," 56530.00, 92467.00, 179523.00, 735018.00, 3039435.00",False
151,Which companies have the 5 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"vivendi, nyse_az, axa, otc_bayzf, otc_esocf"," otc_bayzf, otc_esocf, vivendi, nyse_az, axa",False
152,What are the top 5 highest values of energy consumed in 2023 (sorted in ascending order) among the following companies in million kWh?,"71.22, 250.92, 12241.0, 35056.0, 91604.24"," 71.22, 250.92, 12241.00, 35056.00, 91500.00",False
153,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,otc_adddf, otc_adddf,True
154,What is the smallest water consumption from 2022 to 2023 among the following companies in millions of cu.m?,0.43, 0.43,True
155,Which company has the highest energy consumed in the last 2 years among the following companies in TJ?,heidelberg-materials, heidelberg materials,False
156,Which companies have the top 4 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in GWh?,"otc_dpsgy, deutsche-telekom-ag, otc_su, munich-re"," otc_dpsgy, deutsche-telekom-ag, otc_su, munich-re",True
157,What are the 5 highest values of scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"1.11, 0.2, 0.14, 0.01, 0.0"," 1.11, 0.14, 0.01, 0.00319, 0.0002",False
158,What are the 3 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.04, 0.14"," 1.12, 4.51, 19.50",False
159,What are the 5 lowest values of scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"3193.0, 14249.0, 142457.0, 200000.0, 1110000.0"," 200.00, 1110.00, 3193.00, 14249.00, 142457.00",False
