index,question,value,response,correct
46,What were the net GHG lifecycle emissions (Scope 1+2+3) in tonnes of CO2 equivalent for the year 2021?,456,456.0,True
47,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2023?,65.6,66.3,False
48,What were the direct GHG emissions (Scope 1) in mmtonnes CO2eq for the year 2022?,39.39,38.69,False
49,What were the indirect GHG emissions (Scope 2) in tonnes of CO2 equivalent for the year 2023?,0.73,164.0,False
50,How much were the methane direct emissions (Scope 1) in Ktonnes CH4 for the year 2021?,54.5,39.1,False
51,"How many direct GHG emissions (Scope 1) were reported in 2023, measured in mmtonnes CO2eq?",9.36,9.36,True
52,"What was the direct GHG emissions (Scope 1) per equivalent produced electricity (Eni Power) in 2023, measured in gCO2eq/kWheq?",389,0.0389,False
53,What was the amount of direct GHG emissions (Scope 1) in 2023 measured in mmtonnes CO2 equivalent?,5.69,5.69,True
54,How many tonnes of CO2 equivalent were emitted directly (Scope 1) in 2022?,6,5690.0,False
55,What were the direct GHG emissions (Scope 1) in 2021 in mmtonnes CO2 equivalent?,6.72,5.69,False
56,What is the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2023 in tonnes CO2 equivalent per ktonnes?,232,0.0232,False
57,What was the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2022 in tonnes CO2 equivalent per ktonnes?,233,0.02486,False
58,What was the direct GHG emissions (Scope 1) to refinery throughputs ratio in 2021 in tonnes CO2 equivalent per ktonnes?,228,0.0232,False
59,What was the total weight of waste from production activities in 2023 (million of tonnes)?,3.4,3.4,True
60,How much hazardous waste was generated in 2023 (million of tonnes)?,0,2.7,False
61,What is the total weight of non-hazardous waste generated in 2023 (million of tonnes)?,1.3,1.3,True
62,What was the total weight of waste destined for disposal in 2023 (million of tonnes)?,2.8,5.6,False
63,What was the amount of recycled waste in 2021 in million of tonnes?,0.2,0.5,False
64,What was the amount of hazardous recycled waste in 2021 in million of tonnes?,0,0.2,False
65,What was the amount of non hazardous recycled waste in 2021 in million of tonnes?,0.2,1.3,False
66,How much hazardous waste was destined for disposal in 2023 (million of tonnes)?,1.9,1.1,False
67,What is the total weight of non-hazardous waste destined for disposal in 2023 (million of tonnes)?,0.9,0.8,False
68,What is the total number of suppliers assessed on social responsibility aspects in 2023?,6471,6471.0,True
69,How many suppliers were identified with criticalities or areas for improvement in 2022?,659,659.0,True
70,What is the count of suppliers with whom Eni has terminated relations in 2021?,34,34.0,True
71,What percentage of new suppliers were assessed using social criteria in 2023?,100,100.0,True
72,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2023?,0.69,0.69,True
73,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2022?,0.76,0.69,False
74,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2023?,0.21,0.21,True
75,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2022?,0.23,0.21,False
76,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2023?,0.89,1.18,False
77,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2022?,0.99,1.18,False
78,What was the percentage of waste for recovery in 2023?,87,88.0,False
79,What was the percentage of waste for recovery in 2022?,85,88.0,False
80,"How many valid supplier self-assessment questionnaires were available as of December 31, 2023?",1291,1291.0,True
81,"What was the total number of valid supplier self-assessment questionnaires available as of December 31, 2022?",1009,2290.0,False
82,What was the amount of non-hazardous waste generated in 2023 in kilotons?,496.1,496.1,True
83,How much non-hazardous waste was recorded in 2022 in kilotons?,381.3,496.1,False
84,What is the total amount of non-hazardous waste for the year 2021 in kilotons?,428,523.1,False
85,What quantity of recovered materials was reported in 2023 in kilotons?,467,467.0,True
86,How many kilotons of recovered materials were there in 2022?,364.1,467.0,False
87,What was the recovery amount in kilotons for the year 2021?,410.1,467.0,False
88,What was the disposed amount of waste in 2023 in kilotons?,29.1,0.02873,False
89,How much waste was disposed of in 2022 in kilotons?,17.3,0.02873,False
90,What was the disposed waste amount in 2021 in kilotons?,17.9,0.02873,False
91,What was the amount of hazardous waste in kilotons in 2023?,205.4,205.4,True
92,How much hazardous waste was recorded in kilotons for the year 2022?,162.2,205.4,False
93,What is the total amount of hazardous waste in kilotons for the year 2021?,141.3,205.4,False
94,What was the recovered amount in kilotons in 2023?,170.7,107.5,False
95,How much was recovered in kilotons in 2022?,107.5,170.7,False
96,What is the recovered amount in kilotons for the year 2021?,106.7,107.5,False
97,What was the disposed amount in kilotons in 2023?,34.7,34.7,True
98,How much was disposed of in kilotons in 2022?,54.7,34.7,False
99,What is the disposed amount in kilotons for the year 2021?,34.5,34.7,False
100,What was the percentage of total waste recycled in 2023?,91,0.12825,False
101,How much non-hazardous waste was disposed of in 2022 (metric kilotons)?,17.3,29.1,False
102,What was the amount of hazardous waste recovered in 2021 (metric kilotons)?,106.7,170.7,False
103,How much total waste was generated in 2023 (metric kilotons)?,701.5,585.6,False
104,What was the percentage of total waste recycled in 2022?,87,0.1282,False
105,How much low and intermediate-level radioactive waste was recorded in 2023 (metric tons)?,1374.1,1374.1,True
106,What was the amount of hazardous waste disposed of in 2022 (metric kilotons)?,54.7,17.9,False
107,What was the energy consumption within the organization in million GJ for the year 2023?,49,53.0,False
108,What was the fresh water consumption in million cubic meters for the year 2023?,< 1,1.0,False
109,What was the fresh water consumption in million cubic meters for the year 2022?,< 1,1.0,False
110,What was the fresh water consumption in million cubic meters for the year 2021?,< 1,1.0,False
111,What is the infrastructure leakage index (ILI) for the year 2023?,<=1.5,0.12345,False
112,What was the infrastructure leakage index (ILI) in 2022?,<=1.5,0.00786,False
113,What was the infrastructure leakage index (ILI) for the year 2021?,<=1.5,0.12345,False
114,What was the fresh water consumption in million cubic meters for the year 2023?,12.6,12.6,True
115,How much fresh water was withdrawn from water utilities in million cubic meters for the year 2022?,n.a.,101.1,False
116,What was the groundwater withdrawal in million cubic meters for the year 2023?,36.6,36.6,True
117,How much surface water was utilized in million cubic meters for the year 2023?,46.4,121.9,False
118,What was the amount of spring water sources withdrawal in million cubic meters for the year 2023?,0.2,0.002,False
119,What was the amount of fresh water withdrawal in million cubic meters for the year 2023?,203.1,245.0,False
120,How much fresh water was discharged in million cubic meters in 2022?,216,216.0,True
121,What was the total fresh water consumption in million cubic meters for the year 2021?,53,53.0,True
122,What is the value of fresh water withdrawal in million cubic meters for the year 2022?,245,222.22222,False
123,What was the fresh water discharge in million cubic meters for the year 2023?,191,2331.0,False
124,How much fresh water consumption was recorded in million cubic meters for the year 2022?,29,53.0,False
125,What was the total greenhouse gas emissions in million metric tons (location-based) for the year 2023?,76.17,153.58,False
126,How many million metric tons of greenhouse gas emissions (market-based) were reported in 2022?,91.29,113.02,False
127,What is the amount of Scope 1 emissions in tonnes of CO2 equivalent for the year 2021?,3.71,2.88,False
128,What was the location-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2023?,3.46,3.38,False
129,What was the market-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2022?,5.83,5.83,True
130,How much were the location-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2021?,100.38,100.38,True
131,What was the market-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2023?,65.23,103.58,False
132,What was the total CO2 equivalent emissions in million metric tons for the year 2023?,2.01,3.71,False
133,How much did the power and heat generation contribute to CO2 equivalent emissions in million metric tons in 2022?,1.9,1.87,False
134,What were the fugitive emissions in million metric tons for the year 2021?,1.44,0.0,False
135,What is the CO2 equivalent emissions from company-owned vehicles in million metric tons for the year 2023?,0.05,0.04,False
136,What was the total CO2 equivalent emissions from fuels combustion in million metric tons in 2022?,0.05,0.1356,False
137,How much were the total CO2 equivalent emissions in million metric tons for the year 2021?,3.71,3.71,True
138,What are the power distribution losses based on location for the year 2023 of CO2 equivalents in million metric tons?,3.19,3.19,True
139,What were the power distribution losses based on location for the year 2022 of CO2 equivalents in million metric tons?,3.14,3.19,False
140,What were the power distribution losses based on location for the year 2021 of CO2 equivalents in million metric tons?,3.67,3.19,False
141,What are the power distribution losses based on market for the year 2023 of CO2 equivalents in million metric tons?,5.85,1.54,False
142,What were the power distribution losses based on market for the year 2022 of CO2 equivalents in million metric tons?,5.52,1.54,False
143,What were the power distribution losses based on market for the year 2021 of CO2 equivalents in million metric tons?,5.56,1.34,False
144,What is the amount of purchased power based on location for the year 2023 of CO2 equivalents in million metric tons?,0.27,0.27,True
145,What was the purchased power based on location for the year 2022 of CO2 equivalents in million metric tons?,0.25,0.27,False
146,"What was the purchased power based on location for the year 2021 of CO2, equivalents in million metric tons?",0.23,0.27,False
147,What is the amount of purchased power based on market for the year 2023 of CO2 equivalents in million metric tons?,0.32,0.32,True
148,What was the purchased power based on market for the year 2022 of CO2 equivalents in million metric tons?,0.31,0.32,False
149,What was the purchased power based on market for the year 2021 of CO2 equivalents in million metric tons?,0.17,0.32,False
150,What is the total amount based on location for the year 2023 of CO2 equivalents in million metric tons?,3.46,10.33,False
151,What was the total amount based on location for the year 2022 of CO2 equivalents in million metric tons?,3.38,11.53,False
152,What was the total amount based on location for the year 2021 of CO2 equivalents in million metric tons?,3.9,11.53,False
153,What is the total amount based on market for the year 2023 of CO2 equivalents in million metric tons?,6.17,11.54,False
154,What was the total amount based on market for the year 2022 of CO2 equivalents in million metric tons?,5.83,11.54,False
155,What was the total amount based on market for the year 2021 of CO2 equivalents in million metric tons?,5.73,11.54,False
156,What was the total CO2 equivalents location based in million metric tons for the year 2023?,70.69,35.95,False
157,How much CO2 equivalents of purchased power was sold to end-customers (location-based) in million metric tons in 2022?,40.48,35.95,False
158,What was the value of CO2 equivalents of purchased power sold to end-customers (market-based) in million metric tons for the year 2021?,54.75,22.58,False
159,What is the CO2 equivalents of combustion of natural gas sold to end-customers in million metric tons for the year 2023?,30.12,65.65,False
160,What was the amount of CO2 equivalents of purchased goods and services in million metric tons for the year 2022?,2.81,0.0288,False
161,How much CO2 equivalents of power and heat generation from leased assets was recorded in million metric tons in 2021?,1.29,0.0291,False
162,What were the CO2 equivalents of total employee commuting emissions in million metric tons for the year 2023?,0.06,0.022,False
163,How much were the CO2 equivalents of upstream processes of leased assets (leased vehicles) in million metric tons in 2022?,0.02,0.02,True
164,What were the CO2 equivalents of total business travel emissions in million metric tons for the year 2021?,0,0.006,False
165,How much were the total GHG emissions (market-based) in million metric tons for the year 2022?,82.58,65.23,False
166,What was the amount of NOx emissions in metric tons for the year 2023?,2501,2501.0,True
167,How many metric tons of SO2 emissions were recorded in 2022?,652,1026.0,False
168,What was the total amount of Dust emissions in metric tons for the year 2021?,61,114.0,False
169,What was the amount of NOx emissions in metric tons for the year 2022?,1727,2501.0,False
170,How many metric tons of SO2 emissions were recorded in 2023?,828,1026.0,False
171,What was the total amount of Dust emissions in metric tons for the year 2022?,51,114.0,False
172,What was the amount of NOx emissions in metric tons for the year 2021?,1716,2501.0,False
173,How many metric tons of SO2 emissions were recorded in 2021?,581,828.0,False
174,What was the total amount of Dust emissions in metric tons for the year 2023?,53,114.0,False
175,What is the total weight of low and intermediate-level radioactive waste generated in 2023 in metric tons?,1374.1,1374.1,True
176,How much low and intermediate-level radioactive waste was generated in 2022 in metric tons?,1105.7,1374.1,False
177,What is the total weight of low and intermediate-level radioactive waste generated in 2021 in metric tons?,1420.2,1374.1,False
178,What is the total weight of high-level radioactive waste generated in 2023 in metric tons?,0,65.0,False
179,How much high-level radioactive waste was generated in 2022 in metric tons?,0,0.0,True
180,What was the total weight of high-level radioactive waste generated in 2021 in metric tons?,65,0.0,False
181,What was the percentage of recycled and/or sustainably managed paper in the office in 2023?,67%,0.62,False
182,What was the percentage difference of share of recycled and/or sustainably managed paper in the office between 2023 and 2019?,7%,0.0152,False
183,What percentage of recycled and/or sustainably managed paper was used in marketing and distribution in 2022?,72%,0.81271,False
184,What is the difference in percentage of recycled and/or sustainably managed paper was used in marketing and distribution between 2023 and 2025?,-17%,0.01,False
185,What was the total percentage of recycled and/or sustainably managed paper in 2019?,62%,73.0,False
186,What was the difference in the total percentage of recycled and/or sustainably managed paper between 2023 and 2022?,4%,1.0,False
187,What was the percentage of waste recycled from total sorted/total waste in 2023?,55%,0.48671,False
188,What was the difference of percentage of waste recycled from total sorted/total waste between 2023 and 2019?,60%,-0.13,False
189,What was the total fossil energy consumption related to own operations in 2023 (MWh)?,94903,332604.0,False
190,What was the percentage difference of total fossil energy consumption related to own operations between 2023 and 2019?,54%,-0.14136,False
191,How much total renewable energy was consumed in 2022 (MWh)?,135946,111209.0,False
192,How much percentage difference is there for the total renewable energy consumed between 2023 and 2022?,-7%,-0.07244,False
193,What is the total electricity consumption related to own operations in 2022 (MWh)?,188985,248277.0,False
194,What is the percentage difference of total electricity consumption related to own operations between 2023 and 2025?,-30%,0.14136,False
195,What was the total energy consumption related to own operations in 2019 (MWh)?,332604,332604.0,True
196,What was the percentage difference of total energy consumption related to own operations between 2023 and 2019?,-33%,-0.10834,False
197,What was the energy intensity based per revenue in 2023 (Mwh/€ Million)?,2.2,2.8,False
198,What was the percentage difference of energy intensity based per revenue between 2023 and 2022?,-11%,0.14258,False
199,What was the share of renewable electricity in 2023 (%)?,63%,55.0,False
200,What was the difference of percentage of renewable electricity between 2023 and 2025?,100%,-0.01,False
201,What was the total fossil energy consumption related to own operations in 2022 (MWh)?,110451,332604.0,False
202,What was the difference of total fossil energy consumption related to own operations between 2023 and 2019 (%)?,54%,-0.14112,False
203,How much water was consumed in 2022 (m3)?,447929,11700000.0,False
204,How much different is the consumption of water between 2023 and 2022 (%)?,7%,0.12245,False
205,What is the water consumption per person in 2019?,6.9,6.9,True
206,What is the water consumption per person in 2023?,3.9,6.9,False
207,What is the percentage difference in water consumption between 2023 and 2019?,43%,0.18154,False
208,What is the percentage difference in water consumption per person between 2023 and 2022?,5%,0.43569,False
209,What was the total gross Scope 1 GHG emissions in 2022 in tonnes of CO2 equivalent?,21382,33617.0,False
210,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2025 in tonnes of CO2 equivalent?,-25,-0.18166,False
211,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2022 in tonnes of CO2 equivalent?,1,0.00699,False
212,How much were the gross market-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,30712,59232.0,False
213,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2025 in tonnes of CO2 equivalent?,-35,0.14136,False
214,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2019 in tonnes of CO2 equivalent?,-48,0.14112,False
215,What were the total gross indirect (Scope 3) GHG emissions market-based in 2022 in tonnes of CO2 equivalent?,185354,351389.0,False
216,What was the percentage difference of total gross indirect (Scope 3) GHG emissions market-based in 2023 and 2019 in tonnes of CO2 equivalent?,-35,0.14358,False
217,What was the total GHG emissions (Market-based) per person in 2022 in tCO2 eq/FTE?,2.2,2.9,False
218,What was the percentage difference of total GHG emissions (Market-based) per person between 2023 and 2022 in tCO2 eq/FTE?,-16,-0.16,True
219,What was the GHG emissions from employee commuting per person in 2023 in tCO2 eq/FTE?,0.6,1.0,False
220,What was the difference of the GHG emissions from employee commuting per person between 2023 and 2019 in tCO2 eq/FTE (%)?,-42,0.4,False
221,What was the total weight of waste generated in 2022 in tons?,5070,1412.88,False
222,How much unsorted waste was recorded in 2023 in tons?,1955,2443.52,False
223,What is the total weight of waste generated in 2023 in tons?,4350,1412.86,False
224,What was the total weight of unsorted waste in 2022 in tons?,2757,11622.0,False
225,What was the total weight of unsorted waste in 2021 in tons?,4681,11622.0,False
226,What is the percentage of waste recycled in 2023 as a percentage of total sorted/total waste?,55,0.47348,False
227,What was the total weight of waste generated in 2019 in tons?,7129,1412.88,False
228,What was the percentage of green material content in our products in 2023?,29,30.0,False
229,How much of the primary and secondary packaging was free from single-use plastic using recycled cardboard in 2022 (%)?,45,0.41275,False
230,How many metric tons of avoided primary resource consumption were achieved through take-back at end-of-use in 2020?,60149,57052.0,False
231,What was the amount of measured renewable electricity generated on site and sold back to the grid in 2023 in MWh?,2960,2960.0,True
232,How much grid electricity was consumed in 2022 in MWh?,107019,148720.0,False
233,What is the total amount of purchased renewable electricity recorded in 2023 in MWh?,72632,77831.0,False
234,What was the district heating consumption in 2021 in MWh?,5491,2490.0,False
235,How much fuel oil was consumed in 2022 in MWh?,855,1013.0,False
236,What was the gas consumption in 2023 in MWh?,21008,21008.0,True
237,How much electricity has been sourced from renewables in 2020 (%)?,80,92.0,False
238,What was the total amount of coal consumed in 2021 in MWh?,0,0.0,True
239,How much renewable fuel and heat was consumed in 2022 in MWh?,0,0.0,True
240,What percentage of electricity sourced from renewables was recorded in 2023?,88,88.0,True
241,What was the estimated total energy consumption from non-renewable sources in MWh for the year 2023?,417294,417294.0,True
242,How much estimated total energy consumption from renewable sources was recorded in MWh for the year 2023?,707033,707033.0,True
243,What was the total estimated energy consumption in MWh for the year 2023?,1124327,1124327.0,True
244,What was the measured energy consumption from grid electricity in MWh for the year 2023?,82590,108263.0,False
245,What was the total estimated energy consumption from gas in MWh for the year 2023?,190088,190088.0,True
246,How much fuel oil was consumed in MWh for the year 2023?,12991,12991.0,True
247,What was the estimated total percentage of renewable energy for the year 2023?,62.9,62.9,True
248,What was the estimated total percentage of non-renewable energy for the year 2023?,37.1,37.1,True
249,What was the total amount of surface water withdrawn in 2023 in m3?,17699,17699.0,True
250,How much groundwater was withdrawn in 2022 in m3?,492308,472199.0,False
251,What is the total volume of water withdrawn from third-party sources in 2021 in m3?,1507606,1377377.0,False
252,What was the total amount of surface water withdrawn in 2020 in m3?,17461,17699.0,False
253,How much total water was withdrawn in 2023 in m3?,1899190,1928032.0,False
254,What was the total water withdrawal from areas with water stress in 2022 in m3?,842216,1928607.0,False
255,What percentage of sites in water-stressed areas had a water conservation strategy in 2023?,73,73.0,True
256,What was the total amount of water withdrawn for cooling in 2021 in m3?,879602,813411.0,False
257,What was the total water withdrawal intensity reduction compared to 2017 in 2022 (%)?,-48,-100.0,False
258,How much total water was withdrawn in 2020 in m3?,1928032,1928032.0,True
259,What was the total Scope 3 per euro turnover in 2023 in TCO2e/ million €?,1581,305.4,False
260,How many other relevant indirect (Scope 3 upstream) GHG emissions were reported in 2022 in TCO2e?,8613192,7766994.0,False
261,What was the amount of purchased goods and services in 2021 in TCO2e?,7278733,6829733.0,False
262,What was the total for capital goods in 2020 in TCO2e?,63863,55361.0,False
263,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,40652.0,True
264,What was the transportation of goods paid by the Group in 2022 in TCO2e?,670840,563643.0,False
265,How much waste was generated in operations in 2021 in TCO2e?,42760,34927.0,False
266,What was the business travel GHG emissions in 2020 in TCO2e?,33304,56501.0,False
267,How many TCO2e were attributed to employee commuting in 2023?,181977,181977.0,True
268,What was the amount of other relevant indirect (Scope 3 downstream) GHG emissions in 2022 in TCO2e?,52175356,49010970.0,False
269,How many TCO2e were related to the transportation of goods not paid by the Group in 2021?,485877,481039.0,False
270,What was the GHG emissions from the use of sold products in 2023 in TCO2e?,44223749,44223749.0,True
271,How much GHG emissions were attributed to the end-of-life treatment of sold products in 2022 in TCO2e?,4465596,4306182.0,False
272,How many zero-CO2 sites were reported in 2021?,51,101.0,False
273,What was the saved GHG emissions thanks to sold products and services in 2023 in TCO2e?,52434385,52434385.0,True
274,How many avoided GHG emissions were reported in 2022 thanks to sold products and services in TCO2e?,41674416,60163742.0,False
275,What was the cumulative CO2 saved and avoided thanks to sold products and services since 2021 in TCO2e?,346960969,122615948.0,False
276,What was the estimated total Scope 1 and 2 GHG emissions (market-based) in 2023 in TCO2e?,202232,229177.0,False
277,How much were the estimated total Scope 1 and 2 GHG emissions (market-based) in 2022 in TCO2e?,229177,229177.0,True
278,What was the absolute reduction compared to the base year of GHG emissions between 2021 and 2023 in percentage?,-31.2,-31.2,True
279,What were the total emissions for Scope 1 and 2 per euro turnover in 2023 in TCO2e/ million?,5.6,11.82101,False
280,What were the direct (Scope 1) GHG emissions in 2023 in TCO2e?,112792,112792.0,True
281,What were the direct (Scope 1) GHG emissions of fuel oil in 2022 in TCO2e?,4414,3116.0,False
282,What were the direct (Scope 1) GHG emissions of gas in 2021 in TCO2e?,56776,38968.0,False
283,What were the direct (Scope 1) GHG emissions of coal in 2020 in TCO2e?,0,0.0,True
284,What were the direct (Scope 1) GHG emissions of the vehicle fleet in 2023 in TCO2e?,61492,61492.0,True
285,What were the direct (Scope 1) GHG emissions of SF6 in 2022 in TCO2e?,4606,4054.0,False
286,What was the SF6 leakage rate in 2023 in percentage?,0.08,0.08,True
287,What was the target SF6 leakage rate in 2022 in percentage?,0.11,0.11,True
288,What were the estimated Scope 1 GHG emissions of sites out of reporting perimeter in 2021 in TCO2e?,10853,5162.0,False
289,What were the energy indirect (Scope 2) GHG emissions in 2023 in TCO2e?,89440,109730.0,False
290,What were the energy indirect (Scope 2) GHG emissions of grid electricity (market-based) in 2022 in TCO2e?,49674,39476.0,False
291,What were the energy indirect (Scope 2) GHG emissions of renewable electricity (market-based) in 2021 in TCO2e?,701,703.0,False
292,What were the energy indirect (Scope 2) GHG emissions of district heating in 2020 in TCO2e?,11550,4853.0,False
293,What were the estimated Scope 2 GHG emissions of sites out of reporting perimeter (market-based) in 2023 in TCO2e?,42961,42961.0,True
294,What were the other relevant indirect (Scope 3) GHG emissions in 2023 in TCO2e?,56777964,56777964.0,True
295,What was the absolute variation of indirect GHG emissions scope 3 compared to the base year (2021) in 2022 in percentage?,-11.6,-0.0142,False
296,What was the estimated coverage of VOC emissions in 2023 (%)?,90,90.0,True
297,How many kilograms of VOC emissions were estimated in 2022?,308520,308520.0,True
298,What was the ratio of VOC emissions per million euros of turnover in 2021?,11.8,0.085,False
299,What is the estimated coverage of VOC emissions in 2020 in percentage?,90,90.0,True
300,How many kilograms of VOC emissions were estimated in 2023?,304975,308520.0,False
301,What was the VOC emissions per million euros of turnover in 2022?,9,8.5,False
302,What was the VOC emissions per million euros of turnover in 2020?,17.5,8.5,False
303,How many kilograms of VOC emissions were estimated in 2020?,440442,308520.0,False
304,What was the total amount of waste generated in metric tons for the year 2023?,124139,124139.0,True
305,How much non-hazardous waste was generated in metric tons in 2022?,123311,128267.0,False
306,What is the total weight of hazardous waste generated in metric tons for the year 2021?,8549,8574.0,False
307,How many metric tons of non-hazardous waste were reused or recycled in 2023?,105593,105593.0,True
308,What was the total weight of hazardous waste channeled according to Schneider Electric expectations in metric tons for the year 2022?,8091,8549.0,False
309,How much non-hazardous waste was reduced in metric tons in 2023?,21098,21098.0,True
310,What is the total weight of hazardous waste generated per million euros of turnover in 2022?,0.24,0.21,False
311,How many 'Waste-to-Resource' sites were reported in 2023?,137,137.0,True
312,What was the total weight of non-hazardous waste generated in metric tons for the year 2020?,117607,128267.0,False
313,How much hazardous waste was incinerated with energy recovery in metric tons in 2021?,6964,6871.0,False
314,What is the amount of hazardous waste not destined for disposal for preparation for reuse in metric tons for the year 2023?,7573,7573.0,True
315,How much non-hazardous waste was landfilled or incinerated without energy recovery in metric tons for the year 2022?,5025,5753.0,False
316,What was the total energy consumption within the organization in millions of Mwh for the year 2023?,3.09,11.76,False
317,What was the total energy consumption within the organization in millions of Mwh for the year 2022?,3.18,11.76,False
318,What was the total energy consumption within the organization in millions of Mwh for the year 2021?,3.22,11.7625,False
319,How much energy did Fresenius Kabi consume in millions of Mwh in 2023?,1.76,1.76,True
