index,question,value,response,correct
30,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,107124.5,14249.0,False
31,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.56,1.96,False
32,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,80894.5,142458.0,False
33,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,78353.0,14249.0,False
34,What is the average energy consumption from 2023 to 2022 among the following companies?,722554.25,31333.33333,False
35,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,64465.0,358443.0,False
36,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,20.38,42.6,False
37,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,214249.0,14249.0,False
38,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,12285374.0,74413.33333,False
39,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in million mt CO2e?,3.48,0.2106,False
40,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,39.06,45.16667,False
41,What is the total energy consumption generated by the following companies in the last 4 years in MWh?,622867939.0,prompt too long,False
42,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,1262293.0,3.93,False
43,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,2.62,142457.05,False
44,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,561662.0,5489.33333,False
45,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.66,0.11667,False
46,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,16.76,24.86,False
47,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,184187.0,358443.0,False
48,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in MtCO2eq?,35.6,prompt too long,False
49,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,86584.5,prompt too long,False
50,What is the total energy consumption generated by the following companies in the last 4 years in GWh?,669660.0,48833.0,False
51,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,2.57,114.13514,False
52,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,658644.0,693.0,False
53,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,103324.0,3193.0,False
54,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,24569.0,34336.0,False
55,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,23.51,42.6,False
56,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,323.07,36.27,False
57,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,11946233.5,94351.0,False
58,What is the average energy consumption from 2023 to 2022 among the following companies?,6454.25,12268.0,False
59,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,78339.0,142458.0,False
60,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,19226.07,43334.5,False
61,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,2.27,prompt too long,False
62,What is the total amount of waste generated from 2022 to 2023 among the following companies?,22414.0,1331.0,False
63,What is the total amount of waste generated from 2022 to 2023 among the following companies?,22824.6,2233.4,False
64,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,1568090.0,93311.0,False
65,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,257521.0,28963.0,False
66,What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,6642979.0,6395761.0,False
67,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,3842603.0,11542.0,False
68,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,3.87,prompt too long,False
69,What is the total amount of waste generated from 2022 to 2023 among the following companies?,256799.0,257474.0,False
70,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.2,3193.0,False
71,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,1.12,3.93,False
72,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,1.31,0.232,False
73,What is the average amount of hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,98.42,8156.0,False
74,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,3.96,257477.0,False
