index,question,value,response
34,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,98.83,136448.00
35,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,terna,NASDAQ_DASTY
36,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,munich-re,munich-re
37,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,NYSE_AZ,munich-re
38,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,vivendi,vivendi
39,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,"-32.00, 1.80"
40,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"1.9, 43.79","1.89, 1.91"
41,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"3751.0, 104.8","186894.00, 775.00"
42,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,1605647.0,"24512.00, 3086777.00"
43,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, OTC_ESOCF","10291.00, 34.51"
44,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"10759.5, 4327.0","10291.00, 11228.00"
45,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"NASDAQ_DASTY, OTC_ADDDF","Natural Gas, Fuel"
46,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2eq?,axa,axa
47,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,959708.0,221606.00
48,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,"21817.5, 0.03","31774.00, 21779.00"
49,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_BAMGF,OTC_BAMGF
50,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,248676.0,136448.00
51,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TWh?,"0.22, 157.0","33.00, 157.00"
52,What is the total energy consumption generated by the following companies in the last <years> years in TWh?,323.07,"0.07, 0.07"
53,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,3.59,7.00
54,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,OTC_BAYZF,munich-re
55,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.53,"-5.42, -0.83"
56,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,OTC_DPSGY,OTC_DPSGY
57,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,42.64,"46.00,84.00"
58,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"OTC_BAYZF, OTC_ESOCF","1.89, 53.07"
59,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,"66.96, 66.24"
60,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,32.09,62.90
61,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,OTC_DPSGY,OTC_DPSGY
62,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,0.08
63,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,6.57,18.00
64,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"NYSE_AZ, OTC_ADDDF","OTC_ADDDF, NYSE_AZ"
65,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,NASDAQ_DASTY,OTC_ADDDF
66,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"1900000.0, 21490.0","1.91, 1.89"
67,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,heidelberg-materials,heidelberg-materials
68,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_ESOCF,OTC_ESOCF
69,What is the average amount of hazardous waste obtained by summing the values related to the years 2023 and 2022 among the following companies in tons?,7884.4,3786.00
70,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.32,"-2.00, -2.00"
71,What is the lowest energy consumption over the last 2 years among the following companies in million kWh?,564.61,250.92
72,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, deutsche-telekom-ag","deutsche-telekom-ag, 71218.00, 82766.00"
73,What is the total energy consumption generated by the following companies in the last <years> years in MWh?,132329939,"Total energy consumption generated by OTC_DPSGY in the last 5 years: 126,161.00 MWh
Total energy consumption generated by OTC_SU in the last 5 years: 6,000,000.00 MWh

Total energy consumption: 6,126,161.00 MWh"
74,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in ascending order) among the following companies in MWh?,"1216984.75, 154500000.0","1124327.00, 1201276.00"
75,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,15.5,0.09%
76,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,133.03,1816412.10
77,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,180.14,0.36
78,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"NYSE_TTE, prosiebensat1-media","Prosiebensat1-media, NYSE_TTE"
79,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,3.00
80,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 6.1","87.00%, 61.00%"
81,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,21490.0,"21382.00, 21598.00, 10291.00, 11228.00"
82,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GJ?,"NASDAQ_DASTY, terna","Carbon intensity in millions of euros of Revenue IFRS (tCO,-eq/M€), Energy consumption (MWh)"
83,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in million cubic meters?",11.66,252.67
84,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,21817.5,31774.00
85,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_ESOCF,munich-re
86,What is the total energy consumption generated by the following companies in the last <years> years in GWh?,669660,"Total energy consumption generated by the companies in the last 5 years in GWh: 12241.00, 13253.00, 13323.00, 12843.00, 9324.00"
87,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,3.0,"0.29, 0.12"
88,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,0.36,176510.00
89,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in TCO2eq?,axa,vivendi
90,What is the highest average energy consumed in the last 4 years among the following companies in MWh?,154500000.0,1325491.00
91,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,axa,vivendi
92,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"12939.0, 223.29","13323.00, 13253.00"
93,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,10697.5,10007.00
94,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,OTC_BAYZF,OTC_BAYZF
95,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"21817500000.0, 4327.0","4178.00, 4476.00"
96,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2-eq?,"vivendi, NASDAQ_DASTY","Vivendi, NASDAQ_DASTY"
97,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,3.59,0.19
98,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"73.65, 10759.5","61.90, 10291.00"
99,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 94006047.43","71218.00, 82766.00"
100,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,33.47,0.01
101,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,prosiebensat1-media
102,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,7.99
103,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.71,0.01
104,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Tonnes CO2 equivalents?,terna,1816412.10
105,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.23,"-14.00, -0.51"
106,What is the lowest energy consumption over the last 4 years among the following companies in million kWh?,4867.94,26199.00
107,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"80.6, 20.4","43.60, 20.40"
108,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.05,46.00
109,What is the highest average energy consumed in the last 4 years among the following companies in TWh?,154.5,166.00
110,What is the total energy consumption generated by the following companies in the last <years> years in MWh?,718598,322134.00
111,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 35.34","2.00, 6.00"
112,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of m3?,40.3,21.30
113,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,6.56,0.93
114,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,34774.5,35056.00
115,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,10.82,"-12.50, -20.00"
116,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2e?,OTC_BAYZF,Terna
117,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,63.32,0.63
118,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,363404.0,"176510.00, 136448.00"
119,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,OTC_BAMGF,OTC_BAMGF
120,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Tonnes CO2 equivalents?,1807523.7,1816412.10
121,Which company has the lowest energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,prosiebensat1-media
122,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,60.1,"62.90, 10.40"
123,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,0.01
124,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,NYSE_TTE,NYSE_TTE
125,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of cu.m?,"13.44, 20.4","15.44, 6.78"
126,What is the highest average energy consumed in the last 3 years among the following companies in GJ?,565200000.0,"908186.30, 928277.40, 936980.80"
127,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,NYSE_TTE,NYSE_TTE
128,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,61.27,"87.00, 14.77"
129,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,45.28,"84.00, 6.57"
130,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,NASDAQ_DASTY,Heidelberg-materials
131,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,1.9,2.00
132,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"157.0, 0.22","166.00, 157.00"
133,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,153.58,0.09
134,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in GJ?,"277171.2, 799738.3","743754.30, 172124.20"
135,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,NYSE_AZ,OTC_BAYZF
136,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,deutsche-telekom-ag,deutsche-telekom-ag
137,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,13.38,"0.00, 0.00"
138,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53,-0.20%
139,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,12.61,-8.10
140,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TWh?,"terna, NYSE_TTE","terna, NYSE_TTE"
141,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, NYSE_TTE","Heidelberg-materials, NYSE_TTE"
142,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"deutsche-telekom-ag, terna","deutsche-telekom-ag, terna"
143,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"4327.0, 21817500000.0","8.10, 8.20"
144,What is the average percentage of hazardous waste generated in 2023 among the following companies?,7.01,0.18
145,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in ascending order) among the following companies in MWh?,"OTC_SU, NYSE_TTE","OTC_SU, NYSE_TTE"
146,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,26.56,0.20
147,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,heidelberg-materials,GRI
148,Which company has the highest average energy consumed in the last 4 years among the following companies in MWh?,NYSE_TTE,OTC_SU
149,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,NYSE_AZ,136448.00
