index,question,value,response,correct
91,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_bayzf, munich-re"," otc_bayzf, munich-re",True
92,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,nyse_az, nyse_az,True
93,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,1900000.0, 4327.00,False
94,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57, 286.57,True
95,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,13.95, -5.42%,False
96,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",40754863.5, 40.75,False
97,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,otc_crerf, heidelberg-materials,False
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,26.56, 26.55,False
99,What is the highest average energy consumed in the last 4 years among the following companies in GWh?,154500.0, 12915.00,False
100,What is the highest average energy consumed in the last 3 years among the following companies in TWh?,157.0, 157.00,True
101,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,36.34, 36.35,False
102,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 1162801.5"," 33,175.00, 1,162,802.50",False
103,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tons CO2e?,"21490.0, 21817.5"," 21382.00, 21598.00",False
104,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,otc_adddf, otc_adddf,True
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,otc_esocf, otc_esocf,True
106,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5, 873133.50,True
107,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 0.03"," 31774.00, 30953.00",False
108,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,axa, axa,True
109,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5, 871133.50,False
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,30.71, 30.68,False
111,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"4327.0, 21817.5"," 4178.00, 4476.00",False
112,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.47, -9.54,False
113,What is the average percentage of hazardous waste generated in 2023 among the following companies?,7.01, 3.14,False
114,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,otc_su, otc_su,True
115,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01, -29.10%,False
116,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,otc_bayzf, otc_bayzf,True
117,What is the average percentage of hazardous waste generated in 2022 among the following companies?,16.07, 3.19,False
118,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,1.07, 0.56,False
119,Which company has the lowest total energy consumption over the last 4 years among the following companies in MWh?,otc_su, nyse_tte,False
120,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"20400000.0, 9889305.0"," 20,400,000.00, 9,889,305.00",True
121,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,vivendi, gri,False
122,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,1162801.5, 1162802.00,False
123,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
124,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,33.47, 33.45,False
125,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,6720000.0, 6.73,False
126,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,10.2, 10.10,False
127,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,0.84, 0.86,False
128,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5, 161.50,True
129,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,12.75, 186.89,False
130,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,2479587, 2479587.00,True
131,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,heidelberg-materials, heidelberg-materials,True
132,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0, 84.00,True
133,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,6279575.0, 98830.00,False
134,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,6.56, 6.56,True
135,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,38.77, 38.76,False
136,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,1.9, 1.90,True
137,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,vivendi, gri,False
138,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,66.12, 66.12,True
139,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 1162801.5"," 76492.00, 1162801.50",False
140,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_rwnef, otc_rwnef,True
141,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in TJ?,"120042.0, 346689.67"," 347068.00, 363226.00",False
142,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf, nasdaq_dasty,False
143,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re, munich-re,True
144,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,14.31, -50.00%,False
145,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62, -50.00,False
146,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,otc_rwnef, otc_rwnef,True
147,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in ascending order) among the following companies in MWh?,"otc_su, heidelberg-materials"," heidelberg-materials, otc_su",False
148,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"otc_su, nyse_tte"," otc_su, nyse_tte",True
149,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, otc_su"," prosiebensat1-media, otc_su (gri)",False
150,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tons CO2e?,"31363.5, 21817.5"," 31774.00, 30953.00.",False
151,Which companies have the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"heidelberg-materials, otc_su"," heidelberg materials, gri",False
152,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TWh?,"munich-re, nyse_tte"," nyse_tte, munich-re",False
153,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7, 74.75,False
154,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,nyse_tte, nyse_tte,True
155,Which company has the highest average energy consumed in the last 3 years among the following companies in TWh?,nyse_tte, heidelberg materials,False
156,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"nasdaq_dasty, axa"," nasdaq_dasty, axa",True
157,Which companies have the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,"nyse_tte, deutsche-telekom-ag", deutsche telekom ag,False
158,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0, 3.00,False
159,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,otc_su, gri,False
160,What is the highest percentage of hazardous waste generated in 2022 among the following companies?,6.16, 6.15,False
161,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8, -21.68%,False
162,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"munich-re, prosiebensat1-media"," munich re, prosiebensat.1 media",False
163,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,714.8, 714.80,True
164,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,73.65, 73.65,True
165,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,5.2, -5.20,True
166,Which company has the highest average energy consumed in the last 2 years among the following companies in MWh?,otc_su, gri,False
167,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tons CO2e?,6059047.0, 6059047.00,True
168,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"otc_rwnef, nyse_az"," nyse_az, otc_rwnef",False
169,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,munich-re, munich-re,True
170,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,vivendi, heidelberg-materials,False
171,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,35.09, 2.00,False
172,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"nyse_az, vivendi"," nyse_az, vivendi",True
173,What is the highest average energy consumed in the last 2 years among the following companies in MWh?,12747000.0, 127470.00,False
174,Which company has the lowest total energy consumption over the last 3 years among the following companies in MWh?,otc_su, heidelberg-materials,False
175,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,prosiebensat1-media, prosiebensat1-media,True
176,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"15664, 3751"," 15664.00, 44.00",False
177,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,otc_adddf, otc_rwnef,False
178,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,munich-re, munich-re,True
179,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,otc_bamgf, otc_bamgf,True
180,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16, 2.17,False
181,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"3751.0, 47652.0"," 8.00, 44.00",False
182,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,nyse_az, otc_bayzf,False
183,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_esocf, otc_bayzf"," otc_esocf, otc_bayzf",True
184,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in millions of cu.m?",16.92, 16.92,True
185,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,nasdaq_dasty, nasdaq_dasty,True
186,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in TWh?,"154.5, 1.22"," 154.50, 1.22",True
187,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"munich-re, otc_rwnef"," munich-re, otc_rwnef",True
188,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"12747.0, 282.31", 12747.00 gwh,False
189,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,nyse_tte, nyse_tte,True
190,What is the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,8.61, 6.38,False
191,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 6.16", 2.00,False
192,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727, 9889305"," 909727.00, 9889305.00",True
193,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,10200000.0, 10200000.00,True
194,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,12.13, -12.12,False
195,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,67.06, 67.00%,False
196,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"282.31, 33.17"," 282.31, 33.18",False
197,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"31363.5, 10759.5"," 31774.00, 30953.00",False
198,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,nyse_tte, nyse_tte,True
199,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, munich-re"," heidelberg materials, munich re",False
200,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,vivendi, vivendi,True
201,What are the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 13.44"," 80.60, 13.44",True
202,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 7.92"," 38.76, 0.18",False
203,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"6.16, 35.34"," 6.15, 35.41",False
204,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,munich-re, otc_esocf,False
205,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,4.02, -1.97,False
206,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,179.55, 179.55,True
207,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,otc_bamgf, otc_bamgf,True
208,Which company has the highest average energy consumed in the last 4 years among the following companies in GWh?,nyse_tte, nyse_tte,True
209,What are the top 2 highest values of average energy consumed in the last 4 years (sorted in descending order) among the following companies in GWh?,"154500.0, 12915.0", 12915.75,False
210,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,1.86, 1.86,True
211,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,13.86, 83.70,False
212,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,173.81, 173.79,False
213,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2eq?,"vivendi, axa"," vivendi, axa",True
214,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2-eq?,"nasdaq_dasty, otc_adddf"," nasdaq_dasty, otc_adddf",True
215,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,3086777, 3086777.00,True
216,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,3.85, -3.86,False
217,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"vivendi, heidelberg-materials"," heidelberg-materials, vivendi",False
218,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,10.52, 10.52,True
219,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,otc_bayzf, otc_bayzf,True
220,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2022 among the following companies?,vivendi, heidelberg-materials,False
221,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,otc_adddf, otc_adddf,True
222,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_bamgf, otc_esocf"," otc_bamgf, otc_esocf",True
223,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,5.42, -0.51%,False
224,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"nyse_tte, vivendi"," nyse_tte, vivendi",True
