index,question,value,response,correct
68,What were the net GHG lifecycle emissions (Scope 1+2+3) in tonnes of CO2 equivalent for the year 2021?,456,456.0,True
69,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2023?,65.6,66.3,False
70,What were the direct GHG emissions (Scope 1) in mmtonnes CO2eq for the year 2022?,39.39,38.69,False
71,What were the indirect GHG emissions (Scope 2) in tonnes of CO2 equivalent for the year 2023?,0.73,164.0,False
72,How much were the methane direct emissions (Scope 1) in Ktonnes CH4 for the year 2021?,54.5,39.1,False
82,"How many direct GHG emissions (Scope 1) were reported in 2023, measured in mmtonnes CO2eq?",9.36,9.36,True
83,"What was the direct GHG emissions (Scope 1) per equivalent produced electricity (Eni Power) in 2023, measured in gCO2eq/kWheq?",389,0.0389,False
84,What was the amount of direct GHG emissions (Scope 1) in 2023 measured in mmtonnes CO2 equivalent?,5.69,5.69,True
85,How many tonnes of CO2 equivalent were emitted directly (Scope 1) in 2022?,6,5690.0,False
86,What were the direct GHG emissions (Scope 1) in 2021 in mmtonnes CO2 equivalent?,6.72,5.69,False
87,What is the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2023 in tonnes CO2 equivalent per ktonnes?,232,0.02486,False
88,What was the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2022 in tonnes CO2 equivalent per ktonnes?,233,0.02444,False
89,What was the direct GHG emissions (Scope 1) to refinery throughputs ratio in 2021 in tonnes CO2 equivalent per ktonnes?,228,0.0232,False
90,What was the total weight of waste from production activities in 2023 (million of tonnes)?,3.4,3.4,True
91,How much hazardous waste was generated in 2023 (million of tonnes)?,2.1,2.7,False
92,What is the total weight of non-hazardous waste generated in 2023 (million of tonnes)?,1.3,1.3,True
93,What was the total weight of waste destined for disposal in 2023 (million of tonnes)?,2.8,5.6,False
94,What was the amount of recycled waste in 2021 in million of tonnes?,0.2,0.5,False
95,What was the amount of hazardous recycled waste in 2021 in million of tonnes?,0,0.2,False
96,What was the amount of non hazardous recycled waste in 2021 in million of tonnes?,0.2,1.3,False
97,How much hazardous waste was destined for disposal in 2023 (million of tonnes)?,1.9,1.1,False
98,What is the total weight of non-hazardous waste destined for disposal in 2023 (million of tonnes)?,0.9,0.8,False
99,What is the total number of suppliers assessed on social responsibility aspects in 2023?,6471,6471.0,True
100,How many suppliers were identified with criticalities or areas for improvement in 2022?,659,659.0,True
101,What is the count of suppliers with whom Eni has terminated relations in 2021?,34,34.0,True
102,What percentage of new suppliers were assessed using social criteria in 2023?,100,100.0,True
105,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2023?,0.69,0.69,True
106,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2022?,0.76,0.69,False
107,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2023?,0.21,0.21,True
108,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2022?,0.23,0.21,False
109,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2023?,0.89,1.18,False
110,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2022?,0.99,1.18,False
111,What was the percentage of waste for recovery in 2023?,87,88.0,False
112,What was the percentage of waste for recovery in 2022?,85,88.0,False
113,"How many valid supplier self-assessment questionnaires were available as of December 31, 2023?",1291,1291.0,True
114,"What was the total number of valid supplier self-assessment questionnaires available as of December 31, 2022?",1009,2290.0,False
115,What was the amount of non-hazardous waste generated in 2023 in kilotons?,496.1,496.1,True
116,How much non-hazardous waste was recorded in 2022 in kilotons?,381.3,496.1,False
117,What is the total amount of non-hazardous waste for the year 2021 in kilotons?,428,523.1,False
118,What quantity of recovered materials was reported in 2023 in kilotons?,467,467.0,True
119,How many kilotons of recovered materials were there in 2022?,364.1,467.0,False
120,What was the recovery amount in kilotons for the year 2021?,410.1,467.0,False
121,What was the disposed amount of waste in 2023 in kilotons?,29.1,0.02873,False
122,How much waste was disposed of in 2022 in kilotons?,17.3,0.02893,False
123,What was the disposed waste amount in 2021 in kilotons?,17.9,0.02873,False
124,What was the amount of hazardous waste in kilotons in 2023?,205.4,205.4,True
125,How much hazardous waste was recorded in kilotons for the year 2022?,162.2,205.4,False
126,What is the total amount of hazardous waste in kilotons for the year 2021?,141.3,205.4,False
127,What was the recovered amount in kilotons in 2023?,170.7,170.7,True
128,How much was recovered in kilotons in 2022?,107.5,170.7,False
129,What is the recovered amount in kilotons for the year 2021?,106.7,107.5,False
130,What was the disposed amount in kilotons in 2023?,34.7,34.7,True
131,How much was disposed of in kilotons in 2022?,54.7,34.7,False
132,What is the disposed amount in kilotons for the year 2021?,34.5,34.7,False
133,What was the percentage of total waste recycled in 2023?,91,0.12825,False
134,How much non-hazardous waste was disposed of in 2022 (metric kilotons)?,17.3,29.1,False
135,What was the amount of hazardous waste recovered in 2021 (metric kilotons)?,106.7,170.7,False
136,How much total waste was generated in 2023 (metric kilotons)?,701.5,585.6,False
137,What was the percentage of total waste recycled in 2022?,87,0.1282,False
138,How much low and intermediate-level radioactive waste was recorded in 2023 (metric tons)?,1374.1,1374.1,True
139,What was the amount of hazardous waste disposed of in 2022 (metric kilotons)?,54.7,17.9,False
140,What was the energy consumption within the organization in million GJ for the year 2023?,49,53.0,False
154,What was the fresh water consumption in million cubic meters for the year 2023?,< 1,1.0,False
155,What was the fresh water consumption in million cubic meters for the year 2022?,< 1,1.0,False
156,What was the fresh water consumption in million cubic meters for the year 2021?,< 1,1.0,False
157,What is the infrastructure leakage index (ILI) for the year 2023?,<=1.5,0.12345,False
158,What was the infrastructure leakage index (ILI) in 2022?,<=1.5,0.12345,False
159,What was the infrastructure leakage index (ILI) for the year 2021?,<=1.5,0.12345,False
168,What was the fresh water consumption in million cubic meters for the year 2023?,12.6,12.6,True
169,How much fresh water was withdrawn from water utilities in million cubic meters for the year 2022?,na.,101.1,False
170,What was the groundwater withdrawal in million cubic meters for the year 2023?,36.6,36.6,True
171,How much surface water was utilized in million cubic meters for the year 2023?,46.4,121.9,False
172,What was the amount of spring water sources in million cubic meters for the year 2023?,0.2,0.2,True
173,What was the amount of fresh water withdrawal in million cubic meters for the year 2023?,203.1,245.0,False
174,How much fresh water was discharged in million cubic meters in 2022?,216,216.0,True
175,What was the total fresh water consumption in million cubic meters for the year 2021?,53,53.0,True
176,What is the value of fresh water withdrawal in million cubic meters for the year 2022?,245,222.22222,False
177,What was the fresh water discharge in million cubic meters for the year 2023?,191,2331.0,False
178,How much fresh water consumption was recorded in million cubic meters for the year 2022?,29,53.0,False
179,What was the total greenhouse gas emissions in million metric tons (location-based) for the year 2023?,76.17,182.98,False
180,How many million metric tons of greenhouse gas emissions (market-based) were reported in 2022?,91.29,91.29,True
181,What is the amount of Scope 1 emissions in tonnes of CO2 equivalent for the year 2021?,3.71,2.88,False
182,What was the location-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2023?,3.46,3.38,False
183,What was the market-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2022?,5.83,5.83,True
184,How much were the location-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2021?,100.38,100.38,True
185,What was the market-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2023?,65.23,103.58,False
186,What was the total CO2 equivalent emissions in million metric tons for the year 2023?,2.01,3.71,False
187,How much did the power and heat generation contribute to CO2 equivalent emissions in million metric tons in 2022?,1.9,1.87,False
188,What were the fugitive emissions in million metric tons for the year 2021?,1.44,0.0,False
189,What is the CO2 equivalent emissions from company-owned vehicles in million metric tons for the year 2023?,0.05,0.04,False
190,What was the total CO2 equivalent emissions from fuels combustion in million metric tons in 2022?,0.05,0.1356,False
191,How much were the total CO2 equivalent emissions in million metric tons for the year 2021?,3.71,3.71,True
192,What are the power distribution losses based on location for the year 2023 of CO2 equivalents in million metric tons?,3.19,3.19,True
193,What were the power distribution losses based on location for the year 2022 of CO2 equivalents in million metric tons?,3.14,3.19,False
194,What were the power distribution losses based on location for the year 2021 of CO2 equivalents in million metric tons?,3.67,3.19,False
195,What are the power distribution losses based on market for the year 2023 of CO2 equivalents in million metric tons?,5.85,1.54,False
196,What were the power distribution losses based on market for the year 2022 of CO2 equivalents in million metric tons?,5.52,1.34,False
197,What were the power distribution losses based on market for the year 2021 of CO2 equivalents in million metric tons?,5.56,1.34,False
198,What is the amount of purchased power based on location for the year 2023 of CO2 equivalents in million metric tons?,0.27,0.27,True
199,What was the purchased power based on location for the year 2022 of CO2 equivalents in million metric tons?,0.25,0.27,False
200,"What was the purchased power based on location for the year 2021 of CO2, equivalents in million metric tons?",0.23,0.27,False
201,What is the amount of purchased power based on market for the year 2023 of CO2 equivalents in million metric tons?,0.32,0.32,True
202,What was the purchased power based on market for the year 2022 of CO2 equivalents in million metric tons?,0.31,0.32,False
203,What was the purchased power based on market for the year 2021 of CO2 equivalents in million metric tons?,0.17,0.32,False
204,What is the total amount based on location for the year 2023 of CO2 equivalents in million metric tons?,3.46,10.33,False
205,What was the total amount based on location for the year 2022 of CO2 equivalents in million metric tons?,3.38,11.53,False
206,What was the total amount based on location for the year 2021 of CO2 equivalents in million metric tons?,3.9,11.53,False
207,What is the total amount based on market for the year 2023 of CO2 equivalents in million metric tons?,6.17,11.54,False
208,What was the total amount based on market for the year 2022 of CO2 equivalents in million metric tons?,5.83,11.54,False
209,What was the total amount based on market for the year 2021 of CO2 equivalents in million metric tons?,5.73,11.54,False
210,What was the total CO2 equivalents location based in million metric tons for the year 2023?,70.69,35.95,False
211,How much CO2 equivalents of purchased power was sold to end-customers (location-based) in million metric tons in 2022?,40.48,35.95,False
212,What was the value of CO2 equivalents of purchased power sold to end-customers (market-based) in million metric tons for the year 2021?,54.75,22.58,False
213,What is the CO2 equivalents of combustion of natural gas sold to end-customers in million metric tons for the year 2023?,30.12,65.65,False
214,What was the amount of CO2 equivalents of purchased goods and services in million metric tons for the year 2022?,2.81,0.02873,False
215,How much CO2 equivalents of power and heat generation from leased assets was recorded in million metric tons in 2021?,1.29,0.0291,False
216,What were the CO2 equivalents of total employee commuting emissions in million metric tons for the year 2023?,0.06,0.022,False
217,How much were the CO2 equivalents of upstream processes of leased assets (leased vehicles) in million metric tons in 2022?,0.02,0.022,False
218,What were the CO2 equivalents of total business travel emissions in million metric tons for the year 2021?,0,0.006,False
220,How much were the total GHG emissions (market-based) in million metric tons for the year 2022?,82.58,65.23,False
221,What was the amount of NOx emissions in metric tons for the year 2023?,2501,2501.0,True
222,How many metric tons of SO2 emissions were recorded in 2022?,652,1026.0,False
223,What was the total amount of Dust emissions in metric tons for the year 2021?,61,114.0,False
224,What was the amount of NOx emissions in metric tons for the year 2022?,1727,2501.0,False
225,How many metric tons of SO2 emissions were recorded in 2023?,828,1056.0,False
226,What was the total amount of Dust emissions in metric tons for the year 2022?,51,114.0,False
227,What was the amount of NOx emissions in metric tons for the year 2021?,1716,2501.0,False
228,How many metric tons of SO2 emissions were recorded in 2021?,581,828.0,False
229,What was the total amount of Dust emissions in metric tons for the year 2023?,53,114.0,False
240,What is the total weight of low and intermediate-level radioactive waste generated in 2023 in metric tons?,1374.1,1374.1,True
241,How much low and intermediate-level radioactive waste was generated in 2022 in metric tons?,1105.7,1374.1,False
242,What is the total weight of low and intermediate-level radioactive waste generated in 2021 in metric tons?,1420.2,1374.1,False
243,What is the total weight of high-level radioactive waste generated in 2023 in metric tons?,0,65.0,False
244,How much high-level radioactive waste was generated in 2022 in metric tons?,0,0.0,True
245,What was the total weight of high-level radioactive waste generated in 2021 in metric tons?,65,0.0,False
246,What was the percentage of recycled and/or sustainably managed paper in the office in 2023?,67,0.62,False
247,What was the percentage difference of share of recycled and/or sustainably managed paper in the office between 2023 and 2019?,7,0.0152,False
248,What percentage of recycled and/or sustainably managed paper was used in marketing and distribution in 2022?,72,0.81274,False
249,What is the difference in percentage of recycled and/or sustainably managed paper was used in marketing and distribution between 2023 and 2025?,-17,0.01,False
250,What was the total percentage of recycled and/or sustainably managed paper in 2019?,62,73.0,False
251,What was the difference in the total percentage of recycled and/or sustainably managed paper between 2023 and 2022?,4,1.0,False
252,What was the percentage of waste recycled from total sorted/total waste in 2023?,55,0.48671,False
253,What was the difference of percentage of waste recycled from total sorted/total waste between 2023 and 2025?,60,-0.13,False
254,What was the total fossil energy consumption related to own operations in 2023 (MWh)?,94903,332604.0,False
255,What was the percentage difference of total fossil energy consumption related to own operations between 2023 and 2019?,54,-0.14136,False
256,How much total renewable energy was consumed in 2022 (MWh)?,135946,111209.0,False
257,How much percentage difference is there for the total renewable energy consumed between 2023 and 2022?,-7,-0.07714,False
258,What is the total electricity consumption related to own operations in 2022 (MWh)?,188985,248277.0,False
259,What is the percentage difference of total electricity consumption related to own operations between 2023 and 2025?,-30,0.14136,False
260,What was the total energy consumption related to own operations in 2019 (MWh)?,332604,332604.0,True
261,What was the percentage difference of total energy consumption related to own operations between 2023 and 2019?,-33,-0.10834,False
262,What was the energy intensity based per revenue in 2023 (Mwh/€ Million)?,2.2,2.8,False
263,What was the percentage difference of energy intensity based per revenue between 2023 and 2022?,-11,0.14258,False
266,What was the share of renewable electricity in 2023 (%)?,63,55.0,False
267,What was the difference of percentage of renewable electricity between 2023 and 2025?,100,-0.01,False
268,What was the total fossil energy consumption related to own operations in 2022 (MWh)?,110451,332604.0,False
269,What was the difference of total fossil energy consumption related to own operations between 2023 and 2019 (%)?,54,-0.14112,False
271,How much water was consumed in 2022 (m3)?,447929,11700000.0,False
272,How much different is the consumption of water between 2023 and 2022 (%)?,7,0.0722,False
273,What it the water consumption per person in 2019?,6.9,6.9,True
274,What it the water consumption per person in 2023?,3.9,6.9,False
275,What is the percentage difference in water consumption between 2019 and 2023?,43,0.18052,False
276,What is the percentage difference in water consumption per person between 2022 and 2023?,5,1.76381,False
277,What was the total gross Scope 1 GHG emissions in 2022 in tonnes of CO2 equivalent?,21382,33617.0,False
278,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2025 in tonnes of CO2 equivalent?,-25,0.00011,False
279,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2022 in tonnes of CO2 equivalent?,1,0.00011,False
280,How much were the gross market-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,30712,59232.0,False
281,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2025 in tonnes of CO2 equivalent?,-35,0.17647,False
282,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2019 in tonnes of CO2 equivalent?,-48,0.17431,False
283,What were the total gross indirect (Scope 3) GHG emissions market-based in 2022 in tonnes of CO2 equivalent?,185354,351389.0,False
284,What was the percentage difference of total gross indirect (Scope 3) GHG emissions market-based in 2023 and 2019 in tonnes of CO2 equivalent?,-35,0.18166,False
287,What was the total GHG emissions (Market-based) per person in 2022 in tCO2 eq/FTE?,2.2,2.9,False
288,What was the percentage difference of total GHG emissions (Market-based) per person between 2023 and 2022 in tCO2 eq/FTE?,-16,0.38747,False
289,What was the GHG emissions from employee commuting per person in 2023 in tCO2 eq/FTE?,0.6,1.0,False
290,What was the difference of the GHG emissions from employee commuting per person between 2023 and 2019 in tCO2 eq/FTE (%)?,-42,0.4,False
291,What was the total weight of waste generated in 2022 in tons?,5070,1412.88,False
292,How much unsorted waste was recorded in 2023 in tons?,1955,2444.61538,False
293,What is the total weight of waste generated in 2023 in tons?,4350,1412.88,False
294,What was the total weight of unsorted waste in 2022 in tons?,2757,11622.0,False
295,What was the total weight of unsorted waste in 2021 in tons?,4681,11622.0,False
296,What is the percentage of waste recycled in 2023 as a percentage of total sorted/total waste?,55,0.48671,False
297,What was the total weight of waste generated in 2019 in tons?,7129,1412.88,False
298,What was the percentage of green material content in our products in 2023?,29,36.0,False
299,How much of the primary and secondary packaging was free from single-use plastic using recycled cardboard in 2022 (%)?,45,0.41275,False
301,How many metric tons of avoided primary resource consumption were achieved through take-back at end-of-use in 2020?,60149,57052.0,False
303,What was the amount of measured renewable electricity generated on site and sold back to the grid in 2023 in MWh?,2960,2960.0,True
304,How much grid electricity was consumed in 2022 in MWh?,107019,148720.0,False
305,What is the total amount of purchased renewable electricity recorded in 2023 in MWh?,72632,77831.0,False
306,What was the district heating consumption in 2021 in MWh?,5491,2490.0,False
307,How much fuel oil was consumed in 2022 in MWh?,855,1228.0,False
308,What was the gas consumption in 2023 in MWh?,21008,21008.0,True
309,How much electricity has been sourced from renewables in 2020 (%)?,80,92.0,False
310,What was the total amount of coal consumed in 2021 in MWh?,0,0.0,True
311,How much renewable fuel and heat was consumed in 2022 in MWh?,0,0.0,True
312,What percentage of electricity sourced from renewables was recorded in 2023?,88,88.0,True
313,What was the estimated total energy consumption from non-renewable sources in MWh for the year 2023?,417294,417294.0,True
314,How much estimated total energy consumption from renewable sources was recorded in MWh for the year 2023?,707033,707033.0,True
315,What was the total estimated energy consumption in MWh for the year 2023?,1124327,1124327.0,True
316,What was the measured energy consumption from grid electricity in MWh for the year 2023?,82590,108263.0,False
317,What was the total estimated energy consumption from gas in MWh for the year 2023?,190088,190088.0,True
318,How much fuel oil was consumed in MWh for the year 2023?,12991,12991.0,True
319,What was the estimated total percentage of renewable energy for the year 2023?,62.9,62.9,True
320,What was the estimated total percentage of non-renewable energy for the year 2023?,37.1,37.1,True
321,What was the total amount of surface water withdrawn in 2023 in m3?,17699,17699.0,True
322,How much groundwater was withdrawn in 2022 in m3?,492308,472199.0,False
323,What is the total volume of water withdrawn from third-party sources in 2021 in m3?,1507606,1377377.0,False
324,What was the total amount of surface water withdrawn in 2020 in m3?,17461,17699.0,False
325,How much total water was withdrawn in 2023 in m3?,1899190,1928032.0,False
326,What was the total water withdrawal from areas with water stress in 2022 in m3?,842216,1928032.0,False
327,What percentage of sites in water-stressed areas had a water conservation strategy in 2023?,73,73.0,True
328,What was the total amount of water withdrawn for cooling in 2021 in m3?,879602,813411.0,False
329,What was the total water withdrawal intensity reduction compared to 2017 in 2022 (%)?,-48,-100.0,False
330,How much total water was withdrawn in 2020 in m3?,1928032,1928032.0,True
331,What was the total Scope 3 per euro turnover in 2023 in TCO2e/ million €?,1581,"305-4, 2614.0",False
332,How many other relevant indirect (Scope 3 upstream) GHG emissions were reported in 2022 in TCO2e?,8613192,7766994.0,False
333,What was the amount of purchased goods and services in 2021 in TCO2e?,7278733,6829733.0,False
334,What was the total for capital goods in 2020 in TCO2e?,63863,55361.0,False
335,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,40652.0,True
336,What was the transportation of goods paid by the Group in 2022 in TCO2e?,670840,563643.0,False
337,How much waste was generated in operations in 2021 in TCO2e?,42760,34927.0,False
338,What was the business travel GHG emissions in 2020 in TCO2e?,33304,56501.0,False
339,How many TCO2e were attributed to employee commuting in 2023?,181977,181977.0,True
340,What was the amount of other relevant indirect (Scope 3 downstream) GHG emissions in 2022 in TCO2e?,52175356,49010970.0,False
341,How many TCO2e were related to the transportation of goods not paid by the Group in 2021?,485877,481039.0,False
342,What was the GHG emissions from the use of sold products in 2023 in TCO2e?,44223749,44223749.0,True
343,How much GHG emissions were attributed to the end-of-life treatment of sold products in 2022 in TCO2e?,4465596,4306182.0,False
344,How many zero-CO2 sites were reported in 2021?,51,101.0,False
345,What was the saved GHG emissions thanks to sold products and services in 2023 in TCO2e?,52434385,52434385.0,True
346,How many avoided GHG emissions were reported in 2022 thanks to sold products and services in TCO2e?,41674416,60163742.0,False
347,What was the cumulative CO2 saved and avoided thanks to sold products and services since 2021 in TCO2e?,346960969,122615943.0,False
348,What was the estimated total Scope 1 and 2 GHG emissions (market-based) in 2023 in TCO2e?,202232,229177.0,False
349,How much were the estimated total Scope 1 and 2 GHG emissions (market-based) in 2022 in TCO2e?,229177,229177.0,True
350,What was the absolute reduction compared to the base year of GHG emissions between 2021 and 2023 in percentage?,-31.20,-31.2,True
351,What were the total emissions for Scope 1 and 2 per euro turnover in 2023 in TCO2e/ million?,5.6,12.56,False
352,What were the direct (Scope 1) GHG emissions in 2023 in TCO2e?,112792,112792.0,True
353,What were the direct (Scope 1) GHG emissions of fuel oil in 2022 in TCO2e?,4414,3116.0,False
354,What were the direct (Scope 1) GHG emissions of gas in 2021 in TCO2e?,56776,38968.0,False
355,What were the direct (Scope 1) GHG emissions of coal in 2020 in TCO2e?,0,0.0,True
356,What were the direct (Scope 1) GHG emissions of the vehicle fleet in 2023 in TCO2e?,61492,61492.0,True
357,What were the direct (Scope 1) GHG emissions of SF6 in 2022 in TCO2e?,4606,4054.0,False
358,What was the SF6 leakage rate in 2023 in percentage?,0.08,0.08,True
359,What was the target SF6 leakage rate in 2022 in percentage?,0.11,0.11,True
360,What were the estimated Scope 1 GHG emissions of sites out of reporting perimeter in 2021 in TCO2e?,10853,5162.0,False
361,What were the energy indirect (Scope 2) GHG emissions in 2023 in TCO2e?,89440,109730.0,False
362,What were the energy indirect (Scope 2) GHG emissions of grid electricity (market-based) in 2022 in TCO2e?,49674,39476.0,False
363,What were the energy indirect (Scope 2) GHG emissions of renewable electricity (market-based) in 2021 in TCO2e?,701,703.0,False
364,What were the energy indirect (Scope 2) GHG emissions of district heating in 2020 in TCO2e?,11550,4853.0,False
365,What were the estimated Scope 2 GHG emissions of sites out of reporting perimeter (market-based) in 2023 in TCO2e?,42961,42961.0,True
366,What were the other relevant indirect (Scope 3) GHG emissions in 2023 in TCO2e?,56777964,56777964.0,True
367,What was the absolute variation of indirect GHG emissions scope 3 compared to the base year (2021) in 2022 in percentage?,-11.60,-0.04229,False
368,What was the estimated coverage of VOC emissions in 2023 (%)?,90,90.0,True
369,How many kilograms of VOC emissions were estimated in 2022?,308520,308520.0,True
370,What was the ratio of VOC emissions per million euros of turnover in 2021?,11.8,0.085,False
371,What is the estimated coverage of VOC emissions in 2020 in percentage?,90,90.0,True
372,How many kilograms of VOC emissions were estimated in 2023?,304975,308520.0,False
373,What was the VOC emissions per million euros of turnover in 2022?,9,8.5,False
374,What was the VOC emissions per million euros of turnover in 2020?,17.5,8.5,False
375,How many kilograms of VOC emissions were estimated in 2020?,440442,308520.0,False
376,What was the total amount of waste generated in metric tons for the year 2023?,124139,124139.0,True
377,How much non-hazardous waste was generated in metric tons in 2022?,123311,128267.0,False
378,What is the total weight of hazardous waste generated in metric tons for the year 2021?,8549,8574.0,False
379,How many metric tons of non-hazardous waste were reused or recycled in 2023?,105593,105593.0,True
380,What was the total weight of hazardous waste channeled according to Schneider Electric expectations in metric tons for the year 2022?,8091,8549.0,False
381,How much non-hazardous waste was reduced in metric tons in 2023?,21098,21098.0,True
382,What is the total weight of hazardous waste generated per million euros of turnover in 2022?,0.24,0.21,False
383,How many 'Waste-to-Resource' sites were reported in 2023?,137,137.0,True
384,What was the total weight of non-hazardous waste generated in metric tons for the year 2020?,117607,128267.0,False
385,How much hazardous waste was incinerated with energy recovery in metric tons in 2021?,6964,6871.0,False
386,What is the amount of hazardous waste not destined for disposal for preparation for reuse in metric tons for the year 2023?,7573,1576.0,False
387,How much non-hazardous waste was landfilled or incinerated without energy recovery in metric tons for the year 2022?,5025,5753.0,False
388,What was the total energy consumption within the organization in millions of Mwh for the year 2023?,3.09,114.56,False
389,What was the total energy consumption within the organization in millions of Mwh for the year 2022?,3.18,11.7625,False
390,What was the total energy consumption within the organization in millions of Mwh for the year 2021?,3.22,11.7625,False
391,How much energy did Fresenius Kabi consume in millions of Mwh in 2023?,1.76,1.76,True
392,How much energy did Fresenius Kabi consume in millions of Mwh in 2022?,1.8,1.76,False
