index,question,value,response
15,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_SU,Response too long
16,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_SU,"OTC_SU |

| Company name: OTC_SU |

| GRI                 | Indicators                                                                                 | Units                  | 2023   | 2022   | 2021   | 2020   |
|:--------------------|:-------------------------------------------------------------------------------------------|:-----------------------|:-------|:-------|:-------|:-------|
| nan                 | Estimated coverage (% waste generation)                                                    | %                      | 87%    | 86%    | 87%    | 90%    |
| 306-3               | Total waste generated                                                                      | metric tons            | 124139 | 131402 | 136816 | 125292 |
| 306-3               | Total waste generated/Turnover                                                             | metric tons/ million € | 3.46   | 3.84   | 4.73   | 4.98   |
| 306-3, 306-"
17,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,2.34,Response too long
18,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,5.6,Response too long
19,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,OTC_BAMGF,"OTC_SU |

| Company name: OTC_SU |

| GRI                 | Indicators                                                                                 | Units                  | 2023   | 2022   | 2021   | 2020   |
|:--------------------|:-------------------------------------------------------------------------------------------|:-------|:-------|:-------|:-------|
| nan                 | Estimated coverage (% waste generation)                                                    | %      | 87%    | 86%    | 87%    | 90%    |
| 306-3               | Total waste generated                                                                      | metric tons            | 124139 | 131402 | 136816 | 125292 |
| 306-3               | Total waste generated/Turnover                                                             | metric tons/ million € | 3.46   | 3.84   | 4.73   | 4.98   |
| 306-3, 306-4, 306-5 | Non-hazardous waste generated                                                              | metric tons            | 116566 | 123311 | 128267 | 117607 |
| 306-3, 306-4, 306-5 | of which reused or recycled                                                                | metric tons            | 105593 | 111567 | 115550 | 113211 |
| 306-3, 306-4, 306-5 | of which incinerated with energy recovery                                                  | metric tons            | 6871   | 6719   | 6964   | na     |
| 306-5               | of which landfilled or incinerated without energy recovery                                 | metric tons            | 4102   | 5025   | 5753   | 4396   |
| 306-5               | Non-hazardous waste reduction                                                              | metric tons            | 21098  | 11941  | 13667  | 7729   |
| 306-2               | Share of non-hazardous waste recovered or reduced                                          | %                      | 97.0%  | 96.3%  | 95.9%  | 96.5%  |
| 306-3               | Hazardous waste generated                                                                  | metric tons            | 7573   | 8091   | 8549   | 7685   |
| 306-5               | Hazardous waste channeled according to Schneider Electric expectations                     | metric tons            | 7573   | 8091   | 8549   | 7667   |
| 306-5               | Hazardous waste intensity reduction against 2017                                           | %                      | -50%"
20,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 282307.0",Response too long
21,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,7.61,No answer in the response
22,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"munich-re, OTC_SU, deutsche-telekom-ag",Response too long
23,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.57,No answer in the response
24,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,80.19,Response too long
25,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_ESOCF, OTC_CRERF, OTC_BAYZF","OTC_BAYZF#OTC_BAMGF#OTC_CRERF

"
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,32.84,Response too long
27,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_ESOCF,Response too long
28,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,84.0,Response too long
29,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re",Response too long
30,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.4,Response too long
31,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,420.52,Response too long
32,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,OTC_BAYZF,"NYSE_AZ |

| Unnamed: 0                                                 | 2023 | 2022 | Delta (%)   |
|:-----------------------------------------------------------|-------:|-------:|:------------|
| Gross Scope 1 GHG emissions                                |  31774 |  30953 | 2.7         |
| Gross market-based Scope 2 GHG emissions                   |   7929 |  30490 | (74.0)      |
| Gross location-based Scope 2 GHG emissions                 | 112228 | "
33,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,Response too long
34,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, OTC_SU",Response too long
35,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,NASDAQ_DASTY,No answer in the response
36,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,Response too long
37,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 76992.0, 1162801.5, 94006047.43, 161500000.0",Response too long
38,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,NYSE_TTE,"OTC_DPSGY |

"
39,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re, OTC_DPSGY, heidelberg-materials, NYSE_TTE",Response too long
40,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,71.14,Response too long
41,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"NASDAQ_DASTY, vivendi, munich-re",Response too long
42,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01, 0.02",Response too long
43,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,537224692.85,Response too long
44,What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,66.35,Response too long
45,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"OTC_ADDDF, NYSE_AZ, munich-re","61.9#85.4#53.07#51.7 |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
46,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,"10007#11388 |

"
47,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,40300000.0,4.92448e+06#5.41743e+06
48,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"OTC_RWNEF, OTC_BAYZF, munich-re",Response too long
49,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,Response too long
50,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,OTC_BAYZF,Response too long
51,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,363404.0,2
52,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,43790000.0,Response too long
53,What is the highest average energy consumed in the last 2 years among the following companies in GWh?,94006.05,Response too long
54,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,OTC_ESOCF,"OTC_BAYZF#OTC_CRERF#OTC_BAMGF |

"
55,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,OTC_ESOCF,Response too long
56,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, NASDAQ_DASTY, OTC_SU, heidelberg-materials, NYSE_TTE",Response too long
57,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"NYSE_TTE, heidelberg-materials",Response too long
58,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"heidelberg-materials, OTC_DPSGY, deutsche-telekom-ag",Response too long
59,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,43.68,Response too long
60,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,63.37,Response too long
61,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.73,Response too long
62,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"282307.0, 1162801.5, 12747000.0",Response too long
63,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.24,22.7#20.7#21.7#22.2#21.9#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#22.2#22.7#
64,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,OTC_RWNEF,Response too long
65,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"157.0, 96.3",Response too long
66,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,12180000.0,Response too long
67,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,"9.8#21 | none |

"
68,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,Response too long
69,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,6.05905e+06
70,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,Response too long
71,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"277.17, 4186.09, 125188.2, 338421.5, 581400.0",Response too long
72,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,OTC_RWNEF,Response too long
73,What are the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"0.91, 9.89, 13.44, 20.4, 80.6",4.92448e+06#5.41743e+06#4.72231e+06#4.84016e+06#4.09721e+06
74,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,OTC_RWNEF,Response too long
75,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.0, 0.01, 0.04",Response too long
76,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_ESOCF,Response too long
77,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,Response too long
78,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5,Response too long
79,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727.0, 9889305.0",4.72231e+06#5.41743e+06
80,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",25047806.4,35.4#45.2 |
81,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0,Response too long
82,What are the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"161.5, 94.01, 34.77, 1.16",Response too long
83,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03, 0.04","61.9#85.4#33093#43664 |

### Solution
"
84,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_RWNEF, OTC_ESOCF",Response too long
85,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"NASDAQ_DASTY, OTC_SU, OTC_DPSGY, heidelberg-materials, NYSE_TTE",Response too long
86,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_RWNEF,Response too long
87,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,Response too long
88,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"94006.05, 34774.5, 12747.0",Response too long
89,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 31363.5, 21817.5",Response too long
90,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,109300000.0,Response too long
91,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa",Response too long
92,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62,12.00%
93,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,NYSE_TTE,1276.7#953.1
94,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"vivendi, OTC_ADDDF, OTC_BAYZF",17982#13900#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26.5#13351#19.3#26
95,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,153984.0,Response too long
96,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,Response too long
97,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,Response too long
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,98.47,Response too long
99,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,161500.0,"35056#33.27#33.64#34493#3062 |

#### and its corresponding scale is: none"
100,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,536.73,Response too long
101,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, deutsche-telekom-ag, OTC_SU, munich-re, NASDAQ_DASTY",Response too long
102,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 38378.5, 21817.5",11228#10291#12330#43664 |
103,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53,"12.00% |

"
104,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,66350.0,Response too long
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,NYSE_AZ,Response too long
106,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,133.03,Response too long
107,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,338421.5,Response too long
108,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,73.65,85.4#61.9
109,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_DPSGY,Response too long
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,6.17,Response too long
111,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,NASDAQ_DASTY,Response too long
112,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,Response too long
113,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,NASDAQ_DASTY,Response too long
114,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_ESOCF,Response too long
115,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,73650000.0,Response too long
116,Which companies have the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"munich-re, OTC_BAMGF, OTC_BAYZF, OTC_CRERF, OTC_ESOCF","OTC_BAYZF#OTC_CRERF#OTC_ESOCF#OTC_BAMGF#OTC_BAYZF#OTC_CRERF#OTC_ESOCF#OTC_BAMGF |

"
117,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,"OTC_ESOCF, munich-re, NYSE_AZ",Response too long
118,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,44.88,Response too long
119,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,OTC_ESOCF,Response too long
120,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 4186.09",Response too long
121,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,45.51,Response too long
122,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,98830000.0,Response too long
123,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,NASDAQ_DASTY,Response too long
124,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.01, 0.02, 1.9",61.9#85.4#19.3#13.3#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.34#16.79#16.
125,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,axa,Response too long
126,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,76.45,0.47
127,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.51,Response too long
128,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,47.0,Response too long
129,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 20.4, 13.44",4.92448e+06#5.41743e+06#4.72231e+06
130,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.8,No answer in the response
131,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"94006047.43, 12747000.0, 1162801.5, 282307.0, 76992.0",Response too long
132,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,OTC_BAYZF,"OTC_CRERF#OTC_ESOCF#OTC_BAYZF#OTC_BAMGF |

"
133,Which company has the highest average energy consumed in the last 2 years among the following companies in GWh?,heidelberg-materials,Response too long
134,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,Response too long
135,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,873.13,"124139#131402 | none |

### Solution
"
136,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,vivendi,"OTC_ADDDF |

"
137,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,109.3,Response too long
138,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,Response too long
139,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"NASDAQ_DASTY, vivendi, axa",Response too long
140,What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 1.9, 0.04",Response too long
141,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,18.12,Response too long
142,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, OTC_BAMGF",OTC_BAYZF#OTC_CRERF
143,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.49,Response too long
144,Which companies have the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_RWNEF, OTC_BAYZF, NYSE_AZ, OTC_ADDDF",Response too long
145,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,0.96,Response too long
146,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,Response too long
147,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,Response too long
148,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,1605647.0,"3086777#3192798 |

"
