index,question,value,response
13,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,NASDAQ_DASTY,Response too long
14,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,395593201.0,Response too long
15,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_SU,Response too long
16,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,OTC_SU,Response too long
17,What is the average percentage variation of direct GHG emissions from 2022 to 2023 among the following companies?,2.34,Response too long
18,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,5.6,Response too long
19,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,OTC_BAMGF,OTC_SU
20,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 282307.0",Response too long
21,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,7.61,Response too long
22,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"munich-re, OTC_SU, deutsche-telekom-ag",Response too long
23,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.57,Response too long
24,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,80.19,Response too long
25,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_ESOCF, OTC_CRERF, OTC_BAYZF",OTC_BAYZF#OTC_CRERF#OTC_BAMGF
26,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,32.84,Response too long
27,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,OTC_ESOCF,Response too long
28,What is the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,84.0,Response too long
29,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re",Response too long
30,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.4,Response too long
31,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,420.52,Response too long
32,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tons CO2e?,OTC_BAYZF,Response too long
33,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,Response too long
34,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"heidelberg-materials, OTC_SU",Response too long
35,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,NASDAQ_DASTY,Response too long
36,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,66.59,Response too long
37,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"33175.0, 76992.0, 1162801.5, 94006047.43, 161500000.0",Response too long
38,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,NYSE_TTE,Deutsche Telekom AG
39,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re, OTC_DPSGY, heidelberg-materials, NYSE_TTE",Response too long
40,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,71.14,Response too long
41,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"NASDAQ_DASTY, vivendi, munich-re",Response too long
42,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.0, 0.01, 0.02",Response too long
43,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,537224692.85,Response too long
44,What is the lowest total energy consumption over the last 2 years among the following companies in GWh?,66.35,Response too long
45,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"OTC_ADDDF, NYSE_AZ, munich-re",24.5#23.8#21.6
46,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,873133.5,Response too long
47,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,40300000.0,4.92448e+06#4.84016e+06
48,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"OTC_RWNEF, OTC_BAYZF, munich-re",Response too long
49,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,540925.0,Response too long
50,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,OTC_BAYZF,Response too long
51,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,363404.0,Response too long
52,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,43790000.0,Response too long
53,What is the highest average energy consumed in the last 2 years among the following companies in GWh?,94006.05,Response too long
54,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in millions of cu.m?,OTC_ESOCF,OTC_BAYZF
55,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in TCO2eq?,OTC_ESOCF,Response too long
56,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"prosiebensat1-media, NASDAQ_DASTY, OTC_SU, heidelberg-materials, NYSE_TTE",Response too long
57,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"NYSE_TTE, heidelberg-materials",Response too long
58,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"heidelberg-materials, OTC_DPSGY, deutsche-telekom-ag",Response too long
59,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,43.68,Response too long
60,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,63.37,Response too long
61,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.73,Response too long
62,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"282307.0, 1162801.5, 12747000.0",Response too long
63,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.24,"22.7 | step | output |
| 1 | Arithmetic |
| 2 | 22.7#22.2#25.1#24.7 |
| 3 | (22.7 + 22.2) / (24.7 + 25.1) |
| 4 | 22.9 |
|"
64,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,OTC_RWNEF,Response too long
65,What are the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in TWh?,"157.0, 96.3",Response too long
66,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,12180000.0,Response too long
67,What is the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,1.8,"9.8#45.2#35.4 |

The corresponding scale is: none |

Finally, present the final answer in the format: """
68,What is the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,84.0,Response too long
69,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,98.83,OTC_ESOCF
70,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,Response too long
71,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"277.17, 4186.09, 125188.2, 338421.5, 581400.0",Response too long
72,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,OTC_RWNEF,Response too long
73,What are the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"0.91, 9.89, 13.44, 20.4, 80.6",4.92448e+06#4.84016e+06#5.04914e+06#4.72231e+06#4.84016e+06#4.92448e+06#4.72231e+06#5.04914e+06#4.84016e+06#4.92448e+06 |
74,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,OTC_RWNEF,Response too long
75,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.0, 0.01, 0.04",Response too long
76,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_ESOCF,Response too long
77,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,2.16,Response too long
78,What is the highest average energy consumed in the last 2 years among the following companies in TWh?,161.5,Response too long
79,What are the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"909727.0, 9889305.0",4.72231e+06#5.41743e+06
80,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",25047806.4,35.4#45.2
81,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0,Response too long
82,What are the top 4 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"161.5, 94.01, 34.77, 1.16",Response too long
83,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in MtCO2eq?,"0.02, 0.03, 0.04",24.1#23.8#21.6
84,Which companies have the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_RWNEF, OTC_ESOCF",Response too long
85,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in TJ?,"NASDAQ_DASTY, OTC_SU, OTC_DPSGY, heidelberg-materials, NYSE_TTE",Response too long
86,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_RWNEF,Response too long
87,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,prosiebensat1-media,Response too long
88,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in GWh?,"94006.05, 34774.5, 12747.0",Response too long
89,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 31363.5, 21817.5",Response too long
90,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,109300000.0,Response too long
91,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, axa",Response too long
92,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,4.62,12.7%
93,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,NYSE_TTE,OTC_CRERF
94,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"vivendi, OTC_ADDDF, OTC_BAYZF","61.9#85.4#19.3 | step | output |
| 1 | Multiple spans |
| 2 | OTC_ADDDF#OTC_BAYZF#OTC_RWNEF |
| 3 | N.A. |
| 4 | 19.3#85.4#61.9 |
| 5 | none |

Finally, present the final answer in the format: """
95,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,153984.0,Response too long
96,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,Response too long
97,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,74.7,Response too long
98,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,98.47,Response too long
99,What is the highest average energy consumed in the last 2 years among the following companies in million kWh?,161500.0,Deutsche Telekom AG
100,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,536.73,Response too long
101,Which companies have the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, deutsche-telekom-ag, OTC_SU, munich-re, NASDAQ_DASTY",Response too long
102,What are the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"73650000.0, 1900000.0, 38378.5, 21817.5",11228#10291#12330#43664
103,What is the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,5.53,Response too long
104,What is the lowest total energy consumption over the last 2 years among the following companies in MWh?,66350.0,Response too long
105,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,NYSE_AZ,Response too long
106,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,133.03,Response too long
107,What is the highest average energy consumed in the last 2 years among the following companies in TJ?,338421.5,Response too long
108,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,73.65,OTC_BAYZF
109,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,OTC_DPSGY,Response too long
110,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,6.17,Response too long
111,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,NASDAQ_DASTY,Response too long
112,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,61.05,Response too long
113,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,NASDAQ_DASTY,Response too long
114,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,OTC_ESOCF,Response too long
115,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,73650000.0,Response too long
116,Which companies have the top 5 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in million cubic meters?,"munich-re, OTC_BAMGF, OTC_BAYZF, OTC_CRERF, OTC_ESOCF","OTC_BAYZF#OTC_CRERF#OTC_ESOCF#OTC_BAMGF#OTC_BAYZF |

"
117,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in MtCO2eq?,"OTC_ESOCF, munich-re, NYSE_AZ",Response too long
118,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,44.88,Response too long
119,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,OTC_ESOCF,Response too long
120,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TJ?,"338421.5, 4186.09",Response too long
121,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,45.51,Response too long
122,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,98830000.0,Response too long
123,Which company has the largest percentage of energy consumption from renewable sources in 2022 among the following companies?,NASDAQ_DASTY,Response too long
124,What are the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.01, 0.02, 1.9",61.9#85.4#19.3#26.5#17982#13900#21.6#23.8#6.1#12837#19.3#26.5#17982#13900#21.6#23.8#6.1#12837#19.3#26.5 |
125,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,axa,Response too long
126,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,76.45,0.02
127,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,6.51,Response too long
128,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,47.0,Response too long
129,What are the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"80.6, 20.4, 13.44",4.92448e+06#4.84016e+06#5.04914e+06
130,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,76.8,Response too long
131,What are the top 5 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"94006047.43, 12747000.0, 1162801.5, 282307.0, 76992.0",Response too long
132,Which company has the smallest percentage variation in water consumption from 2022 to 2023 among the following companies?,OTC_BAYZF,OTC_CRERF
133,Which company has the highest average energy consumed in the last 2 years among the following companies in GWh?,heidelberg-materials,Response too long
134,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,Response too long
135,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in kt?,873.13,OTC_SU
136,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,vivendi,vivendi
137,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,109.3,Response too long
138,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,358.82,Response too long
139,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"NASDAQ_DASTY, vivendi, axa",Response too long
140,What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in million mt CO2e?,"73.65, 1.9, 0.04",Response too long
141,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,18.12,Response too long
142,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, OTC_BAMGF",OTC_BAYZF#OTC_CRERF
143,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.49,Response too long
144,Which companies have the 4 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_RWNEF, OTC_BAYZF, NYSE_AZ, OTC_ADDDF",Response too long
145,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in MtCO2eq?,0.96,Response too long
146,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,Response too long
147,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,Response too long
148,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,1605647.0,OTC_ADDDF
