index,question,value,response
10,What are the 2 lowest percentages of hazardous waste generated in 2022 (sorted in ascending order) among the following companies?,"2.0, 25.97",26#18 |
11,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"76992.0, 282307.0, 12747000.0","12241#13253#13323 |

"
12,What is the highest percentage of hazardous waste generated in 2023 among the following companies?,7.92,7573
13,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"NYSE_TTE, OTC_SU",2023#vivendi#2022#vivendi
14,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,axa,"vivendi |

### Solution
"
15,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,OTC_BAYZF,OTC_BAYZF
16,What is the average percentage of hazardous waste generated in 2023 among the following companies?,17.6,"2023#7573#18 |

The average percentage of hazardous waste generated in 2023 among the following companies is: 18 / 7573 |

"
17,"What is the average total water consumption across the following companies, calculated as the sum of their 2023 and 2022 consumption in m3?",30466344.0,35.4#45.2 |
18,Which companies have the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"NYSE_AZ, OTC_BAYZF",NYSE_AZ#OTC_RWNEF
19,What are the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"1900000.0, 31363.5, 21817.5",1.91#1.89#1.81#1.79#1.77#1.75#1.73#1.71#1.69#1.67#1.65#1.63#1.61#1.59#1.57#1.55#1.53#1.51#1.5 |
20,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,5.72,"11228#117472 |

### Solution
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
21,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"NYSE_TTE, OTC_SU",2023#OTC_SU#306-3#7573#306-5#4102 |
22,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tons CO2e?,7799933.0,"779993#3192798 |

"
23,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in MtCO2eq?,OTC_ESOCF,"OTC_ESOCF |

| Unnamed: 0                 | Unnamed: 1                                                                                  | 2023    | Prev. year   | Change   |
|:---------------------------|:--------------------------------------------------------------------------------------------|:--------|:-------------|:---------|
| Scope                      | Source of emission                                                                          | tCO2e   | tCO2e        | %        |
| Scope 1                    | GHG emissions from direct energy consumption                                                | 33093   | 43664        | –24.2    |
| Scope 1                    | Thereof from business trips with company cars                                               | 10841   | 12330        | –12.1    |
| Scope 2                    | GHG emissions from indirect energy consumption                                              | 14249   | 18310        | –22.2    |
| Scope 3                   "
24,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2eq?,43790000.0,Response too long
25,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.64,"0.01 |

The value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, ‘billion‘, ‘trillion‘, ‘quadrillion‘, ‘quintillion‘, ‘sextillion‘, ‘septillion‘, ‘octillion‘, ‘nonillion‘, ‘decillion‘, ‘undecillion‘, ‘duodecillion‘, ‘tredecillion‘, ‘quattuordecill"
26,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,12180000.0,735018
27,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,"329775#347068 | none |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
28,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,8.55,"16%#19%#25%#29%#36% |

"
29,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,NYSE_TTE,vivendi
30,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,vivendi,"1276.7#476.5 |

| Company name: heidelberg-materials |

| Topic      | Objective                                                                                                       | 2023   | 2022   | Change   | Target                |
|:-----------|:----------------------------------------------------------------------------------------------------------------|:-------|:-------|:---------|:----------------------|
| Waste      | Percentage of quarries sites located near an area of high biodiversity value with biodiversity management plan | 61   | 51     | +10 pts  | 100% by 2025          |
| Waste      | Proportion of quarries with a restoration plan                                                                 | 76   | 92     | -16 pts  | 100% by 2025           |
| Sustainable products and solutions                                                                                           | 14   | 15     | -1 pt   | 100% by 2025           |
| Share of revenue from sustainable products                                                                                     | 35   | 34     | +1 pt   | 100% by 2025           |
| Share of revenue from sustainable products of cement business line                                                             | 39   | 37     | +2 pt   | 100% by 2025           |
| Number of memberships in Green Building Councils and Sustainable Infrastructure Councils                                       | 14   | 15     | -1 pt   | 100% by 2025           |
| Circularity                                                                                                                  | 12.7 | 12.1   | +0.6 pt | 100% by 2025           |
| Production volume of recycled aggregates (100% recycled content)                                                               | 4.8 | 3.8    | +1 pt   | 100% by 2025           |
| Share of recycled aggregates in total aggregates production                                                                    | 1.7 | 1.3    | +0.4 pt | 100% by 2025           |
| Share of alternative raw materials contained in other building materials such as asphalt                                        | 12.7 | 12.1   | +0.6 pt | 100% by 2025           |
| EU Taxonomy Regulation                                                                                                        | 0.6 | 0.6    | +0.6 pt | 100% by 2025           |
| Taxonomy-eligible revenue                                                                                                     | 53.3 | 52.4   | +0.9 pt | 100% by 2025           |
| - Thereof taxonomy-aligned revenue                                                                                            | 0.6 | 0.6    | +0.6 pt | 100% by 2025           |
| Taxonomy-eligible investments                                                                                                  | 68   | 62.8   | +0.6 pt | 100% by 2025           |
| - Thereof taxonomy-aligned investments                                                                                         | 14.2 | 23.3   | +0.7 pt | 100% by 2025           |
| Taxonomy-eligible operating expenses                                                                                           | 55.5 | 56.1   | +0.6 pt | 100% by 2025           |
| - Thereof taxonomy-aligned operating expenses                                                                                  | 2.6 | 2.9    | +0.3 pt | 100% by 2025           |
| Taxonomy-eligible waste                                                                                                       | 476.5 | 1276.7 | -79.2 | million t |
| - Thereof non-hazardous waste                                                                                                | 94   | 93     | +1 pt | %          |
| - Thereof hazardous waste                                                                                                    | 6   | 7      | -1 pt | %          |
| Total waste                                                                                                                 | 10007 | 11388 | -12.00% |

"
31,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,1.9,"1.91#1.89 |

The highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents is 1.91#1.89 |"
32,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,1900000.0,"43664#33093 |

"
33,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,"735018#10291 |

The corresponding scale is: none |

"
34,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,OTC_BAMGF,OTC_CRERF
35,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,3086777.0,3086777
36,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,121.61,19%#20%#23%#25%#29%#31%#34%#36%#39%#42%#43%#45%#46%#47%#51%#52%#53%#54%#55%#56%#57%#58%#59%#60%#61%#62%#63%#64%#65%#66%#67%#68%#69%#70%#71%#72%#73%#74%#75%#76%#77%#78%#79%#80%#81%#82%#83%#84%#85%#86%#87%#88%#89%#90%#91%#92%#93%#94%#95%#96%#97%#98%#99%#100%#101%#102%#103%#104%#105%#106%#107%#108%#109%#110%#111%#112%#113%#114%#115%#116%#117%#118%#119%#120%#121%#122%#123%#124%#125%#126%#127%#128%#12
37,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 7.92",7573#176 |
38,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"heidelberg-materials, deutsche-telekom-ag",Response too long
39,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,axa,"RWNEF |

"
40,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,33.66,"3062#1826#2267 |

The value of ‘scale’ can be one of the following: none |

"
41,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"NYSE_TTE, heidelberg-materials","2022#2023#heidelberg-materials#vivendi |

"
42,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"vivendi, munich-re, OTC_RWNEF","10291#11228#12330 |

"
43,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"OTC_ESOCF, OTC_CRERF, munich-re",OTC_ESOCF#OTC_CRERF#munich-re
44,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,OTC_BAYZF,"OTC_ADDDF |

| Unnamed: 0                 | Unnamed: 1                                                                                  | 2023    | Prev. year   | Change   |
|:---------------------------|:--------------------------------------------------------------------------------------------|:--------|:-------------|:---------|
| Scope                      | Source of emission                                                                          | tCO2e   | tCO2e        | %        |
| Scope 1                    | GHG emissions from direct energy consumption                                                | 33093   | 43664        | –24.2    |
| Scope 1                    | Thereof from business trips with company cars                                               | 10841   | 12330        | –12.1    |
| Scope 2                    | GHG emissions from indirect energy consumption                                              | 14249   | 18310        | –22.2    |
| Scope 3                    | Other indirect GHG emissions                                                                | 3039435 | 3130824      | –2.9     |
| Scope 3                    | GHG emissions from upstream activities                                                      | 22571   | 17731        | 27.3     |
| Scope 3                    | Thereof business trips (excluding those with company cars that are reported within scope 1) | 19466   | 14479        | 34.4     |
| Scope 3                    | Thereof from paper                                                                          | 1020    | 1014         | 0.6      |
| Scope 3                    | Thereof from waste                                                                          | 1781    | 1903         | –6.4     |
| Scope 3                    | Thereof from water                                                                          | 304     | 335          | –9.3     |
| Scope 3                    | GHG emissions from downstream activities                                                    | 3016864 | 3113093      | –3.1     |
| Scope 3                    | Thereof financed GHG emissions                                                              | 3016864 | 3113093      | –3.1     |
| Scope 1-3 - Own operations | Total GHG emissions, scope 1-3 own operations, scope 2 market-based                         | 69913   | 79705        | –12.3    |
| Total Scope                | Total GHG emissions, scope 1-3, scope 2 market-based                                        | 3086777 | 3192798      | –3.3     |

"
45,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"OTC_BAYZF, axa, vivendi","10291#11228#10522 |

### Instruction
Given a table and a list of texts in the following, what is the answer to the question? Please predict the answer and store it in a variable named ‘{answer}‘. If there are multiple values, separate them using the ’#’ symbol. If the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. The value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
46,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, OTC_BAMGF",OTC_ESOCF#OTC_BAMGF
47,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,40.3,45.2#35.4 |
48,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"282307.0, 1162801.5, 12747000.0","12241#13253#1124327 |

### Table
Company name: OTC_SU

| GRI          | Indicators                                                                  | Units         | 2023    | 2022    | 2021    | 2020    |
|:-------------|:----------------------------------------------------------------------------|:--------------|:--------|:--------|:--------|:--------|
| nan          | Estimated total energy consumption                                          | MWh           | 1124327 | 1201276 | 1325491 | 1216845 |
| nan          | ISO 50001 certified sites                                                   | #             | 128     | 132     | 140     | 150     |
| 302-1, 302-4 | Estimated total energy consumption/turnover                                 | MWh/million € | 31.3    | 35.1    | 45.9    | 48.3    |
| 302-1, 302-4 | Estimated total energy productivity                                         | €/MWh         | 31932   | 28450   | 21803   | 20709   |
| 302-1, 302-4 | Estimated total improvement in energy productivity vs 2005                  | %             | 157.3%  | 129.3%  | 75.7%   | 66.9%   |
| 302-1, 302-4 | Estimated total energy consumption from renewable sources                   | MWh           | 707033  | 688474  | 670287  | UP      |
| 302-1, 302-4 | Estimated total percentage of renewable energy                              | %             | 62.9%   | 57.3%   | 50.6%   | UP      |
| 302-1, 302-4 | Estimated total energy consumption from non-renewable sources               | MWh           | 417294  | 512802  | 655204  | UP      |
| 302-1, 302-4 | Estimated total percentage of non renewable energy                          | %             | 37.1%   | 42.7%   | 49.4%   | UP      |
| 302-1, 302-4 | Measured energy consumption by source                                       | nan           | nan     | nan     | nan     | nan     |
| 302-1, 302-4 | grid electricity                                                            | MWh           | 82590   | 108263  | 132771  | 148969  |
| 302-1, 302-4 | purchased renewable electricity                                             | MWh           | 610614  | 588851  | 612752  | 585495  |
| 302-1, 302-4 | self generated renewable electricity                                        | MWh           | 23194   | 20719   | 15861   | 12464   |
| 302-1, 302-4 | district heating                                                            | MWh           | 14736   | 24519   | 33830   | 27602   |
| 302-1, 302-4 | fuel oil                                                                    | MWh           | 12991   | 6520    | 6967    | 6941    |
| 302-1, 302-4 | gas                                                                         | MWh           | 190088  | 229552  | 276954  | 251377  |
| 302-1, 302-4 | coal                                                                        | MWh           | 0       | 0       | 0       | 0       |
| 302-1, 302-4 | renewable fuel and heat                                                     | MWh           | 593     | 1073    | 1231    | 1155    |

Company name: deutsche-telekom-ag

| Unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:----------------"
49,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,25714.33,33.09#33.26
50,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,5.6,Response too long
51,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,OTC_ESOCF,OTC_BAYZF
52,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,8.45,No answer in the response
53,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,OTC_DPSGY
54,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,heidelberg-materials
55,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,Response too long
56,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"3.75, 15.66",18#26 |
57,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,NYSE_TTE,vivendi
58,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,OTC_DPSGY,deutsche-telekom-ag
59,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,13.17,"11.3#19%#19%#19%#19%#19%#19% | none |

### Input
Company name: OTC_ADDDF

| Unnamed: 0                                                                                                                                                               |             2023 |             2022 |
|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------:|-----------------:|
| Scope 1 emissions (in tons CO2e)                                                                                                                                     |  21779           |  21856           |
| Administrative offices                                                                                                                                               |   9863           |  10752           |
| Distribution centers                                                                                                                                                 |   5831           |   5128           |
| Own retail stores                                                                                                                                                 |   5160           |   5439           |
| Showrooms                                                                                                                                                             |    925           |    537           |
| Scope 2 emissions, market-based (in tons CO2e)                                                                                                                         | 142457           | 142293           |
| Administrative offices                                                                                                                                               |  16349           |  13354           |
| Distribution centers                                                                                                                                                 |  20311           |  21647           |
| Own retail stores                                                                                                                                                 |  102003           |  104480           |
| Showrooms                                                                                                                                                             |   3794           |   2812           |
| Scope 3 emissions (in tons COze)                                                                                                                                     |      5.89481e+06 |      7.63578e+06 |
| Purchased goods and services                                                                                                                                           |      4.503e+06   |      6.04155e+06 |
| Upstream transportation and distribution                                                                                                                               | 247684           | 343556           |
| Business travel                                                                                                                                                     |  43753           |  36158           |
| Use of sold products                                                                                                                                                 | 957429           |      1.05752e+06 |
| End-of-life treatment of sold products                                                                                                                                 | 142945           | 157002           |
| Total emissions (in tons CO2e)                                                                                                                                         |      6.05905e+06 |      7.79993e+06 |
| GHG emissions per product, total emissions/production volume (kg CO2e per product) |      6.3         |      6.5         |

Company name: axa
"
60,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0,22.19#21.99
61,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,OTC_RWNEF,OTC_RWNEF
62,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,NYSE_AZ,munich-re
63,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5,10007#11388
64,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,12.75,153910
65,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"378000.0, 47652.0",165#202 |
66,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re, deutsche-telekom-ag","deutsche-telekom-ag#munich-re#NASDAQ_DASTY |

"
67,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,NASDAQ_DASTY,OTC_DPSGY
68,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"NASDAQ_DASTY, munich-re, OTC_DPSGY","OTC_DPSGY#munich-re#NASDAQ_DASTY |

The value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘{scale}‘ to ’none’. Finally, present the final answer in the format of """
69,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.35,22.7
70,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"161.5, 12.75","12241#13253 |

### Table

Company name: deutsche-telekom-ag

| Unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:-----------------------------------------|:--------------|:-------|--------:|:-------|:-------|:-------|
| Customer satisfaction (TRI*M index)      |               | 76.2   |    76   | 73.4   | 72.2   | 67.3   |
| Employee satisfaction (engagement score) |               | 76     |    78   | 77     | 4      | 4      |
| Energy consumption                       | GWh           | 12241  | 13253   | 13323  | 12843  | 9324   |
| Of which: excluding T-Mobile US          | GWh           | 4567   |  4704   | na.    | na.    | na.    |
| CO2 emissions (Scope 1 and 2)            | kt CO2e       | 217    |   233   | 247    | 2512   | 1797   |
| Of which: excluding T-Mobile US          | kt CO2e       | 171    |   179   | na.    | na.    | na.    |
| Fixed-network and mobile customers       |               |        |   nan   |        |        |        |
| Mobile customers                         | millions      | 252.2  |   245.4 | 248.2  | 241.5  | 184    |
| Fixed-network lines                      | millions      | 25.4   |    25.3 | 26.1   | 27.4   | 27.5   |
| Broadband customers                      | millions      | 22     |    21.4 | 21.6   | 21.7   | 21     |
| Systems Solutions                        |               |        |   nan   |        |        |        |
| Order entry                              | millions of € | 3628   |  3952   | 3876   | 4564   | 4740   |

Company name: munich-re

| Unnamed: 0                                 | 2023   | Prev. year   | Change   | 2023.1   | Prev. year.1   | 2023.2        | Prev. year.2   | Change.1   |
|:-------------------------------------------|:-------|:-------------|:---------|:---------|:---------------|:--------------|:---------------|:-----------|
| nan                                        | MWh    | MWh          | %        | %        | %              | Mwh/Headcount | Mwh/Headcount  | %          |
| Natural gas                                | 108722 | 153307       | -29.1    | 43.3     | 48.9           | 2.5           | 3.7            | -31.4      |
| Thereof natural gas for cogeneration       | 95188  | 126293       | -24.6    | 37.9     | 40.3           | 2.2           | 3.1            | -27.1      |
| Electricity                                | 95108  | 102313       | -7       | 37.9     | 32.6           | 2.2           | 2.5            | -10.1      |
| Thereof electricity from renewable sources | 86870  | 92518        | -6.1     | 34.6     | 29.5           | 2             | 2.2            | -9.2       |
| District heating                           | 41931  | 51638        | -18.8    | 16.7     | 16.5           | 1             | 1.2            | -21.5      |
| District cooling                           | 4283   | 5371         | -20.3    | 1.7      | 1.7            | 0.1           | 0.1            | -22.9      |
| Liquid fuel for emergency power            | 872    | 1069         | -18.4    | 0.3      | 0.3            | 0             | 0              | -22.6      |
| Total                                      | 250916 | 313698       | -20      | 100      | 10"
71,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"38378.5, 31363.5",43664#33093
72,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,83700000.0,3086777
73,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,714800.0,1276.7#953.1
74,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,prosiebensat1-media,prosiebensat1-media
75,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,0.36,"24512#32333#735018#770748 |

The value of the ‘#’ symbol is the corresponding scale. For non-numerical values, set the value of the ‘#’ symbol to ’none’.

The value of the ‘none’ scale is none.

"
76,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"NYSE_TTE, vivendi",OTC_SU#NYSE_TTE
77,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"OTC_BAYZF, NYSE_AZ, OTC_ADDDF",NYSE_AZ#OTC_ADDDF#OTC_BAYZF
