index,question,value,response,correct
25,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,3.64,"0.01 |

the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. if there are multiple values, separate them using the ’#’ symbol. if the value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, ‘billion‘, ‘trillion‘, ‘quadrillion‘, ‘quintillion‘, ‘sextillion‘, ‘septillion‘, ‘octillion‘, ‘nonillion‘, ‘decillion‘, ‘undecillion‘, ‘duodecillion‘, ‘tredecillion‘, ‘quattuordecill",False
26,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,12180000.0,735018,False
27,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,7.64,"329775#347068 | none |

### instruction
given a table and a list of texts in the following, what is the answer to the question? please predict the answer and store it in a variable named ‘{answer}‘. if there are multiple values, separate them using the ’#’ symbol. if the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. the value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
28,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,8.55,"16%#19%#25%#29%#36% |

",False
29,Which company has the highest percentage of hazardous compared to non-hazardous waste produced in 2023 among the following companies?,nyse_tte,vivendi,False
30,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,vivendi,"1276.7#476.5 |

| company name: heidelberg-materials |

| topic      | objective                                                                                                       | 2023   | 2022   | change   | target                |
|:-----------|:----------------------------------------------------------------------------------------------------------------|:-------|:-------|:---------|:----------------------|
| waste      | percentage of quarries sites located near an area of high biodiversity value with biodiversity management plan | 61   | 51     | +10 pts  | 100% by 2025          |
| waste      | proportion of quarries with a restoration plan                                                                 | 76   | 92     | -16 pts  | 100% by 2025           |
| sustainable products and solutions                                                                                           | 14   | 15     | -1 pt   | 100% by 2025           |
| share of revenue from sustainable products                                                                                     | 35   | 34     | +1 pt   | 100% by 2025           |
| share of revenue from sustainable products of cement business line                                                             | 39   | 37     | +2 pt   | 100% by 2025           |
| number of memberships in green building councils and sustainable infrastructure councils                                       | 14   | 15     | -1 pt   | 100% by 2025           |
| circularity                                                                                                                  | 12.7 | 12.1   | +0.6 pt | 100% by 2025           |
| production volume of recycled aggregates (100% recycled content)                                                               | 4.8 | 3.8    | +1 pt   | 100% by 2025           |
| share of recycled aggregates in total aggregates production                                                                    | 1.7 | 1.3    | +0.4 pt | 100% by 2025           |
| share of alternative raw materials contained in other building materials such as asphalt                                        | 12.7 | 12.1   | +0.6 pt | 100% by 2025           |
| eu taxonomy regulation                                                                                                        | 0.6 | 0.6    | +0.6 pt | 100% by 2025           |
| taxonomy-eligible revenue                                                                                                     | 53.3 | 52.4   | +0.9 pt | 100% by 2025           |
| - thereof taxonomy-aligned revenue                                                                                            | 0.6 | 0.6    | +0.6 pt | 100% by 2025           |
| taxonomy-eligible investments                                                                                                  | 68   | 62.8   | +0.6 pt | 100% by 2025           |
| - thereof taxonomy-aligned investments                                                                                         | 14.2 | 23.3   | +0.7 pt | 100% by 2025           |
| taxonomy-eligible operating expenses                                                                                           | 55.5 | 56.1   | +0.6 pt | 100% by 2025           |
| - thereof taxonomy-aligned operating expenses                                                                                  | 2.6 | 2.9    | +0.3 pt | 100% by 2025           |
| taxonomy-eligible waste                                                                                                       | 476.5 | 1276.7 | -79.2 | million t |
| - thereof non-hazardous waste                                                                                                | 94   | 93     | +1 pt | %          |
| - thereof hazardous waste                                                                                                    | 6   | 7      | -1 pt | %          |
| total waste                                                                                                                 | 10007 | 11388 | -12.00% |

",False
31,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Million metric tons of CO2 equivalents?,1.9,"1.91#1.89 |

the highest average direct ghg emissions (scope 1) produced in the years 2023 and 2022 among the following companies in million metric tons of co2 equivalents is 1.91#1.89 |",False
32,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,1900000.0,"43664#33093 |

",False
33,What is the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,286.57,"735018#10291 |

the corresponding scale is: none |

",False
34,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,otc_bamgf,otc_crerf,False
35,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in TCO2eq?,3086777.0,3086777,True
36,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,121.61,19%#20%#23%#25%#29%#31%#34%#36%#39%#42%#43%#45%#46%#47%#51%#52%#53%#54%#55%#56%#57%#58%#59%#60%#61%#62%#63%#64%#65%#66%#67%#68%#69%#70%#71%#72%#73%#74%#75%#76%#77%#78%#79%#80%#81%#82%#83%#84%#85%#86%#87%#88%#89%#90%#91%#92%#93%#94%#95%#96%#97%#98%#99%#100%#101%#102%#103%#104%#105%#106%#107%#108%#109%#110%#111%#112%#113%#114%#115%#116%#117%#118%#119%#120%#121%#122%#123%#124%#125%#126%#127%#128%#12,False
37,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 7.92",7573#176 |,False
38,Which companies have the top 2 highest values of average energy consumed in the last 3 years (sorted in descending order) among the following companies in GWh?,"heidelberg-materials, deutsche-telekom-ag",response too long,False
39,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in Million metric tons of CO2 equivalents?,axa,"rwnef |

",False
40,What is the average percentage of energy consumption from renewable sources in 2022 among the following companies?,33.66,"3062#1826#2267 |

the value of ‘scale’ can be one of the following: none |

",False
41,Which companies have the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"nyse_tte, heidelberg-materials","2022#2023#heidelberg-materials#vivendi |

",False
42,Which companies have the 3 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"vivendi, munich-re, otc_rwnef","10291#11228#12330 |

",False
43,Which companies have the top 3 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_esocf, otc_crerf, munich-re",otc_esocf#otc_crerf#munich-re,False
44,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2e?,otc_bayzf,"otc_adddf |

| unnamed: 0                 | unnamed: 1                                                                                  | 2023    | prev. year   | change   |
|:---------------------------|:--------------------------------------------------------------------------------------------|:--------|:-------------|:---------|
| scope                      | source of emission                                                                          | tco2e   | tco2e        | %        |
| scope 1                    | ghg emissions from direct energy consumption                                                | 33093   | 43664        | –24.2    |
| scope 1                    | thereof from business trips with company cars                                               | 10841   | 12330        | –12.1    |
| scope 2                    | ghg emissions from indirect energy consumption                                              | 14249   | 18310        | –22.2    |
| scope 3                    | other indirect ghg emissions                                                                | 3039435 | 3130824      | –2.9     |
| scope 3                    | ghg emissions from upstream activities                                                      | 22571   | 17731        | 27.3     |
| scope 3                    | thereof business trips (excluding those with company cars that are reported within scope 1) | 19466   | 14479        | 34.4     |
| scope 3                    | thereof from paper                                                                          | 1020    | 1014         | 0.6      |
| scope 3                    | thereof from waste                                                                          | 1781    | 1903         | –6.4     |
| scope 3                    | thereof from water                                                                          | 304     | 335          | –9.3     |
| scope 3                    | ghg emissions from downstream activities                                                    | 3016864 | 3113093      | –3.1     |
| scope 3                    | thereof financed ghg emissions                                                              | 3016864 | 3113093      | –3.1     |
| scope 1-3 - own operations | total ghg emissions, scope 1-3 own operations, scope 2 market-based                         | 69913   | 79705        | –12.3    |
| total scope                | total ghg emissions, scope 1-3, scope 2 market-based                                        | 3086777 | 3192798      | –3.3     |

",False
45,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2eq?,"otc_bayzf, axa, vivendi","10291#11228#10522 |

### instruction
given a table and a list of texts in the following, what is the answer to the question? please predict the answer and store it in a variable named ‘{answer}‘. if there are multiple values, separate them using the ’#’ symbol. if the value of the ‘{answer}‘ is numerical, predict its scale and store it in a variable named ‘{scale}‘. the value of ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
46,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"munich-re, otc_bamgf",otc_esocf#otc_bamgf,False
47,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,40.3,45.2#35.4 |,False
48,What are the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"282307.0, 1162801.5, 12747000.0","12241#13253#1124327 |

### table
company name: otc_su

| gri          | indicators                                                                  | units         | 2023    | 2022    | 2021    | 2020    |
|:-------------|:----------------------------------------------------------------------------|:--------------|:--------|:--------|:--------|:--------|
| nan          | estimated total energy consumption                                          | mwh           | 1124327 | 1201276 | 1325491 | 1216845 |
| nan          | iso 50001 certified sites                                                   | #             | 128     | 132     | 140     | 150     |
| 302-1, 302-4 | estimated total energy consumption/turnover                                 | mwh/million € | 31.3    | 35.1    | 45.9    | 48.3    |
| 302-1, 302-4 | estimated total energy productivity                                         | €/mwh         | 31932   | 28450   | 21803   | 20709   |
| 302-1, 302-4 | estimated total improvement in energy productivity vs 2005                  | %             | 157.3%  | 129.3%  | 75.7%   | 66.9%   |
| 302-1, 302-4 | estimated total energy consumption from renewable sources                   | mwh           | 707033  | 688474  | 670287  | up      |
| 302-1, 302-4 | estimated total percentage of renewable energy                              | %             | 62.9%   | 57.3%   | 50.6%   | up      |
| 302-1, 302-4 | estimated total energy consumption from non-renewable sources               | mwh           | 417294  | 512802  | 655204  | up      |
| 302-1, 302-4 | estimated total percentage of non renewable energy                          | %             | 37.1%   | 42.7%   | 49.4%   | up      |
| 302-1, 302-4 | measured energy consumption by source                                       | nan           | nan     | nan     | nan     | nan     |
| 302-1, 302-4 | grid electricity                                                            | mwh           | 82590   | 108263  | 132771  | 148969  |
| 302-1, 302-4 | purchased renewable electricity                                             | mwh           | 610614  | 588851  | 612752  | 585495  |
| 302-1, 302-4 | self generated renewable electricity                                        | mwh           | 23194   | 20719   | 15861   | 12464   |
| 302-1, 302-4 | district heating                                                            | mwh           | 14736   | 24519   | 33830   | 27602   |
| 302-1, 302-4 | fuel oil                                                                    | mwh           | 12991   | 6520    | 6967    | 6941    |
| 302-1, 302-4 | gas                                                                         | mwh           | 190088  | 229552  | 276954  | 251377  |
| 302-1, 302-4 | coal                                                                        | mwh           | 0       | 0       | 0       | 0       |
| 302-1, 302-4 | renewable fuel and heat                                                     | mwh           | 593     | 1073    | 1231    | 1155    |

company name: deutsche-telekom-ag

| unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:----------------",False
49,What is the total energy consumption generated by the following companies in the last 2 years in GWh?,25714.33,33.09#33.26,False
50,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,5.6,response too long,False
51,Which company has the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,otc_esocf,otc_bayzf,False
52,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,8.45,no answer in the response,False
53,Which company has the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,munich-re,otc_dpsgy,False
54,Which company has the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,prosiebensat1-media,heidelberg-materials,False
55,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in million mt CO2e?,83.7,response too long,False
56,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in kt?,"3.75, 15.66",18#26 |,False
57,Which company has the highest percentage of hazardous waste generated in 2023 among the following companies?,nyse_tte,vivendi,False
58,Which company has the highest average energy consumed in the last 2 years among the following companies in million kWh?,otc_dpsgy,deutsche-telekom-ag,False
59,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,13.17,"11.3#19%#19%#19%#19%#19%#19% | none |

### input
company name: otc_adddf

| unnamed: 0                                                                                                                                                               |             2023 |             2022 |
|:-------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------:|-----------------:|
| scope 1 emissions (in tons co2e)                                                                                                                                     |  21779           |  21856           |
| administrative offices                                                                                                                                               |   9863           |  10752           |
| distribution centers                                                                                                                                                 |   5831           |   5128           |
| own retail stores                                                                                                                                                 |   5160           |   5439           |
| showrooms                                                                                                                                                             |    925           |    537           |
| scope 2 emissions, market-based (in tons co2e)                                                                                                                         | 142457           | 142293           |
| administrative offices                                                                                                                                               |  16349           |  13354           |
| distribution centers                                                                                                                                                 |  20311           |  21647           |
| own retail stores                                                                                                                                                 |  102003           |  104480           |
| showrooms                                                                                                                                                             |   3794           |   2812           |
| scope 3 emissions (in tons coze)                                                                                                                                     |      5.89481e+06 |      7.63578e+06 |
| purchased goods and services                                                                                                                                           |      4.503e+06   |      6.04155e+06 |
| upstream transportation and distribution                                                                                                                               | 247684           | 343556           |
| business travel                                                                                                                                                     |  43753           |  36158           |
| use of sold products                                                                                                                                                 | 957429           |      1.05752e+06 |
| end-of-life treatment of sold products                                                                                                                                 | 142945           | 157002           |
| total emissions (in tons co2e)                                                                                                                                         |      6.05905e+06 |      7.79993e+06 |
| ghg emissions per product, total emissions/production volume (kg co2e per product) |      6.3         |      6.5         |

company name: axa
",False
60,What is the maximum average percentage consumption of energy from renewable sources in the years 2023 and 2022 among the following companies?,84.0,22.19#21.99,False
61,Which company has the highest percentage ratio of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,otc_rwnef,otc_rwnef,True
62,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,nyse_az,munich-re,False
63,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5,10007#11388,False
64,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in Million metric tons of CO2 equivalents?,12.75,153910,False
65,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"378000.0, 47652.0",165#202 |,False
66,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, munich-re, deutsche-telekom-ag","deutsche-telekom-ag#munich-re#nasdaq_dasty |

",False
67,Which company has the lowest total energy consumption over the last 2 years among the following companies in MWh?,nasdaq_dasty,otc_dpsgy,False
68,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, munich-re, otc_dpsgy","otc_dpsgy#munich-re#nasdaq_dasty |

the value of the ‘{scale}‘ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. for non-numerical values, set the value of ‘{scale}‘ to ’none’. finally, present the final answer in the format of """,False
69,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,9.35,22.7,False
70,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in TWh?,"161.5, 12.75","12241#13253 |

### table

company name: deutsche-telekom-ag

| unnamed: 0                               |               | 2023   |    2022 | 2021   | 2020   | 2019   |
|:-----------------------------------------|:--------------|:-------|--------:|:-------|:-------|:-------|
| customer satisfaction (tri*m index)      |               | 76.2   |    76   | 73.4   | 72.2   | 67.3   |
| employee satisfaction (engagement score) |               | 76     |    78   | 77     | 4      | 4      |
| energy consumption                       | gwh           | 12241  | 13253   | 13323  | 12843  | 9324   |
| of which: excluding t-mobile us          | gwh           | 4567   |  4704   | na.    | na.    | na.    |
| co2 emissions (scope 1 and 2)            | kt co2e       | 217    |   233   | 247    | 2512   | 1797   |
| of which: excluding t-mobile us          | kt co2e       | 171    |   179   | na.    | na.    | na.    |
| fixed-network and mobile customers       |               |        |   nan   |        |        |        |
| mobile customers                         | millions      | 252.2  |   245.4 | 248.2  | 241.5  | 184    |
| fixed-network lines                      | millions      | 25.4   |    25.3 | 26.1   | 27.4   | 27.5   |
| broadband customers                      | millions      | 22     |    21.4 | 21.6   | 21.7   | 21     |
| systems solutions                        |               |        |   nan   |        |        |        |
| order entry                              | millions of € | 3628   |  3952   | 3876   | 4564   | 4740   |

company name: munich-re

| unnamed: 0                                 | 2023   | prev. year   | change   | 2023.1   | prev. year.1   | 2023.2        | prev. year.2   | change.1   |
|:-------------------------------------------|:-------|:-------------|:---------|:---------|:---------------|:--------------|:---------------|:-----------|
| nan                                        | mwh    | mwh          | %        | %        | %              | mwh/headcount | mwh/headcount  | %          |
| natural gas                                | 108722 | 153307       | -29.1    | 43.3     | 48.9           | 2.5           | 3.7            | -31.4      |
| thereof natural gas for cogeneration       | 95188  | 126293       | -24.6    | 37.9     | 40.3           | 2.2           | 3.1            | -27.1      |
| electricity                                | 95108  | 102313       | -7       | 37.9     | 32.6           | 2.2           | 2.5            | -10.1      |
| thereof electricity from renewable sources | 86870  | 92518        | -6.1     | 34.6     | 29.5           | 2             | 2.2            | -9.2       |
| district heating                           | 41931  | 51638        | -18.8    | 16.7     | 16.5           | 1             | 1.2            | -21.5      |
| district cooling                           | 4283   | 5371         | -20.3    | 1.7      | 1.7            | 0.1           | 0.1            | -22.9      |
| liquid fuel for emergency power            | 872    | 1069         | -18.4    | 0.3      | 0.3            | 0             | 0              | -22.6      |
| total                                      | 250916 | 313698       | -20      | 100      | 10",False
71,What are the 2 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"38378.5, 31363.5",43664#33093,False
72,What is the highest total emissions (both direct and indirect) of GHG generated in 2023 among the following companies in tCO2e?,83700000.0,3086777,False
73,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,714800.0,1276.7#953.1,False
74,Which company has the largest percentage of energy consumption from renewable sources in 2023 among the following companies?,prosiebensat1-media,prosiebensat1-media,True
75,What is the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in million mt CO2e?,0.36,"24512#32333#735018#770748 |

the value of the ‘#’ symbol is the corresponding scale. for non-numerical values, set the value of the ‘#’ symbol to ’none’.

the value of the ‘none’ scale is none.

",False
76,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"nyse_tte, vivendi",otc_su#nyse_tte,False
77,Which companies have the 3 highest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in descending order) among the following companies in tCO2e?,"otc_bayzf, nyse_az, otc_adddf",nyse_az#otc_adddf#otc_bayzf,False
78,Which companies have the top 3 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"nyse_tte, otc_su, nasdaq_dasty","otc_su#su#tte |

| company name |
|:-------------|
| otc_su |
| su |
| tte |

| units |
|:----- |
| mwh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|:----- |
| 1325491#1080366#1201276 |

| 2020 |
|:----- |
| 1216845#1034003#1124327 |

| sort |
|:----- |
| 1124327#1201276#1325491 |

| companies |
|:--------- |
| otc_su#su#tte |

| average |
|:------- |
| 1124327#1201276#1325491 |

| company name |
|:-------------|
| otc_su |
| su |
| tte |

| units |
|:----- |
| mwh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|:----- |
| 1325491#1080366#1201276 |

| 2020 |
|:----- |
| 1216845#1034003#1124327 |

| sort |
|:----- |
| 1124327#1201276#1325491 |

| companies |
|:--------- |
| otc_su#su#tte |

| average |
|:------- |
| 1124327#1201276#1325491 |

| company name |
|:-------------|
| otc_su |
| su |
| tte |

| units |
|:----- |
| mwh |

| 2023 |
|:----- |
| 1124327#1201276#1325491 |

| 2022 |
|:----- |
| 1201276#1325491#1124327 |

| 2021 |
|",False
