index,question,value,response,correct
10,What is the percentage increment in renewable energy consumption from 2020 to 2023?,100.0,"2#1 |

the corresponding scale is: none |

",False
11,"What is the total GHG emissions intensity for 2022, combining operated upstream oil and gas activities and equity-based upstream oil and gas activities?",36.0,"17 + 19 |

#### and its corresponding scale is: none",False
12,What is the percentage decrease in the total group-level indirect consumption of energy from 2022 to 2023?,48.45,40496,False
13,What is the difference between the full consolidated and group-level percentage usage of energy from renewable sources in 2023?,0.16,9.92#9.76,False
14,What is the difference in the total energy consumption when comparing the group related direct and indirect consumption of energy in 2021?,13479.0,"692#14171 |

the corresponding scale is: none |

the difference in the total energy consumption when comparing the group related direct and indirect consumption of energy in 2021 is 14171 - 692.",False
15,What is the percentage decrease in the GHG emissions from Gas in 2023 compared to 2022?,4.62,no answer in the response,False
16,What is the reduction between the intensity of methane emissions from operated oil and gas facilities (Upstream) in 2023 and 2021?,0.02,0.11 - 0.13,False
17,What is the average of the direct and indirect (scope 2) GHG emissions in 2023?,101116.0,"20232 + 89440 |

#### and its corresponding scale is: none",False
18,What is the sum of the direct and scope 3 indirect GHG emissions for the year 2023?,56890756.0,"112792#56777964 |

#### and its corresponding scale is: none",False
19,What is the reduction in offshore continuous water discharges hydrocarbon content from the year 2020 to 2022?,-0.1,"12.8#13.7 |

the corresponding scale is: none |

",False
20,"What is the sum of indirect GHG emissions from the category ""Purchased goods and services"" for the years 2022 and 2023?",57.0,30#27 |,False
21,What is the sum of the group-related direct and indirect consumption of energy in 2023?,14711.0,14334#377,False
22,What is the percentage increase in full consolidated location-based emissions from the year 2021 to the year 2022?,54.61,125.4#156.5,False
23,What is the percentage reduction in energy consumption (MWh) from 2022 to 2023?,13.95,71218#82766,False
24,"What is the average percentage of electric and electroninc waste recycled across the years 2019, 2021, 2022 and 2023?",98.75,"99# | 2022#2021#2019#2023 |

",False
25,What is the percentage decrease in indirect GHG emissions for grid electricity from 2022 to 2023?,20.53,-17.40%,False
26,What is the difference in total water withdrawals (other than for cooling) and those for cooling in 2023?,1085779.0,"1899190#813411

#### and its corresponding scale is: none",False
27,What is the increase between the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities in 2023 and 2022?,0.0,| 17 |,False
28,What is the average of the total group-related direct and indirect consumption of energy for the year 2021 in TJ?,7431.5,692,False
29,What is the difference between metric of tons for total waste and hazardous waste in 2021?,128267.0,"136816#8549 |

#### and its corresponding scale is: none",False
30,What is the difference of estimated energy consumption between renewable source and non-renewable source in 2021?,15083.0,"655204#50.6%#670287 | none |

### scale

none",False
31,What is the difference between total group-related energy consumption and direct consumption of energy in 2022?,696.0,no answer in the response,False
32,What is the average of the indirect GHG emissions from biofuels in 2022 and 2023?,4.0,"4 |

#### and its corresponding scale is: none",True
33,What is the average value of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023?,87.92,86.4,False
34,What is the sum of SF GHG emissions for the years 2022 and 2023?,8660.0,"112792#38968#4054#61492 |

",False
35,What is the average between the total water withdrawals (other than for cooling) and those for cooling in 2020?,1354116.5,(1928032 + 780201) / 2 |,False
36,What is the difference between total and indirect (Scope 2) GHG emissions in 2023?,112792.0,"20232 - 89440 |

#### and its corresponding scale is: none",False
37,What is the difference in indirect GHG emissions from petroleum products compared to gas in the year 2023?,103.0,227#124,False
38,What is the average estimated total energy consumption from renewable sources in MWh for the years 2023 and 2022?,697753.5,707033#688474,False
39,What is the sum of scope 3 GHG emissions in the last 3 years?,1144.0,"410#232#215 |

#### and its corresponding scale is: none",False
40,What is the total sum of the net primary energy consumption (in TWh) from the years 2015 to 2023?,931.0,"157#147#160#148#166 |

the corresponding scale is: none |

",False
41,What is the total number of pairs of shoes produced containing 'Parley Ocean Plastic' from 2021 to 2023?,45.0,"26#17#2 |

#### and its corresponding scale is: none",False
42,What is the average group-level electricity consumed from the grid in MWh for the years 2023 and 2022?,53127.0,35427#38134,False
43,What is the difference in energy consumption (MWh) from 2022 to 2023?,11548.0,no answer in the response,False
44,What is the difference between GHG emissions from Oil in 2015 compared to the emissions from Gas in the same year?,290.0,350#60,False
45,What is the reduction in MWh in grid electricity consumption from 2021 to 2022?,41701.0,"107019#148720 |

the corresponding scale is: none",False
46,What is the percentage reduction in full consolidated thermal energy consumed from 2022 to 2023?,80.36,"10066#1977 |

the corresponding scale is: none |

",False
47,"What is the total electricity consumed from the grid (in MWh) across the years 2021 to 2023, considering full consolidated values?",108432.0,"71569#37676#35427 |

#### and its corresponding scale is: none",False
48,What is the percentage increase in the number of operated sites with annual consumption greater than 50 ktoe from 2020 to 2023?,2.38,"46#43 |

the corresponding scale is: none |

",False
49,What is the percentage reduction in the intensity of methane emissions from operated oil and gas facilities (Upstream) when comparing the values from 2021 to 2022?,15.38,"0.13#0.11 |

#### and its corresponding scale is: percent",False
