index,question,value,response,correct
26,"Which are the top 2 highest values between the water withdrawn not for cooling and the water withdrawn for cooling of the sums (in descending order) between the years 2023, 2021, 2022?","5893022.0, 2315964.0",879602#1928032#1899190#1921569#813411 |,False
27,What is the average between upstream and downstream transportation of the percentage ratios between 2023 and 2022?,94.44,(8 + 1) / (9 + 1),False
28,What is the average between location based and market based group total emissions of the percentage ratios between 2021 and 2023?,41.31,"(6446.7 + 6446.5) / 2 | none |

",False
29,"What is the sum between reused and incinerated non hazardous waste of the averages between the years 2021, 2022?",120400,115550#111567 |,False
30,Which are the top 2 lowest values between scope 2 and 3 emissions of the percentage ratios (in descending order) between the year 2020 and 2023?,"162.35, 115.84",65770721#60788549,False
31,"What is the value between the grid electricity and renewable electricity scope 2 emissions of the highest average between the years 2022, 2023?",44575,"703#49674 |

",False
32,"What is the value between grid electricity, purchased and self generated renewable electricity of the lowest percentage ratio between 2021 and 2020?",89.13,"12464#15861#6941 |

",False
33,"What is the sum between non hazardous waste and non hazardous reused waste of the averages between the years 2021, 2023?",232988,11941#116566 |,False
34,What is the average between direct and indirect group energy consumption of the sums between the years 2022 and 2021?,16112,(14171 + 692) / (13325 + 366),False
35,"What are the top 2 highest values between purchased goods and downstream transportation of the sums (in ascending order) between the years 2022, 2023?","2.0, 57.0",1#9#3#8 |,False
36,What are the top 2 lowest values between nmvoc and nox emissions of the percentage ratios (in descending order) between the year 2023 and 2020?,"93.75, 62.32",60#59 |,False
37,"What is the value between downstream and upstream transportation of the lowest average between the years 2023, 2022?",1,8#1 |,False
38,"What is the sum between the total water withdrawn except for cooling and water withdrawn for cooling of the averages between the years 2020, 2022, 2023, 2021?",2729304.75,1899190#622951#813411#879602 |,False
39,"What are the top 2 lowest values between total and surface water withdrawn of the sums (in ascending order) between the years 2023, 2021?","36855.0, 3971453.0",| 2072263#19156 |,False
40,"What is the sum between direct and indirect consumption of energy of the averages between the years 2023 (full consolidated), 2022 (group)?",15902,"14092#366#16041#380 |

the corresponding scale is: none",False
41,"Which are the top 2 highest values between scope 1 emissions and gas emissions of the sums (in descending order) between the years 2023, 2021, 2022, 2020?","515345.0, 195212.0",112792#47271,False
42,"Which are the top 2 lowest values between non hazardous waste and non hazardous waste recycled of the sums (in descending order) between the years 2020, 2022, 2023?","357484.0, 330371.0",113211#117607#11941#128267#125292#123311#116566#105593 |,False
43,"What are the top 2 highest values between scope 2 and 3 emissions of the averages (in descending order) between the years 2022, 2023, 2021, 2020?","63018679.75, 124373.0",60788549#68737485,False
44,What are the top 2 highest values between indirect and direct group consumption of energy of the percentage ratios (in descending order) between the year 2023 and 2021?,"101.15, 54.48","9.92#14334#16665#380#692#14171#16041#351#14092#366 |

the corresponding scale is: none",False
45,Which are the top 2 highest values between direct and indirect energy consumption of the percentage ratios (in descending order) between the year 2021 (group) and 2022 (full consolidated?,"182.11, 88.34","9.92#16041#13325#16665#380#366 |

the corresponding scale is: none",False
46,"What is the value between reused and incinerated non hazardous waste of the lowest average between the years 2023, 2021?",6917.5,105593#6871 |,False
47,"What is the value between fresh water withdrawal from cooling water and total fresh water consumption of the lowest sum in the years 2022, 2019, 2020?",226,"75#102#107#50#55 |

the corresponding scale is: none |

",False
48,Which are the top 2 lowest values between surface and groundwater withdrawal of the percentage ratios (in descending order) between the year 2021 and 2022?,"131.98, 104.33",14514#86%,False
49,What is the average between recycled polyester and sustainable cotton of the percentage ratios between 2022 and 2023?,98.48,"(99 + 100) / 2 |

#### and its corresponding scale is: none",False
