index,question,value,response,correct
23,What is the minimum measured energy consumption from fuel oil in MWh for the years 2020 to 2023?,6520,12991,False
24,What is the maximum energy consumption by source in 2022?,588851,grid electricity | 108263 |,False
25,What is the maximum energy consumption by source in 2020?,585495,grid electricity | 148969 |,False
26,Is the estimated total energy consumption in MWh in 2023 lower than in 2022?,yes,false,False
27,What are the values of energy consumption from renewable and non-renewable sources in Mwh in 2021 in descending order?,"670287, 655204",655204#670287,False
28,Is the estimated total energy consumption from fuel oil in MWh in 2023 lower than the one in 2021?,no,false,False
29,Is the value of surface water withdrawals in cubic meters in 2022 higher than in 2023?,no,"| 303-3 | of which surface water                                                                             | m3             | 17699   | 14514   |

#### and its corresponding scale is: none",True
30,What are the amounts of groundwater withdrawals in cubic meters ranked in descending order?,"513631.0, 492308.0, 472199.0, 452602.0",472199#1377377#31916,False
31,Is the total water withdrawals from third party sources in cubic meters 2021 lower than in 2023?,no,false,False
32,"What was the minimum amount of water withdrawal between surface water, groundwater, third party or other sources in 2020?",11578,1446391,False
33,"What are the amounts of water withdrawal between surface water, groundwater, third party or other sources in 2021 ranked in ascending order?","19156, 31870, 513631, 1507606",1507606#513631#19156#1507606,False
34,"What are the top two values of specific water sources from the year 2021, ranked in descending order?","1507606.0, 930603.0",513631#2072263,False
35,"What are the four total water withdrawals from third-party sources for the years 2023, 2022, 2021 and 2020 in increasing order?","1377377.0, 1388474.0, 1446391.0, 1507606.0",1377377#1388474#1507606#1446391,False
36,Is the value of water withdrawals from surface waters lower than the amount of water withdrawal from other sources in cubic meters for the year 2020?,no,false,False
37,"Between different water withdrawal sources in 2023, what is the highest amount of water withdrawn in m3?",1377377,|303-3 | total water withdrawals (other than for cooling) |,False
38,What was the minimum water withdrawal per million euros for the years 2020 to 2023?,52.9,76.5,False
39,Is the value of water withdrawn for cooling lower than the value of water not withdrawn for cooling in 2020?,yes,false,False
40,What is the minimum value of the direct (Scope 1) GHG emissions by source in TCO2e for the year 2023?,0,"3116#112792#61492#4054#5162 |

the minimum value of the direct (scope 1) ghg emissions by source in tco2e for the year 2023 is 112792#3116#61492#4054#5162 |.",True
41,"For the year 2023, between Scope 1, Scope 2 and Scope 3 total emissions, what are the two lowest amounts of emissions?","89440.0, 112792.0",112792#56777964,False
42,Is the value of direct Scope 1 GHG emissions greater than the Scope 3 emissions in TCO2e for the year 2023?,no,false,False
43,What are the top two amounts of GHG Scope 2 emissions by source in TCO2e in 2022 ranked in descending order?,"50995, 49674",49674#39476,False
44,What is the minimum value of the direct (Scope 1) GHG emissions from gas for the years 2020 to 2023?,38968,38968,True
45,"What are the lowest values of direct (Scope 1) GHG emissions from coal for the years 2023, 2022, 2021, and 2020 in descending order?","0.0, 0.0, 0.0, 0.0","0#4451#4414#0#0

#### and its corresponding scale is: none",False
46,What was the highest value of GHG emissions from the vehicle fleet (Scope 1) reported in the years 2020 to 2023?,73229,73229,True
47,Is the value of SF6 emissions recorded in the year 2022 higher than the one recorded in 2020?,no,"| 305-1 | sf6 leakage rate |

the value of | 305-1 | sf6 leakage rate | is 0.08% |

the value of | 305-1 | sf6 leakage rate | in 2022 is 0.08% |

the value of | 305-1 | sf6 leakage rate | in 2020 is 0.08% |

the value of | 305-1 | sf6 leakage rate | in 2022 is higher than the value of | 305-1 | sf6 leakage rate | in 2020 |

",False
48,What is the minimum estimated Scope 1 GHG emissions of sites out of the reporting perimeter in TCO2e for the years 2020 to 2023?,5162,5224,False
49,"What are the total Scope 2 GHG emissions in TCO2e for the years 2023, 2022, 2021, and 2020, ranked in ascending order?","89440.0, 109730.0, 145207.0, 153115.0",153115#109730#89440#70145,False
50,What was the maximum value of grid electricity (market-based) GHG emissions in TCO2e reported for the years 2020 to 2023?,70145,70145,True
51,Is the value of the market-based renewable electricity GHG emissions in TCO2e in the year 2021 higher than the one in 2022?,no,"| 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year 2022 is 703. | 305-2 | energy indirect (scope 2) ghg emissions |

the value of the market-based renewable electricity ghg emissions in tco2e in the year 2021 is 701. the value of the market-based renewable electricity ghg emissions in tco2e in the year ",False
52,What are the two highest values of district heating GHG emissions (in TCO2e) reported for the years 2023 and 2022 in descending order?,"14714.0, 11550.0",4853#8358,False
53,Is the value of estimated Scope 2 GHG emissions out of reporting perimeter in 2021 lower than in 2023?,no,"| 62818#71008 |

#### and its corresponding scale is: none",True
54,Is the value of the direct Scope 1 GHG emissions lower than the energy indirect Scope 2 GHG emissions in 2023?,no,|112792| > |89440|,False
55,"What was the highest amount of tCO2e emissions between Scope 1, Scope 2 and Scope 3 emissions for the year 2022?",60788549,"229177#60788549#112792 |

#### and its corresponding scale is: none",True
56,"What was the lowest amount of tCO2e emissions between Scope 1, Scope 2 and Scope 3 emissions for the year 2022?",109730,"229177#56777964#89440 |

#### and its corresponding scale is: none",False
57,What are the four values associated to different indirect Scope 2 emissions sources in 2020 in increasing order?,"694, 11550, 62818, 70145","70145#694#62818#50995

#### and its corresponding scale is: none",False
58,What are the top three values associated to different direct Scope 1 emissions sources in 2021 in decreasing order?,"62683, 56776, 5886","| direct (scope 1) ghg emissions |
:-----------------------------|
| 140718#4520#4451 |

#### and its corresponding scale is: none",False
59,Is the value of the direct (Scope 1) GHG gas emissions in TCO2e in 2021 lower than in 2020?,no,| 140718#142388 |,False
60,What is the minimum value of direct (Scope 1) GHG emissions from coal reported in the years 2020 to 2023?,0,0,True
61,"What was the minimum value of the direct (Scope 1) GHG vehicle fleet emissions recorded in the years 2020, 2021, 2022, and 2023?",55598,61492,False
62,Is the value of SF6 emissions (TCO2e) reported for the year 2022 lower than the one reported in 2021?,yes,false,False
63,Is the target SF leakage rate of sites out of reporting perimeter in TCO2e in 2021 lower than the one in 2020?,no,"| 0.19%#0.11% |

#### and its corresponding scale is: none",True
64,What is the maximum value of the Energy indirect (Scope 2) GHG emissions in TCO2e reported for the years 2020 to 2023?,153115,153115,True
65,What is the minimum value of the GHG Scope 2 emissions from grid electricity (market-based) for the years 2020 to 2023?,39476,39476,True
66,Is the value of the GHG Scope 2 market-based emissions from renewable electricity in 2021 higher than in 2020?,yes,"| 305-2 | energy indirect (scope 2) ghg emissions |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2061 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which renewable electricity (market-based) |

the value of the ghg scope 2 market-based emissions from renewable electricity in 2021 is higher than in 2020 | 305-2 | of which",False
67,What are the two highest values of district heating GHG emissions (in TCO2e) reported in the years 2020 and 2023 in decreasing order?,"14714.0, 11550.0",11550#8358,False
68,"In ascending order, what are the values of estimated Scope 2 GHG emissions of sites out of the reporting perimeter for the years 2023, 2022, 2021 and 2020?","42961.0, 50995.0, 62818.0, 71008.0",42961#50995#71008#62818,False
69,Is the value of energy indirect Scope 2 GHG emissions lower than the other relevant indirect Scope 3 GHG emissions for the year 2023?,yes,| 56777964#60788549 |,False
70,"In descending order, what are the amounts of metric tons of the two types of non-hazardous waste management methods associated with the largest amounts of waste generated?","105593.0, 6871",116566#105593,False
71,Is the amount of generated hazardous waste higher than the amount of hazardous waste channeled according to Schneider electric in 2020?,yes,7685 > 7667,False
72,What is the minimum amount of hazardous waste generated in metric tons by the company from 2020 to 2023?,7573,7685,False
73,"What are the amounts of non-hazardous waste generated and then recycled in metric tons for the years 2021, 2022, 2023, ranked in ascending order?","105593.0, 111567.0, 113211.0, 115550.0",| 11941#111567#115550 |,False
74,What was the highest amount of hazardous waste channeled according to Schneider Electric in metric tons from the years 2020 to 2023?,8549,7685,False
75,Is the value of non-hazardous waste reduction reported in metric tons in 2023 higher than in 2020?,yes,yes,True
76,What are the two highest values of hazardous waste generated per million euros in the years 2021 and 2022 in ascending order?,"0.24, 0.3",0.24#0.3 |,False
77,"In 2021, is the total amount of generated hazardous waste higher than the amount of non-hazardous?",no,false,False
78,What are the amounts of hazardous and non hazardous waste generated in 2021 in ascending order?,"8549, 128267",7573#8549,False
79,Is the amount of hazardous waste generated in metric tons in 2021 lower than in 2020?,no,8549 > 7685,False
80,What was the highest amount of non-hazardous waste generated that was reused or recycled from the years 2020 to 2023?,115550,"| 128267 |

#### and its corresponding scale is: | none |

",False
81,Is the value of non-hazardous waste reduction reported in metric tons for the year 2023 higher than the one reported in 2021?,yes,21098,False
82,"What are the top four values of hazardous waste generated per million euros in 2023, 2022, and 2021, ranked in descending order?","0.3, 0.3, 0.24, 0.21",0.21#0.24#0.3#0.3 |,False
83,"What are the numbers of 'Waste-to-Resource' sites reported for the years 2021, 2022, and 2023, ranked in ascending order?","120.0, 126.0, 127.0, 137.0",126#127#137,False
84,Is the value of hazardous waste generated lower than the amount of hazardous waste channeled according to Schneider in the year 2020?,no,7685 > 7667,False
85,"In 2022, is the amount, in metric tons, of non-hazardous waste incinerated with energy recovery higher than the non-hazardous waste incinerated without energy recovery or landfilled?",yes,"6719 > 5025 | none |

",False
86,Is the intensity of GHG emissions (Scope 1+2) of operated Upstream oil/gas activities greater than the intensity of emissions on equity basis Upstream oil/gas activities for the year 2023?,no,false,False
87,What are the lowest two amounts of intensity emissions in 2022 in descending order in kg CO2e?,"19, 17",17#19,False
88,Is the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis in 2023 greater than the same metric in 2022?,no,false,False
89,Is the intensity of GHG emissions (Scope 1+2) of operated upstream oil & gas activities lower than the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis for the year 2022?,yes,false,False
90,"What is the minimum intensity of GHG emissions (Scope 1+2) of upstream oil and gas activities on an equity basis (kg CO2e/boe) for the years 2023, 2022, and 2021?",18,18,True
91,What are the three lowest values of methane emissions intensity from operated oil and gas activities over the years 2021 to 2023 in ascending order?,"0.11, 0.11, 0.13",| 0.11#0.13#0.23 |,False
92,"What is the maximum intensity of methane emissions from operated oil and gas facilities (Upstream) recorded in the years 2023, 2022, 2021, and 2015?",0.23,0.23,True
93,Is the intensity of methane emissions from operated oil and gas facilities (Upstream) in 2021 greater than in 2023?,yes,0.13 > 0.11,False
94,Is the intensity of GHG emissions (Scope 1+2) of upstream oil & gas activities on an equity basis for the years 2021 smaller than in 2022?,no,|19| |18|,False
95,"What is the minimum intensity of methane emissions from operated oil and gas facilities (Upstream) in the years 2023, 2022, 2021, and 2015?",0.11,0.11#0.11#0.13#0.23,False
96,"What are the four values of methane emissions intensity from operated oil and gas activities for the years 2015, 2021, 2022, and 2023, ranked in descending order?","0.23, 0.13, 0.11, 0.11",| 0.11#0.13#0.11#0.23 |,False
97,"What are the top three values of the intensity of methane emissions from operated oil and gas activities for the years 2015, 2021, and 2023, ranked in descending order?","0.23, 0.13, 0.11",0.13#0.11#0.23,False
98,Is the net primary energy consumption (in TWh) recorded in the year 2022 higher than the one recorder in 2023?,yes,166 > 157,False
99,"What are the top two values of renewable energy consumption (TWh) for the years 2019, 2020, 2021, and 2022 when ranked in descending order?","2.0, 1.0","147#148 |

",False
100,Is the value of net primary energy consumption in TWh in 2021 lower than in 2023?,yes,166 > 157,False
101,"In 2020, in descending order, what are the two values associated with sites with an auditable energy management system and sites with annual consumption > 50 ktoe?","42, 26",27#46,False
102,Is the value of LNG sales lower than the production of biofuels in Mt in 2022?,no,"0.2 > 0.5 |

",False
103,"What is the minimum number of operated sites with annual consumption greater than 50 ktoe in the years 2020, 2021, 2022, and 2023?",42,"46#46#46#46 |

the corresponding scale is: none |

",False
104,What are the four lowest values of the Global Energy Efficiency Indicator (GEEI) from the years 2019 to 2023 in ascending order?,"85.1, 86.4, 87.0, 88.0","85.1#86.4#87#90.2 |

",False
105,What was the maximum value of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023?,90.8,90.8#86.4,False
106,Is the value of the Global Energy Efficiency Indicator (GEEI) in 2019 higher than the one in 2020?,no,"88 > 90.2 |

#### and its corresponding scale is: none",True
107,What are the two highest values in descending order of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2022?,"90.8, 90.2",90.8#85.1,False
108,Is the value of the Global Energy Efficiency Indicator (GEEI) in 2015 lower than in 2019?,no,"90.8#88 |

#### and its corresponding scale is: none",True
109,"What are the values of net primary energy consumption (TWh) from 2015 to 2023, ranked in ascending order?","147.0, 148.0, 153.0, 157.0, 160.0, 166.0","157#160#147#148#166 |

",False
110,Is the number of operated sites with annual consumption greater than 50 ktoe in 2020 lower than in 2021?,yes,"|46| |42| |

#### and its corresponding scale is: none",False
111,What is the minimum value of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023?,85.1,85.1,True
112,Is the value of the Global Energy Efficiency Indicator (GEEI) for the years 2020 higher than the one in 2021?,yes,87 > 85.1,False
113,What are the amounts of the Global Energy Efficiency Indicator (GEEI) from the years 2015 to 2023 when ranked in descending order?,"90.8, 90.2, 88.0, 87.0, 86.4, 85.1","86.4#85.1#87#88#90.8 |

",False
114,"What are the values of the Global Energy Efficiency Indicator (GEEI) from 2015 to 2023, ranked in ascending order, considering only the years 2015, 2019, 2020, 2021, 2022, and 2023?","85.1, 86.4, 87.0, 88.0, 90.2, 90.8","85.1#86.4#87#88#90.2#90.8 |

",False
115,"What are the three values of particulate matter emissions, SO2 emissions, and NOx emissions for the year 2021 in ascending order?","3.8, 16.0, 58.0",59#16#3.8,False
116,What is the maximum offshore continuous water discharge of hydrocarbon content recorded from 2019 to 2023?,13.7,13.7,True
117,What is the minimum percentage of sites that met the target for offshore discharges quality (30 mg/l) from 2019 to 2023?,92,100,False
118,Is the value of onshore continuous water discharge of hydrocarbon content in mg/l in 2020 higher than in 2022?,yes,|1.9 |,False
119,Is the amount of fresh water withdrawals excluding open loop cooling water lower than the amount of fresh water withdrawal in water stress area for the year 2021?,no,54 > 52,False
120,Is the amount of NOx emissions in 2021 smaller than the amount of NMVOC emissions in 2021?,no,true,False
121,What are the three lowest values of offshore continuous water discharges hydrocarbons measured in mg/l from 2020 to 2023 in ascending order?,"11.6, 12.8, 12.9",12.8#13.7#13 |,False
122,What is the maximum percentage of sites that met the target for offshore discharges quality (30 mg/l) from 2019 to 2023?,100,100,True
123,Is the value of onshore continuous water discharges hydrocarbon content in 2019 greater than in 2022?,no,1.7 > 1.9,False
124,"What are the two values of methane emissions intensity from operated oil and gas facilities in 2023 and 2022, ranked in descending order?","88.0, 87.0",0.11#0.11,False
125,Is the intensity of GHG emissions (Scope 1+2) of operated upstream oil and gas activities in 2023 lower than in 2015?,no,false,False
126,"What are the ranked values of the intensity of GHG emissions (Scope 1+2) of operated upstream facilities for the years 2023, 2022, 2021, and the base year 2015, when the values are sorted in ascending order?","17.0, 17.0, 17.0, 21.0",17#21#17#17,False
127,"What is the minimum value of indirect GHG emissions in Mt CO2e for the year 2015 among the categories ""of which Europe: EU 27 + Norway + UK + Switzerland,"" ""Oil,"" and ""Gas""?",60,256#60#410,False
128,"What are the two highest values of other indirect GHG emissions in Mt CO2e for the year 2023 from the categories Gas, Oil, and Biofuels in decreasing order?","227, 124",227#124#4,False
129,"What is the maximum value of other indirect GHG emissions in Mt CO2e for the year 2015 among Biofuels, Europe (EU 27 + Norway + UK + Switzerland), and Gas?",256,60#350#410,False
