index,question,value,response
49,What were the indirect GHG emissions (Scope 2) in tonnes of CO2 equivalent for the year 2023?,0.73,0.73
50,How much were the methane direct emissions (Scope 1) in Ktonnes CH4 for the year 2021?,54.5,54.50
51,"How many direct GHG emissions (Scope 1) were reported in 2023, measured in mmtonnes CO2eq?",9.36,9.36
52,"What was the direct GHG emissions (Scope 1) per equivalent produced electricity (Eni Power) in 2023, measured in gCO2eq/kWheq?",389,389.00
53,What was the amount of direct GHG emissions (Scope 1) in 2023 measured in mmtonnes CO2 equivalent?,5.69,5.69
54,How many tonnes of CO2 equivalent were emitted directly (Scope 1) in 2022?,6,6000000.00
55,What were the direct GHG emissions (Scope 1) in 2021 in mmtonnes CO2 equivalent?,6.72,6.72
56,What is the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2023 in tonnes CO2 equivalent per ktonnes?,232,232.00
57,What was the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2022 in tonnes CO2 equivalent per ktonnes?,233,233.00
58,What was the direct GHG emissions (Scope 1) to refinery throughputs ratio in 2021 in tonnes CO2 equivalent per ktonnes?,228,228.00
59,What was the total weight of waste from production activities in 2023 (million of tonnes)?,3.4,3.40
60,How much hazardous waste was generated in 2023 (million of tonnes)?,0,0.00
61,What is the total weight of non-hazardous waste generated in 2023 (million of tonnes)?,1.3,"1.30, 0.90"
62,What was the total weight of waste destined for disposal in 2023 (million of tonnes)?,2.8,2.80
63,What was the amount of recycled waste in 2021 in million of tonnes?,0.2,0.20
64,What was the amount of hazardous recycled waste in 2021 in million of tonnes?,0,0.00
65,What was the amount of non hazardous recycled waste in 2021 in million of tonnes?,0.2,1.60
66,How much hazardous waste was destined for disposal in 2023 (million of tonnes)?,1.9,1.90
67,What is the total weight of non-hazardous waste destined for disposal in 2023 (million of tonnes)?,0.9,0.90
68,What is the total number of suppliers assessed on social responsibility aspects in 2023?,6471,6471
69,How many suppliers were identified with criticalities or areas for improvement in 2022?,659,659
70,What is the count of suppliers with whom Eni has terminated relations in 2021?,34,34.00
71,What percentage of new suppliers were assessed using social criteria in 2023?,100,100.00
72,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2023?,0.69,0.69
73,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2022?,0.76,0.76
74,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2023?,0.21,0.21
75,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2022?,0.23,0.23
76,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2023?,0.89,0.89
77,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2022?,0.99,0.99
78,What was the percentage of waste for recovery in 2023?,87,87.00
79,What was the percentage of waste for recovery in 2022?,85,85.00
80,"How many valid supplier self-assessment questionnaires were available as of December 31, 2023?",1291,1291
81,"What was the total number of valid supplier self-assessment questionnaires available as of December 31, 2022?",1009,1009.00
82,What was the amount of non-hazardous waste generated in 2023 in kilotons?,496.1,496.10
83,How much non-hazardous waste was recorded in 2022 in kilotons?,381.3,381.30
84,What is the total amount of non-hazardous waste for the year 2021 in kilotons?,428,428.00
85,What quantity of recovered materials was reported in 2023 in kilotons?,467,467.00
86,How many kilotons of recovered materials were there in 2022?,364.1,364.10
87,What was the recovery amount in kilotons for the year 2021?,410.1,410.10
88,What was the disposed amount of waste in 2023 in kilotons?,29.1,29.10
89,How much waste was disposed of in 2022 in kilotons?,17.3,17.30
90,What was the disposed waste amount in 2021 in kilotons?,17.9,17.90
91,What was the amount of hazardous waste in kilotons in 2023?,205.4,205.40
92,How much hazardous waste was recorded in kilotons for the year 2022?,162.2,162.20
93,What is the total amount of hazardous waste in kilotons for the year 2021?,141.3,141.30
94,What was the recovered amount in kilotons in 2023?,170.7,170.70
95,How much was recovered in kilotons in 2022?,107.5,107.50
96,What is the recovered amount in kilotons for the year 2021?,106.7,106.70
97,What was the disposed amount in kilotons in 2023?,34.7,34.70
98,How much was disposed of in kilotons in 2022?,54.7,54.70
99,What is the disposed amount in kilotons for the year 2021?,34.5,34.50
100,What was the percentage of total waste recycled in 2023?,91,91.00
101,How much non-hazardous waste was disposed of in 2022 (metric kilotons)?,17.3,381.30
102,What was the amount of hazardous waste recovered in 2021 (metric kilotons)?,106.7,106.70
103,How much total waste was generated in 2023 (metric kilotons)?,701.5,701.50
104,What was the percentage of total waste recycled in 2022?,87,87.00
105,How much low and intermediate-level radioactive waste was recorded in 2023 (metric tons)?,1374.1,1374.10
106,What was the amount of hazardous waste disposed of in 2022 (metric kilotons)?,54.7,54.70
107,What was the energy consumption within the organization in million GJ for the year 2023?,49,49.00
108,What was the fresh water consumption in million cubic meters for the year 2023?,< 1,< 1
109,What was the fresh water consumption in million cubic meters for the year 2022?,< 1,< 1
110,What was the fresh water consumption in million cubic meters for the year 2021?,< 1,< 1
111,What is the infrastructure leakage index (ILI) for the year 2023?,<=1.5,<=1.5
112,What was the infrastructure leakage index (ILI) in 2022?,<=1.5,<=1.5
113,What was the infrastructure leakage index (ILI) for the year 2021?,<=1.5,<=1.5
114,What was the fresh water consumption in million cubic meters for the year 2023?,12.6,12.60
115,How much fresh water was withdrawn from water utilities in million cubic meters for the year 2022?,n.a.,83.20
116,What was the groundwater withdrawal in million cubic meters for the year 2023?,36.6,36.60
117,How much surface water was utilized in million cubic meters for the year 2023?,46.4,46.40
118,What was the amount of spring water sources withdrawal in million cubic meters for the year 2023?,0.2,0.20
119,What was the amount of fresh water withdrawal in million cubic meters for the year 2023?,203.1,203.10
120,How much fresh water was discharged in million cubic meters in 2022?,216,216.00
121,What was the total fresh water consumption in million cubic meters for the year 2021?,53,53.00
122,What is the value of fresh water withdrawal in million cubic meters for the year 2022?,245,245.00
123,What was the fresh water discharge in million cubic meters for the year 2023?,191,191.00
124,How much fresh water consumption was recorded in million cubic meters for the year 2022?,29,29.00
125,What was the total greenhouse gas emissions in million metric tons (location-based) for the year 2023?,76.17,76.17
126,How many million metric tons of greenhouse gas emissions (market-based) were reported in 2022?,91.29,91.29
127,What is the amount of Scope 1 emissions in tonnes of CO2 equivalent for the year 2021?,3.71,3.71
128,What was the location-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2023?,3.46,3.46
129,What was the market-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2022?,5.83,5.83
130,How much were the location-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2021?,100.38,100.38
131,What was the market-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2023?,65.23,65.23
132,What was the total CO2 equivalent emissions in million metric tons for the year 2023?,2.01,2.01
133,How much did the power and heat generation contribute to CO2 equivalent emissions in million metric tons in 2022?,1.9,1.90
134,What were the fugitive emissions in million metric tons for the year 2021?,1.44,1.44
135,What is the CO2 equivalent emissions from company-owned vehicles in million metric tons for the year 2023?,0.05,0.05
136,What was the total CO2 equivalent emissions from fuels combustion in million metric tons in 2022?,0.05,0.05
137,How much were the total CO2 equivalent emissions in million metric tons for the year 2021?,3.71,3.71
138,What are the power distribution losses based on location for the year 2023 of CO2 equivalents in million metric tons?,3.19,3.19
139,What were the power distribution losses based on location for the year 2022 of CO2 equivalents in million metric tons?,3.14,3.14
140,What were the power distribution losses based on location for the year 2021 of CO2 equivalents in million metric tons?,3.67,3.67
141,What are the power distribution losses based on market for the year 2023 of CO2 equivalents in million metric tons?,5.85,5.85
142,What were the power distribution losses based on market for the year 2022 of CO2 equivalents in million metric tons?,5.52,5.52
143,What were the power distribution losses based on market for the year 2021 of CO2 equivalents in million metric tons?,5.56,5.56
144,What is the amount of purchased power based on location for the year 2023 of CO2 equivalents in million metric tons?,0.27,0.27
145,What was the purchased power based on location for the year 2022 of CO2 equivalents in million metric tons?,0.25,0.25
146,"What was the purchased power based on location for the year 2021 of CO2, equivalents in million metric tons?",0.23,0.23
147,What is the amount of purchased power based on market for the year 2023 of CO2 equivalents in million metric tons?,0.32,0.32
148,What was the purchased power based on market for the year 2022 of CO2 equivalents in million metric tons?,0.31,0.31
149,What was the purchased power based on market for the year 2021 of CO2 equivalents in million metric tons?,0.17,0.17
150,What is the total amount based on location for the year 2023 of CO2 equivalents in million metric tons?,3.46,3.46
151,What was the total amount based on location for the year 2022 of CO2 equivalents in million metric tons?,3.38,3.38
152,What was the total amount based on location for the year 2021 of CO2 equivalents in million metric tons?,3.9,"3.90, 5.73"
153,What is the total amount based on market for the year 2023 of CO2 equivalents in million metric tons?,6.17,6.17
154,What was the total amount based on market for the year 2022 of CO2 equivalents in million metric tons?,5.83,5.83
155,What was the total amount based on market for the year 2021 of CO2 equivalents in million metric tons?,5.73,5.73
156,What was the total CO2 equivalents location based in million metric tons for the year 2023?,70.69,70.69
157,How much CO2 equivalents of purchased power was sold to end-customers (location-based) in million metric tons in 2022?,40.48,40.48
158,What was the value of CO2 equivalents of purchased power sold to end-customers (market-based) in million metric tons for the year 2021?,54.75,54.75
159,What is the CO2 equivalents of combustion of natural gas sold to end-customers in million metric tons for the year 2023?,30.12,30.12
160,What was the amount of CO2 equivalents of purchased goods and services in million metric tons for the year 2022?,2.81,2.81
161,How much CO2 equivalents of power and heat generation from leased assets was recorded in million metric tons in 2021?,1.29,1.29
162,What were the CO2 equivalents of total employee commuting emissions in million metric tons for the year 2023?,0.06,0.06
163,How much were the CO2 equivalents of upstream processes of leased assets (leased vehicles) in million metric tons in 2022?,0.02,0.02
164,What were the CO2 equivalents of total business travel emissions in million metric tons for the year 2021?,0,0.00
165,How much were the total GHG emissions (market-based) in million metric tons for the year 2022?,82.58,82.58
166,What was the amount of NOx emissions in metric tons for the year 2023?,2501,2501.00
167,How many metric tons of SO2 emissions were recorded in 2022?,652,652.00
168,What was the total amount of Dust emissions in metric tons for the year 2021?,61,61.00
169,What was the amount of NOx emissions in metric tons for the year 2022?,1727,1727.00
170,How many metric tons of SO2 emissions were recorded in 2023?,828,828.00
171,What was the total amount of Dust emissions in metric tons for the year 2022?,51,51.00
172,What was the amount of NOx emissions in metric tons for the year 2021?,1716,1716.00
173,How many metric tons of SO2 emissions were recorded in 2021?,581,581.00
174,What was the total amount of Dust emissions in metric tons for the year 2023?,53,53.00
175,What is the total weight of low and intermediate-level radioactive waste generated in 2023 in metric tons?,1374.1,1374.10
176,How much low and intermediate-level radioactive waste was generated in 2022 in metric tons?,1105.7,1105.70
177,What is the total weight of low and intermediate-level radioactive waste generated in 2021 in metric tons?,1420.2,1420.20
178,What is the total weight of high-level radioactive waste generated in 2023 in metric tons?,0,0.00
179,How much high-level radioactive waste was generated in 2022 in metric tons?,0,0.00
180,What was the total weight of high-level radioactive waste generated in 2021 in metric tons?,65,65.00
181,What was the percentage of recycled and/or sustainably managed paper in the office in 2023?,67%,67.00%
182,What was the percentage difference of share of recycled and/or sustainably managed paper in the office between 2023 and 2019?,7%,5.00
183,What percentage of recycled and/or sustainably managed paper was used in marketing and distribution in 2022?,72%,72.00%
184,What is the difference in percentage of recycled and/or sustainably managed paper was used in marketing and distribution between 2023 and 2025?,-17%,-10.00
185,What was the total percentage of recycled and/or sustainably managed paper in 2019?,62%,72.00%
186,What was the difference in the total percentage of recycled and/or sustainably managed paper between 2023 and 2022?,4%,-9.00
187,What was the percentage of waste recycled from total sorted/total waste in 2023?,55%,55.00%
188,What was the difference of percentage of waste recycled from total sorted/total waste between 2023 and 2019?,60%,21.00
189,What was the total fossil energy consumption related to own operations in 2023 (MWh)?,94903,94903.00
190,What was the percentage difference of total fossil energy consumption related to own operations between 2023 and 2019?,54%,54.00%
191,How much total renewable energy was consumed in 2022 (MWh)?,135946,135946.00
192,How much percentage difference is there for the total renewable energy consumed between 2023 and 2022?,-7%,-7.00%
193,What is the total electricity consumption related to own operations in 2022 (MWh)?,188985,188985.00
194,What is the percentage difference of total electricity consumption related to own operations between 2023 and 2025?,-30%,-30.00%
195,What was the total energy consumption related to own operations in 2019 (MWh)?,332604,332604.00
196,What was the percentage difference of total energy consumption related to own operations between 2023 and 2019?,-33%,-33.00%
197,What was the energy intensity based per revenue in 2023 (Mwh/€ Million)?,2.2,2.20
198,What was the percentage difference of energy intensity based per revenue between 2023 and 2022?,-11%,-8.33%
199,What was the share of renewable electricity in 2023 (%)?,63%,63.00%
200,What was the difference of percentage of renewable electricity between 2023 and 2025?,100%,37.00
201,What was the total fossil energy consumption related to own operations in 2022 (MWh)?,110451,110451.00
202,What was the difference of total fossil energy consumption related to own operations between 2023 and 2019 (%)?,54%,-33.00%
203,How much water was consumed in 2022 (m3)?,447929,447929.00
204,How much different is the consumption of water between 2023 and 2022 (%)?,7%,7.00
205,What is the water consumption per person in 2019?,6.9,6.90
206,What is the water consumption per person in 2023?,3.9,3.90
207,What is the percentage difference in water consumption between 2023 and 2019?,43%,-43.00%
208,What is the percentage difference in water consumption per person between 2023 and 2022?,5%,0.26
209,What was the total gross Scope 1 GHG emissions in 2022 in tonnes of CO2 equivalent?,21382,21382.00
210,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2025 in tonnes of CO2 equivalent?,-25,1.00
211,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2022 in tonnes of CO2 equivalent?,1,1.00
212,How much were the gross market-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,30712,30712.00
213,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2025 in tonnes of CO2 equivalent?,-35,-17.00
214,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2019 in tonnes of CO2 equivalent?,-48,-48.00
215,What were the total gross indirect (Scope 3) GHG emissions market-based in 2022 in tonnes of CO2 equivalent?,185354,185354.00
216,What was the percentage difference of total gross indirect (Scope 3) GHG emissions market-based in 2023 and 2019 in tonnes of CO2 equivalent?,-35,-35.00
217,What was the total GHG emissions (Market-based) per person in 2022 in tCO2 eq/FTE?,2.2,2.20
218,What was the percentage difference of total GHG emissions (Market-based) per person between 2023 and 2022 in tCO2 eq/FTE?,-16,-18.18%
219,What was the GHG emissions from employee commuting per person in 2023 in tCO2 eq/FTE?,0.6,0.60
220,What was the difference of the GHG emissions from employee commuting per person between 2023 and 2019 in tCO2 eq/FTE (%)?,-42,-0.40
221,What was the total weight of waste generated in 2022 in tons?,5070,5070.00
222,How much unsorted waste was recorded in 2023 in tons?,1955,1955.00
223,What is the total weight of waste generated in 2023 in tons?,4350,4350.00
224,What was the total weight of unsorted waste in 2022 in tons?,2757,2757.00
225,What was the total weight of unsorted waste in 2021 in tons?,4681,4681.00
226,What is the percentage of waste recycled in 2023 as a percentage of total sorted/total waste?,55,55.00%
227,What was the total weight of waste generated in 2019 in tons?,7129,7129.00
228,What was the percentage of green material content in our products in 2023?,29,29.00
229,How much of the primary and secondary packaging was free from single-use plastic using recycled cardboard in 2022 (%)?,45,45.00
230,How many metric tons of avoided primary resource consumption were achieved through take-back at end-of-use in 2020?,60149,60149.00
231,What was the amount of measured renewable electricity generated on site and sold back to the grid in 2023 in MWh?,2960,2960.00
232,How much grid electricity was consumed in 2022 in MWh?,107019,107019.00
233,What is the total amount of purchased renewable electricity recorded in 2023 in MWh?,72632,72632.00
234,What was the district heating consumption in 2021 in MWh?,5491,5491.00
235,How much fuel oil was consumed in 2022 in MWh?,855,855.00
236,What was the gas consumption in 2023 in MWh?,21008,21008.00
237,How much electricity has been sourced from renewables in 2020 (%)?,80,80.00
238,What was the total amount of coal consumed in 2021 in MWh?,0,0.00
239,How much renewable fuel and heat was consumed in 2022 in MWh?,0,0.00
240,What percentage of electricity sourced from renewables was recorded in 2023?,88,88.00
241,What was the estimated total energy consumption from non-renewable sources in MWh for the year 2023?,417294,417294.00
242,How much estimated total energy consumption from renewable sources was recorded in MWh for the year 2023?,707033,707033.00
243,What was the total estimated energy consumption in MWh for the year 2023?,1124327,1124327.00
244,What was the measured energy consumption from grid electricity in MWh for the year 2023?,82590,82590.00
245,What was the total estimated energy consumption from gas in MWh for the year 2023?,190088,190088.00
246,How much fuel oil was consumed in MWh for the year 2023?,12991,12991.00
247,What was the estimated total percentage of renewable energy for the year 2023?,62.9,62.90%
248,What was the estimated total percentage of non-renewable energy for the year 2023?,37.1,37.10%
249,What was the total amount of surface water withdrawn in 2023 in m3?,17699,17699.00
250,How much groundwater was withdrawn in 2022 in m3?,492308,492308.00
251,What is the total volume of water withdrawn from third-party sources in 2021 in m3?,1507606,1507606.00
252,What was the total amount of surface water withdrawn in 2020 in m3?,17461,17461.00
253,How much total water was withdrawn in 2023 in m3?,1899190,1899190.00
254,What was the total water withdrawal from areas with water stress in 2022 in m3?,842216,842216.00
255,What percentage of sites in water-stressed areas had a water conservation strategy in 2023?,73,73.00%
256,What was the total amount of water withdrawn for cooling in 2021 in m3?,879602,879602.00
257,What was the total water withdrawal intensity reduction compared to 2017 in 2022 (%)?,-48,-48.00%
258,How much total water was withdrawn in 2020 in m3?,1928032,1928032.00
259,What was the total Scope 3 per euro turnover in 2023 in TCO2e/ million €?,1581,1581.00
260,How many other relevant indirect (Scope 3 upstream) GHG emissions were reported in 2022 in TCO2e?,8613192,8613192.00
261,What was the amount of purchased goods and services in 2021 in TCO2e?,7278733,7278733.00
262,What was the total for capital goods in 2020 in TCO2e?,63863,63863.00
263,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,40652.00
264,What was the transportation of goods paid by the Group in 2022 in TCO2e?,670840,670840.00
265,How much waste was generated in operations in 2021 in TCO2e?,42760,42760.00
266,What was the business travel GHG emissions in 2020 in TCO2e?,33304,33304.00
267,How many TCO2e were attributed to employee commuting in 2023?,181977,181977.00
268,What was the amount of other relevant indirect (Scope 3 downstream) GHG emissions in 2022 in TCO2e?,52175356,52175356.00
269,How many TCO2e were related to the transportation of goods not paid by the Group in 2021?,485877,485877.00
270,What was the GHG emissions from the use of sold products in 2023 in TCO2e?,44223749,44223749.00
271,How much GHG emissions were attributed to the end-of-life treatment of sold products in 2022 in TCO2e?,4465596,4465596.00
272,How many zero-CO2 sites were reported in 2021?,51,51
273,What was the saved GHG emissions thanks to sold products and services in 2023 in TCO2e?,52434385,52434385.00
274,How many avoided GHG emissions were reported in 2022 thanks to sold products and services in TCO2e?,41674416,41674416.00
275,What was the cumulative CO2 saved and avoided thanks to sold products and services since 2021 in TCO2e?,346960969,552559056.00
276,What was the estimated total Scope 1 and 2 GHG emissions (market-based) in 2023 in TCO2e?,202232,202232.00
277,How much were the estimated total Scope 1 and 2 GHG emissions (market-based) in 2022 in TCO2e?,229177,229177.00
278,What was the absolute reduction compared to the base year of GHG emissions between 2021 and 2023 in percentage?,-31.2,-31.20%
279,What were the total emissions for Scope 1 and 2 per euro turnover in 2023 in TCO2e/ million?,5.6,5.60
280,What were the direct (Scope 1) GHG emissions in 2023 in TCO2e?,112792,112792.00
281,What were the direct (Scope 1) GHG emissions of fuel oil in 2022 in TCO2e?,4414,4414.00
282,What were the direct (Scope 1) GHG emissions of gas in 2021 in TCO2e?,56776,56776.00
283,What were the direct (Scope 1) GHG emissions of coal in 2020 in TCO2e?,0,0.00
284,What were the direct (Scope 1) GHG emissions of the vehicle fleet in 2023 in TCO2e?,61492,61492.00
285,What were the direct (Scope 1) GHG emissions of SF6 in 2022 in TCO2e?,4606,4606.00
286,What was the SF6 leakage rate in 2023 in percentage?,0.08,0.08%
287,What was the target SF6 leakage rate in 2022 in percentage?,0.11,0.11%
288,What were the estimated Scope 1 GHG emissions of sites out of reporting perimeter in 2021 in TCO2e?,10853,10853.00
289,What were the energy indirect (Scope 2) GHG emissions in 2023 in TCO2e?,89440,89440.00
290,What were the energy indirect (Scope 2) GHG emissions of grid electricity (market-based) in 2022 in TCO2e?,49674,49.67
291,What were the energy indirect (Scope 2) GHG emissions of renewable electricity (market-based) in 2021 in TCO2e?,701,701.00
292,What were the energy indirect (Scope 2) GHG emissions of district heating in 2020 in TCO2e?,11550,11550.00
293,What were the estimated Scope 2 GHG emissions of sites out of reporting perimeter (market-based) in 2023 in TCO2e?,42961,42961.00
294,What were the other relevant indirect (Scope 3) GHG emissions in 2023 in TCO2e?,56777964,56777964.00
295,What was the absolute variation of indirect GHG emissions scope 3 compared to the base year (2021) in 2022 in percentage?,-11.6,-11.60%
296,What was the estimated coverage of VOC emissions in 2023 (%)?,90,90.00
297,How many kilograms of VOC emissions were estimated in 2022?,308520,308520.00
298,What was the ratio of VOC emissions per million euros of turnover in 2021?,11.8,11.80
299,What is the estimated coverage of VOC emissions in 2020 in percentage?,90,90.00
300,How many kilograms of VOC emissions were estimated in 2023?,304975,304975.00
301,What was the VOC emissions per million euros of turnover in 2022?,9,9.00
302,What was the VOC emissions per million euros of turnover in 2020?,17.5,17.50
303,How many kilograms of VOC emissions were estimated in 2020?,440442,440442.00
304,What was the total amount of waste generated in metric tons for the year 2023?,124139,124139.00
305,How much non-hazardous waste was generated in metric tons in 2022?,123311,123311.00
306,What is the total weight of hazardous waste generated in metric tons for the year 2021?,8549,8549.00
307,How many metric tons of non-hazardous waste were reused or recycled in 2023?,105593,105593.00
308,What was the total weight of hazardous waste channeled according to Schneider Electric expectations in metric tons for the year 2022?,8091,8091.00
309,How much non-hazardous waste was reduced in metric tons in 2023?,21098,21098.00
310,What is the total weight of hazardous waste generated per million euros of turnover in 2022?,0.24,0.24
311,How many 'Waste-to-Resource' sites were reported in 2023?,137,137
312,What was the total weight of non-hazardous waste generated in metric tons for the year 2020?,117607,117607.00
313,How much hazardous waste was incinerated with energy recovery in metric tons in 2021?,6964,6964.00
314,What is the amount of hazardous waste not destined for disposal for preparation for reuse in metric tons for the year 2023?,7573,0.00
315,How much non-hazardous waste was landfilled or incinerated without energy recovery in metric tons for the year 2022?,5025,5025.00
316,What was the total energy consumption within the organization in millions of Mwh for the year 2023?,3.09,3.09
317,What was the total energy consumption within the organization in millions of Mwh for the year 2022?,3.18,3.18
318,What was the total energy consumption within the organization in millions of Mwh for the year 2021?,3.22,3.22
319,How much energy did Fresenius Kabi consume in millions of Mwh in 2023?,1.76,1.76
320,How much energy did Fresenius Kabi consume in millions of Mwh in 2022?,1.8,1.80
321,How much energy did Fresenius Kabi consume in millions of Mwh in 2021?,1.77,1.77
322,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2023?,1.15,1.15
323,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2022?,1.19,1.19
324,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2021?,1.26,1.26
325,How much energy did Fresenius Vamed consume in millions of Mwh in 2023?,0.18,0.18
326,How much energy did Fresenius Vamed consume in millions of Mwh in 2022?,0.19,0.19
327,How much energy did Fresenius Vamed consume in millions of Mwh in 2021?,0.19,0.19
328,"What was the energy consumption per 1 million sales in 2023, measured in MWh?",140,140.00
329,"How much energy was consumed per 1 million sales in 2022, in MWh?",149,149.00
330,"What is the energy consumption per 1 million sales for the year 2021, in MWh?",163,163.00
331,"What was the energy consumption per FTE in 2023, measured in MWh?",19.6,19.60
332,"How much energy was consumed per FTE in 2022, in MWh?",20.7,20.70
333,"What is the energy consumption per FTE for the year 2021, in MWh?",21.7,21.70
334,What was the total amount of water withdrawal in millions m3 for the year 2023?,15.1,15.10
335,How much did the healthcare products market segment withdraw water in millions m3 in 2022?,10.4,10.40
336,How much water did the healthcare services market segment withdraw for the year 2021 in millions of m3?,4.9,4.90
