index,question,value,response
50,What was the Net Carbon Footprint Eni (Scope1+2) for the year 2022 in million tonnes CO2 eq.?,29.9,No answer in the response
51,What was the Net Carbon Footprint Eni (Scope1+2) for the year 2021 in million tonnes CO2 eq.?,33.6,33.6
52,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2023?,398,No answer in the response
53,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2022?,419,No answer in the response
54,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2021?,456,No answer in the response
55,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2023?,65.6,65.6
56,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2022?,66.3,66.3
57,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2021?,66.5,66.5
64,What was the net carbon footprint upstream (Scope 1+2) in mmtonnes CO2eq for the year 2023?,8.9,8.9
65,What was the net carbon footprint Eni (Scope 1+2) in mmtonnes CO2eq for the year 2022?,29.9,29.9
66,How much were the indirect GHG emissions (Scope 3) other than those due to purchases from other companies in tonnes of CO2 equivalent for the year 2023?,174,174
67,What were the net GHG emissions (Scope 1+2+3) in tonnes of CO2 equivalent for the year 2022?,194,194
68,What were the net GHG lifecycle emissions (Scope 1+2+3) in tonnes of CO2 equivalent for the year 2021?,456,456
69,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2023?,65.6,65.6
70,What were the direct GHG emissions (Scope 1) in mmtonnes CO2eq for the year 2022?,39.39,39.39
71,What were the indirect GHG emissions (Scope 2) in tonnes of CO2 equivalent for the year 2023?,0.73,0.73
72,How much were the methane direct emissions (Scope 1) in Ktonnes CH4 for the year 2021?,54.5,54.5
82,"How many direct GHG emissions (Scope 1) were reported in 2023, measured in mmtonnes CO2eq?",9.36,9.36
83,"What was the direct GHG emissions (Scope 1) per equivalent produced electricity (Eni Power) in 2023, measured in gCO2eq/kWheq?",389,389
84,What was the amount of direct GHG emissions (Scope 1) in 2023 measured in mmtonnes CO2 equivalent?,5.69,5.69
85,How many tonnes of CO2 equivalent were emitted directly (Scope 1) in 2022?,6,6
86,What were the direct GHG emissions (Scope 1) in 2021 in mmtonnes CO2 equivalent?,6.72,6.72
87,What is the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2023 in tonnes CO2 equivalent per ktonnes?,232,232#5.69 |
88,What was the ratio of direct GHG emissions (Scope 1) to refinery throughputs in 2022 in tonnes CO2 equivalent per ktonnes?,233,0.6#233
89,What was the direct GHG emissions (Scope 1) to refinery throughputs ratio in 2021 in tonnes CO2 equivalent per ktonnes?,228,"228#6.72 |

#### and its corresponding scale is: none"
90,What was the total weight of waste from production activities in 2023 (million of tonnes)?,3.4,3.4
91,How much hazardous waste was generated in 2023 (million of tonnes)?,2.1,3.4
92,What is the total weight of non-hazardous waste generated in 2023 (million of tonnes)?,1.3,1.3#0.9
93,What was the total weight of waste destined for disposal in 2023 (million of tonnes)?,2.8,No answer in the response
94,What was the amount of recycled waste in 2021 in million of tonnes?,0.2,0.2
95,What was the amount of hazardous recycled waste in 2021 in million of tonnes?,0,0.2
96,What was the amount of non hazardous recycled waste in 2021 in million of tonnes?,0.2,1.6
97,How much hazardous waste was destined for disposal in 2023 (million of tonnes)?,1.9,2.8
98,What is the total weight of non-hazardous waste destined for disposal in 2023 (million of tonnes)?,0.9,"0.9#2.8 | none |

###Scales:
none |

###"
99,What is the total number of suppliers assessed on social responsibility aspects in 2023?,6471,6471#100
100,How many suppliers were identified with criticalities or areas for improvement in 2022?,659,659
101,What is the count of suppliers with whom Eni has terminated relations in 2021?,34,34
102,What percentage of new suppliers were assessed using social criteria in 2023?,100,100
105,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2023?,0.69,0.69
106,What were the direct CO2 emissions (Scope 1) in millions of metric tons of CO2 for the year 2022?,0.76,0.76
107,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2023?,0.21,0.21
108,What were the indirect CO2 emissions (Scope 2) in millions of metric tons of CO2 for the year 2022?,0.23,0.23
109,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2023?,0.89,| total own CO2 emissions. (Scopes 1 and 2) in millions of metric tons of CO2 |
110,What were the total own CO2 emissions (Scopes 1 and 2) in millions of metric tons of CO2 for the year 2022?,0.99,|0.99|
111,What was the percentage of waste for recovery in 2023?,87,87
112,What was the percentage of waste for recovery in 2022?,85,85
113,"How many valid supplier self-assessment questionnaires were available as of December 31, 2023?",1291,1291
114,"What was the total number of valid supplier self-assessment questionnaires available as of December 31, 2022?",1009,1009
115,What was the amount of non-hazardous waste generated in 2023 in kilotons?,496.1,496.1
116,How much non-hazardous waste was recorded in 2022 in kilotons?,381.3,381.3
117,What is the total amount of non-hazardous waste for the year 2021 in kilotons?,428,428
118,What quantity of recovered materials was reported in 2023 in kilotons?,467,467
119,How many kilotons of recovered materials were there in 2022?,364.1,364.1
120,What was the recovery amount in kilotons for the year 2021?,410.1,410.1
121,What was the disposed amount of waste in 2023 in kilotons?,29.1,29.1
122,How much waste was disposed of in 2022 in kilotons?,17.3,17.3
123,What was the disposed waste amount in 2021 in kilotons?,17.9,17.9
124,What was the amount of hazardous waste in kilotons in 2023?,205.4,205.4
125,How much hazardous waste was recorded in kilotons for the year 2022?,162.2,162.2
126,What is the total amount of hazardous waste in kilotons for the year 2021?,141.3,141.3
127,What was the recovered amount in kilotons in 2023?,170.7,170.7
128,How much was recovered in kilotons in 2022?,107.5,107.5
129,What is the recovered amount in kilotons for the year 2021?,106.7,106.7
130,What was the disposed amount in kilotons in 2023?,34.7,34.7
131,How much was disposed of in kilotons in 2022?,54.7,162.2#54.7
132,What is the disposed amount in kilotons for the year 2021?,34.5,34.5
133,What was the percentage of total waste recycled in 2023?,91,91
134,How much non-hazardous waste was disposed of in 2022 (metric kilotons)?,17.3,17.3
135,What was the amount of hazardous waste recovered in 2021 (metric kilotons)?,106.7,141.3
136,How much total waste was generated in 2023 (metric kilotons)?,701.5,701.5
137,What was the percentage of total waste recycled in 2022?,87,No answer in the response
138,How much low and intermediate-level radioactive waste was recorded in 2023 (metric tons)?,1374.1,1374.1
139,What was the amount of hazardous waste disposed of in 2022 (metric kilotons)?,54.7,162.2#54.7
140,What was the energy consumption within the organization in million GJ for the year 2023?,49,49
154,What was the fresh water consumption in million cubic meters for the year 2023?,< 1,"| Million cubic meters | 2023 | 2022 | 2021 |
|:---------------------|:-----|:-----|:-----|
| Fresh water consumption | < 1 | < 1 | < 1 |

"
155,What was the fresh water consumption in million cubic meters for the year 2022?,< 1,"| Million cubic meters | 2022 |
|:------------------------|:-------|
| Fresh water consumption | < 1 |

#### and its corresponding scale is: million cubic meters"
156,What was the fresh water consumption in million cubic meters for the year 2021?,< 1,< 1
157,What is the infrastructure leakage index (ILI) for the year 2023?,<=1.5,2023
158,What was the infrastructure leakage index (ILI) in 2022?,<=1.5,1.5
159,What was the infrastructure leakage index (ILI) for the year 2021?,<=1.5,1.5
168,What was the fresh water consumption in million cubic meters for the year 2023?,12.6,49#12.6
169,How much fresh water was withdrawn from water utilities in million cubic meters for the year 2022?,na.,83.2
170,What was the groundwater withdrawal in million cubic meters for the year 2023?,36.6,36.6
171,How much surface water was utilized in million cubic meters for the year 2023?,46.4,46.4
172,What was the amount of spring water sources in million cubic meters for the year 2023?,0.2,0.2
173,What was the amount of fresh water withdrawal in million cubic meters for the year 2023?,203.1,203.1
174,How much fresh water was discharged in million cubic meters in 2022?,216,216
175,What was the total fresh water consumption in million cubic meters for the year 2021?,53,2383#53
176,What is the value of fresh water withdrawal in million cubic meters for the year 2022?,245,245
177,What was the fresh water discharge in million cubic meters for the year 2023?,191,191
178,How much fresh water consumption was recorded in million cubic meters for the year 2022?,29,29
179,What was the total greenhouse gas emissions in million metric tons (location-based) for the year 2023?,76.17,76.17
180,How many million metric tons of greenhouse gas emissions (market-based) were reported in 2022?,91.29,No answer in the response
181,What is the amount of Scope 1 emissions in tonnes of CO2 equivalent for the year 2021?,3.71,3.71
182,What was the location-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2023?,3.46,3.46
183,What was the market-based Scope 2 emissions in tonnes of CO2 equivalent for the year 2022?,5.83,91.29
184,How much were the location-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2021?,100.38,100.38
185,What was the market-based Scope 3 emissions in tonnes of CO2 equivalent for the year 2023?,65.23,65.23
186,What was the total CO2 equivalent emissions in million metric tons for the year 2023?,2.01,2.01
187,How much did the power and heat generation contribute to CO2 equivalent emissions in million metric tons in 2022?,1.9,1.9
188,What were the fugitive emissions in million metric tons for the year 2021?,1.44,1.44
189,What is the CO2 equivalent emissions from company-owned vehicles in million metric tons for the year 2023?,0.05,0.05
190,What was the total CO2 equivalent emissions from fuels combustion in million metric tons in 2022?,0.05,2.88
191,How much were the total CO2 equivalent emissions in million metric tons for the year 2021?,3.71,3.71
192,What are the power distribution losses based on location for the year 2023 of CO2 equivalents in million metric tons?,3.19,3.19
193,What were the power distribution losses based on location for the year 2022 of CO2 equivalents in million metric tons?,3.14,3.14
194,What were the power distribution losses based on location for the year 2021 of CO2 equivalents in million metric tons?,3.67,3.67
195,What are the power distribution losses based on market for the year 2023 of CO2 equivalents in million metric tons?,5.85,5.85
196,What were the power distribution losses based on market for the year 2022 of CO2 equivalents in million metric tons?,5.52,5.52
197,What were the power distribution losses based on market for the year 2021 of CO2 equivalents in million metric tons?,5.56,5.56
198,What is the amount of purchased power based on location for the year 2023 of CO2 equivalents in million metric tons?,0.27,No answer in the response
199,What was the purchased power based on location for the year 2022 of CO2 equivalents in million metric tons?,0.25,0.25
200,"What was the purchased power based on location for the year 2021 of CO2, equivalents in million metric tons?",0.23,0.23
201,What is the amount of purchased power based on market for the year 2023 of CO2 equivalents in million metric tons?,0.32,0.32
202,What was the purchased power based on market for the year 2022 of CO2 equivalents in million metric tons?,0.31,5.83
203,What was the purchased power based on market for the year 2021 of CO2 equivalents in million metric tons?,0.17,"| Purchased power (market-based) |

#### and its corresponding scale is: million metric tons"
204,What is the total amount based on location for the year 2023 of CO2 equivalents in million metric tons?,3.46,3.46
205,What was the total amount based on location for the year 2022 of CO2 equivalents in million metric tons?,3.38,3.38
206,What was the total amount based on location for the year 2021 of CO2 equivalents in million metric tons?,3.9,3.9
207,What is the total amount based on market for the year 2023 of CO2 equivalents in million metric tons?,6.17,6.17
208,What was the total amount based on market for the year 2022 of CO2 equivalents in million metric tons?,5.83,5.83
209,What was the total amount based on market for the year 2021 of CO2 equivalents in million metric tons?,5.73,5.73
210,What was the total CO2 equivalents location based in million metric tons for the year 2023?,70.69,35.95#70.69
211,How much CO2 equivalents of purchased power was sold to end-customers (location-based) in million metric tons in 2022?,40.48,40.48
212,What was the value of CO2 equivalents of purchased power sold to end-customers (market-based) in million metric tons for the year 2021?,54.75,No answer in the response
213,What is the CO2 equivalents of combustion of natural gas sold to end-customers in million metric tons for the year 2023?,30.12,30.12
214,What was the amount of CO2 equivalents of purchased goods and services in million metric tons for the year 2022?,2.81,2.81
215,How much CO2 equivalents of power and heat generation from leased assets was recorded in million metric tons in 2021?,1.29,1.29
216,What were the CO2 equivalents of total employee commuting emissions in million metric tons for the year 2023?,0.06,0.06
217,How much were the CO2 equivalents of upstream processes of leased assets (leased vehicles) in million metric tons in 2022?,0.02,0.02
218,What were the CO2 equivalents of total business travel emissions in million metric tons for the year 2021?,0,0
220,How much were the total GHG emissions (market-based) in million metric tons for the year 2022?,82.58,65.23
221,What was the amount of NOx emissions in metric tons for the year 2023?,2501,2501
222,How many metric tons of SO2 emissions were recorded in 2022?,652,1727
223,What was the total amount of Dust emissions in metric tons for the year 2021?,61,61
224,What was the amount of NOx emissions in metric tons for the year 2022?,1727,1727
225,How many metric tons of SO2 emissions were recorded in 2023?,828,828#2501
226,What was the total amount of Dust emissions in metric tons for the year 2022?,51,51
227,What was the amount of NOx emissions in metric tons for the year 2021?,1716,1716
228,How many metric tons of SO2 emissions were recorded in 2021?,581,581
229,What was the total amount of Dust emissions in metric tons for the year 2023?,53,53
240,What is the total weight of low and intermediate-level radioactive waste generated in 2023 in metric tons?,1374.1,1374.1
241,How much low and intermediate-level radioactive waste was generated in 2022 in metric tons?,1105.7,1105.7
242,What is the total weight of low and intermediate-level radioactive waste generated in 2021 in metric tons?,1420.2,"|

"
243,What is the total weight of high-level radioactive waste generated in 2023 in metric tons?,0,0
244,How much high-level radioactive waste was generated in 2022 in metric tons?,0,0
245,What was the total weight of high-level radioactive waste generated in 2021 in metric tons?,65,65
246,What was the percentage of recycled and/or sustainably managed paper in the office in 2023?,67,67%
247,What was the percentage difference of share of recycled and/or sustainably managed paper in the office between 2023 and 2019?,7,"| 67%#62% |

#### and its corresponding scale is: | none |

"
248,What percentage of recycled and/or sustainably managed paper was used in marketing and distribution in 2022?,72,72%
249,What is the difference in percentage of recycled and/or sustainably managed paper was used in marketing and distribution between 2023 and 2025?,-17,"| 61%#67% |

#### and its corresponding scale is: | none |

"
250,What was the total percentage of recycled and/or sustainably managed paper in 2019?,62,72%
251,What was the difference in the total percentage of recycled and/or sustainably managed paper between 2023 and 2022?,4,|-13%#-14%|
252,What was the percentage of waste recycled from total sorted/total waste in 2023?,55,55%
253,What was the difference of percentage of waste recycled from total sorted/total waste between 2023 and 2025?,60,-10%#-8%
254,What was the total fossil energy consumption related to own operations in 2023 (MWh)?,94903,223638
255,What was the percentage difference of total fossil energy consumption related to own operations between 2023 and 2019?,54,-14%
256,How much total renewable energy was consumed in 2022 (MWh)?,135946,135946
257,How much percentage difference is there for the total renewable energy consumed between 2023 and 2022?,-7,7%
258,What is the total electricity consumption related to own operations in 2022 (MWh)?,188985,188985
259,What is the percentage difference of total electricity consumption related to own operations between 2023 and 2025?,-30,-30%#-12%
260,What was the total energy consumption related to own operations in 2019 (MWh)?,332604,332604
261,What was the percentage difference of total energy consumption related to own operations between 2023 and 2019?,-33,-30%
262,What was the energy intensity based per revenue in 2023 (Mwh/€ Million)?,2.2,2.2
263,What was the percentage difference of energy intensity based per revenue between 2023 and 2022?,-11,-11%
266,What was the share of renewable electricity in 2023 (%)?,63,63%
267,What was the difference of percentage of renewable electricity between 2023 and 2025?,100,|-12%#100% |
268,What was the total fossil energy consumption related to own operations in 2022 (MWh)?,110451,208396
269,What was the difference of total fossil energy consumption related to own operations between 2023 and 2019 (%)?,54,-10%
271,How much water was consumed in 2022 (m3)?,447929,447929
272,How much different is the consumption of water between 2023 and 2022 (%)?,7,0.0692
273,What it the water consumption per person in 2019?,6.9,3.8
274,What it the water consumption per person in 2023?,3.9,3.9
275,What is the percentage difference in water consumption between 2019 and 2023?,43,|-10%#7% |
276,What is the percentage difference in water consumption per person between 2022 and 2023?,5,|-10%#5% |
277,What was the total gross Scope 1 GHG emissions in 2022 in tonnes of CO2 equivalent?,21382,33617
278,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2025 in tonnes of CO2 equivalent?,-25,-25%
279,What was the percentage difference of the total gross Scope 1 GHG emissions between 2023 and 2022 in tonnes of CO2 equivalent?,1,-25%
280,How much were the gross market-based Scope 2 GHG emissions in 2023 in tonnes of CO2 equivalent?,30712,30712
281,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2025 in tonnes of CO2 equivalent?,-35,-35%
282,How much was the percentage difference of the gross market-based Scope 2 GHG emissions in 2023 and 2019 in tonnes of CO2 equivalent?,-48,-48%
283,What were the total gross indirect (Scope 3) GHG emissions market-based in 2022 in tonnes of CO2 equivalent?,185354,185354
284,What was the percentage difference of total gross indirect (Scope 3) GHG emissions market-based in 2023 and 2019 in tonnes of CO2 equivalent?,-35,-35%
287,What was the total GHG emissions (Market-based) per person in 2022 in tCO2 eq/FTE?,2.2,2.2
288,What was the percentage difference of total GHG emissions (Market-based) per person between 2023 and 2022 in tCO2 eq/FTE?,-16,-16%
289,What was the GHG emissions from employee commuting per person in 2023 in tCO2 eq/FTE?,0.6,1
290,What was the difference of the GHG emissions from employee commuting per person between 2023 and 2019 in tCO2 eq/FTE (%)?,-42,-41%
291,What was the total weight of waste generated in 2022 in tons?,5070,7129
292,How much unsorted waste was recorded in 2023 in tons?,1955,1955
293,What is the total weight of waste generated in 2023 in tons?,4350,"4350#1955 |

The value of ‘#1955#4350’ is numerical, predict its scale and store it in a variable named ‘scale’. The value of ‘scale’ can be one of the following: ‘none‘, ‘percent‘, ‘thousand‘, ‘million‘, or ‘billion‘. For non-numerical values, set the value of ‘scale’ to ’none’. Finally, present the final answer in the format of """
294,What was the total weight of unsorted waste in 2022 in tons?,2757,7129#2757
295,What was the total weight of unsorted waste in 2021 in tons?,4681,4681
296,What is the percentage of waste recycled in 2023 as a percentage of total sorted/total waste?,55,55%
297,What was the total weight of waste generated in 2019 in tons?,7129,7129
298,What was the percentage of green material content in our products in 2023?,29,29%
299,How much of the primary and secondary packaging was free from single-use plastic using recycled cardboard in 2022 (%)?,45,45%
301,How many metric tons of avoided primary resource consumption were achieved through take-back at end-of-use in 2020?,60149,60149
303,What was the amount of measured renewable electricity generated on site and sold back to the grid in 2023 in MWh?,2960,2960
304,How much grid electricity was consumed in 2022 in MWh?,107019,107019
305,What is the total amount of purchased renewable electricity recorded in 2023 in MWh?,72632,72632#92379
306,What was the district heating consumption in 2021 in MWh?,5491,5491
307,How much fuel oil was consumed in 2022 in MWh?,855,855
308,What was the gas consumption in 2023 in MWh?,21008,21008
309,How much electricity has been sourced from renewables in 2020 (%)?,80,80%
310,What was the total amount of coal consumed in 2021 in MWh?,0,0
311,How much renewable fuel and heat was consumed in 2022 in MWh?,0,0
312,What percentage of electricity sourced from renewables was recorded in 2023?,88,88%
313,What was the estimated total energy consumption from non-renewable sources in MWh for the year 2023?,417294,417294
314,How much estimated total energy consumption from renewable sources was recorded in MWh for the year 2023?,707033,707033
315,What was the total estimated energy consumption in MWh for the year 2023?,1124327,1124327
316,What was the measured energy consumption from grid electricity in MWh for the year 2023?,82590,82590
317,What was the total estimated energy consumption from gas in MWh for the year 2023?,190088,190088
318,How much fuel oil was consumed in MWh for the year 2023?,12991,12991
319,What was the estimated total percentage of renewable energy for the year 2023?,62.9,62.9%
320,What was the estimated total percentage of non-renewable energy for the year 2023?,37.1,37.1%
321,What was the total amount of surface water withdrawn in 2023 in m3?,17699,17699#1899190
322,How much groundwater was withdrawn in 2022 in m3?,492308,492308
323,What is the total volume of water withdrawn from third-party sources in 2021 in m3?,1507606,1507606
324,What was the total amount of surface water withdrawn in 2020 in m3?,17461,No answer in the response
325,How much total water was withdrawn in 2023 in m3?,1899190,No answer in the response
326,What was the total water withdrawal from areas with water stress in 2022 in m3?,842216,No answer in the response
327,What percentage of sites in water-stressed areas had a water conservation strategy in 2023?,73,73.0%
328,What was the total amount of water withdrawn for cooling in 2021 in m3?,879602,879602
329,What was the total water withdrawal intensity reduction compared to 2017 in 2022 (%)?,-48,-48.0%
330,How much total water was withdrawn in 2020 in m3?,1928032,1928032
331,What was the total Scope 3 per euro turnover in 2023 in TCO2e/ million €?,1581,1581
332,How many other relevant indirect (Scope 3 upstream) GHG emissions were reported in 2022 in TCO2e?,8613192,No answer in the response
333,What was the amount of purchased goods and services in 2021 in TCO2e?,7278733,7278733
334,What was the total for capital goods in 2020 in TCO2e?,63863,63863
335,How many TCO2e were related to fuel- and energy-related activities in 2023?,40652,40652
336,What was the transportation of goods paid by the Group in 2022 in TCO2e?,670840,670840
337,How much waste was generated in operations in 2021 in TCO2e?,42760,42760
338,What was the business travel GHG emissions in 2020 in TCO2e?,33304,30778
339,How many TCO2e were attributed to employee commuting in 2023?,181977,181977
340,What was the amount of other relevant indirect (Scope 3 downstream) GHG emissions in 2022 in TCO2e?,52175356,52175356
341,How many TCO2e were related to the transportation of goods not paid by the Group in 2021?,485877,371159
342,What was the GHG emissions from the use of sold products in 2023 in TCO2e?,44223749,44223749
343,How much GHG emissions were attributed to the end-of-life treatment of sold products in 2022 in TCO2e?,4465596,4465596
344,How many zero-CO2 sites were reported in 2021?,51,30
345,What was the saved GHG emissions thanks to sold products and services in 2023 in TCO2e?,52434385,52434385
346,How many avoided GHG emissions were reported in 2022 thanks to sold products and services in TCO2e?,41674416,41674416
347,What was the cumulative CO2 saved and avoided thanks to sold products and services since 2021 in TCO2e?,346960969,552559056
348,What was the estimated total Scope 1 and 2 GHG emissions (market-based) in 2023 in TCO2e?,202232,"229177# | nan |

#### and its corresponding scale is: none"
349,How much were the estimated total Scope 1 and 2 GHG emissions (market-based) in 2022 in TCO2e?,229177,229177
350,What was the absolute reduction compared to the base year of GHG emissions between 2021 and 2023 in percentage?,-31.20,-31.2%
351,What were the total emissions for Scope 1 and 2 per euro turnover in 2023 in TCO2e/ million?,5.6,5.6
352,What were the direct (Scope 1) GHG emissions in 2023 in TCO2e?,112792,112792
353,What were the direct (Scope 1) GHG emissions of fuel oil in 2022 in TCO2e?,4414,No answer in the response
354,What were the direct (Scope 1) GHG emissions of gas in 2021 in TCO2e?,56776,56776
355,What were the direct (Scope 1) GHG emissions of coal in 2020 in TCO2e?,0,0
356,What were the direct (Scope 1) GHG emissions of the vehicle fleet in 2023 in TCO2e?,61492,61492
357,What were the direct (Scope 1) GHG emissions of SF6 in 2022 in TCO2e?,4606,112792
358,What was the SF6 leakage rate in 2023 in percentage?,0.08,0.08%
359,What was the target SF6 leakage rate in 2022 in percentage?,0.11,0.11%
360,What were the estimated Scope 1 GHG emissions of sites out of reporting perimeter in 2021 in TCO2e?,10853,5224
361,What were the energy indirect (Scope 2) GHG emissions in 2023 in TCO2e?,89440,89440
362,What were the energy indirect (Scope 2) GHG emissions of grid electricity (market-based) in 2022 in TCO2e?,49674,39476
363,What were the energy indirect (Scope 2) GHG emissions of renewable electricity (market-based) in 2021 in TCO2e?,701,694
364,What were the energy indirect (Scope 2) GHG emissions of district heating in 2020 in TCO2e?,11550,11550
365,What were the estimated Scope 2 GHG emissions of sites out of reporting perimeter (market-based) in 2023 in TCO2e?,42961,42961
366,What were the other relevant indirect (Scope 3) GHG emissions in 2023 in TCO2e?,56777964,56777964
367,What was the absolute variation of indirect GHG emissions scope 3 compared to the base year (2021) in 2022 in percentage?,-11.60,-17.4%
368,What was the estimated coverage of VOC emissions in 2023 (%)?,90,90%
369,How many kilograms of VOC emissions were estimated in 2022?,308520,308520
370,What was the ratio of VOC emissions per million euros of turnover in 2021?,11.8,11.8 / 342228
371,What is the estimated coverage of VOC emissions in 2020 in percentage?,90,90%
372,How many kilograms of VOC emissions were estimated in 2023?,304975,304975
373,What was the VOC emissions per million euros of turnover in 2022?,9,9 / 308520
374,What was the VOC emissions per million euros of turnover in 2020?,17.5,17.5
375,How many kilograms of VOC emissions were estimated in 2020?,440442,440442
376,What was the total amount of waste generated in metric tons for the year 2023?,124139,No answer in the response
377,How much non-hazardous waste was generated in metric tons in 2022?,123311,123311
378,What is the total weight of hazardous waste generated in metric tons for the year 2021?,8549,No answer in the response
379,How many metric tons of non-hazardous waste were reused or recycled in 2023?,105593,105593
380,What was the total weight of hazardous waste channeled according to Schneider Electric expectations in metric tons for the year 2022?,8091,8091
381,How much non-hazardous waste was reduced in metric tons in 2023?,21098,21098
382,What is the total weight of hazardous waste generated per million euros of turnover in 2022?,0.24,3.84#8091
383,How many 'Waste-to-Resource' sites were reported in 2023?,137,137
384,What was the total weight of non-hazardous waste generated in metric tons for the year 2020?,117607,117607
385,How much hazardous waste was incinerated with energy recovery in metric tons in 2021?,6964,6964
386,What is the amount of hazardous waste not destined for disposal for preparation for reuse in metric tons for the year 2023?,7573,7573
387,How much non-hazardous waste was landfilled or incinerated without energy recovery in metric tons for the year 2022?,5025,5025
388,What was the total energy consumption within the organization in millions of Mwh for the year 2023?,3.09,3.09
389,What was the total energy consumption within the organization in millions of Mwh for the year 2022?,3.18,3.18
390,What was the total energy consumption within the organization in millions of Mwh for the year 2021?,3.22,3.22
391,How much energy did Fresenius Kabi consume in millions of Mwh in 2023?,1.76,1.76
392,How much energy did Fresenius Kabi consume in millions of Mwh in 2022?,1.8,1.8
393,How much energy did Fresenius Kabi consume in millions of Mwh in 2021?,1.77,1.77
394,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2023?,1.15,1.15
395,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2022?,1.19,1.19
396,What was the energy consumption of Fresenius Helios in millions of Mwh for the year 2021?,1.26,1.26
397,How much energy did Fresenius Vamed consume in millions of Mwh in 2023?,0.18,0.18
398,How much energy did Fresenius Vamed consume in millions of Mwh in 2022?,0.19,0.19
399,How much energy did Fresenius Vamed consume in millions of Mwh in 2021?,0.19,No answer in the response
400,"What was the energy consumption per 1 million sales in 2023, measured in MWh?",140,140
